build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
103562693,f928bff160b12acd97f27df3dc718da7c9b0527d,,master,failed,3,2016-01-20 09:38:29 UTC,103562694,push
103522584,b6e711fe6d78e4a5b192955d6c835a10f5ee7312,264,master,failed,4,2016-01-20 03:40:25 UTC,103522585,pull_request
102571700,b0d9dfc1e93bb5d49abb2955808266db7f97bc0b,,master,failed,2,2016-01-15 11:24:20 UTC,102571702,push
102486229,22309064de2b38d669641925d269fc8b52b4422a,,master,failed,3,2016-01-15 00:32:57 UTC,102486230,push
102484069,cb073fe6f9cf91f0c587edd86d4e15d86bfee489,,utf8,failed,3,2016-01-15 00:21:25 UTC,102484070,push
102483912,aeb874f233985ae3042ec899621849ba5ea16ad7,,utf8,failed,64,2016-01-15 00:20:23 UTC,102483913,102483914,102483915,push
100565572,c25051f05fed0f64614aba8c773f1d0d77287773,,utf8,failed,69,2016-01-06 12:16:40 UTC,100565573,100565574,100565575,push
100557843,f5648e86ee5d83e68ce97ef66b1d5e89361ee093,,utf8,failed,59,2016-01-06 11:28:55 UTC,100557844,100557845,100557846,push
100247863,c1a5381635e9f9289d39a51bad264c3ea2b88436,,utf8,failed,71,2016-01-05 00:17:19 UTC,100247864,100247865,100247866,push
100027774,f9b5b5c9e7623488bd8c8ef4cdc66a907324908a,,utf8,failed,67,2016-01-04 01:04:16 UTC,100027775,100027776,100027777,push
100024977,441436dc39f173519650af06cda4c220ac89ee46,,utf8,errored,70,2016-01-04 00:32:39 UTC,100024978,100024979,100024980,push
99938619,3e00fe85116089bcc9b2943e864a50a29f305f95,,master,passed,150,2016-01-03 11:50:30 UTC,99938620,99938621,99938622,99938625,99938626,push
99934852,53ddd5211925501b076d50f5f788114d2cbe30a7,255,master,passed,104,2016-01-03 11:01:13 UTC,99934853,99934854,99934855,99934856,99934857,pull_request
99890860,846a533cf6dfc9209f4b88dc3a7eac2c9fd722fd,255,master,passed,96,2016-01-03 00:14:55 UTC,99890861,99890862,99890863,99890864,99890865,pull_request
99195547,c7ab8987b328b71f95ffe3fd4fb6d4daf07fa757,,utf8,failed,55,2015-12-29 01:46:35 UTC,99195548,99195550,99195551,push
99189585,7407c5076ac84d79d4587c7e550bd055002c6bcf,,utf8,failed,55,2015-12-29 00:34:02 UTC,99189586,99189587,99189588,push
98674095,73d5f19fcffd96fc8bc6f4617fac94a2c5efc72d,,master,passed,115,2015-12-24 13:26:28 UTC,98674096,98674097,98674098,98674099,98674100,push
95792381,f063d08fe1199a2ce282a605a8bfecd706af1b97,,master,passed,146,2015-12-09 12:45:15 UTC,95792382,95792383,95792384,95792385,95792386,push
94430253,b175efadbaaeceabe2e693666a458ff2cebf66e7,,master,passed,386,2015-12-02 16:05:23 UTC,94430254,94430255,94430256,94430257,94430258,push
94382655,7cbe983252039b54474f49701fc17202d69eb7e3,,master,passed,153,2015-12-02 12:11:03 UTC,94382658,94382660,94382661,94382662,94382663,push
92844388,836c37b063af4962905b612d553c7cf65439f3ef,,master,passed,111,2015-11-24 01:10:27 UTC,92844390,92844392,92844394,92844396,92844398,push
91567272,533b56a9216c9aac66dd4c82217ac48349c07c20,,master,passed,135,2015-11-17 10:33:23 UTC,91567273,91567275,91567277,91567280,91567281,push
89970443,5f32a586e40fb82afdc7f3e76d5f95885641b89b,,master,passed,116,2015-11-08 19:03:58 UTC,89970446,89970447,89970448,89970449,89970450,push
89502721,40ebfabd99e55d8f1bfb9c4c2b614363505f4283,,master,passed,144,2015-11-05 19:10:09 UTC,89502722,89502723,89502724,89502725,89502726,push
89401267,66b96bf9a8688504ef9eed6248bcce0f8d8a0bd6,,master,failed,61,2015-11-05 09:19:41 UTC,89401268,89401269,89401270,89401271,89401272,push
89092205,93759efd4e32e90830171edcf232248992b884da,,master,passed,112,2015-11-03 20:49:50 UTC,89092206,89092207,89092208,89092209,89092210,push
