build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
745851404,858a775901e0105cdd57b4546f149b1880d9d92b,805,master,passed,995,2020-11-25 13:26:51 UTC,745851405,745851406,745851407,745851408,745851409,745851410,745851411,pull_request
745851396,f7558f1e5a37b94dabddef1729c301e3320d9523,,locale-order-improvement,passed,948,2020-11-25 11:44:41 UTC,745851397,745851398,745851399,745851400,745851401,745851402,745851403,push
745847234,6e24098f2ebdf130cd3c071ebfc53429c9fbb94d,805,master,canceled,0,,745847235,745847236,745847237,745847238,745847239,745847240,745847241,pull_request
745847226,a6b1aed3efff476ffeee7eb9fa4aeac0ff5752b2,,locale-order-improvement,canceled,-3043,2020-11-25 11:44:39 UTC,745847227,745847228,745847229,745847230,745847231,745847232,745847233,push
745821000,3f91bb690374f97222d2b167365f872997e23cf7,834,master,passed,1012,2020-11-25 07:52:39 UTC,745821001,745821002,745821003,745821004,745821005,745821006,745821007,pull_request
745795973,a108cf06349e908a79514b9019c736f8689b1237,486,master,passed,936,2020-11-25 04:44:29 UTC,745795974,745795975,745795976,745795977,745795978,745795979,745795980,pull_request
745639597,179f9c6fed92fc9e4da67d2983106f28670430f6,844,master,passed,970,2020-11-24 15:17:34 UTC,745639598,745639599,745639600,745639601,745639602,745639603,745639604,pull_request
745638972,6fb6e376b6d4df67ca570a1f4c9eca8635de2f1b,,master,passed,947,2020-11-24 14:26:53 UTC,745638973,745638974,745638975,745638976,745638977,745638978,745638979,push
745523531,49dc8afe2873cb195ff9138bb285b60a05262150,,master,passed,968,2020-11-24 00:06:32 UTC,745523532,745523533,745523534,745523535,745523536,745523537,745523538,push
745442474,ce01d76f5f2542c5c412ab4b9e75707ba8e4f692,,master,passed,980,2020-11-23 17:37:34 UTC,745442475,745442476,745442477,745442478,745442479,745442480,745442481,push
745433209,2835401de319dfe7067608a8d0339e76fa86181d,601,master,passed,968,2020-11-23 16:12:30 UTC,745433210,745433211,745433212,745433213,745433214,745433215,745433216,pull_request
745373926,cd6568fd0ba5bd82112b8c5b1633398d7566add3,840,master,passed,947,2020-11-23 11:42:21 UTC,745373927,745373928,745373929,745373930,745373931,745373932,745373933,pull_request
745373918,b3ab8126a79306d523c682878ef9aa1311db4416,,fix_custom_formats_with_timezone,passed,1041,2020-11-23 10:56:12 UTC,745373919,745373920,745373921,745373922,745373923,745373924,745373925,push
745373662,dafde9de4ad3a9f89e6f4a2d281dc25ae35ffe72,840,master,canceled,0,,745373663,745373664,745373665,745373666,745373667,745373668,745373669,pull_request
745373648,e9359fe28ef97cb0dedeb58f625c1b4de2ed7009,,fix_custom_formats_with_timezone,canceled,0,,745373649,745373650,745373651,745373652,745373653,745373654,745373655,push
745370689,566860fc0071fa39e8b163e320181ab2e4e086bc,841,master,passed,940,2020-11-23 10:05:23 UTC,745370690,745370691,745370692,745370693,745370694,745370695,745370696,pull_request
745370113,25ed605c777d92cf9840105657a96f2feed1e39a,,add_remove_trailing_space_to_sanitize,passed,951,2020-11-23 09:29:37 UTC,745370114,745370115,745370116,745370117,745370118,745370119,745370120,push
745361880,761f8ffd8da12e57a024a1ac9a8ce0202d57fca7,840,master,failed,962,2020-11-23 08:46:41 UTC,745361881,745361882,745361883,745361884,745361885,745361886,745361887,pull_request
745360438,01b62a7d86542ca6996b2d959ca9465cf214eb66,,fix_custom_formats_with_timezone,failed,955,2020-11-23 08:30:30 UTC,745360439,745360440,745360441,745360442,745360443,745360444,745360445,push
745272637,2ace80441f7dbcfd3b8ca35000981f3fb9f370c3,,fix_hijri_parser,failed,929,2020-11-22 20:40:43 UTC,745272638,745272639,745272640,745272641,745272642,745272643,745272644,push
745250773,cd8b1719bf464708fa9bf6ca47c21eb45f4b2154,,test_settings_parsers,failed,952,2020-11-22 17:59:34 UTC,745250774,745250775,745250776,745250777,745250778,745250779,745250780,push
745233354,304944369fa604d11d6164b409c31a7e2ad45df2,601,master,passed,982,2020-11-22 16:16:08 UTC,745233355,745233356,745233357,745233358,745233359,745233360,745233361,pull_request
745208337,aa957781bf6e3f4dd6bedb71f6f959547dab8856,839,master,passed,955,2020-11-22 12:59:36 UTC,745208338,745208339,745208340,745208341,745208342,745208343,745208344,pull_request
745208076,64bee31424061100f6861948056438bdcab334f8,,add_support_for_by-time,passed,937,2020-11-22 12:56:45 UTC,745208077,745208078,745208079,745208080,745208081,745208082,745208083,push
744922295,a3ff3533fda9667f483bf039b3963f652be92b1c,834,master,passed,1050,2020-11-20 17:51:29 UTC,744922296,744922297,744922298,744922299,744922300,744922301,744922302,pull_request
743165019,a0f8612a4fb32cdba329f9d536988a9c043f9131,834,master,passed,1014,2020-11-12 12:51:32 UTC,743165020,743165021,743165022,743165023,743165024,743165025,743165026,pull_request
743151205,b9244dc15514780e3c06867fe623e8fcad3b05d4,834,master,failed,953,2020-11-12 11:16:53 UTC,743151206,743151207,743151208,743151209,743151210,743151211,743151212,pull_request
742987890,6a96a2472b33d9211c4230d3602982b19d7fc30d,601,master,passed,971,2020-11-11 17:46:08 UTC,742987891,742987892,742987893,742987894,742987895,742987896,742987897,pull_request
742731733,0b0523e7dd0bae850e854f8d92e75aede22854db,832,master,errored,356,2020-11-10 16:35:59 UTC,742731734,742731735,742731736,742731737,742731738,742731739,742731740,pull_request
742051232,94c96fd7585a2b00bbe1ef3670373f673eb82ec7,,locale-order-support,passed,815,2020-11-07 09:52:41 UTC,742051233,742051234,742051235,742051236,742051237,742051238,push
742046169,4989e41ae8bb57d937020309c67031b984ea410a,805,master,passed,951,2020-11-07 08:42:20 UTC,742046170,742046171,742046172,742046173,742046174,742046175,742046176,pull_request
742046161,85d213aba3a43a1acf5a40cdbd9305069f0a5dd5,,locale-order-improvement,passed,938,2020-11-07 08:39:23 UTC,742046162,742046163,742046164,742046165,742046166,742046167,742046168,push
