build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
688944805,3528cbacfe00640b9e476203a81cb9bb681545a0,,4.0.0,errored,10089,2020-05-19 19:23:22 UTC,688944806,688944807,688944808,688944809,688944810,688944811,688944812,688944813,688944814,688944815,688944816,push
688944790,7d41ef692e5c7a144e57e21c298dbd2018f8fbec,,master,errored,10798,2020-05-19 18:49:08 UTC,688944791,688944792,688944793,688944794,688944795,688944796,688944797,688944798,688944799,688944800,688944801,push
688929057,54bf9ef56e2a8ec6ef2cb8e6b144ade6c872ed46,,master,errored,10823,2020-05-19 18:06:05 UTC,688929058,688929059,688929060,688929061,688929062,688929063,688929064,688929065,688929066,688929067,688929068,push
688905681,9d64f3c51638118203bd3ceff645474e38745aeb,,master,errored,11378,2020-05-19 16:57:11 UTC,688905682,688905683,688905684,688905685,688905686,688905687,688905688,688905689,688905690,688905691,688905692,push
688867479,5948d420059c34445e3ecc49808ff04973cf8e1f,,master,errored,10742,2020-05-19 15:15:47 UTC,688867480,688867481,688867482,688867483,688867484,688867485,688867486,688867487,688867488,688867489,688867490,push
683508154,88ab969bad8cff3bf4c15a34e54aa20219991274,532,master,errored,9971,2020-05-05 18:17:45 UTC,683508155,683508156,683508157,683508158,683508159,683508160,683508161,683508162,683508163,683508164,683508165,pull_request
677624009,ecd9f39061391cdaa45add487e33cdd3af989863,532,master,errored,8637,2020-04-21 09:54:02 UTC,677624010,677624011,677624012,677624013,677624014,677624015,677624016,677624017,677624018,677624019,677624020,pull_request
652148386,ba1209e91cce3610c48c538bddc14569d75c415a,532,master,errored,8812,2020-02-18 20:12:02 UTC,652148387,652148388,652148389,652148390,652148391,652148392,652148393,652148394,652148395,652148396,652148397,pull_request
652147824,61e11c53b9a7447abc1d97c50eca28614e71a368,532,master,canceled,0,,652147825,652147826,652147827,652147828,652147829,652147830,652147831,652147832,652147833,652147834,652147835,pull_request
652146921,64b0dc7f915e87cfdd2dd15d5b6b6fd5da8c8de4,532,master,errored,5994,2020-02-18 19:51:33 UTC,652146922,652146923,652146924,652146925,652146926,652146927,652146928,652146929,652146930,652146931,652146934,pull_request
650212238,d2f0f5e25db8af2066fcb854a0648e4af5c217c1,540,master,errored,7377,2020-02-13 23:55:21 UTC,650212239,650212240,650212241,650212242,650212243,650212244,650212245,650212246,650212247,650212248,650212249,pull_request
630437230,79289b456a69e6be484852b1f205d4ba14ad74e0,532,master,errored,1843,2019-12-28 21:16:23 UTC,630437231,630437232,630437233,630437234,630437235,630437236,630437237,630437238,630437239,630437240,630437241,pull_request
622750173,c0b3ef1a6e17b6ed5c90799cc4aac1d915a92789,,master,errored,11038,2019-12-09 16:28:54 UTC,622750174,622750175,622750176,622750177,622750178,622750179,622750180,622750181,622750182,622750183,622750184,push
617914338,97761a153c4de484a6a5767225e11516b5e45e81,537,master,errored,7320,2019-11-27 21:14:35 UTC,617914340,617914341,617914343,617914344,617914346,617914347,617914350,617914352,617914353,617914355,617914356,pull_request
617894852,56727e89014d532e0deee09c0a12e614f303d222,537,master,errored,221,2019-11-27 20:21:42 UTC,617894853,617894854,617894855,617894856,617894857,617894858,617894859,617894860,617894861,617894862,617894863,pull_request
615710697,47ae0cec70480287b07d288722a71d7cbf245eb6,,3.1.0,errored,7105,2019-11-22 20:14:00 UTC,615710698,615710699,615710700,615710701,615710702,615710703,615710704,615710705,615710706,615710707,615710708,push
615710683,28baedc86911219324743e0e1124148c72e2f751,,master,failed,8628,2019-11-22 19:45:07 UTC,615710684,615710685,615710686,615710687,615710688,615710689,615710690,615710691,615710692,615710693,615710694,push
615705201,9a13f78c5a36f76c0221cc4718def80497f05f00,,master,errored,8123,2019-11-22 19:18:06 UTC,615705202,615705203,615705204,615705205,615705206,615705207,615705208,615705209,615705210,615705211,615705212,push
615674352,090fa9abcf8ed6b29e5ded2bc20aa4765d2ae5ce,536,master,errored,7326,2019-11-22 18:37:36 UTC,615674353,615674354,615674355,615674356,615674357,615674358,615674359,615674360,615674361,615674362,615674363,pull_request
615674081,8bfdee8428af74aed11835219291166bac2925d4,,wezze-tech-ddmytrenko/viewpager2,passed,7653,2019-11-22 18:45:15 UTC,615674082,615674083,615674084,615674085,615674086,615674087,615674088,615674089,615674090,615674091,615674092,push
614522110,edf9c7417553f8ef006ea80cb4dbd865b3cf0f18,,master,errored,7340,2019-11-20 13:25:31 UTC,614522111,614522113,614522115,614522116,614522117,614522118,614522120,614522121,614522123,614522125,push
614507516,49c61c3a470bec8183886e5dd3b24b6eac95a0bc,534,master,passed,7073,2019-11-20 12:49:00 UTC,614507520,614507521,614507522,614507523,614507524,614507525,614507526,614507527,614507528,614507529,pull_request
614343006,4fd0de2429b8801f7c4a6b2c80b6b184657e4197,,master,errored,6726,2019-11-20 03:41:45 UTC,614343007,614343008,614343009,614343010,614343011,614343012,614343013,614343014,614343015,614343016,push
606837796,249d0115dac5ed8eabd0a4e1b2ad3223b5ad83ef,533,master,failed,6836,2019-11-20 03:25:42 UTC,606837797,606837798,606837799,606837800,606837801,606837802,606837803,606837804,606837805,606837806,pull_request
604616949,ca9de3c138e11cd9e778476bcdef138b1378757c,534,master,failed,6986,2019-10-29 19:28:11 UTC,604616950,604616951,604616952,604616953,604616954,604616955,604616956,604616957,604616958,604616959,pull_request
604574678,0b0c573a2ee980938a90e8a26cebc5b5ea366259,532,master,errored,6724,2019-10-29 17:49:54 UTC,604574679,604574680,604574681,604574682,604574683,604574684,604574685,604574686,604574688,604574689,pull_request
604390096,8244398c169e4b2f7dcd07beff4e55d6beea29fa,532,master,errored,6406,2019-10-29 11:13:35 UTC,604390097,604390098,604390099,604390100,604390101,604390102,604390103,604390104,604390105,604390106,pull_request
603574808,27ded0329fd105b72c66bd2c51834193e70c3a4e,533,master,errored,5442,2019-10-27 17:41:53 UTC,603574809,603574810,603574811,603574812,603574813,603574814,603574815,603574816,603574817,603574818,pull_request
603563367,88c6eb7717c81e321a09ae0be751df8d2fff45c2,532,master,errored,6282,2019-10-27 16:49:58 UTC,603563368,603563369,603563370,603563371,603563373,603563375,603563376,603563377,603563378,603563379,pull_request
603526422,485f0a27094f9cec662ba1c30e69723530198808,530,master,errored,7353,2019-10-27 14:13:21 UTC,603526423,603526424,603526425,603526426,603526427,603526428,603526429,603526430,603526431,603526432,603526433,pull_request
603262360,1961b290382c1d5d39763c9af208951faef8e1b5,529,master,failed,6915,2019-10-26 15:48:10 UTC,603262361,603262362,603262363,603262364,603262365,603262366,603262367,603262368,603262369,603262370,pull_request
562710911,c3c57bfb1e5af044284a5c3445b000cc75223836,,3.0.0,errored,6794,2019-07-23 18:30:59 UTC,562710912,562710913,562710914,562710915,562710916,562710917,562710918,562710919,562710920,562710921,push
562710898,9c474639cca93a3803b0f82a4596c0976896359c,,master,failed,9842,2019-07-23 18:03:45 UTC,562710899,562710900,562710901,562710902,562710903,562710904,562710905,562710906,562710907,562710908,push
562690009,aecdce73a36aecd8c5527d2701958c5779d68ea9,,master,failed,8767,2019-07-23 17:07:21 UTC,562690010,562690011,562690012,562690013,562690014,562690015,562690016,562690017,562690018,562690020,push
562672912,25634e7b7bc0db46567c0c7418f09daf8d1bc36b,,master,failed,8613,2019-07-23 16:27:50 UTC,562672913,562672914,562672915,562672916,562672917,562672918,562672919,562672920,562672921,562672922,push
562658976,5cb67157c8c009bcce632273d45d1fb97a8068de,519,master,errored,1229,2019-07-23 16:19:18 UTC,562658978,562658980,562658981,562658982,562658983,562658984,562658985,562658986,562658987,562658988,pull_request
562658947,50e0b583cd8abfd75d3416ea978c16dfdfc74ec6,,jakew/travis/2019-07-23,errored,7852,2019-07-23 15:56:25 UTC,562658948,562658949,562658950,562658951,562658952,562658953,562658954,562658955,562658956,562658957,push
562644340,3b7ad8b04334ea7b5067deb7ef5abc291da30ed9,519,master,errored,6311,2019-07-23 15:33:36 UTC,562644341,562644342,562644343,562644344,562644345,562644346,562644347,562644348,562644349,562644350,pull_request
562642564,65dd4d56d633f1a6d837302f56001e6090fe26bf,,jakew/travis/2019-07-23,errored,6314,2019-07-23 15:10:50 UTC,562642565,562642566,562642567,562642568,562642569,562642570,562642571,562642572,562642573,562642574,push
562640633,6b8e8d81144be617231bc528895d32cd915c1af7,,master,errored,194,2019-07-23 15:05:54 UTC,562640634,562640635,562640636,562640637,562640639,562640642,562640643,562640644,562640645,562640646,push
