build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
758292613,bec6f21ae23fc4db959b88d187446b65c672e80a,,master,failed,208,2021-02-09 23:23:21 UTC,758292614,758292615,758292616,push
758292560,28498fff58c699649bcff9f6b3355b059809803c,,master,canceled,0,,758292561,758292562,758292563,push
756597269,033be2b704c31c401e19ae1d6d051536bdeb7a79,428,master,errored,118,2021-01-28 19:19:03 UTC,756597270,756597271,756597272,pull_request
751338047,2973c467d7f144e991a3788996d0e873df6dc40a,,master,failed,155,2020-12-24 12:16:04 UTC,751338048,751338049,751338050,push
751313059,1e6f3ffe18c9b0eb5364eb59accbef7288dffcb2,427,master,failed,156,2020-12-24 06:53:10 UTC,751313060,751313061,751313062,pull_request
668331991,1143032908d6d250afcf9e0049f192bc1e155506,423,master,failed,317,2020-03-29 12:07:49 UTC,668331992,668331993,668331994,pull_request
646181503,6c2451529dcb973087dd8ba8b69403859ce87a16,,v1.1.1,failed,321,2020-02-04 23:19:21 UTC,646181504,646181505,646181506,push
646181381,6c2451529dcb973087dd8ba8b69403859ce87a16,,master,failed,331,2020-02-04 23:13:03 UTC,646181382,646181383,646181384,push
525117481,c14f54a66387be1d289bf4f967a7724ca482f2e7,420,master,failed,474,2019-04-26 20:13:32 UTC,525117482,525117483,525117484,pull_request
525097063,952a1b18732ac703954211762c4c194cca13a504,419,master,failed,387,2019-04-26 19:28:57 UTC,525097064,525097065,525097066,pull_request
510320177,027263860e72a403bc0e1497bb3e67523138e7a2,,master,failed,455,2019-03-23 14:50:28 UTC,510320178,510320179,510320180,push
452510414,547756e402c07b78fb97051c78f2c33697924d21,412,master,failed,446,2018-11-08 17:53:06 UTC,452510415,452510416,452510417,pull_request
427183990,fa4cd54a742029f6becc253e373277bd7745e0ed,410,master,passed,432,2018-09-11 12:36:26 UTC,427183991,427183992,427183993,pull_request
421434923,e93a7793c48b97d4efdfda5d87832a52ea0c280a,407,master,passed,398,2018-08-28 07:13:02 UTC,421434924,421434925,421434926,pull_request
421433192,413247d8e8c5f8971dc99f724eb442efd20b2b90,407,master,failed,426,2018-08-28 07:07:24 UTC,421433193,421433194,421433195,pull_request
421426337,21c9c8a51aba96c677e60a5c410bf237f461487c,407,master,failed,409,2018-08-28 06:40:57 UTC,421426338,421426339,421426340,pull_request
421425076,52044e3242029906a48152183abae08bffc17e3c,407,master,failed,407,2018-08-28 06:35:35 UTC,421425077,421425078,421425079,pull_request
421423231,59dc8c558748cac29b457619b33ef99e15755043,407,master,failed,424,2018-08-28 06:27:04 UTC,421423232,421423233,421423234,pull_request
421417991,0d9ce01ef447911ebae19a34a44374816f6f0488,407,master,failed,465,2018-08-28 06:03:05 UTC,421417992,421417993,421417994,pull_request
421417018,3bd59c5860a4330d73037170788eb43a8a3ad2b7,407,master,failed,469,2018-08-28 05:58:29 UTC,421417019,421417020,421417021,pull_request
421230855,e9b2238a3c70b8d1ff1492cfbc5fcb0b0b27803c,407,master,failed,546,2018-08-27 18:44:51 UTC,421230856,421230857,421230858,pull_request
420835739,c7603bd467f1cb9052db247af6740f3680dadc8f,407,master,failed,515,2018-08-26 19:35:55 UTC,420835740,420835741,420835742,pull_request
402841521,485d834a18c9b0d97115d95f89e16bdc564e9a18,,master,passed,435,2018-07-11 20:32:59 UTC,402841522,402841523,402841524,push
389305353,2bf9df9cd82f1600495f2cbb6621ee4c18d92cc6,,master,failed,548,2018-06-07 15:30:53 UTC,389305354,389305355,389305360,push
388912654,dbf6c518f422e7394fb9c6b021e3d0e9f1fb922b,,master,passed,487,2018-06-06 18:33:14 UTC,388912655,388912656,388912657,push
388857267,2b202b5acb7053d900de366d7653407b5552cc51,378,master,passed,632,2018-06-06 16:31:12 UTC,388857268,388857269,388857270,pull_request
388798964,08f9181defcbf80841d7a094d8585f3e2bbabe6a,378,master,passed,521,2018-06-06 14:34:48 UTC,388798965,388798966,388798967,pull_request
388558536,f59870e66253f4a9f60875ae61f9e71037ae5b73,,master,passed,397,2018-06-06 01:45:07 UTC,388558537,388558538,388558539,push
388553245,3314d9f226dcfb6c0c6f31413cfbe21b83cedb86,393,master,passed,444,2018-06-06 01:31:49 UTC,388553246,388553247,388553248,pull_request
388553171,939eefd1ee428e70557b86b10290c71cf3e82d68,,fix_test_channel_shim,passed,404,2018-06-06 01:07:30 UTC,388553172,388553173,388553174,push
388537960,eec04470853e2352b664d7cbfc62b4f5ffaf480d,,master,failed,493,2018-06-06 00:14:10 UTC,388537961,388537962,388537963,push
377546666,bc7987589265e7afcd37e02ae8103d0550dff77c,392,master,passed,443,2018-06-06 04:21:01 UTC,377546667,377546668,377546669,pull_request
374997893,36f5ec062790f367e24e859d34a56ec153886d6f,389,master,failed,398,2018-05-04 17:42:59 UTC,374997894,374997895,374997896,pull_request
374985003,9ae4d4ccb4e3f6616c3f6bc2985552997a24b0ac,388,master,passed,424,2018-05-04 17:12:38 UTC,374985004,374985005,374985006,pull_request
368876649,a4499a3b802415c98992cd3c181a1c13154a4868,378,master,passed,419,2018-04-19 22:14:42 UTC,368876650,368876651,368876652,pull_request
356809536,554cfb07282d277a3f3b4e7fca0398277cc70bd4,384,master,passed,424,2018-03-22 10:47:25 UTC,356809537,356809538,356809539,pull_request
354139199,69a9be3cc92b47cb1070d4a7f5143ab8dc50d7b9,357,master,failed,439,2018-03-16 02:42:22 UTC,354139200,354139201,354139202,pull_request
