build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760194227,de89488883361fcf07345c76f8da8d651c61f517,1346,fixes/6.7.x,errored,6763,2021-02-23 17:57:17 UTC,760194228,760194229,760194230,760194231,760194232,760194233,760194234,760194235,760194236,pull_request
758029098,7dce080f0f6108dab5f58b64d66270b1d49e29a6,1346,fixes/6.7.x,errored,6757,2021-02-08 08:17:28 UTC,758029099,758029100,758029101,758029102,758029103,758029104,758029105,758029106,758029107,pull_request
756008534,3fec3710a3e75375d3e747d4bd9b69750c24e20b,,fix/lint,errored,554,2021-01-24 23:33:21 UTC,756008535,756008536,756008537,756008538,756008539,756008540,756008541,756008542,756008543,push
755996599,d10ddbaa468ba7bb52461a0bfb38235d230d84f1,,master,passed,1354,2021-01-24 22:30:03 UTC,755996600,755996601,755996602,755996603,755996604,755996605,755996606,755996607,755996608,push
755995798,fe2db911e8d7677282d7128d9f44187260dd12d2,,master,canceled,0,,755995799,755995800,755995801,755995802,755995803,755995804,755995805,755995806,755995807,push
755995699,a26458b98f736504dd38a1c6c787c4f9ef06aac0,,master,canceled,0,,755995700,755995701,755995702,755995703,755995704,755995705,755995706,755995707,755995708,push
755995636,8bf9b561e2e1b5cd096133e34e5dbce4fc706784,,master,canceled,0,,755995637,755995638,755995639,755995640,755995641,755995642,755995643,755995644,755995645,push
755995354,96c928d06380d338596d2f567210bd689dd0fe91,,master,canceled,0,,755995355,755995356,755995357,755995358,755995359,755995360,755995361,755995362,755995363,push
755994633,56cd4947714f803c4568414148762a4d5d81fa76,,master,canceled,0,,755994634,755994635,755994636,755994637,755994638,755994639,755994640,755994641,755994642,push
755991113,5721d9fd3bc6ad992ad05b499a669c670fc296b2,1342,master,passed,1341,2021-01-24 21:46:49 UTC,755991114,755991115,755991116,755991117,755991118,755991119,755991120,755991121,755991122,pull_request
755990886,8d7e960cfdd447219ddb4a96669a277bbd6eb58f,,feat/compatibility,errored,1111,2021-01-24 20:59:04 UTC,755990887,755990888,755990889,755990890,755990891,755990892,755990893,755990894,755990895,push
755986425,cac4f1e75b02b9305fdcf0d31a8918a0d9c3d7c1,,feat/compatibility,canceled,-1467,2021-01-24 20:49:14 UTC,755986426,755986427,755986428,755986429,755986430,755986431,755986432,755986433,755986434,push
755985461,b411897865616a3aecc7978ea39c11f9ae1de600,,feat/compatibility,canceled,0,,755985462,755985463,755985464,755985465,755985466,755985467,755985468,755985469,755985470,push
755984493,4294e311281fa67d854a0e1446debd6aa8243e8a,,feat/compatibility,canceled,0,,755984494,755984495,755984496,755984497,755984498,755984499,755984500,755984501,755984502,push
755972996,a2753b2db1bd3a38b995dc1506c64cdd94f0ae91,,feat/compatibility,canceled,0,,755972997,755972998,755972999,755973000,755973001,755973002,755973003,755973004,755973005,push
755972753,b24002f62c0cda9c25643c34140adce32edde2ed,,feat/compatibility,canceled,0,,755972754,755972755,755972756,755972757,755972758,755972759,755972760,755972761,755972762,push
755970733,7e12df18f1349908bad3ae31b27f9ff26d436bda,,feat/compatibility,canceled,0,,755970734,755970735,755970736,755970737,755970738,755970739,755970740,755970741,755970742,push
755970648,e4030d5721afbf1c8560649e0524cd6ac7b5b74d,,master,errored,1094,2021-01-24 19:40:30 UTC,755970649,755970650,755970651,755970652,755970653,755970654,755970655,755970656,755970657,push
755970621,cc8de79812e4dba88784847ad567102aa6c27cf5,1341,master,errored,599,2021-01-24 18:47:20 UTC,755970622,755970623,755970624,755970625,755970626,755970627,755970628,755970629,755970630,pull_request
755970139,ddb21c73ced19accbfbe26bb886780bd33f3466f,,feature/circle-ci,errored,563,2021-01-24 17:45:10 UTC,755970141,755970145,755970146,755970148,755970151,755970153,755970154,755970155,755970156,push
755969655,2b66760e1ebe9117d5f2e212b062cc5ceb1a496a,,feature/circle-ci,canceled,0,,755969656,755969657,755969658,755969659,755969660,755969661,755969662,755969663,755969664,push
755969057,27270e24e20f3c6fac5351454d3d30db135b133b,,feature/circle-ci,canceled,0,,755969058,755969059,755969060,755969061,755969062,755969063,755969064,755969065,755969066,push
755968420,ab969ef60627b32264ff6abe38b5372da9e12353,,feature/circle-ci,canceled,0,,755968421,755968422,755968423,755968424,755968425,755968426,755968427,755968428,755968429,push
755968260,b665bce557e2d4409eca8e1f008fde5776ca9d6b,,feature/circle-ci,canceled,0,,755968261,755968262,755968263,755968264,755968265,755968266,755968267,755968268,755968269,push
755965486,44f8db18296fd2dc0edc93c83cc8cb025d196707,,feature/circle-ci,canceled,0,,755965487,755965488,755965489,755965490,755965491,755965492,755965493,755965494,755965495,push
755964505,0d778f84700583463cd19916a1504b82855d6aa6,,feature/circle-ci,canceled,0,,755964506,755964507,755964508,755964509,755964510,755964511,755964512,755964513,755964514,push
755962982,0361d3c01b50b521614e5e02b053ffaf51a3ebc7,,feature/circle-ci,canceled,0,,755962983,755962984,755962985,755962986,755962987,755962988,755962989,755962990,755962991,push
755962447,087df05fea024754479b55ff03400282edeac58c,,feature/circle-ci,canceled,0,,755962448,755962449,755962450,755962451,755962452,755962453,755962454,755962455,755962456,push
755962111,1def0e002d8c13f1eb7640c55eedae69cd0d99a4,,feature/circle-ci,canceled,0,,755962112,755962113,755962114,755962115,755962116,755962117,755962118,755962119,755962120,push
755961905,75432df7360a1b5e2b4c3d943e3dc4f4010f4fe1,,feature/circle-ci,canceled,0,,755961906,755961907,755961908,755961909,755961910,755961911,755961912,755961913,755961914,push
755929136,b7730d48567427ec9b07a9f421a0e8876145b2df,1340,master,passed,1333,2021-01-24 10:26:26 UTC,755929137,755929138,755929139,755929140,755929141,755929142,755929143,755929144,755929145,pull_request
755927175,4cc4ef87fbe768c906777cc4931184a34d0ec609,1324,master,errored,1085,2021-01-24 10:01:40 UTC,755927176,755927177,755927178,755927179,755927180,755927181,755927182,755927183,755927184,pull_request
755907140,6d75a5301c2c69f5a4157e4e76f7464dff1c40a8,,feature/circle-ci,errored,1092,2021-01-24 04:02:11 UTC,755907141,755907142,755907143,755907144,755907145,755907146,755907147,755907148,755907149,push
755902246,f02eaa156ce851f5f3108672c30ca2ef087b7f82,,feature/circle-ci,errored,1101,2021-01-24 02:56:36 UTC,755902247,755902248,755902249,755902250,755902251,755902252,755902253,755902254,755902255,push
