build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
744785341,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,canceled,0,,744785342,744785343,744785344,744785345,744785346,744785347,744785348,744785349,744785350,744785351,744785352,744785353,744785354,744785355,cron
744721509,823d0e36886adc16172ac9d24b75c40618b0d2c2,1216,master,errored,368,2020-11-21 11:09:28 UTC,744721510,744721511,744721512,744721513,744721514,744721515,744721516,744721517,744721518,744721519,744721520,744721521,744721522,744721523,pull_request
744700450,3d49f4282cdbe808d69903cfce3707ceed33da54,1216,master,canceled,0,,744700451,744700452,744700453,744700454,744700455,744700456,744700457,744700458,744700459,744700460,744700461,744700462,744700463,744700464,pull_request
744697515,331b1bb7a8d090e9403982e8604b16d46203199d,1216,master,canceled,0,,744697516,744697517,744697518,744697519,744697520,744697521,744697522,744697523,744697524,744697525,744697526,744697527,744697528,744697529,pull_request
744317170,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,errored,1249,2020-11-18 01:45:30 UTC,744317171,744317172,744317173,744317174,744317175,744317176,744317177,744317178,744317179,744317180,744317181,744317182,744317183,744317184,cron
743836054,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1586,2020-11-16 01:01:56 UTC,743836055,743836056,743836057,743836058,743836059,743836060,743836061,743836062,743836063,743836064,743836065,743836066,743836067,743836068,cron
743795793,71feee13cbf60e13231c96f4bf07825bbae264bb,1225,master,passed,1583,2020-11-15 19:41:02 UTC,743795794,743795795,743795796,743795797,743795798,743795799,743795800,743795801,743795802,743795803,743795804,743795805,743795806,743795807,pull_request
743795388,aedf933b6822b669305835f7c767df5495fb89e6,1225,master,canceled,0,,743795389,743795390,743795391,743795392,743795393,743795394,743795395,743795396,743795397,743795398,743795399,743795400,743795401,743795402,pull_request
743772114,53ab00f93073c9e800ba043431398d8e5337a7ba,1224,master,passed,1605,2020-11-15 17:35:39 UTC,743772115,743772116,743772117,743772118,743772119,743772120,743772121,743772122,743772123,743772124,743772125,743772126,743772127,743772128,pull_request
743770471,f2dbbe7535d0ca272de81e3d9cd7561f14b648ae,1223,master,passed,1606,2020-11-15 17:16:34 UTC,743770472,743770473,743770474,743770475,743770476,743770477,743770478,743770479,743770480,743770481,743770482,743770483,743770484,743770485,pull_request
743770306,fc68c1c064fa11dc01931cea2e2b6ad96aeaec63,1223,master,canceled,0,,743770307,743770308,743770309,743770310,743770311,743770312,743770313,743770314,743770315,743770316,743770317,743770318,743770319,743770320,pull_request
743769237,f401a11a7c3d799e7187e6317e6f76890b9c0056,1222,master,passed,1837,2020-11-15 16:49:11 UTC,743769238,743769239,743769240,743769241,743769242,743769243,743769244,743769245,743769246,743769247,743769248,743769249,743769250,743769251,743769252,743769253,pull_request
743768933,67794fb2a4b0e3ddf70edd5b2a77509da29a7d2a,1222,master,canceled,-2086,2020-11-15 16:41:05 UTC,743768934,743768935,743768936,743768937,743768938,743768939,743768940,743768941,743768942,743768943,743768944,743768945,743768946,743768947,743768948,743768949,pull_request
743768065,0bd5ec4610bd059535e0a99d1c80aca6224971a6,1222,master,canceled,0,,743768066,743768067,743768068,743768069,743768070,743768071,743768072,743768073,743768074,743768075,743768076,743768077,743768078,743768079,743768080,743768081,pull_request
743767867,29c794f892f4113f3f25949e1b1c5a54b423c4f3,1222,master,canceled,0,,743767868,743767869,743767870,743767871,743767872,743767873,743767874,743767875,743767876,743767877,743767878,743767879,743767880,743767881,743767882,743767883,pull_request
743529932,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1577,2020-11-14 01:34:58 UTC,743529933,743529934,743529935,743529936,743529937,743529938,743529939,743529940,743529941,743529942,743529943,743529944,743529945,743529946,cron
743074329,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1600,2020-11-12 02:51:54 UTC,743074330,743074331,743074332,743074333,743074334,743074335,743074336,743074337,743074338,743074339,743074340,743074341,743074342,743074343,cron
742994665,7419fe50ae94603abe5e2be90aa34af44b4562cb,1216,master,failed,1764,2020-11-11 20:08:01 UTC,742994666,742994667,742994668,742994669,742994670,742994671,742994672,742994673,742994674,742994675,742994676,742994677,742994678,742994679,pull_request
742594595,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1588,2020-11-10 03:30:53 UTC,742594596,742594597,742594598,742594599,742594600,742594601,742594602,742594603,742594604,742594605,742594606,742594607,742594608,742594609,cron
742322774,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1606,2020-11-09 00:59:22 UTC,742322775,742322776,742322777,742322778,742322779,742322780,742322781,742322782,742322783,742322784,742322785,742322786,742322787,742322788,cron
742163644,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1595,2020-11-08 00:58:47 UTC,742163646,742163647,742163648,742163650,742163651,742163652,742163653,742163654,742163655,742163656,742163657,742163658,742163659,742163660,cron
741774282,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1627,2020-11-06 01:54:10 UTC,741774283,741774284,741774285,741774286,741774287,741774288,741774289,741774290,741774291,741774292,741774293,741774294,741774295,741774296,cron
741281730,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1662,2020-11-04 01:34:16 UTC,741281731,741281732,741281733,741281734,741281735,741281736,741281737,741281738,741281739,741281740,741281741,741281742,741281743,741281744,cron
740713313,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1562,2020-11-02 00:55:06 UTC,740713314,740713317,740713318,740713319,740713320,740713321,740713322,740713323,740713324,740713325,740713326,740713327,740713328,740713329,cron
740339106,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1587,2020-10-31 05:51:09 UTC,740339108,740339110,740339112,740339113,740339114,740339115,740339116,740339117,740339118,740339119,740339120,740339121,740339122,740339123,cron
739807090,cd6b649537472164e21a9ab93e86dd2ea50189d6,1216,master,passed,1768,2020-10-29 09:01:26 UTC,739807091,739807092,739807093,739807094,739807095,739807096,739807097,739807098,739807099,739807100,739807101,739807102,739807103,739807104,pull_request
739781515,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1604,2020-10-29 07:38:23 UTC,739781516,739781518,739781519,739781520,739781521,739781522,739781524,739781526,739781527,739781528,739781529,739781530,739781531,739781532,cron
739738573,8a68260c6fd31849ce5a993d75584b3968435157,1216,master,canceled,0,,739738574,739738575,739738576,739738577,739738578,739738579,739738580,739738581,739738582,739738583,739738584,739738585,739738586,739738587,pull_request
739737591,e5c7f9db2980a00efe09ca9404b23c80120a7d7a,1216,master,canceled,0,,739737592,739737593,739737594,739737595,739737596,739737597,739737598,739737599,739737600,739737601,739737602,739737603,739737604,739737605,pull_request
739148201,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1624,2020-10-27 05:05:45 UTC,739148204,739148206,739148207,739148208,739148209,739148211,739148213,739148214,739148215,739148216,739148217,739148218,739148221,739148222,cron
738833602,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1575,2020-10-26 00:51:47 UTC,738833604,738833605,738833606,738833607,738833608,738833609,738833610,738833611,738833612,738833613,738833614,738833615,738833616,738833617,cron
738462335,61eb515b430a57e71f0bf768049e6a1f23d3c7c8,,master,passed,1749,2020-10-24 01:19:55 UTC,738462336,738462337,738462338,738462339,738462340,738462341,738462342,738462343,738462344,738462345,738462346,738462347,738462348,738462349,cron
