build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
759942843,1fc83b9a33ad833c22bd1b64e65f9acafca0205b,,dependabot/maven/org.apache.maven.plugins-maven-surefire-plugin-3.0.0-M5,passed,414,2021-02-22 05:25:50 UTC,759942845,759942846,759942847,push
759942828,fc49c8c43e1af0e629f887d832f25c2a48eda5f9,,dependabot/maven/org.apache.maven.surefire-surefire-junit47-3.0.0-M5,failed,174,2021-02-22 05:23:54 UTC,759942829,759942830,759942831,push
759942701,ec86e20d76c5374645f4206ba1a5efee2299b7e4,320,master,passed,402,2021-02-22 05:22:38 UTC,759942702,759942703,759942704,pull_request
759942697,8af440abcbc6ab06e62342a98f7cfa154ee5bc8e,317,master,failed,153,2021-02-22 05:21:21 UTC,759942698,759942699,759942700,pull_request
759942679,23bed4a7efbe4e5a340d60908fc993786ed55249,,dependabot/maven/com.google.guava-guava-30.1-jre,passed,412,2021-02-22 05:18:46 UTC,759942681,759942682,759942683,push
759942590,8c8129dc8085a190b7c82fdd03f6f709fc5fd1a9,321,master,passed,438,2021-02-22 05:17:27 UTC,759942591,759942592,759942593,pull_request
759942584,93f443d079bcfb32e654b6fc6d4782ada8381f2e,319,master,failed,177,2021-02-22 05:17:22 UTC,759942585,759942586,759942587,pull_request
759693951,ee9ca0c95db46dd0463f3bc510040d067482ac33,,master,passed,421,2021-02-19 22:10:47 UTC,759693952,759693953,759693954,push
759693926,726d5d0d5c984c6e032a81c178341cf3f4831132,316,master,errored,72,2021-02-19 21:56:57 UTC,759693927,759693928,759693929,pull_request
759693352,bf35ce6ea9d324690509175688608f60595d5a5e,,issues/upversion-hamcrest,errored,66,2021-02-19 21:42:50 UTC,759693353,759693354,759693355,push
759692702,7e9f3271fcddd72ab6eb82da1ab2171496189816,,master,canceled,0,,759692703,759692704,759692705,push
759692691,2c0ddb6b8efa79e3f1a68a92ab72ee2db240169b,315,master,errored,72,2021-02-19 21:27:23 UTC,759692692,759692693,759692694,pull_request
759692598,aa1966d64f4923150fe18bd9aee715ef4313ca55,,issues/upversion-ognl,errored,69,2021-02-19 21:25:46 UTC,759692599,759692600,759692601,push
759522054,e56cd6954deedc6c4a240c5adb0276f92e9446e7,,master,passed,488,2021-02-18 18:31:48 UTC,759522055,759522056,759522057,push
759521975,75ff5b3be506bb422ec260482f7bb4504a3442ea,,master,canceled,0,,759521976,759521977,759521978,push
758999749,b5419f3e036bcf94c57d6d977d7b77f4b6d46dd7,314,master,failed,418,2021-02-15 05:29:04 UTC,758999750,758999751,758999752,pull_request
758999743,7991568146b39bf494acfb5cb1939cbd668d8029,,dependabot/maven/org.apache.maven.plugins-maven-pmd-plugin-3.14.0,passed,427,2021-02-15 05:27:43 UTC,758999744,758999745,758999746,push
758999739,cdbf3f866c2e8be4397dce75ac8105277067eff7,312,master,failed,173,2021-02-15 05:26:21 UTC,758999740,758999741,758999742,pull_request
758999735,53828434a78c60b8b2448381b2aef959f7710d44,313,master,passed,421,2021-02-15 05:23:55 UTC,758999736,758999737,758999738,pull_request
758999731,3334cd74298c1234a1a76c769e3466fa499ebf6a,,dependabot/maven/junit-junit-4.13.2,passed,426,2021-02-15 05:22:53 UTC,758999732,758999733,758999734,push
758999727,2ebd402645ee1cd2044cac4c776f266cf043a563,,dependabot/maven/org.hamcrest-hamcrest-library-2.2,failed,178,2021-02-15 05:21:14 UTC,758999728,758999729,758999730,push
758999723,6fd1b3fb46fe75238195a09d1baa384a5d719e2d,311,master,passed,425,2021-02-15 05:18:43 UTC,758999724,758999725,758999726,pull_request
758999717,2eea17302c636d6f836f14874f0e7c9785b513ba,,dependabot/maven/org.hamcrest-hamcrest-core-2.2,passed,434,2021-02-15 05:17:36 UTC,758999718,758999719,758999720,push
758999705,0f7f72aa7d53ab9d1a0d1d0baeb8e7907a8ca9c6,310,master,failed,149,2021-02-15 05:16:20 UTC,758999706,758999707,758999708,pull_request
758999701,4576bd75ace853c50cdec601d4ef04a65c23e6de,,dependabot/maven/ognl-ognl-3.2.18,failed,175,2021-02-15 05:16:15 UTC,758999702,758999703,758999704,push
758150282,5843f0f2e24004631a48df7c88d317567f0d54c9,,master,passed,479,2021-02-09 01:05:00 UTC,758150283,758150284,758150285,push
758150248,887751e11f9cf20f5a90c8d4db8787988ca79f55,,master,canceled,0,,758150249,758150250,758150251,push
758150220,dbb393145574b3efe6863b5eb458e4fdb9d77add,,master,canceled,0,,758150221,758150222,758150223,push
