build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760841789,936765112cae6da1c58914b8827e98a208ca9935,,master,passed,2282,2021-02-28 21:36:19 UTC,760841790,760841791,push
760824510,64d9d99dcda81d89a014193d065c8a7ce453daa7,,master,failed,2131,2021-02-28 19:07:06 UTC,760824511,760824512,push
760517116,f80851b0dfe38f986596c22be10ece9bfba123f9,,master,errored,1521,2021-02-26 10:31:34 UTC,760517117,760517118,push
760215095,f7076f15abb8ed92d49ac5837bf0b03e1fac8bef,,master,passed,2335,2021-02-25 14:44:21 UTC,760215096,760215097,push
760177947,c826752d98569ae5d44e88bee65a30944fd7df16,,master,failed,1814,2021-02-23 16:18:34 UTC,760177948,760177949,push
760170725,dd1da721b4f95f3b9120d18473a98ee71f2c4607,,master,passed,2390,2021-02-23 15:51:57 UTC,760170726,760170727,push
753817520,1cf16cb9f5b3626347f4f87045f9898cfeb82472,,master,passed,3323,2021-01-11 19:29:09 UTC,753817521,753817522,753817523,push
753813830,ab0c01e3f9cb50983e939f6a3830c86066f6e67d,,master,errored,9000,2021-01-10 16:55:00 UTC,753813831,753813832,753813833,push
753798758,f626fca84c138eafb9379b4bfd5666302e5ec7b3,,master,canceled,3203,2021-01-10 16:07:55 UTC,753798759,753798760,753798761,push
752883797,764a56ac28eccdce9b328495c3458b65b09e08c1,,master,failed,3379,2021-01-06 22:29:05 UTC,752883798,752883799,752883800,push
752672817,f170c4bc3e49df707f950a3023b9bb8e17d49cbb,,master,errored,2831,2021-01-03 17:42:57 UTC,752672818,752672819,752672820,push
750679161,931aa77c26c0fe5dc13585b5c03f33e679c91035,,master,passed,3752,2020-12-20 14:40:17 UTC,750679162,750679163,750679164,push
750675820,07e7688dad3c0fc4d82f94f053cb3e4f38058583,,master,failed,2899,2020-12-20 14:02:12 UTC,750675821,750675822,750675823,push
749683551,18d3c3beb221da797e4102aacf8a3586b4270c68,,master,passed,3648,2020-12-14 20:48:52 UTC,749683552,749683553,749683554,push
749323060,40e92b8d81eec271229423fc9cf92e76dfa54642,,master,passed,3811,2020-12-12 20:55:52 UTC,749323061,749323062,749323063,push
749258743,286c5100c2df7ad8de7b1ee49271859ca229fb55,,master,passed,3786,2020-12-12 13:54:33 UTC,749258744,749258745,749258746,push
747939576,0ed8b7d6b8d776d4ea4a8b9ee8a604d93c4c9e31,,master,passed,3925,2020-12-06 14:33:11 UTC,747939577,747939578,747939579,push
747866514,65342d5f41ef41789abb67ff44e81443922181e1,,master,passed,3553,2020-12-05 22:24:21 UTC,747866515,747866516,747866517,push
747863912,bf6331398c78d0e9dd716159cc155d13d46b406d,,master,canceled,2951,2020-12-05 21:57:47 UTC,747863913,747863914,747863915,push
746851216,71512cd73535764a482095292e58cb4e2d7d4630,,master,passed,3692,2020-11-30 23:22:53 UTC,746851217,746851218,746851219,push
746636150,4579a1ee9529f0b8397962f875aab32c3136451a,,master,passed,3972,2020-11-29 22:51:49 UTC,746636151,746636152,746636153,push
746623417,c54ca4ff83105bd63cf89507e7eea03fcf730f76,,master,passed,4181,2020-11-29 21:03:49 UTC,746623418,746623419,746623420,push
746623201,86a21fa0df95657419b413cd55e213c1f40729af,,master,canceled,0,,746623202,746623203,746623204,push
746621355,a8469b596ca38095e4719b37ade32288a64ecc87,,master,canceled,2634,2020-11-29 20:42:50 UTC,746621356,746621357,746621358,push
743739901,87588c82a809572ae5f83ab6b3e35bc7dae5f6d2,,master,passed,3294,2020-11-15 13:37:01 UTC,743739902,743739903,743739904,push
740583911,f1cd5e6887f4a38f5d0bf1ce58843bdfd638a479,,master,passed,2862,2020-11-01 11:32:35 UTC,740583912,740583913,740583914,push
740580726,ef7fb103298ee5a42894a8c05e7d5d19c5dc732f,,master,failed,2928,2020-11-01 11:08:27 UTC,740580727,740580728,740580729,push
739442012,f766e53770484a115fc5e1928816c1356b2ac8fa,,master,passed,3204,2020-10-29 22:11:20 UTC,739442013,739442014,739442015,push
739434498,93c7b4e6ccf0498520f929aa2734d3c3f7112d06,,master,canceled,0,,739434499,739434500,739434501,push
738751000,bc72961eb690f7e8595cb192c2ffb8fbed40ee0a,,master,failed,2641,2020-10-28 23:59:16 UTC,738751001,738751002,738751003,push
734834263,2f2e1dfbbad96ba3bbcef946b6564e306801de5d,,master,passed,2797,2020-10-11 22:12:54 UTC,734834264,734834265,734834266,push
734532716,33f0ce348b5ead3b55df6fc41433cf0216684066,,master,passed,2859,2020-10-10 12:02:30 UTC,734532717,734532718,734532719,push
734531855,ef738ca82e9697ecf700c5c7043bdc382c5a1332,,master,canceled,1246,2020-10-10 11:54:31 UTC,734531856,734531857,734531858,push
734430997,082c4fa6595f5782ae127da4a9ad855d6f541f46,,master,passed,2743,2020-10-09 22:19:37 UTC,734430998,734430999,734431000,push
734425811,21bbacbc6cb29dccae357a7e5534d28097fc97a9,,master,failed,2587,2020-10-09 21:47:12 UTC,734425812,734425813,734425814,push
734414456,2e82c8953eaa403c070d053fe0e9d2d9b863e61e,,master,passed,2888,2020-10-09 20:41:36 UTC,734414457,734414458,734414459,push
734411622,108a756d5f6482fe8903a617ea20d1e162d78256,,master,passed,3013,2020-10-09 20:30:56 UTC,734411626,734411630,734411632,push
734389881,ac5a942ed4254bc5174abd112756efabc479cfbc,,master,passed,3873,2020-10-09 19:00:59 UTC,734389882,734389883,734389884,push
734369456,dea129f744260dda4f7401a48e361d7d2188d264,,master,failed,2685,2020-10-09 17:40:09 UTC,734369457,734369458,734369459,push
734364591,424d94a0389a10ac69715495ef0d42b68c08edbc,,master,failed,2465,2020-10-09 17:22:32 UTC,734364592,734364593,734364594,push
734102885,02d7a19ad23bf458a9bb289d6ede28a299394b0f,,master,errored,287,2020-10-09 17:01:21 UTC,734102886,734102887,734102888,push
734100684,0bb26110713f9ebc9035107847eaae29358a25e9,,master,errored,285,2020-10-08 20:28:42 UTC,734100685,734100686,734100687,push
734098228,73f8ea7a7634b43a372e67bc43131c8d4c879fb8,,master,canceled,367,2020-10-08 20:17:45 UTC,734098229,734098230,734098231,734098232,734098233,734098234,push
734093731,e04689000dd80c31cfbff60422794b844cd890a5,,master,canceled,201,2020-10-08 20:00:27 UTC,734093732,734093733,734093734,push
734083128,fbd3eb5b58bd3f6d7e58d2274ca53ac941276456,,master,passed,2972,2020-10-08 19:21:37 UTC,734083129,734083130,734083131,push
734079151,5b224041303737ba920eee35949a77cd52f8fb97,,master,passed,2778,2020-10-08 19:06:38 UTC,734079152,734079153,734079154,push
733799838,5a21cbd53fa3893fc1c0051431be97e57fa98407,,master,errored,2978,2020-10-07 21:22:10 UTC,733799839,733799840,733799841,733799842,733799843,push
733798155,4519a2d8cb13c34e8a864ed1056bcccc4026b295,,master,canceled,1852,2020-10-07 21:13:09 UTC,733798156,733798157,733798158,733798159,733798160,push
733792587,74297c7d7e90e4a8a6651be3c213ebf7bdb2e271,,master,failed,2767,2020-10-07 20:49:55 UTC,733792588,733792589,733792590,push
733787195,db53977b12c2e7ba95122db9f529916df5214cde,,master,canceled,1982,2020-10-07 20:27:09 UTC,733787196,733787197,733787198,push
733786708,0c7531fd08d9a4d4233b45405c0c2ffa384cbda4,,master,failed,2746,2020-10-07 20:25:08 UTC,733786709,733786710,733786711,push
733781669,c7b3ffa4c356d8d68ba34a6f647304e60e18b275,,master,errored,3727,2020-10-07 20:03:51 UTC,733781670,733781671,733781672,733781673,733781674,push
733778478,df1f9c89d5fe09285464ebc7e88cb5944ffc9ec7,,master,errored,1518,2020-10-07 19:53:23 UTC,733778479,733778480,733778481,733778482,733778483,push
733774267,ef0c5ca2ad62834d7026d42116394020138b5dda,,master,failed,1359,2020-10-07 19:38:35 UTC,733774268,733774269,733774270,push
733767970,a550fb1b9fac42bbc39212ce90f6756382211f77,,master,failed,1332,2020-10-07 19:17:55 UTC,733767971,733767972,733767973,push
733758530,7dc396dd01557d50cb9cf221750d7ce45f494067,,master,failed,1344,2020-10-07 18:41:10 UTC,733758531,733758532,733758533,push
733440603,f39516ff2865b0f151c1e48e17685d2958829976,,master,passed,3024,2020-10-06 19:23:11 UTC,733440604,733440605,733440606,push
732797255,a0c2e9c15e6f9c60b85db8fd519d6995216e6b9a,,master,passed,1905,2020-10-04 21:45:14 UTC,732797256,732797257,732797258,push
732711622,bc057b6425028082c26220abc733bd14dc7d3bb7,,master,passed,2530,2020-10-04 14:15:17 UTC,732711623,732711624,732711625,push
732703309,aaefbf3b4060a00961d2dfcdeb8ca68e0e32c563,,master,passed,2626,2020-10-04 13:13:34 UTC,732703310,732703311,732703312,push
690587443,d11a1dd4430612a33bc60975654a55bccc16c28d,,master,passed,2527,2020-05-24 11:42:24 UTC,690587444,690587445,690587446,push
690488101,e8dc28cc5d59d5ed048201204a2eeb6bfd8b99db,,master,passed,2467,2020-05-23 22:54:50 UTC,690488102,690488103,690488104,push
690482922,81cf2ad7058adf7ef93547eb8e0a2b425506c93e,,master,failed,2530,2020-05-23 22:28:09 UTC,690482923,690482924,690482925,push
690477686,42fcd21b2d4d4a8067a0abaa9a1a7444ff252bc7,,master,failed,2503,2020-05-23 21:59:41 UTC,690477689,690477690,690477691,push
689689403,511f23394f98c21593ffaf0d6a041c6a60ad1a42,,master,passed,2500,2020-05-21 15:49:59 UTC,689689404,689689405,689689406,push
689683848,1ad870501d68f8756c1635b8959e3910a94a2822,,master,errored,1205,2020-05-21 15:04:10 UTC,689683851,689683853,689683854,push
689682747,2cb8ab41a84ae2ce3208e0a042ef9af445909aa3,,master,canceled,258,2020-05-21 15:01:32 UTC,689682748,689682749,689682750,push
689663613,4e6c4fe84c127394b9458ad26d5ac224e41d4662,,master,canceled,821,2020-05-21 14:02:14 UTC,689663614,689663615,689663616,689663617,689663618,689663619,689663620,689663621,push
688108227,deb360731a1917224169fd01aaa383a049da1e61,,master,passed,4078,2020-05-17 18:01:31 UTC,688108228,688108229,688108230,688108231,688108232,push
688088106,deb360731a1917224169fd01aaa383a049da1e61,,master-docker,passed,4179,2020-05-17 16:29:18 UTC,688088107,688088108,688088109,688088110,688088111,push
688072778,4f38552a5d5e6c8f3ba0cbb663bccea31e47d7c6,,master-docker,passed,4326,2020-05-17 15:18:58 UTC,688072779,688072780,688072781,688072782,688072783,push
688041347,b764aea1789b071bdce8ee8128f02194c0ac38ed,,master-docker,errored,3348,2020-05-17 13:34:59 UTC,688041348,688041349,688041350,688041351,688041352,push
688032522,81635e034249c95b724b8b5b8f668085b33110cc,,master-docker,errored,3282,2020-05-17 12:59:20 UTC,688032523,688032524,688032525,688032526,688032527,push
685187833,53cfc0c6bdcf819061005e129fddda2abf5470e4,,master,passed,4536,2020-05-10 00:09:16 UTC,685187834,685187835,685187836,685187837,685187838,push
685183960,4c9cee12c2c335792cf086039a085703a7cfb0a8,,master,canceled,7147,2020-05-09 23:26:36 UTC,685183961,685183962,685183963,685183964,685183965,push
685178048,133ec46b35462cef1f3a38a89cf39eb38fdfdddf,,master,errored,6543,2020-05-09 22:56:04 UTC,685178049,685178050,685178051,685178052,685178053,push
685173948,d9c3a90f142c1f6f2e01e396b756a61d96216559,,master,passed,4421,2020-05-09 22:36:13 UTC,685173949,685173950,685173951,685173952,685173953,push
685170350,f7cf7627708c6f1aee1ad8ed26023c5571ee9934,,master,canceled,2325,2020-05-09 22:20:13 UTC,685170351,685170352,685170353,685170354,685170355,push
685164380,bfa4955dcf80f35a2291e7197f77038b436ac564,,master,passed,3917,2020-05-09 21:47:32 UTC,685164381,685164382,685164383,685164384,685164385,push
685161940,2f4370669956845e56cdd5242d1738e1b006aa2c,,master,errored,1613,2020-05-09 21:37:22 UTC,685161942,685161943,685161945,685161946,685161947,push
685159316,fea2628148c7edef778e8b209cb72ae3948c51e3,,master,errored,1618,2020-05-09 21:27:02 UTC,685159317,685159318,685159319,685159320,685159321,push
685157585,947cf23328e4db68fcfdf5bc085b59d6a661c2f5,,master,errored,1624,2020-05-09 21:20:05 UTC,685157586,685157587,685157588,685157589,685157590,push
685156010,d68a3856050995ddbe3958c9a01ea87b95d3a6e8,,master,errored,1647,2020-05-09 21:12:45 UTC,685156011,685156012,685156013,685156014,685156015,push
685154616,64dbf8bc31fd4d63d8bf54a7a393535dfd65ade9,,master,canceled,1429,2020-05-09 21:05:24 UTC,685154617,685154618,685154619,685154620,685154621,push
685070206,291e7957a1413ace25b869e790621b41465228d5,,master,canceled,2528,2020-05-09 15:01:02 UTC,685070207,685070209,685070211,685070212,685070213,push
685069444,7b02adcdd53baba9b3e67ab7f9852348eaf47129,,master,errored,405,2020-05-09 14:58:07 UTC,685069445,685069446,685069447,685069448,685069449,push
685068420,50af0a4bcc0b6f78901bc861981f42759921a5a6,,master,errored,392,2020-05-09 14:54:26 UTC,685068421,685068422,685068423,685068424,685068425,push
685067524,8cbaf2fe9d9c2e3401b2fa3090e26794f0a512a8,,master,errored,435,2020-05-09 14:49:34 UTC,685067525,685067526,685067527,685067528,685067529,push
