build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
754889868,75134924a9fd3335f76a9709314c5f5cef4d6ddc,,master,passed,246,2021-01-17 16:34:09 UTC,754889869,754889870,push
754887249,b99a94c9abe1e4bdf7cdfbc3496076638da828b7,,master,passed,251,2021-01-17 16:21:14 UTC,754887250,754887251,push
751497977,77d690767c816adf076026359f1d4829399671a1,,master,passed,251,2020-12-25 19:46:32 UTC,751497978,751497979,push
667445809,28a6f7c217a8a8c8c61c6498f78588f5f96044cb,57,master,failed,234,2020-03-26 21:08:14 UTC,667445810,667445811,pull_request
613011216,21fe95c248e9e736a338d45003c31c29b46b69de,,master,passed,322,2019-11-17 05:44:35 UTC,613011217,613011218,push
613002160,7f579130cdbf53f1ef8527f65519ac9987680bde,52,master,passed,311,2019-11-17 04:42:03 UTC,613002161,613002162,pull_request
613001765,0347c54d08fe1a7bbb37f08ca065a58c2fa5373c,52,master,failed,290,2019-11-17 04:39:19 UTC,613001766,613001767,pull_request
517628564,3438a10682f5f5790da1e59ac7d6518c499d9a2f,,master,passed,292,2019-04-09 06:04:55 UTC,517628565,517628566,push
517623358,670ac2b6e5d374c6427720960380be4a0f1b0706,49,master,passed,312,2019-04-09 05:46:48 UTC,517623359,517623360,pull_request
517189380,a346f0e2c375a47d0cad079aae69483c9161f412,49,master,failed,279,2019-04-08 10:32:05 UTC,517189382,517189383,pull_request
513755703,44ee27d9314ada0a27b3ff5057bae113e06a2597,48,master,failed,281,2019-03-31 13:49:20 UTC,513755704,513755705,pull_request
510702963,345315f78b6762d674249fc0244ed53ecde3834e,,master,passed,296,2019-03-24 21:19:25 UTC,510702964,510702965,push
504523725,9de3a08f37e462d823dab8b718e0b0da33d487c5,,master,passed,292,2019-03-11 04:58:51 UTC,504523726,504523727,push
504522874,b3016f853336a9ec856ab8d75a7ca672ca3b056c,,master,passed,291,2019-03-11 04:54:46 UTC,504522875,504522876,push
504521331,0772d41cf11e277dea29ddf1591e5fbf06e9fd7e,46,master,passed,294,2019-03-11 04:48:43 UTC,504521332,504521333,pull_request
504517144,0ad31590579d83cbcaa797c00ab78c68d3c6b1cb,,master,passed,276,2019-03-11 04:27:47 UTC,504517145,504517146,push
504516569,b1837db1e148f85c89d86afc4c5d8fc1e48ccc93,45,master,passed,302,2019-03-11 04:24:59 UTC,504516570,504516571,pull_request
504513011,f76e667dda2e2ec17b9a7282b63ffd7152b9371e,45,master,failed,373,2019-03-11 04:08:03 UTC,504513012,504513013,pull_request
490597177,d2c368a5ddb5cf06f149855ec7cb35a355503028,46,master,passed,267,2019-02-08 15:22:35 UTC,490597178,490597179,pull_request
483950329,f49576228a2c0dbc71d18a4784ec5cdf8f3e771c,45,master,passed,281,2019-01-24 15:39:22 UTC,483950330,483950331,pull_request
476501121,f49576228a2c0dbc71d18a4784ec5cdf8f3e771c,45,master,passed,262,2019-01-07 18:47:53 UTC,476501122,476501123,pull_request
476178421,a41a0ba8c4b723b4b6f54215a8300e5248480328,45,master,failed,271,2019-01-07 03:17:43 UTC,476178422,476178423,pull_request
396464410,5ba28a0bf0048ea9b00cecd23688dcf6cfb23fe5,,master,passed,263,2018-06-25 15:42:31 UTC,396464411,396464412,push
395689475,918de84d14905ea07e3bc802a7ea65d60794ac2f,43,master,passed,229,2018-06-25 15:30:53 UTC,395689476,395689477,pull_request
342912985,aae5ed505953b9680c3c4e7bd6285916e43910a0,40,master,passed,649,2018-02-18 03:26:00 UTC,342912986,342912987,pull_request
342912275,02adaaf87a4b7c78ae493bf2760333c44be991d8,40,master,passed,296,2018-02-18 03:21:04 UTC,342912276,342912277,pull_request
342911964,4a5847ff47fbea5e6a31e71ee327d9fc594e63ac,40,master,passed,223,2018-02-18 03:18:38 UTC,342911965,342911966,pull_request
342911846,2e18d033076458cbffb079a27a81f5a1d40134f5,40,master,passed,251,2018-02-18 03:17:25 UTC,342911847,342911848,pull_request
201666297,10aae0a270abfb5d929ae6ca59c4b0ac0fa8f237,,master,passed,132,2017-02-14 21:34:32 UTC,201666298,201666299,push
199313186,dfa966ee1e9e0334acb64c7dd6f61670bcaded4e,,master,passed,135,2017-02-07 17:54:59 UTC,199313187,199313195,push
186252890,c3ad1f9821d561dad5d17c722649984f8d1c92e8,,master,passed,110,2016-12-23 03:15:43 UTC,186252891,186252892,push
175589288,ba769786099144f93b987583ecc09a22a8e04040,,master,passed,115,2016-11-14 01:35:58 UTC,175589289,175589290,push
167263094,e4c5ae7b0021d524158ada2365bb9b270e010635,,master,passed,175,2016-10-13 06:24:23 UTC,167263095,167263096,push
167261824,dc7b7ca43382cc84c11153bc1bcb85d80e3015bb,,master,passed,162,2016-10-13 06:16:35 UTC,167261825,167261826,push
