build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
632216014,4c38ea2614501d39554ddbf412d7a3f1d1dbf54c,,master,passed,4142,2020-01-03 09:48:09 UTC,632216015,632216016,632216017,632216018,632216019,632216020,632216021,632216022,632216023,632216024,632216025,632216026,push
632215061,8b5bab0ad5de78fd4dc520985429acf4a5f08a82,,master,passed,4139,2020-01-03 09:33:21 UTC,632215062,632215063,632215064,632215065,632215066,632215067,632215068,632215069,632215070,632215071,632215072,632215073,push
632211122,5b402407d54eec282b29390191d02357b542557d,,master,passed,4275,2020-01-03 09:18:25 UTC,632211123,632211124,632211125,632211126,632211127,632211128,632211129,632211130,632211131,632211132,632211133,632211134,push
632210324,298590211d1f83f0619daa9744ac78f0b58ecd77,,master,canceled,0,,632210325,632210326,632210327,632210328,632210329,632210330,632210331,632210332,632210333,632210334,632210335,632210336,push
632208042,61f04653f304156e42c51449f70109f832464ea3,,master,passed,4150,2020-01-03 09:03:48 UTC,632208043,632208044,632208045,632208046,632208047,632208048,632208049,632208050,632208051,632208052,632208053,632208054,push
632207353,fdfecbee2f2d9ebbdcbfe22888bcabc742abe6a9,,master,canceled,0,,632207354,632207355,632207356,632207357,632207358,632207359,632207360,632207361,632207362,632207363,632207364,632207365,push
632206845,9fcff87c64f378bc276a497caeba685d222308d8,,master,canceled,0,,632206846,632206847,632206848,632206849,632206850,632206851,632206852,632206853,632206854,632206855,632206856,632206857,push
632205790,de32fe909ca013c67d513c1667f5221be065bb4e,,master,canceled,0,,632205791,632205792,632205793,632205794,632205795,632205796,632205797,632205798,632205799,632205800,632205801,632205802,push
632205193,d80646f3aab9262110768fc98e4884f1832f703f,,master,canceled,0,,632205194,632205195,632205196,632205197,632205198,632205199,632205200,632205201,632205202,632205203,632205204,632205205,push
632204673,51a277eb50fbfed8cf9f38f7bdf908e357a21541,,master,canceled,0,,632204674,632204675,632204676,632204677,632204678,632204679,632204680,632204681,632204682,632204683,632204684,632204685,push
632204070,933b02f805da4e08f4024547acc2a0a859cc8082,,master,passed,4153,2020-01-03 08:49:08 UTC,632204071,632204072,632204073,632204074,632204075,632204076,632204077,632204078,632204079,632204080,632204081,632204082,push
632198242,22d9a89f143b8037a4039b9924bd498f96391abd,,master,passed,4232,2020-01-03 08:34:09 UTC,632198243,632198244,632198245,632198246,632198247,632198248,632198249,632198250,632198251,632198252,632198253,632198254,push
632196590,42240b36e74c3b69fc9b32160a66e26d11081d9d,,master,passed,4232,2020-01-03 08:19:13 UTC,632196591,632196592,632196593,632196594,632196595,632196596,632196597,632196598,632196599,632196600,632196601,632196602,push
632194794,da9fade669d6899aace9c33da1c2c0d4076f66af,,master,canceled,0,,632194795,632194796,632194797,632194798,632194799,632194800,632194801,632194802,632194803,632194804,632194805,632194806,push
632193672,435846db1e6dca1f39e814d52fe62e462268b2af,,master,passed,4196,2020-01-03 08:03:42 UTC,632193673,632193674,632193675,632193676,632193677,632193678,632193679,632193680,632193681,632193682,632193683,632193684,push
632193099,f6c7ac99b74443718d2def8f76d409b16bc81854,,master,canceled,0,,632193100,632193101,632193102,632193103,632193104,632193105,632193106,632193107,632193108,632193109,632193110,632193111,push
632191673,91902a2bb961523fc4b4e1a5781a36cba2d88b0c,,master,canceled,0,,632191674,632191675,632191676,632191677,632191678,632191679,632191680,632191681,632191682,632191683,632191684,632191685,push
632190915,231a5db32d2686842d6e4955e85db5c5f43c1bdb,,master,passed,4259,2020-01-03 07:52:09 UTC,632190916,632190917,632190918,632190919,632190920,632190921,632190922,632190923,632190924,632190925,632190926,632190927,push
632093382,b28f083bdd68e61d712e9cdb680b1b1e70111999,,master,passed,4203,2020-01-03 00:10:08 UTC,632093383,632093384,632093385,632093386,632093387,632093388,632093389,632093390,632093391,632093392,632093393,632093394,push
632088300,3ea411c75c24039bd12f3bbb2c06e11f3ca15e69,742,master,passed,4176,2020-01-02 23:49:59 UTC,632088301,632088302,632088303,632088304,632088305,632088306,632088307,632088308,632088309,632088310,632088311,632088312,pull_request
631937858,505781b1070671e2d8c036ef96907e3c7726e29d,,master,passed,4351,2020-01-02 16:36:04 UTC,631937859,631937860,631937861,631937862,631937863,631937864,631937865,631937866,631937867,631937868,631937869,631937870,push
631272513,92c82f98a31ed68f4e4a45d585342ed374931b1e,,master,passed,4207,2019-12-31 12:09:14 UTC,631272514,631272515,631272516,631272517,631272518,631272519,631272520,631272521,631272522,631272523,631272524,631272525,push
631271514,cd8706b80890f5a31771c81dbb5aca91eb008b1f,,master,canceled,0,,631271515,631271516,631271517,631271518,631271519,631271520,631271521,631271522,631271523,631271524,631271525,631271526,push
631270662,0c09d5f1cc814e175db3031d5aa677aea62fa39c,,master,canceled,0,,631270663,631270664,631270665,631270666,631270667,631270668,631270669,631270670,631270671,631270672,631270673,631270674,push
631270104,46a3108b16a6fa5468aba80b89a57a339d8140e7,,master,canceled,0,,631270105,631270106,631270107,631270108,631270109,631270110,631270111,631270112,631270113,631270114,631270115,631270116,push
631269725,fe029f4ca5f06640af89423bad5c28f0cadc1a8d,,master,canceled,0,,631269726,631269727,631269728,631269730,631269731,631269733,631269734,631269735,631269736,631269737,631269738,631269739,push
631269263,53acb2a8588e276e5cd3cf7a3edde73b8f0aaef1,,master,canceled,0,,631269264,631269265,631269266,631269267,631269268,631269269,631269270,631269271,631269272,631269273,631269274,631269275,push
631266697,da6c1f17a18aaae67b0ddeac679bd633a611d8ce,,master,passed,4335,2019-12-31 11:37:58 UTC,631266698,631266699,631266700,631266701,631266702,631266703,631266704,631266705,631266706,631266707,631266708,631266709,push
631266334,547f5a5ed362a89983f58968c79fe23443bd5a2f,,master,canceled,0,,631266335,631266336,631266337,631266338,631266339,631266340,631266341,631266342,631266343,631266344,631266345,631266346,push
631266010,b6afc0843688db2617bd3ef3ecc9a18e7c7dd002,,master,canceled,0,,631266011,631266012,631266013,631266014,631266015,631266016,631266017,631266018,631266019,631266020,631266021,631266022,push
631264473,2fbb6827551468da5beb8a47b0df80d3c64605f8,,master,passed,4280,2019-12-31 11:22:30 UTC,631264474,631264475,631264476,631264477,631264478,631264479,631264480,631264481,631264482,631264483,631264484,631264485,push
