build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761261141,a2a61716b73f1736432947a472dcb0bef174dbf9,,next,passed,984,2021-03-03 09:22:38 UTC,761261142,761261143,761261144,cron
760286098,a2a61716b73f1736432947a472dcb0bef174dbf9,,next,passed,1451,2021-02-24 12:57:27 UTC,760286099,760286100,760286101,cron
759311193,a2a61716b73f1736432947a472dcb0bef174dbf9,,next,passed,579,2021-02-17 09:21:16 UTC,759311194,759311195,759311196,cron
758347918,a2a61716b73f1736432947a472dcb0bef174dbf9,,next,passed,614,2021-02-10 09:29:23 UTC,758347919,758347920,758347921,cron
757605086,b0f1ee028eb6a46ac4b69b7b9192351feb16b771,722,next,passed,560,2021-02-04 21:30:09 UTC,757605087,757605088,757605089,pull_request
757605082,c44c7fc2c2e7e044e688e1c2691a6aca492068cc,,fix-pitch-black,passed,561,2021-02-04 21:29:56 UTC,757605083,757605084,757605085,push
757367314,a2a61716b73f1736432947a472dcb0bef174dbf9,,next,errored,1091,2021-02-03 09:27:47 UTC,757367315,757367316,757367317,cron
757310823,94081992506821031839a50f50dc1c6e8d75edbd,722,next,passed,1026,2021-02-02 23:38:07 UTC,757310824,757310825,757310826,pull_request
757310819,688e034299abf730d727f2fad2e19a6995c69deb,,fix-pitch-black,passed,972,2021-02-02 23:35:03 UTC,757310820,757310821,757310822,push
757308758,edde2c0c0f8fbc35a660a10f6b6023dc08a3c528,722,next,canceled,0,,757308759,757308760,757308761,pull_request
757308754,71b773d94b8a3ac214b14ea70dea9be2e4230d52,,fix-pitch-black,canceled,0,,757308755,757308756,757308757,push
756387001,a2a61716b73f1736432947a472dcb0bef174dbf9,,next,passed,564,2021-01-27 10:48:23 UTC,756387003,756387005,756387006,cron
756000737,ce799870e5f24eab7e6356435a48ee0eafa245a7,721,next,passed,553,2021-01-24 22:14:01 UTC,756000738,756000739,756000740,pull_request
756000727,3bfd9442d9a276ae8fd3bfca634e8eed83a9b996,,inline-m3u-player,passed,948,2021-01-24 22:14:04 UTC,756000728,756000729,756000730,push
755885317,922c46b61902898a1d48397fc3686689cb1eda1f,722,next,passed,975,2021-01-23 23:05:47 UTC,755885318,755885319,755885320,pull_request
755885079,5abc66456af13631d39f089ebb785976fb833731,,fix-pitch-black,passed,548,2021-01-23 23:03:32 UTC,755885080,755885081,755885082,push
755836948,2eb12873ed4df7cd7dd470e18495b84fb28c7e53,721,next,passed,982,2021-01-23 15:42:51 UTC,755836949,755836950,755836951,pull_request
755836944,b9c3c2f36a8960c545cdb61c60c6208b3029d058,,inline-m3u-player,passed,519,2021-01-23 15:42:49 UTC,755836945,755836946,755836947,push
755835743,64037e8e07a3c1398706a9aaec55b1805661097e,721,next,failed,945,2021-01-23 15:29:09 UTC,755835744,755835745,755835746,pull_request
755834868,0781396c95a79d4ea8ce1a7d5f34eb81237c9ed3,,inline-m3u-player,failed,977,2021-01-23 15:18:09 UTC,755834869,755834870,755834871,push
755321433,a2a61716b73f1736432947a472dcb0bef174dbf9,,next,passed,1453,2021-01-20 09:22:11 UTC,755321434,755321435,755321436,cron
754255767,a2a61716b73f1736432947a472dcb0bef174dbf9,,next,passed,1034,2021-01-13 09:18:45 UTC,754255768,754255769,754255770,cron
753151730,a2a61716b73f1736432947a472dcb0bef174dbf9,,next,passed,568,2021-01-06 09:18:50 UTC,753151731,753151732,753151733,cron
752099138,a2a61716b73f1736432947a472dcb0bef174dbf9,,next,passed,1013,2020-12-30 09:17:33 UTC,752099139,752099140,752099141,cron
751169011,a2a61716b73f1736432947a472dcb0bef174dbf9,,next,passed,573,2020-12-23 11:23:27 UTC,751169012,751169013,751169014,cron
749910788,a2a61716b73f1736432947a472dcb0bef174dbf9,,master,passed,1024,2020-12-16 07:46:10 UTC,749910790,749910791,749910792,push
749910726,a2a61716b73f1736432947a472dcb0bef174dbf9,,next,passed,609,2020-12-15 23:26:55 UTC,749910727,749910728,749910729,push
749910412,a2a61716b73f1736432947a472dcb0bef174dbf9,,build01489,passed,580,2020-12-15 23:25:13 UTC,749910413,749910414,749910415,push
749308362,4bb61cbe5947cd7f2a88c786349374889381b7a2,720,next,passed,538,2020-12-12 20:41:52 UTC,749308363,749308364,749308365,pull_request
749308060,0d5866be4979f61e7fe455e956a45bc453af1d5f,,travis-reduction,passed,989,2020-12-12 22:32:10 UTC,749308061,749308062,749308063,push
749307403,87ce007d2c380940bbc5615ddb0e2cba812a5533,,next,passed,1569,2020-12-12 19:02:41 UTC,749307404,749307405,749307406,749307407,749307408,749307409,push
749301255,6d22f38910e645d0b789b7310560418edae255d4,,next,passed,1583,2020-12-12 18:25:10 UTC,749301256,749301257,749301258,749301259,749301260,749301261,push
749285750,7237ff56a58844c7d9fa77572948753f993e1634,,next,passed,1221,2020-12-12 16:51:13 UTC,749285751,749285752,749285753,749285754,749285755,749285756,push
748515095,7d738b5935de628f775d729103e463f1937532f6,,next,passed,1602,2020-12-09 11:51:09 UTC,748515096,748515097,748515098,748515099,748515100,748515101,cron
747502273,d806da027e44b294e03d8186d768476396587d17,719,next,passed,1157,2020-12-03 23:57:42 UTC,747502274,747502275,747502276,747502277,747502278,747502279,pull_request
747502259,49526c67f6f8ec46f8b03ca698c7e9aa5690d0b2,,read-filter-compatibility,passed,2004,2020-12-03 22:09:51 UTC,747502260,747502261,747502262,747502263,747502264,747502265,push
747160059,7d738b5935de628f775d729103e463f1937532f6,,next,passed,2085,2020-12-02 10:05:20 UTC,747160060,747160061,747160062,747160063,747160064,747160065,cron
746833965,49ec591a12b8b4ba4bb9ad0bd192020955d069ef,719,next,passed,2035,2020-11-30 23:19:34 UTC,746833966,746833967,746833968,746833969,746833970,746833971,pull_request
746833943,966d739873b6201bb56ed402b3ec96f4f72e5c35,,read-filter-compatibility,passed,1525,2020-11-30 21:53:47 UTC,746833944,746833945,746833946,746833947,746833948,746833949,push
746797688,5d633b2a1967d91dd6ffb877dd93fd35dd70f804,719,next,canceled,122,2020-11-30 20:01:48 UTC,746797689,746797690,746797691,746797692,746797693,746797694,pull_request
746797677,63db5a9f052321b5d20839a5109e122f9bc1a719,,read-filter-compatibility,errored,371,2020-11-30 18:38:55 UTC,746797678,746797679,746797680,746797681,746797682,746797683,push
746635340,5c7b40ca2aab92d2d7c36b1f84010349b28364ce,719,next,passed,1146,2020-11-29 22:46:44 UTC,746635341,746635342,746635343,746635344,746635345,746635346,pull_request
746634913,57e7795f0953c660d00e6d65c18343c918c266e5,,read-filter-compatibility,passed,2016,2020-11-29 22:40:58 UTC,746634914,746634915,746634916,746634917,746634918,746634919,push
746428570,7d738b5935de628f775d729103e463f1937532f6,,next,passed,1578,2020-11-28 14:24:13 UTC,746428571,746428572,746428573,746428574,746428575,746428576,push
746428548,7d738b5935de628f775d729103e463f1937532f6,,testing-build-1489-pre1,passed,2554,2020-11-28 14:16:40 UTC,746428549,746428550,746428551,746428552,746428553,746428554,push
746341045,a116da7c4678e74f642dd7d41ce8144780f47f41,,next,passed,2574,2020-11-27 22:39:48 UTC,746341046,746341047,746341048,746341049,746341050,746341051,push
745925598,6ba7cd0345f9bb48d3d24cb5d5667880aaa7a733,691,next,passed,1516,2020-11-26 00:47:46 UTC,745925599,745925600,745925601,745925602,745925603,745925604,pull_request
745925587,4b7be4c0f62266501ca40d76ea9d93774c59b39f,,m3u-with-host-and-port,passed,1546,2020-11-26 08:13:45 UTC,745925588,745925589,745925590,745925591,745925592,745925593,push
745924938,6752112821e44fa9707c5fb760c46894ee48d764,691,next,canceled,0,,745924939,745924940,745924941,745924942,745924943,745924944,pull_request
745924925,c704733bb8671ea9080062ec097e765099ec7da3,,m3u-with-host-and-port,canceled,0,,745924926,745924927,745924928,745924929,745924930,745924931,push
745923655,e7d9d0bf6ec350e89c04694886a8cd61a0fa42de,691,next,canceled,0,,745923656,745923657,745923658,745923659,745923660,745923661,pull_request
745923645,6d8fc55dd595d5649b5cabde16155f07ef1fdd40,,m3u-with-host-and-port,canceled,0,,745923646,745923647,745923648,745923649,745923650,745923651,push
745922718,da12eecf180c2638c732c555e06dabf98860ccb0,718,next,passed,1534,2020-11-25 20:22:09 UTC,745922719,745922720,745922721,745922722,745922723,745922724,pull_request
745922707,c827020c6fa3ff702826a046f3252704461891a6,,update-flog-helper-to-36,passed,1096,2020-11-25 18:49:01 UTC,745922708,745922709,745922710,745922711,745922712,745922713,push
745921983,91d8146ec83f38bf612163cc53980f187c4ddcaf,718,next,canceled,0,,745921984,745921985,745921986,745921987,745921988,745921989,pull_request
745921592,f590beb47c9ba724ed96decf0a09a3c8cbe1e32a,,update-flog-helper-to-36,canceled,0,,745921593,745921594,745921595,745921596,745921597,745921598,push
