build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
704261165,48d179218a36ed722cc092110043cf1e711a9370,804,master,errored,948,2020-07-02 10:07:29 UTC,704261166,704261167,704261168,704261169,704261171,704261172,pull_request
704261139,b2f1adbeb93be22b418b608a142ea2bc73e264ce,,release/5.10,errored,993,2020-07-02 10:03:22 UTC,704261140,704261141,704261142,704261143,704261144,704261145,push
704259988,8291714d424d18c82f71c07c171a97af119137e8,,5.9.0,passed,998,2020-07-02 09:59:07 UTC,704259989,704259990,704259991,704259992,704259993,704259994,push
704259624,8291714d424d18c82f71c07c171a97af119137e8,,master,passed,1114,2020-07-02 09:57:06 UTC,704259625,704259626,704259627,704259628,704259629,704259630,push
703997064,25e39c6accca6960fcafb2757eb6193e71b07ffd,804,master,errored,1001,2020-07-01 16:47:43 UTC,703997066,703997067,703997068,703997069,703997070,703997075,pull_request
703997012,46277da4fa3ce7e1f0646fbc344065ff499717e1,,release/5.10,errored,989,2020-07-01 16:43:59 UTC,703997013,703997014,703997015,703997016,703997017,703997018,push
703994761,b6e039db0a85afc5bbaeb192f7b642c1cf3bef9d,804,master,errored,1004,2020-07-01 16:39:32 UTC,703994762,703994763,703994764,703994765,703994766,703994767,pull_request
703994752,77f7a37cfbe59df97381d88dc3215aaeff2a9a27,,release/5.10,errored,1108,2020-07-01 16:36:45 UTC,703994753,703994754,703994755,703994756,703994757,703994758,push
703994692,73588b7c502045af051f0ab4ba4a7a7415c894f0,789,release/5.10,errored,167,2020-07-01 16:35:28 UTC,703994693,703994694,703994695,703994696,703994697,703994698,pull_request
703994683,dc0ebccbd036e42715a849db1defee0913fc7c3c,,enhancement/azure-support-tags-res_groups,errored,147,2020-07-01 16:33:54 UTC,703994684,703994685,703994686,703994687,703994688,703994689,push
703992903,c8543365ddec0a93c368c7aef3d9df1d513cc7eb,,enhancement/azure-support-tags-res_groups,errored,894,2020-07-01 16:28:59 UTC,703992904,703992905,703992906,703992907,703992908,703992909,push
703992651,6da5365b9a1a1b4e86f4b59dcb709a14fdbbf909,,enhancement/azure-support-tags-res_groups,failed,1040,2020-07-01 16:26:58 UTC,703992652,703992653,703992654,703992655,703992656,703992657,push
703988832,55aaf0a309d7616e1d99cfd1bf0374daf157aa40,804,master,errored,1005,2020-07-01 16:20:56 UTC,703988836,703988837,703988840,703988841,703988852,703988856,pull_request
703988738,04f0a4413762107e649f2733e2bce570b0075e33,,release/5.10,errored,1074,2020-07-01 16:17:32 UTC,703988740,703988741,703988742,703988743,703988744,703988745,push
703987931,12e19bb75215f6d0c6c15710323c1b4a67ebe7c8,804,master,canceled,0,,703987932,703987933,703987934,703987935,703987936,703987937,pull_request
703987879,cef988d2d7245f21b71875398dc4eeb8ea05acf0,,release/5.10,canceled,0,,703987880,703987881,703987882,703987883,703987884,703987885,push
703987779,ff9f5ef8865839cd9c68f2720b27de52604851c0,733,release/5.10,errored,162,2020-07-01 16:16:33 UTC,703987780,703987781,703987782,703987783,703987784,703987785,pull_request
703987769,c9c9882615695ae04b12e414c6005c01d25b8f4d,,feature/511-ARN-standard-key,errored,149,2020-07-01 16:15:12 UTC,703987770,703987771,703987772,703987773,703987774,703987775,push
703987016,6f969e03c83ebd174425a8c7b1a4a76d45cdedb5,733,develop,canceled,0,,703987017,703987018,703987019,703987020,703987021,703987022,pull_request
703986991,4918020d77be0f886a7abe71c544ee4730a3fcee,,feature/511-ARN-standard-key,errored,944,2020-07-01 16:13:11 UTC,703986992,703986993,703986994,703986995,703986996,703986997,push
