build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
738366707,e02bd530ac63c1ddac297b9201866fc0608db2d6,7460,master,canceled,0,,738366708,738366709,738366710,738366711,738366712,738366713,738366714,738366715,738366716,738366717,738366718,738366719,738366720,738366721,738366722,738366723,738366724,738366725,738366726,pull_request
738363588,6bafe8d8165a1f6b5d5ccc21a3c1a32aa5a27829,7456,master,canceled,0,,738363589,738363590,738363591,738363592,738363593,738363594,738363595,738363596,738363597,738363598,738363599,738363600,738363601,738363602,738363603,738363604,738363605,738363606,738363607,pull_request
738363251,4e2c878224a55c8eb2ef8c488cf546ebbc863693,7458,master,canceled,0,,738363252,738363253,738363254,738363255,738363256,738363257,738363258,738363259,738363260,738363261,738363262,738363263,738363264,738363265,738363266,738363267,738363268,738363269,738363270,pull_request
738363220,c3cf547cfca70ad800902a2cfebf0b6025adf47c,7400,master,canceled,0,,738363221,738363222,738363223,738363224,738363225,738363226,738363227,738363228,738363229,738363230,738363231,738363232,738363233,738363234,738363235,738363236,738363237,738363238,738363239,pull_request
738363058,ca051db61ac0b143f314f040ff032880005875e1,7457,master,canceled,0,,738363059,738363060,738363061,738363062,738363063,738363064,738363065,738363066,738363067,738363068,738363069,738363070,738363071,738363072,738363073,738363074,738363075,738363076,738363077,pull_request
738354836,dc3a32e6f6532ec751ea2ca02e17ab02ea2fd9d9,7456,master,canceled,0,,738354837,738354838,738354839,738354840,738354841,738354843,738354844,738354845,738354847,738354848,738354849,738354850,738354851,738354852,738354853,738354854,738354855,738354856,738354857,pull_request
738353315,7ef1f591bd760e062d39453c8e3971394e525dcd,,i18n_sync,canceled,0,,738353316,738353317,738353318,738353319,738353320,738353321,738353322,738353323,738353324,738353325,738353326,738353327,738353328,738353329,738353330,738353331,738353332,738353333,738353334,push
738352299,09330c9a05b0dfc7f2a0f2da345784f466285f4b,7455,master,failed,7918,2020-10-24 03:32:47 UTC,738352300,738352301,738352302,738352303,738352304,738352305,738352306,738352307,738352308,738352309,738352310,738352311,738352312,738352313,738352314,738352315,738352316,738352317,738352318,pull_request
738351126,dd24507320bb98db9c8da35225c98984832b264d,7455,master,canceled,0,,738351127,738351128,738351129,738351130,738351131,738351132,738351134,738351135,738351137,738351138,738351139,738351140,738351141,738351142,738351143,738351144,738351146,738351148,738351149,pull_request
738349588,c8c4ec5753941ad7f32b720d6d63b0c1fc969301,,master,failed,8822,2020-10-24 01:17:09 UTC,738349589,738349590,738349591,738349592,738349593,738349594,738349595,738349596,738349597,738349598,738349599,738349600,738349601,738349602,738349603,738349604,738349605,738349606,738349607,push
738325181,2dc6a3d297f176ac15eee113892bbcf53a8e91ec,7452,master,canceled,0,,738325182,738325183,738325184,738325185,738325186,738325187,738325188,738325189,738325190,738325191,738325192,738325193,738325194,738325195,738325196,738325197,738325198,738325199,738325200,pull_request
738125066,ac51f8d6c67f29f3ee955f0d32aea533b67666fc,7444,master,passed,8234,2020-10-23 14:20:50 UTC,738125067,738125068,738125069,738125070,738125071,738125072,738125073,738125074,738125075,738125076,738125077,738125078,738125079,738125080,738125081,738125082,738125083,738125084,738125085,pull_request
