build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
746340136,e08773144fe4ca5d51975222386e9212da9716de,1451,master,errored,165,2020-11-27 22:32:50 UTC,746340137,746340138,746340139,746340140,746340141,746340142,746340143,pull_request
746214776,fb78c5d36a149f88db3cc1d0b3fbb9f6c8887c4d,1451,master,errored,161,2020-11-27 07:34:54 UTC,746214777,746214778,746214779,746214780,746214781,746214782,746214783,pull_request
746214116,0a5fde81effbd13687b84214674c6e56de81abb8,1451,master,canceled,-1041,2020-11-27 07:32:39 UTC,746214117,746214118,746214119,746214120,746214121,746214122,746214123,pull_request
746211391,3b139505856bda5a33f41b8720d68db2abbaf1aa,1451,master,errored,157,2020-11-27 07:01:02 UTC,746211392,746211393,746211394,746211395,746211396,746211397,746211398,pull_request
746211218,65d26da9992b0ce6f23fa0242ea39d72e9398d86,1451,master,canceled,0,,746211219,746211220,746211221,746211222,746211223,746211224,746211225,pull_request
746209993,4fd395d0b327fd91c887d6f94ef305b2a0932fb4,1451,master,canceled,0,,746209994,746209995,746209996,746209997,746209998,746209999,746210000,pull_request
746209697,1466326cd53e008a4c8130e3c2055aaf745887b5,1451,master,canceled,0,,746209698,746209699,746209700,746209701,746209702,746209703,746209704,pull_request
746207859,39835a6853d4691adbd92d1552d0f293bb4eb63d,1451,master,canceled,0,,746207860,746207861,746207862,746207863,746207864,746207865,746207866,pull_request
746207171,086cb793bf9dd8b53f7da8dc1117b1c0c134fb1d,1451,master,canceled,0,,746207172,746207173,746207174,746207175,746207176,746207177,746207178,pull_request
746181812,ccd918237f315a7fff22568c19304bb9349d092f,1451,master,errored,162,2020-11-27 01:50:56 UTC,746181813,746181814,746181815,746181816,746181817,746181818,746181819,pull_request
746181155,887ef803273844561ff664d70057a88633350d2a,1451,master,canceled,0,,746181156,746181157,746181158,746181159,746181160,746181161,746181162,pull_request
746179906,d85588d0430acc4595b4eea87e153a08a8e14a00,1451,master,canceled,0,,746179907,746179908,746179909,746179910,746179911,746179912,746179913,pull_request
746127065,5435a03e05241d1953b81756078f70d232647448,1451,master,errored,159,2020-11-26 19:18:17 UTC,746127066,746127067,746127068,746127069,746127070,746127071,746127072,pull_request
745855902,fdeaaae41715be7429f6439a1d6dc488c5ccd778,1479,master,errored,167,2020-11-25 12:21:05 UTC,745855903,745855904,745855905,745855906,745855907,745855908,745855909,pull_request
744713600,7502572c780b0d65fd6c28d0a3ede57190fa86ac,,master,failed,419,2020-11-19 19:27:48 UTC,744713601,744713602,744713603,744713604,744713605,744713606,744713607,push
744712563,55313574c01df7c7979788feb99d1bb9829d4431,,master,canceled,0,,744712564,744712565,744712566,744712567,744712568,744712569,push
744615539,f004917d7039909019856f207706f7f809f1f7f9,1477,master,passed,413,2020-11-19 09:27:21 UTC,744615540,744615541,744615542,744615543,744615544,744615545,744615546,pull_request
744614528,492b1cff7be8e0d7707376a33b1e07c92a4ef847,1477,master,canceled,0,,744614529,744614530,744614531,744614532,744614533,744614534,744614535,pull_request
744614305,b77ee41fd27f816b213f62227e8a26b325a95ab3,1477,master,canceled,0,,744614306,744614307,744614308,744614309,744614310,744614311,744614312,pull_request
744583475,852785600bfa1f694c27848fffce54268be25605,1465,master,passed,334,2020-11-19 04:50:52 UTC,744583476,744583477,744583478,744583479,744583480,744583481,pull_request
744489823,3314d2b4d013f8fc71d07de471144b0910da9abc,1463,master,passed,337,2020-11-18 19:24:21 UTC,744489824,744489825,744489826,744489827,744489828,744489829,pull_request
744086835,89c2fb2a6399739f8f9c97fdfce6b0414fff2150,,master,passed,332,2020-11-17 03:26:12 UTC,744086836,744086837,744086838,744086839,744086840,744086841,push
744084396,99ba74850200bd87d5f1a3b3b442d1fd8d30eb64,,6.1.6,failed,328,2020-11-17 02:31:52 UTC,744084397,744084398,744084399,744084400,744084401,744084402,push
744084300,99ba74850200bd87d5f1a3b3b442d1fd8d30eb64,,6.1,passed,336,2020-11-17 01:58:44 UTC,744084301,744084302,744084303,744084304,744084305,744084306,push
742368046,b4bd00f7fef0d307c47ab3f59051f05652a73189,1451,master,failed,224,2020-11-09 06:26:58 UTC,742368047,742368048,742368049,742368050,742368051,742368052,pull_request
741320209,8339c016eef36d50ff01af644413e78f2ab53a20,,master,failed,344,2020-11-04 06:44:36 UTC,741320210,741320211,741320212,741320213,741320214,741320215,push
741308376,16cc88052f5813b897fc35752cfca15b2ba6428b,1474,master,failed,333,2020-11-04 05:06:08 UTC,741308377,741308378,741308379,741308380,741308381,741308382,pull_request
741305697,e13fcf49321e0f35c211ca1256e2cc543741e95b,,master,failed,329,2020-11-04 04:41:35 UTC,741305698,741305699,741305700,741305701,741305702,741305703,push
740937669,415b824ce843c981a7600c83f0d9ccba8193605e,1473,master,failed,339,2020-11-02 19:38:13 UTC,740937670,740937671,740937672,740937673,740937674,740937675,pull_request
740652008,00171fe5aef582b6d8e15be73528f4660645f76f,1473,master,failed,325,2020-11-01 18:01:29 UTC,740652009,740652010,740652011,740652012,740652013,740652014,pull_request
740544435,d1b2af55c40cf0053265d3edb785d47ff1d6ac48,,master,passed,325,2020-11-01 04:54:21 UTC,740544436,740544437,740544438,740544439,740544440,740544441,push
740525735,ebb494f0a89d2428da690bf54085103af3c65520,1475,master,failed,333,2020-11-01 02:04:37 UTC,740525736,740525737,740525738,740525739,740525740,740525741,pull_request
