build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
751176708,f71ebd7cdd3db25a5325d11023e44d4a7699697a,,pull/408,failed,481,2020-12-23 10:40:36 UTC,751176709,751176710,751176711,751176712,751176713,751176714,751176715,751176716,751176717,751176718,751176719,push
751173165,19c25502000e96e80f1ac0c1218a622976bc5f0f,,master,passed,520,2020-12-23 10:06:15 UTC,751173166,751173167,751173168,751173169,751173170,751173171,751173172,751173173,751173174,751173175,751173176,push
751173062,4eb1af52794506a3130f9bd775a326836e125efd,,master,passed,555,2020-12-23 10:03:33 UTC,751173063,751173064,751173065,751173066,751173067,751173068,751173069,751173070,751173071,751173072,751173073,push
751171898,2b7e3035471cabe2077a64c5ea9c2010cfc7dce5,,master,failed,533,2020-12-23 09:51:05 UTC,751171899,751171900,751171901,751171902,751171903,751171904,751171905,751171906,751171907,751171908,751171909,push
747042079,f7d30c5d669f5cd86ca81e3d0ef2a45f45837884,408,master,failed,540,2020-12-01 20:01:10 UTC,747042084,747042085,747042086,747042087,747042088,747042089,747042090,747042091,747042092,747042093,747042094,pull_request
744430021,568094dcd41b96bcfd2b59860bfb4cbe0ca2e05e,441,master,failed,534,2020-11-18 14:51:16 UTC,744430022,744430023,744430024,744430025,744430026,744430027,744430028,744430029,744430030,744430031,744430032,pull_request
743529302,6d7835e8ebb84e9bde0c07142fe9ee103bbce01f,440,master,failed,561,2020-11-14 01:30:57 UTC,743529303,743529304,743529305,743529306,743529307,743529308,743529309,743529310,743529311,743529312,743529313,pull_request
742647055,e2e4c08d4c17fdd44868b960ea973a2a5e9de78c,439,master,failed,525,2020-11-10 08:24:58 UTC,742647056,742647057,742647058,742647059,742647060,742647061,742647062,742647063,742647064,742647065,742647066,pull_request
739833039,7ab72d303a5c33b74170fd3b436cfba5b4b1ed40,437,master,failed,525,2020-10-29 06:53:17 UTC,739833040,739833041,739833042,739833043,739833044,739833045,739833046,739833047,739833048,739833049,739833050,pull_request
739830812,f54563f0f54e3e0c3d90352f0f457b9f95d626d9,437,master,canceled,0,,739830813,739830814,739830815,739830816,739830817,739830818,739830819,739830820,739830821,739830822,739830823,pull_request
732190736,5455823fbaf75d1011e8fb392566c2f53240370b,435,master,failed,531,2020-10-02 08:42:19 UTC,732190737,732190738,732190739,732190740,732190741,732190742,732190743,732190744,732190745,732190746,732190747,pull_request
717046413,6a673f3afa225fa1c02e24ae3c116df49b4dc55d,408,master,passed,589,2020-08-11 20:09:51 UTC,717046414,717046415,717046416,717046417,717046418,717046419,717046420,717046421,717046422,717046423,717046424,pull_request
716203160,ce98b046cbec2b2eb8c6de6df4b5409c06a8e539,,master,passed,532,2020-08-08 22:36:36 UTC,716203161,716203162,716203163,716203164,716203165,716203166,716203167,716203168,716203169,716203170,716203171,push
714283003,9b41676dc46e5e75fcbb9922c5742d9a918443c4,408,master,passed,544,2020-08-02 20:51:47 UTC,714283004,714283005,714283006,714283007,714283008,714283009,714283010,714283011,714283012,714283013,714283014,pull_request
714021227,acbf620b31a8a50eade14705908499d8a937f13a,,0.9.5-compat,passed,542,2020-08-01 15:31:11 UTC,714021228,714021229,714021230,714021231,714021232,714021233,714021234,714021235,714021236,714021237,714021238,push
714020733,acbf620b31a8a50eade14705908499d8a937f13a,,0.9.5,passed,542,2020-08-01 15:28:27 UTC,714020734,714020735,714020736,714020737,714020738,714020739,714020740,714020741,714020742,714020743,714020744,push
713866650,acbf620b31a8a50eade14705908499d8a937f13a,,master,passed,543,2020-07-31 23:45:34 UTC,713866651,713866652,713866653,713866654,713866655,713866656,713866657,713866658,713866659,713866660,713866661,push
711775718,e4d78a58aace60aaee2ad2dba53e39d27cc0ce8e,420,master,passed,541,2020-07-25 17:46:14 UTC,711775719,711775720,711775721,711775722,711775723,711775724,711775725,711775726,711775727,711775728,711775729,pull_request
711773884,a1a4e6a7c8cd59ebb31272bb2c952887b29a0f3b,420,master,failed,517,2020-07-25 17:36:28 UTC,711773885,711773886,711773887,711773888,711773889,711773890,711773891,711773892,711773893,711773894,711773895,pull_request
711767714,60e4eb8aebd67380d609c3cb18055f4591573ecd,420,master,failed,512,2020-07-25 17:01:27 UTC,711767715,711767716,711767717,711767718,711767719,711767720,711767721,711767722,711767723,711767724,711767725,pull_request
711767237,5fef5e7efdd4b464a21668b4f822f99cfd834a79,420,master,passed,544,2020-07-25 16:59:12 UTC,711767238,711767239,711767240,711767241,711767242,711767243,711767244,711767245,711767246,711767247,711767248,pull_request
706755273,8e2b6e07e296a90bfa186959c30fae29256fc7d7,420,master,failed,478,2020-07-10 04:18:22 UTC,706755274,706755275,706755276,706755277,706755278,706755279,706755280,706755281,706755282,706755283,706755284,pull_request
706748722,ff9f59ce15529b2b510d4d8570cfdcedfb445de8,420,master,passed,527,2020-07-10 03:33:05 UTC,706748723,706748724,706748725,706748726,706748727,706748728,706748729,706748730,706748731,706748732,706748733,pull_request
706747926,1166b47e62f4a6f081ff0118dd9836ab10583940,420,master,passed,516,2020-07-10 03:25:49 UTC,706747927,706747928,706747929,706747930,706747931,706747932,706747933,706747934,706747935,706747936,706747937,pull_request
706742296,7b9d024a4a1b2b9302087f6e652503218ff558c9,420,master,passed,527,2020-07-10 02:47:44 UTC,706742297,706742298,706742299,706742300,706742301,706742302,706742303,706742304,706742305,706742306,706742307,pull_request
706741936,01014c6593b4f3753565469d5f6f034de7de4a9a,420,master,passed,520,2020-07-10 02:44:59 UTC,706741937,706741938,706741939,706741940,706741941,706741942,706741943,706741944,706741945,706741946,706741947,pull_request
706736114,4a2250297f26e3fc39163feeb0e40a0f4636db5e,419,master,passed,526,2020-07-10 02:07:27 UTC,706736115,706736116,706736117,706736118,706736119,706736120,706736121,706736122,706736123,706736124,706736125,pull_request
706735659,68020d6cfe949971b9c8153844b33d63ad804a0f,419,master,passed,683,2020-07-10 02:04:48 UTC,706735660,706735661,706735662,706735663,706735664,706735665,706735666,706735667,706735668,706735669,706735670,pull_request
706718068,f05cfdb4df0229783c7971556f6140dc96091098,419,master,passed,524,2020-07-10 00:17:36 UTC,706718069,706718070,706718071,706718072,706718073,706718074,706718075,706718076,706718077,706718078,706718079,pull_request
706714830,aaf8065e02c49a5a454fbc479d9ce81fcab9895c,418,master,errored,247,2020-07-10 00:02:55 UTC,706714831,706714832,706714833,706714834,706714838,706714839,706714840,706714841,706714842,706714843,706714844,pull_request
706713520,4189dbad25a35fcd945c47e212449d961fa44ff6,418,master,failed,469,2020-07-09 23:58:05 UTC,706713521,706713522,706713523,706713524,706713525,706713526,706713527,706713528,706713529,706713530,706713531,pull_request
706704905,d65f3749e2eae67952a9f34abf909ff19ee5564d,417,master,passed,524,2020-07-09 23:12:03 UTC,706704906,706704907,706704908,706704909,706704910,706704911,706704912,706704913,706704914,706704915,706704916,pull_request
706698880,dfe6a0d661ee94a630e956e0114a7b3a6975d0cf,416,master,passed,526,2020-07-09 22:44:51 UTC,706698881,706698882,706698883,706698884,706698885,706698886,706698887,706698888,706698889,706698890,706698891,pull_request
706698044,15c0af870356733125e3c37314f8479e40fc680d,416,master,failed,469,2020-07-09 22:40:25 UTC,706698045,706698046,706698047,706698048,706698049,706698051,706698052,706698054,706698055,706698056,706698057,pull_request
705530281,42444bb70f8aa106d339936788d2412d7c02b74b,408,master,passed,534,2020-07-06 19:34:35 UTC,705530282,705530283,705530284,705530285,705530286,705530287,705530288,705530289,705530290,705530291,705530292,pull_request
704631854,b694aa64ba543dbff99d43ef833fc9774cc00c9c,413,master,failed,531,2020-07-03 11:37:22 UTC,704631855,704631856,704631857,704631858,704631859,704631860,704631861,704631862,704631863,704631864,704631865,pull_request
704631525,35178648a4cfd3e16a9bdb60627d1189bd59961b,413,master,failed,514,2020-07-03 11:35:19 UTC,704631526,704631527,704631528,704631529,704631530,704631531,704631532,704631533,704631534,704631535,704631536,pull_request
704631513,35178648a4cfd3e16a9bdb60627d1189bd59961b,413,master,canceled,0,,704631514,704631515,704631516,704631517,704631518,704631519,704631520,704631521,704631522,704631523,704631524,pull_request
704620229,6ce116e3055b8a4d7392c83a96b6c44f6614c28d,413,master,failed,456,2020-07-03 10:42:24 UTC,704620230,704620231,704620232,704620233,704620234,704620235,704620236,704620237,704620238,704620239,704620240,pull_request
704615790,5bd5b10c733039612e0a143934e95b7221f4362d,413,master,failed,480,2020-07-03 10:25:11 UTC,704615791,704615792,704615793,704615794,704615795,704615797,704615798,704615799,704615800,704615801,704615803,pull_request
704423857,8a7c2ac60b46974cf25bd189d095714040f6d947,,master,passed,528,2020-07-02 18:40:02 UTC,704423858,704423859,704423860,704423861,704423862,704423863,704423864,704423865,704423866,704423867,704423868,push
704407446,8a7c2ac60b46974cf25bd189d095714040f6d947,,pull/412,passed,547,2020-07-02 17:41:20 UTC,704407452,704407453,704407454,704407456,704407457,704407458,704407460,704407462,704407463,704407464,704407465,push
703798036,1dce2a3ae0001383ddfe0255f0f1731e8109e4e8,412,master,passed,531,2020-07-01 06:17:55 UTC,703798037,703798038,703798039,703798040,703798041,703798042,703798043,703798044,703798045,703798046,703798047,pull_request
701509948,3bb3fe9d5ea58173943fb24d6f6d063b1bc6c1c6,411,master,passed,528,2020-06-24 03:50:07 UTC,701509949,701509950,701509951,701509952,701509953,701509954,701509955,701509956,701509957,701509958,701509959,pull_request
699812887,4616218f61e4360bdcf471bb06560263cdc0fea0,408,master,passed,536,2020-06-18 18:09:57 UTC,699812888,699812889,699812890,699812891,699812892,699812893,699812894,699812895,699812896,699812897,699812898,pull_request
699572161,9a5c948fb14dc6d9126b2045f5b4e8856f519bf4,408,master,failed,461,2020-06-18 05:11:00 UTC,699572162,699572163,699572164,699572165,699572166,699572167,699572168,699572169,699572170,699572171,699572172,pull_request
698768631,02665d0c06ec427b9fdc8d4227280a7e2d3a808c,,master,passed,512,2020-06-16 02:13:48 UTC,698768632,698768633,698768634,698768635,698768636,698768637,698768638,698768639,698768640,698768641,698768642,push
698582140,028d392ac30d8c1cc96496ca6abd012b16983a6f,,master,passed,519,2020-06-15 15:22:34 UTC,698582141,698582142,698582143,698582144,698582145,698582146,698582147,698582148,698582149,698582150,698582151,push
698579327,4bf2d21ac0672dcdd627eab03679085ec439b8e8,,dev,passed,522,2020-06-15 15:16:17 UTC,698579328,698579329,698579330,698579331,698579332,698579333,698579334,698579335,698579336,698579337,698579338,push
698575490,d171f53069f74d22537f2a0038a6900788711665,,dev,failed,464,2020-06-15 15:06:34 UTC,698575491,698575492,698575493,698575494,698575495,698575496,698575497,698575498,698575499,698575500,698575501,push
694788777,a194a90a636c2314d18e289fe2b02831af576c08,404,master,passed,516,2020-06-04 20:01:08 UTC,694788778,694788779,694788785,694788786,694788787,694788788,694788789,694788790,694788791,694788792,694788793,pull_request
692711827,debe0be9970780c3c81e4c7c3a8057cf06a4eaaf,390,master,passed,530,2020-05-29 20:43:03 UTC,692711828,692711829,692711830,692711831,692711832,692711833,692711834,692711835,692711836,692711837,692711838,pull_request
685452409,29b6b2718b614c91629e127db174138a66af8910,,master,passed,503,2020-05-11 00:04:18 UTC,685452410,685452411,685452412,685452413,685452414,685452415,685452416,685452417,685452418,685452419,685452420,push
685445630,fc3b9981a4cbf8247dc6781f7b87aa4a3cab1300,,master,failed,508,2020-05-10 23:24:39 UTC,685445631,685445632,685445633,685445634,685445635,685445636,685445637,685445638,685445639,685445640,685445641,push
685445346,249d27f273f923934a59d57aaca042cce781ea66,,master,failed,497,2020-05-10 23:22:06 UTC,685445347,685445348,685445349,685445350,685445351,685445352,685445353,685445354,685445355,685445356,685445357,push
683449721,7932634da33894db753368413f05d44a7500d803,390,master,passed,511,2020-05-05 15:55:29 UTC,683449722,683449723,683449724,683449725,683449726,683449727,683449728,683449729,683449730,683449731,683449732,pull_request
681417973,7e967b9aa837f91352ba322b87a8606962a4f129,396,master,passed,498,2020-04-30 10:15:35 UTC,681417974,681417975,681417976,681417977,681417978,681417979,681417980,681417981,681417982,681417983,681417984,pull_request
680522638,3f05eb2370fd767fe13b9eb76f9577461448fbec,396,master,passed,493,2020-04-28 12:03:53 UTC,680522639,680522640,680522641,680522642,680522643,680522644,680522645,680522646,680522647,680522648,680522649,pull_request
680504781,81a0011a651202c653a0d625989eed8e06e53094,396,master,failed,495,2020-04-28 11:10:00 UTC,680504782,680504783,680504784,680504785,680504786,680504787,680504788,680504789,680504790,680504791,680504792,pull_request
680501311,06cba10ac4352cc7757e6407d2d03bb48dda079a,396,master,failed,489,2020-04-28 10:59:17 UTC,680501312,680501313,680501314,680501315,680501316,680501317,680501318,680501319,680501320,680501321,680501322,pull_request
680489203,6012b5280811315c20b7df56b0d44c71dcc81220,396,master,failed,482,2020-04-28 10:18:30 UTC,680489204,680489205,680489206,680489207,680489208,680489209,680489210,680489211,680489212,680489213,680489214,pull_request
680485446,061e78734d85c3617f1aeee40d1444a1aefc0e17,396,master,failed,497,2020-04-28 10:07:12 UTC,680485447,680485448,680485449,680485450,680485451,680485452,680485453,680485454,680485455,680485456,680485457,pull_request
680042142,7f33c5e777da3a63eb05309fd21824d90910e20a,391,master,passed,499,2020-04-27 11:03:08 UTC,680042143,680042144,680042145,680042146,680042147,680042148,680042149,680042150,680042151,680042152,680042153,pull_request
679251883,9341e2e1ff7a2e146fe7e37553640fa2ff0ce277,394,master,passed,520,2020-04-24 23:09:03 UTC,679251884,679251885,679251886,679251887,679251888,679251889,679251890,679251891,679251892,679251893,679251894,pull_request
678079440,7916034b36753fa4d8060c4fae331b7086ab4228,391,master,passed,505,2020-04-22 09:17:04 UTC,678079446,678079450,678079453,678079455,678079456,678079457,678079458,678079459,678079460,678079461,678079462,pull_request
677820965,dc95905bc099bfe76914bc2f2360e0aa3ad61cf7,390,master,failed,451,2020-04-21 18:38:22 UTC,677820966,677820967,677820968,677820969,677820970,677820971,677820972,677820973,677820974,677820975,677820976,pull_request
677068993,0a265d8865844236eeb60a4e833ebe21bbceb23c,,master,passed,491,2020-04-20 01:56:55 UTC,677068994,677068995,677068996,677068997,677068998,677068999,677069000,677069001,677069002,677069003,677069004,push
677065508,0a265d8865844236eeb60a4e833ebe21bbceb23c,,pull/385,passed,490,2020-04-20 01:36:45 UTC,677065509,677065510,677065511,677065512,677065513,677065514,677065515,677065516,677065517,677065518,677065519,push
677050724,a5902248b5a558658cb6630bb651ad711f013e4f,,master,passed,578,2020-04-20 00:15:00 UTC,677050725,677050726,677050727,677050728,677050729,677050730,677050731,677050732,677050733,677050734,677050735,push
675098832,7e6db671763d70ef39388f33f429f6aed5dd4d80,385,master,passed,508,2020-04-15 00:51:24 UTC,675098833,675098834,675098835,675098836,675098837,675098838,675098839,675098840,675098841,675098842,675098843,pull_request
675097514,ce313094cc0234feb1e4c9cad4731b6dc141893b,385,master,passed,505,2020-04-15 00:45:44 UTC,675097516,675097517,675097519,675097520,675097522,675097523,675097524,675097525,675097526,675097527,675097528,pull_request
675091614,ce12efc60bf3a4159ac0769ad43c2208452a3b6e,385,master,failed,483,2020-04-15 00:13:54 UTC,675091615,675091616,675091617,675091618,675091619,675091620,675091621,675091622,675091623,675091624,675091625,pull_request
675090751,9a957d1af37e65117fb17b003cda9bd5717e4c9c,385,master,failed,463,2020-04-15 00:10:28 UTC,675090752,675090753,675090754,675090755,675090756,675090757,675090758,675090759,675090760,675090761,675090762,pull_request
675089715,f90cb376509a06fdad0a0f4479e473f01b899b8f,385,master,failed,445,2020-04-15 00:06:15 UTC,675089716,675089717,675089718,675089719,675089720,675089721,675089722,675089723,675089724,675089725,675089726,pull_request
675081836,7bc4fdde859bee3ae8015618506d1ad05652f863,385,master,failed,468,2020-04-14 23:36:18 UTC,675081837,675081838,675081839,675081840,675081841,675081842,675081843,675081844,675081845,675081846,675081847,pull_request
675080305,db9c6eabf806aba72cdcad2e9a39cbc5ee4eae68,385,master,failed,464,2020-04-14 23:29:21 UTC,675080306,675080307,675080308,675080309,675080310,675080311,675080312,675080313,675080314,675080315,675080316,pull_request
673677679,c6c7b3dbbacad2146130913189c647e2682a9809,383,master,passed,502,2020-04-11 03:55:57 UTC,673677680,673677681,673677682,673677683,673677684,673677685,673677686,673677687,673677688,673677689,673677690,pull_request
668958540,65debb0fa328b113696bfe1f240f0fad0d33c438,,master,passed,511,2020-03-30 21:08:12 UTC,668958541,668958543,668958544,668958546,668958547,668958548,668958549,668958550,668958551,668958552,668958553,push
668957842,a49d4cb89fc8538876b40ef155d3d26ed8bbb21d,,master,passed,515,2020-03-30 21:05:57 UTC,668957843,668957844,668957845,668957846,668957847,668957848,668957849,668957850,668957851,668957852,668957853,push
668914390,38525bf085ddf6da52aa9a49d81333e4de20aee1,,master,passed,526,2020-03-30 19:31:38 UTC,668914391,668914392,668914393,668914394,668914395,668914396,668914397,668914398,668914399,668914400,668914401,push
668914338,d88a9cb0d9721018076ad565401d08c9ca6b06c1,376,master,errored,253,2020-03-30 19:30:04 UTC,668914339,668914340,668914341,668914342,668914343,668914344,668914345,668914346,668914347,668914348,668914349,pull_request
668914203,60ed39112bfad38eef0b70095cf3bc4d36e88a1c,,revert-345-master,passed,524,2020-03-30 19:27:47 UTC,668914204,668914205,668914206,668914207,668914208,668914209,668914210,668914211,668914212,668914213,668914214,push
668914100,ffc9d03b6cd79683fbe88675a91899ddfa04597d,,master,passed,520,2020-03-30 19:25:34 UTC,668914101,668914102,668914103,668914104,668914105,668914106,668914107,668914108,668914109,668914110,668914111,push
668912550,61453898a48e5a1056941ebcdb7513a700b5026a,,master,passed,517,2020-03-30 19:21:17 UTC,668912551,668912552,668912553,668912554,668912555,668912556,668912557,668912558,668912559,668912560,668912561,push
662996036,8c98139c5049aa48ffacee56feab617eb71fe802,372,master,passed,507,2020-03-16 09:59:33 UTC,662996037,662996038,662996039,662996040,662996041,662996042,662996043,662996044,662996045,662996046,662996047,pull_request
662080222,248db3e70963ca712daf05528f8290150c5abd9c,372,master,failed,461,2020-03-13 18:20:43 UTC,662080223,662080224,662080225,662080226,662080227,662080228,662080229,662080230,662080231,662080232,662080233,pull_request
661238024,e28cb31c03ae9564f226bc92449dbbf3fe67f0ca,,master,passed,501,2020-03-11 19:49:06 UTC,661238025,661238026,661238027,661238028,661238029,661238030,661238031,661238032,661238033,661238034,661238035,push
659883788,8e3620a7ce36e4192a0868a0caf8ac37be66ae35,367,master,passed,492,2020-03-08 19:32:29 UTC,659883789,659883790,659883791,659883792,659883793,659883794,659883795,659883796,659883797,659883798,659883799,pull_request
659877228,f953fc3e4c437d0e6f9e43412a53af52930ef1f0,367,master,passed,493,2020-03-08 18:58:39 UTC,659877229,659877230,659877231,659877232,659877233,659877234,659877235,659877236,659877237,659877238,659877239,pull_request
659875342,7f89177abcbb3e605f805dc7db647d02558b841b,367,master,failed,483,2020-03-08 18:48:01 UTC,659875343,659875344,659875345,659875346,659875347,659875348,659875349,659875350,659875351,659875352,659875353,pull_request
659867883,4d21d2575210b6616a57f9e6cbff93c3ad800675,367,master,failed,478,2020-03-08 18:10:43 UTC,659867884,659867885,659867886,659867887,659867888,659867889,659867890,659867891,659867892,659867893,659867894,pull_request
659863728,da3a54232fce81d0eb61e8deac9d8f263cc89902,367,master,failed,472,2020-03-08 17:52:42 UTC,659863729,659863730,659863731,659863732,659863733,659863734,659863735,659863736,659863737,659863738,659863739,pull_request
659862306,05127daf64f0b14e7b9b5f73e25dc62b53417eee,367,master,failed,461,2020-03-08 17:45:18 UTC,659862307,659862308,659862309,659862310,659862311,659862312,659862313,659862314,659862315,659862316,659862317,pull_request
659861731,27bddd51a1e933772366adbb348ce4138dad4a6c,367,master,failed,445,2020-03-08 17:42:02 UTC,659861732,659861733,659861734,659861735,659861736,659861737,659861738,659861739,659861740,659861741,659861742,pull_request
659860363,3ce1887d4034cba844ded30e30261faee8dd2a96,367,master,passed,499,2020-03-08 17:36:23 UTC,659860364,659860365,659860366,659860367,659860368,659860369,659860370,659860371,659860372,659860373,659860374,pull_request
659615473,d630b77ea53b960b0a9119af9f242d93b6e94272,,master,passed,498,2020-03-07 19:43:34 UTC,659615474,659615475,659615476,659615477,659615478,659615479,659615480,659615481,659615482,659615483,659615484,push
656170887,773ec6e61e9cfa49ef965137f44daf76a7296ae2,368,master,passed,516,2020-02-28 09:18:01 UTC,656170888,656170889,656170890,656170891,656170892,656170893,656170894,656170895,656170896,656170897,656170898,pull_request
653873165,bcbbd7fbcaa4d38e22adee085eedf4073d380116,367,master,failed,463,2020-02-22 17:48:54 UTC,653873166,653873167,653873168,653873169,653873170,653873171,653873172,653873173,653873174,653873175,653873176,pull_request
653872701,f918481f742a2f527e819e97be0b4315b4b315ee,367,master,errored,272,2020-02-22 17:47:22 UTC,653872702,653872703,653872704,653872705,653872706,653872707,653872708,653872709,653872710,653872711,653872712,pull_request
647399700,e4d47851da5df90bdf88ca22d51de2165183b153,363,master,passed,528,2020-02-07 16:10:27 UTC,647399701,647399702,647399703,647399704,647399705,647399706,647399707,647399708,647399709,647399710,647399711,pull_request
646731321,dd06d1334179caf09b50bf4343eb97dfbcc4e801,362,master,passed,515,2020-02-06 06:03:04 UTC,646731322,646731323,646731324,646731325,646731326,646731327,646731328,646731329,646731330,646731331,646731332,pull_request
639649212,d7b22a53a992340800109aa8b01c06b30a443654,,0.9.4,passed,510,2020-01-20 20:33:44 UTC,639649213,639649214,639649215,639649216,639649217,639649218,639649219,639649220,639649221,639649222,639649223,push
639644806,d7b22a53a992340800109aa8b01c06b30a443654,,master,passed,503,2020-01-20 20:22:49 UTC,639644818,639644821,639644823,639644824,639644825,639644826,639644827,639644828,639644829,639644830,639644831,push
631446317,7f1990845f3241f67a4e5dfe6971d31f79a44b65,,master,passed,511,2020-01-01 00:25:18 UTC,631446318,631446319,631446320,631446321,631446322,631446323,631446324,631446325,631446326,631446327,631446328,push
631446218,edd1ff597377b380c4a9d7923fb907b7830ef6dc,354,master,errored,252,2020-01-01 00:24:01 UTC,631446219,631446220,631446221,631446222,631446227,631446230,631446234,631446239,631446242,631446245,631446247,pull_request
628102662,45e0288af8665a7bb8435651f3beb6fd5ca62ceb,,master,passed,473,2019-12-21 14:09:35 UTC,628102663,628102664,628102665,628102666,628102667,628102668,628102669,628102670,628102671,628102672,628102673,push
628102342,c5b36a7eee8958a77cbc4b3b4629416b5d9a987e,,master,passed,482,2019-12-21 14:07:37 UTC,628102343,628102344,628102345,628102346,628102347,628102348,628102349,628102350,628102351,628102352,628102353,push
628093060,7c7e24a8e62a1bbf2c9ddf27af3fda9f91bcbd4a,,ssot,passed,479,2019-12-21 13:24:31 UTC,628093061,628093062,628093063,628093064,628093065,628093066,628093067,628093068,628093069,628093070,628093071,push
628087065,99a740c09de16f14310acd4f73356d0d9e02a948,,ssot,passed,496,2019-12-21 12:50:00 UTC,628087066,628087067,628087068,628087069,628087070,628087071,628087072,628087073,628087074,628087075,628087076,push
628080146,baf3cd2149ae390eeba87b34899ca583e647773d,352,master,passed,490,2019-12-21 12:12:57 UTC,628080147,628080148,628080149,628080150,628080151,628080152,628080153,628080154,628080155,628080156,628080157,pull_request
624450292,6c1d73616b2ca9658f30fafc12f989ccd97281f1,350,master,passed,560,2019-12-13 03:40:40 UTC,624450293,624450294,624450295,624450296,624450297,624450298,624450299,624450300,624450301,624450302,624450303,pull_request
617309049,ad9a3a7cdcc7c01790dc10636e6d36e0c1a43c03,348,master,passed,613,2019-11-26 16:54:51 UTC,617309050,617309051,617309052,617309053,617309054,617309055,617309056,617309057,617309058,617309059,617309060,pull_request
605770244,62a0636ef5ac9b292a452f05471c9f27a0a2a3e7,345,master,passed,570,2019-10-31 23:09:58 UTC,605770245,605770246,605770247,605770248,605770249,605770250,605770251,605770252,605770253,605770254,605770255,pull_request
602431496,2c2d4cf170233f6f0ed4e0e83c26845c2bc2d37b,,0.9.4.dev2,passed,572,2019-10-24 17:19:39 UTC,602431497,602431498,602431499,602431500,602431501,602431502,602431503,602431504,602431505,602431506,602431507,push
602429354,2c2d4cf170233f6f0ed4e0e83c26845c2bc2d37b,,0.9.4-dev2,passed,587,2019-10-24 17:12:49 UTC,602429355,602429356,602429357,602429358,602429359,602429360,602429361,602429362,602429363,602429364,602429365,push
597050330,1ce1fa45c83ef2e4861d6ff1cef0dd83c5a884d1,,master,passed,606,2019-10-12 18:02:41 UTC,597050331,597050332,597050333,597050334,597050335,597050336,597050337,597050338,597050339,597050340,597050341,push
597048369,e65db6eb137ead0e661a71069ed23435fcad20bc,,master,passed,611,2019-10-12 17:53:27 UTC,597048370,597048371,597048372,597048373,597048374,597048375,597048376,597048377,597048378,597048379,597048380,push
597045213,dc58f6166f3a0b940d2ca38d01a58958bd36d573,,master,passed,540,2019-10-12 17:38:20 UTC,597045214,597045215,597045216,597045217,597045218,597045219,597045220,597045221,597045222,597045223,push
