build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
758209945,c439d5fe176080fdc5aafc695de641e66d82b9cc,281,master,passed,101,2021-02-09 11:44:08 UTC,758209946,758209947,pull_request
631874928,2ab11b39428f5c3ecc0712885884e3c325528e66,,master,passed,95,2020-01-02 13:48:55 UTC,631874929,631874930,push
631873317,4d32ee1b630c7f96c255514aa1ded2abff12c654,,3.4.1,passed,97,2020-01-02 13:43:04 UTC,631873318,631873319,push
631872449,4d32ee1b630c7f96c255514aa1ded2abff12c654,,master,passed,96,2020-01-02 13:40:31 UTC,631872450,631872451,push
631871659,567da0c4e5b88975be826342ee7801ccd4f2dcc2,275,master,passed,96,2020-01-02 13:38:45 UTC,631871660,631871661,pull_request
631870599,b3f0913dc6cca401e0a4a2ac28c9e9f0387f40fd,275,master,failed,107,2020-01-02 13:36:38 UTC,631870600,631870601,631870602,631870603,pull_request
629359791,7319ab24035562bf5c475dbf18b7357f807e8db7,274,master,failed,192,2019-12-25 11:42:14 UTC,629359792,629359793,629359794,629359795,pull_request
626282330,7216d382e6f837bd120a31528494286d5efca677,274,master,failed,203,2019-12-17 16:36:36 UTC,626282331,626282332,626282333,626282334,pull_request
620056382,5e4f419ccc0583a9241dce12f20d52abec13a57e,274,master,passed,209,2019-12-03 10:40:12 UTC,620056383,620056384,620056385,620056386,pull_request
587790476,95c3fe847efccfec3615bb9c51d93fd3135c667a,,master,passed,205,2019-09-21 09:00:48 UTC,587790477,587790478,587790479,587790480,push
587411651,137d17a7074ef5a958d4c9e6cf007aed9a494025,,master,passed,201,2019-09-20 10:12:28 UTC,587411652,587411653,587411654,587411655,push
587398659,ced3b1d4af3699821f13aae20104646876695f23,,3.4.0,passed,331,2019-09-20 09:36:41 UTC,587398660,587398661,587398662,587398663,push
587393979,ced3b1d4af3699821f13aae20104646876695f23,,master,passed,208,2019-09-20 09:24:54 UTC,587393980,587393981,587393982,587393983,push
587391837,ecf3846b19d18c2ae36da75b98b289ff35845603,268,master,passed,330,2019-09-20 09:17:30 UTC,587391838,587391839,587391840,587391841,pull_request
587387962,7efdcda826ffffdd17b97d010c337a59f3f63a6f,268,master,failed,399,2019-09-20 09:05:38 UTC,587387963,587387964,587387965,587387966,587387967,587387968,587387969,587387970,587387971,587387972,587387973,587387974,587387975,587387976,587387977,587387978,pull_request
587385811,0df449836692f555917d80daa03b869b2845e910,268,master,failed,321,2019-09-20 09:00:46 UTC,587385812,587385813,587385814,587385815,587385816,587385817,587385818,587385819,587385820,587385821,587385822,587385823,587385824,587385825,587385826,587385827,pull_request
587383756,033667bd0f45df6042cd3228bb6ee8297402dc12,268,master,failed,293,2019-09-20 08:55:30 UTC,587383757,587383758,587383759,587383760,587383761,587383762,587383763,587383764,587383765,pull_request
587371390,dffc30763b4677472b70c6abae5727fc37ad175b,268,master,failed,672,2019-09-20 08:20:46 UTC,587371391,587371392,587371393,587371394,587371395,587371396,587371397,587371398,587371399,587371400,587371401,587371402,587371403,587371404,587371405,587371406,587371407,587371408,587371409,pull_request
587369189,77f438bd3050976e754aae07af56fb9d22c57ee8,268,master,failed,759,2019-09-20 08:13:39 UTC,587369190,587369191,587369192,587369193,587369194,587369195,587369196,587369197,587369198,587369199,587369200,587369201,587369202,587369203,587369204,587369205,587369206,587369207,587369208,pull_request
587199768,ff0d653ed5bc06f893482d3f838b7f78a62d90ce,268,master,failed,641,2019-09-19 20:48:47 UTC,587199769,587199770,587199771,587199772,587199773,587199774,587199775,587199776,587199777,587199778,587199779,587199780,587199781,587199782,587199783,587199784,587199785,587199786,587199787,pull_request
586414680,4c9c8024bbecf6f566407f68f8abe653218c80f4,272,master,failed,725,2019-09-18 07:43:04 UTC,586414681,586414682,586414683,586414684,586414685,586414686,586414687,586414688,586414689,586414690,586414691,586414692,586414693,586414694,586414695,586414696,586414697,586414698,586414699,pull_request
547255402,7ad1bd96ae2cd798341a18cd25bbb67669659a84,268,master,failed,643,2019-06-18 14:12:44 UTC,547255403,547255404,547255405,547255406,547255407,547255408,547255409,547255410,547255411,547255412,547255413,547255414,547255415,547255416,547255417,547255418,547255419,547255420,547255421,pull_request
527242072,e02f21de22beb5d5405e59c8e5bd05c7ac0bf143,265,master,failed,1261,2019-05-02 10:43:02 UTC,527242073,527242074,527242075,527242076,527242077,527242078,527242079,527242080,527242081,527242082,527242083,527242084,527242085,527242086,527242087,527242088,527242089,527242090,527242091,pull_request
430858043,81c96241c4c109a6836dd9501bdc590483b1b869,260,master,failed,1386,2018-09-20 04:35:11 UTC,430858044,430858045,430858046,430858047,430858048,430858049,430858050,430858051,430858052,430858053,430858054,430858055,430858056,430858057,430858058,430858059,430858060,430858061,430858062,pull_request
400301448,2f935251ce23aef900943eb7af939099875fcb69,255,master,failed,1950,2018-07-05 08:07:06 UTC,400301449,400301450,400301451,400301452,400301453,400301454,400301455,400301456,400301457,400301458,400301459,400301460,400301461,400301462,400301463,400301464,400301465,400301466,400301467,pull_request
317079139,2fe6de53907b31a5e8b742e4c6b728942b5fa4f0,,master,passed,1489,2017-12-15 19:27:59 UTC,317079140,317079141,317079142,317079143,317079144,317079145,317079146,317079147,317079148,317079149,317079150,317079151,317079152,317079154,317079155,317079156,317079158,317079159,317079160,push
316225430,b0059fdc0bf1dacbc2356969e7df2aca09af3491,246,master,passed,1445,2017-12-14 03:16:43 UTC,316225431,316225432,316225433,316225435,316225437,316225438,316225440,316225441,316225442,316225443,316225444,316225445,316225450,316225451,316225452,316225454,316225456,316225459,316225461,pull_request
