build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
741937273,60b57e77954efff645fa49509ec3901eb5dff2e2,,v2.2.2,passed,451,2020-11-06 17:43:59 UTC,741937274,741937275,741937276,741937277,push
741937154,60b57e77954efff645fa49509ec3901eb5dff2e2,,master,passed,407,2020-11-06 17:39:38 UTC,741937155,741937156,741937157,741937158,push
741853828,56ae9e2b3254da20f303ae9d5db356f7bae454cc,309,master,errored,1004,2020-11-06 11:04:18 UTC,741853829,741853830,741853831,741853832,pull_request
741737113,c1858c5885ee04373f3854b8ae8fbffd896dbc71,,v2.2.1,passed,381,2020-11-05 21:48:04 UTC,741737114,741737115,741737116,741737117,push
741736997,c1858c5885ee04373f3854b8ae8fbffd896dbc71,,master,passed,377,2020-11-05 21:41:37 UTC,741736998,741736999,741737000,741737001,push
741734010,c7e1a5116af1e641b3cc44b4ff24b0fc80b637c9,308,master,errored,293,2020-11-05 20:56:40 UTC,741734011,741734012,741734013,741734014,pull_request
741733521,62704dcc0d4e440c1c062207dc4c042ccde237b1,,revert-konsole,errored,311,2020-11-05 20:52:32 UTC,741733522,741733523,741733524,741733525,push
740975032,52436f47a992b0c2f28d24d3f4767858f1c9e706,,v2.2.0,passed,407,2020-11-02 21:41:45 UTC,740975033,740975034,740975035,740975036,push
740974459,52436f47a992b0c2f28d24d3f4767858f1c9e706,,master,errored,984,2020-11-02 21:28:24 UTC,740974460,740974461,740974462,740974463,push
740417895,858184db71b45e359d73667cc4474b9687a08222,304,master,passed,382,2020-10-31 14:10:04 UTC,740417896,740417897,740417898,740417899,pull_request
740414520,ed5bdd08da83ee68b66d470ba5506e5355801e99,304,master,passed,385,2020-10-31 13:45:33 UTC,740414521,740414522,740414523,740414524,pull_request
738264775,83cd313daba43cf47c8a9873fd44c37d87f16f1d,304,master,passed,408,2020-10-23 10:05:49 UTC,738264776,738264777,738264778,738264779,pull_request
738221774,8780050d69e54b6525b0f79e468fa17d46c3748a,,master,errored,1024,2020-10-23 05:58:55 UTC,738221775,738221776,738221777,738221778,push
737695866,b6b90bd59f71772cae7323cec9b3eba5a4340c2a,304,master,passed,453,2020-10-21 11:53:07 UTC,737695867,737695868,737695869,737695870,pull_request
737695360,0228c3eb5beb8de36209298e74807e9bbed6ff8c,304,master,failed,425,2020-10-21 11:47:26 UTC,737695361,737695362,737695363,737695364,pull_request
737352105,1053eead694e9f2cadad4fa1dc0dcc75497c9c80,301,master,errored,1028,2020-10-20 09:35:45 UTC,737352106,737352107,737352108,737352109,pull_request
737334208,4534ccc254538f4e4f70986118df2f7e1a34feab,301,master,passed,502,2020-10-20 08:17:58 UTC,737334209,737334210,737334211,737334212,pull_request
736880351,9826673dcb1082d439cdf415408f57d3e4fcd8db,301,master,passed,383,2020-10-18 19:34:20 UTC,736880352,736880353,736880354,736880355,pull_request
736786561,9872ba689e5c34f00ec83946419de32e14313d92,302,master,passed,398,2020-10-18 10:12:35 UTC,736786562,736786563,736786564,736786565,pull_request
736785446,305a8a7c9ac64c82b9464e0490e8b6f1143c68a8,302,master,passed,408,2020-10-18 10:01:53 UTC,736785447,736785448,736785449,736785450,pull_request
736465018,53d6806799d2511bbbc0372be43076871737b49d,301,master,passed,418,2020-10-16 19:01:54 UTC,736465019,736465020,736465021,736465022,pull_request
736169000,0b4e1d679487b1544de68115cc516266bc97ab31,301,master,passed,487,2020-10-15 20:55:28 UTC,736169001,736169002,736169003,736169004,pull_request
734349669,8e2ae3d76f34a1032913d61f6e606fbd6bde4bac,304,master,passed,411,2020-10-09 16:35:12 UTC,734349670,734349671,734349672,734349673,pull_request
734263545,5f5e3ca088acb8c61e812682a1da0392e60fcff5,304,master,passed,401,2020-10-09 11:44:00 UTC,734263546,734263547,734263548,734263549,pull_request
734263225,c5567ffbe4eaffa36d1a8635d04093bb192cd4d4,304,master,passed,394,2020-10-09 11:42:21 UTC,734263226,734263227,734263228,734263229,pull_request
734260183,1a8e72d124264966b4585e440d1b4ea74c8f0b8c,304,master,errored,374,2020-10-09 11:27:24 UTC,734260184,734260185,734260186,734260187,pull_request
734113745,cd41f06544fe758043606aab0ad81aed9d5708b3,304,master,passed,514,2020-10-08 21:26:06 UTC,734113746,734113747,734113748,734113749,pull_request
734049901,16ede36f73288e4901cc1e21a6ffdb58e3402240,304,master,passed,432,2020-10-08 17:42:04 UTC,734049902,734049903,734049904,734049905,pull_request
