build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
444798695,70667facb98f9dba8af2f328cff39e02f84ab956,,master,errored,188,2018-10-22 21:26:44 UTC,444798697,444798698,444798699,444798700,444798701,444798702,444798703,444798704,push
444698369,83c616d851dfa1c37bfda90a814275d438fb6f78,,master,failed,769,2018-10-22 19:45:51 UTC,444698370,444698371,444698372,444698373,444698374,444698375,444698376,444698377,push
443720023,a89a5b8959f7f579ba44495e565dea26ef4e07a1,1206,master,passed,520,2018-10-19 14:10:18 UTC,443720024,443720025,443720026,443720027,443720028,443720031,443720033,443720034,pull_request
443719696,9abdbf831121b53e8ee9accde7c9922576417624,1206,master,passed,658,2018-10-19 14:09:50 UTC,443719697,443719698,443719699,443719700,443719701,443719702,443719703,443719704,pull_request
442848119,3c95ddd3dedfa0faeaf28ecec71adf6c68047407,1078,master,failed,510,2018-10-17 19:15:56 UTC,442848120,442848121,442848122,442848123,442848124,442848125,442848126,442848127,pull_request
441670736,29245ff72942e6e71813e5e7f7e0567ea347eb27,,master,passed,667,2018-10-15 13:47:05 UTC,441670737,441670738,441670739,441670740,441670741,441670742,441670743,441670744,push
441654621,af995ea23ab123b60a98b0fd2e8e15f857d7044b,1133,master,passed,813,2018-10-15 13:14:18 UTC,441654622,441654623,441654624,441654625,441654626,441654627,441654628,441654629,pull_request
440759322,f74349da33157069684972bb626dfde8a39ff5e6,,master,passed,421,2018-10-12 18:22:47 UTC,440759323,440759324,440759325,440759326,440759327,440759328,440759329,440759330,push
437467104,c185fc63d3e09896679d96d201820838ef1d3519,,master,passed,482,2018-10-05 06:19:07 UTC,437467105,437467106,437467107,437467108,437467109,437467110,437467111,437467112,push
437466842,384c8d13490f171a7ad99eeedd7fe45021a83d87,,master,passed,532,2018-10-05 06:18:05 UTC,437466844,437466846,437466847,437466849,437466850,437466852,437466853,437466854,push
437381995,d1f3fea0b7586e8762de18dc6e0c8ccc828d9ee2,1210,master,passed,408,2018-10-04 23:13:30 UTC,437381996,437381997,437381998,437381999,437382001,437382002,437382003,437382004,pull_request
437022613,e65184b44fda9061f364246a7d8624794e9ee072,1208,master,errored,1071,2018-10-04 08:37:22 UTC,437022614,437022615,437022616,437022617,437022618,437022619,437022620,437022621,pull_request
435328728,c49595de4f04dd5850b1bfcee6a26156cc1acb4c,999,master,passed,598,2018-09-30 19:11:06 UTC,435328729,435328730,435328731,435328732,435328733,435328734,435328735,435328736,pull_request
434819662,cbd259286bc68115e17bf3f37883dddc39833836,1206,master,failed,400,2018-09-28 21:56:24 UTC,434819663,434819664,434819665,434819666,434819667,434819668,434819669,434819670,pull_request
434160596,e63189a7c86fc01b603f1605c9dd71ef5048c9ec,1205,master,passed,367,2018-09-27 15:30:44 UTC,434160597,434160598,434160599,434160600,434160601,434160602,434160603,434160604,pull_request
432540515,d93f0ef929a39610e22e35a846b185dfdc00b757,,master,passed,389,2018-09-24 15:57:07 UTC,432540516,432540517,432540520,432540521,432540522,432540523,432540524,432540525,push
431799632,c8e8029246d8bd8db82ddbfdfc7238940eb19102,,master,passed,397,2018-09-22 07:32:06 UTC,431799633,431799634,431799635,431799636,431799637,431799638,431799639,431799640,push
431799516,79c9daceddc8bea249a4d92c009dece32a12dd68,,master,passed,436,2018-09-22 07:31:29 UTC,431799519,431799520,431799522,431799524,431799525,431799527,431799529,431799531,push
431799309,ac179f2e5de0252f8b1d33f0cea64229873af7e6,,master,passed,457,2018-09-22 07:30:33 UTC,431799310,431799311,431799312,431799313,431799314,431799315,431799316,431799317,push
431437985,1e33baaf204b9b04876d969507b94501d33309b0,1087,master,passed,412,2018-09-21 10:49:08 UTC,431437986,431437987,431437988,431437989,431437990,431437991,431437992,431437993,pull_request
430789679,72ac4db722070c6766ff4e49f1db9ede70d4eacd,1202,master,passed,332,2018-09-19 23:06:23 UTC,430789680,430789681,430789682,430789683,430789684,430789685,430789686,430789687,pull_request
430784623,09fe01a1566749abc8e353ecb56bd698c3e48cdc,1202,master,failed,366,2018-09-19 22:49:39 UTC,430784624,430784625,430784626,430784627,430784628,430784629,430784630,430784631,pull_request
423234178,6df3b46ede591ef1b20be1374f48276195c075e2,1200,master,passed,429,2018-08-31 23:18:22 UTC,423234179,423234180,423234181,423234182,423234183,423234184,423234185,423234186,pull_request
421138930,f6f0d89ce8d3c2ece8377e7895754d3b5a17c1f7,1199,master,passed,421,2018-08-27 15:03:45 UTC,421138931,421138932,421138933,421138934,421138935,421138936,421138937,421138938,pull_request
414639619,f2c4f28d614cdca0922cc99483a42373960a7d8a,1023,master,passed,372,2018-08-10 18:27:46 UTC,414639625,414639626,414639627,414639628,414639629,414639631,414639633,414639634,pull_request
405165928,0632054bdd9c0a99c01479b52057228d523ebc46,1195,master,passed,594,2018-07-18 01:36:58 UTC,405165929,405165930,405165931,405165932,405165933,405165934,405165935,405165936,pull_request
404948171,c655157d13afe20ecac532996d08ded8963adf60,1194,master,passed,494,2018-07-17 15:08:34 UTC,404948172,404948173,404948175,404948177,404948178,404948179,404948180,404948181,pull_request
404947413,95074e0cf3e3037f6d6b921c9b2c8e94f21fb24d,1194,master,passed,525,2018-07-17 15:07:35 UTC,404947414,404947415,404947416,404947417,404947418,404947419,404947420,404947421,pull_request
404946856,54cdd3cd6e1a656f9b37efd2355740e7feab4559,1194,master,canceled,0,,404946857,404946858,404946859,404946860,404946861,404946862,404946863,404946866,pull_request
401173329,2dfbf3c858ae4ce089b849ec92ed3180bf222958,1190,master,passed,572,2018-07-07 09:11:03 UTC,401173330,401173331,401173332,401173333,401173334,401173335,401173336,401173337,pull_request
400894572,88a4fd09e890935fc115eada0764ff0e94839058,1190,master,passed,488,2018-07-06 13:51:12 UTC,400894573,400894575,400894577,400894578,400894580,400894581,400894582,400894583,pull_request
399694889,1a0be80fba863ed19964136db72785a10eff9384,1189,master,passed,377,2018-07-03 17:51:59 UTC,399694890,399694891,399694892,399694893,399694894,399694895,399694896,399694897,pull_request
381982876,917463569691a8b590926c344d03c9e76ccff577,1057,master,passed,353,2018-05-22 04:22:35 UTC,381982877,381982878,381982879,381982880,381982881,381982882,381982883,381982884,pull_request
380301439,a079940baee9df85571b72706febb19ab181ad32,1178,master,passed,435,2018-05-17 16:43:05 UTC,380301440,380301441,380301442,380301443,380301444,380301445,380301446,380301447,pull_request
379969866,515503c933f4d71df34923e02cd77b2b14744ebf,,master,passed,313,2018-05-16 23:35:53 UTC,379969867,379969868,379969869,379969870,379969871,379969872,379969873,379969874,push
379918852,678114fb2b9c0058e2ca842c776b7a0c50975861,,master,passed,534,2018-05-16 21:20:13 UTC,379918853,379918854,379918855,379918856,379918857,379918858,379918859,379918860,push
379904433,de077105aea0751fd8223062849f97810216b02a,1176,master,passed,357,2018-05-16 20:49:23 UTC,379904434,379904435,379904436,379904437,379904438,379904439,379904440,379904441,pull_request
379900052,974fca99dc352bfc78de4fe780ee263eb0babf7e,,master,passed,372,2018-05-16 20:36:52 UTC,379900053,379900054,379900055,379900056,379900057,379900058,379900059,379900060,push
379853679,f5de3a17dd174b0d04b073856e33a8cc0ba8abef,1175,master,passed,406,2018-05-16 19:37:23 UTC,379853680,379853681,379853682,379853683,379853684,379853685,379853686,379853687,pull_request
377172968,3c52d8ada85120f29a32d66126807fc52e13e99c,1174,master,passed,363,2018-05-10 07:53:38 UTC,377172969,377172970,377172971,377172972,377172973,377172974,377172975,377172976,377172977,pull_request
373934306,d98dc69c10c5e5eaca36ae8d5a68c14a0d08bb41,1171,master,failed,619,2018-05-02 13:33:15 UTC,373934307,373934308,373934309,373934310,373934311,373934312,373934313,373934314,373934315,pull_request
373924026,bcb1780a6f54c2b0d98b10cae6e3f4ea6882528a,1171,master,failed,510,2018-05-02 13:12:59 UTC,373924027,373924028,373924029,373924030,373924031,373924032,373924033,373924034,373924035,pull_request
373923193,795bd9581174001c362db1d49a3b22d2597f44ff,1171,master,failed,509,2018-05-02 13:07:33 UTC,373923194,373923195,373923196,373923197,373923198,373923199,373923200,373923201,373923202,pull_request
373519243,49dfa291a81ff2110f3c2659a0ccdd6855620294,1171,master,failed,521,2018-05-01 15:42:11 UTC,373519244,373519245,373519246,373519247,373519248,373519249,373519250,373519251,373519252,pull_request
371685534,d021f138331cb5e8c95a07704d30bd11192f0010,1170,master,passed,585,2018-04-26 17:59:50 UTC,371685535,371685536,371685537,371685538,371685539,371685540,371685541,371685542,371685543,pull_request
371677219,d91a6d84aef228b27750335768848bbabadfa05d,1170,master,passed,561,2018-04-26 17:36:23 UTC,371677220,371677221,371677222,371677223,371677224,371677225,371677226,371677227,371677228,pull_request
368575221,c0e8fcb521e105dc46cad3b27ff0cec14dcefa70,1164,master,failed,583,2018-04-19 10:19:41 UTC,368575222,368575223,368575224,368575225,368575226,368575227,368575228,368575229,368575230,pull_request
362034483,477245253168097147f6d6751514ebb167dc0f22,1137,master,passed,523,2018-04-04 08:59:04 UTC,362034484,362034485,362034486,362034487,362034488,362034489,362034490,362034491,362034492,pull_request
359845927,97b3bf915ef613ef516a8b448d219339130bbaef,1134,master,passed,965,2018-03-29 13:45:09 UTC,359845928,359845929,359845930,359845931,359845934,359845935,359845938,359845939,359845940,pull_request
356680135,2f5c75bd4762463e904aa1c06ccba29dd817e940,,master,passed,484,2018-03-22 02:26:28 UTC,356680136,356680138,356680140,356680141,356680142,356680143,356680144,356680145,356680146,push
356677847,37eb51a0996bfbfe0e4e70c190d10857b11fec53,,master,passed,628,2018-03-22 02:18:43 UTC,356677848,356677849,356677850,356677851,356677852,356677853,356677854,356677855,356677856,push
356673580,3833401eb22a2968117e90a2a484bb639d04e144,1152,master,passed,594,2018-03-22 02:03:51 UTC,356673581,356673582,356673583,356673584,356673585,356673586,356673587,356673588,356673589,pull_request
354746174,83d7a1a08db570da768338689fb412aea6be92c1,,master,passed,541,2018-03-17 15:21:52 UTC,354746175,354746176,354746177,354746178,354746179,354746180,354746181,354746182,354746183,push
354733852,be907fa3b24d00590a868aac9f6ad9ce7edac96d,1149,master,passed,531,2018-03-17 14:35:37 UTC,354733853,354733854,354733855,354733856,354733857,354733858,354733859,354733860,354733861,pull_request
354732186,ba872d4321e5b89684d127ad09d46ac386497cb9,1149,master,failed,537,2018-03-17 14:28:52 UTC,354732189,354732190,354732191,354732192,354732193,354732194,354732195,354732196,354732197,pull_request
354730045,9c63fefb2ee346c4f2944933f2968bf54171441f,1149,master,failed,467,2018-03-17 14:19:49 UTC,354730046,354730047,354730048,354730049,354730050,354730051,354730052,354730053,354730054,pull_request
354516039,b0a6ab1be52c1f094f13400a321c36851ca40da8,1148,master,passed,490,2018-03-16 21:09:59 UTC,354516040,354516041,354516042,354516043,354516044,354516045,354516046,354516047,354516048,pull_request
353913426,5bfd690a925565db1c77b560cdef23c34d4b202a,1146,master,passed,598,2018-03-15 16:19:47 UTC,353913427,353913428,353913429,353913430,353913431,353913432,353913433,353913434,353913435,pull_request
351639440,2d027d09f05bad455ffb08dbda9a8598629f522e,1145,master,passed,483,2018-03-10 09:10:45 UTC,351639441,351639442,351639443,351639444,351639445,351639446,351639447,351639448,351639449,pull_request
345769605,c2c9b95d8895cd760f238a1406fdaaea0b0de2b3,1137,master,passed,465,2018-02-24 22:38:45 UTC,345769606,345769607,345769608,345769609,345769610,345769611,345769612,345769613,345769614,pull_request
344527732,0b305b79b2f10b3df3671482e3f7800bff65c5b2,1134,master,passed,659,2018-02-21 21:28:03 UTC,344527733,344527734,344527735,344527736,344527738,344527743,344527746,344527748,344527749,pull_request
344520295,d9cade0011cb0d1c1b79ef4168b1d6889bcb5809,1125,master,passed,577,2018-02-21 21:09:58 UTC,344520296,344520297,344520298,344520299,344520300,344520301,344520302,344520303,344520304,pull_request
343658879,c7c2aef22c5b177cb193e8377624371e4e3b59b6,1133,master,passed,658,2018-02-20 03:03:16 UTC,343658880,343658881,343658882,343658883,343658884,343658885,343658886,343658887,343658888,pull_request
343656285,84e7557d829da1e3257f411eecaf2d9f8e943859,1133,master,passed,545,2018-02-20 02:52:27 UTC,343656286,343656287,343656288,343656289,343656290,343656291,343656292,343656293,343656294,pull_request
342935506,e0c24841be5e088c333d338a6aa0ee20c15912ec,,master,passed,491,2018-02-18 06:39:02 UTC,342935507,342935508,342935509,342935510,342935511,342935512,342935513,342935514,342935515,push
340161025,6ec7f9d883e059ef19aaa5f4b5badedb8789f972,1131,master,passed,548,2018-02-11 15:57:07 UTC,340161026,340161027,340161028,340161029,340161030,340161031,340161032,340161033,340161034,pull_request
335335158,d5d53d0c489631d50957d0deb2424a613d2efdb4,1057,master,passed,506,2018-01-30 20:42:35 UTC,335335159,335335160,335335161,335335162,335335163,335335164,335335165,335335166,335335167,pull_request
332638700,fde312739c38d79e82077d2f27047923a7dc5245,1125,master,passed,616,2018-01-24 05:41:30 UTC,332638701,332638702,332638703,332638704,332638705,332638706,332638707,332638708,332638709,pull_request
325638324,173370721ef6ec0d2240690f1d85209bdeb3c227,1118,master,failed,1092,2018-01-05 22:30:24 UTC,325638325,325638326,325638327,325638328,325638329,325638330,325638331,325638332,325638333,pull_request
325627256,fa602fb794d30064217e4f8972293bde1dc59615,1118,master,failed,2276,2018-01-05 21:57:34 UTC,325627257,325627258,325627259,325627260,325627261,325627262,325627263,325627264,325627265,pull_request
317837821,500b1f4de7de6c1678b64c979ef9f453a146daa0,1112,master,failed,576,2017-12-17 22:54:26 UTC,317837822,317837823,317837824,317837825,317837826,317837827,317837828,317837829,317837830,pull_request
317837222,8a43395bc265f3fa4a475b31eb8a802945316cf3,1113,master,passed,463,2017-12-17 22:52:37 UTC,317837223,317837224,317837225,317837226,317837227,317837228,317837230,317837232,pull_request
317837021,102f1d9c890685414bb463955918c053bd900742,1112,master,failed,486,2017-12-17 22:51:50 UTC,317837022,317837023,317837024,317837025,317837026,317837028,317837030,317837031,317837032,pull_request
316483729,e8163e83a92c9098f51d390289323232ece15e3b,,master,failed,489,2017-12-14 15:42:04 UTC,316483730,316483731,316483732,316483733,316483734,316483735,316483736,316483737,316483738,push
314775024,d4305f4a9ec0d35617cbacee4cb4be4cc16c59e5,1113,master,passed,540,2017-12-11 13:31:43 UTC,314775025,314775026,314775027,314775028,314775029,314775030,314775031,314775032,pull_request
314758623,a90e2b36067e90bd4fe880eb6924604e393467b3,1112,master,failed,518,2017-12-11 12:55:25 UTC,314758624,314758625,314758626,314758631,314758632,314758633,314758634,314758635,314758638,pull_request
