build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
170553460,c5a06e50179015fbb788a7a42e4570ff4467a9e9,,master,errored,42,2016-10-25 18:57:10 UTC,170553475,170553476,push
145678054,15039c0f4c80f69c1cff8a9633766aea8b1319cd,,master,failed,494,2016-07-18 22:15:10 UTC,145678057,145678058,push
145678008,3822c53e0a068678057629b515ae4004bdf81414,,master,failed,542,2016-07-18 22:14:33 UTC,145678009,145678010,push
104127560,f7b1ec786e8b96d086ad3df027c3b7f75ac2e85e,152,vega_2,passed,344,2016-01-22 16:24:40 UTC,104127561,104127563,pull_request
104123385,7bb252392663f8d8b1dfd04d4675ea5f66ad4443,152,vega_2,failed,344,2016-01-22 16:04:09 UTC,104123389,104123392,pull_request
104115862,6f794f9f05d32e0ccf080d71b6edcdc730bdbc71,152,vega_2,failed,380,2016-01-22 15:26:09 UTC,104115863,104115865,pull_request
102688424,71962442ebb8911cd128de212ae4af8ac1a4b814,152,vega_2,failed,385,2016-01-15 21:06:19 UTC,102688425,102688426,pull_request
102684083,ad2cdb3d0d61f0a9b99cacb11de7c8ad3c94726c,152,vega_2,failed,376,2016-01-15 20:41:25 UTC,102684086,102684087,pull_request
102677865,e600971e8b97f64daabd0e5fcbca4e5dfcc7a005,152,vega_2,errored,8,2016-01-15 20:06:45 UTC,102677867,102677871,pull_request
98722626,ebe501c4b572c6ddc486cfe6ae08c2065b330f95,149,master,errored,7,2015-12-24 21:26:47 UTC,98722627,98722628,pull_request
98722312,fac91feb5758d38e38e80a8a06f65911596c50e5,148,master,errored,8,2015-12-24 21:22:52 UTC,98722313,98722314,pull_request
85525367,8ba6f3ec1ace36e6ffa08e52b565ed497f54b8ec,146,master,passed,609,2015-10-15 13:08:46 UTC,85525370,85525372,pull_request
83246314,0f24ca2ee34913565636cf5a2d62b1bbd45ad88e,,vega_2,failed,576,2015-10-02 05:01:18 UTC,83246317,83246319,push
83243331,2bebd12208301b7f8964b17dfd0e89b4dded3b4c,,vega_2,failed,489,2015-10-02 04:21:22 UTC,83243332,83243333,push
82771133,1ad575052936aaf6bf312da3e0351e699a70b731,,vega_2,failed,571,2015-09-29 16:20:14 UTC,82771135,82771136,push
82682494,218eaa8b02118b7635d657602c9c905d9c33c1ff,,vega_2,failed,566,2015-09-29 05:58:41 UTC,82682495,82682499,push
75352457,95c60d62bdf21507e75cb2d1dc5e29d40fde8664,,master,passed,566,2015-08-12 22:24:57 UTC,75352458,75352459,push
75329456,037923afd7af7daa7214689f28d83c82abc1748d,,master,passed,658,2015-08-12 19:50:10 UTC,75329458,75329461,push
68214501,7753f683bf6d94f4572449eff373b552e1b43a5a,137,master,failed,649,2015-06-24 20:19:24 UTC,68214502,68214503,pull_request
48584782,8b08d240b1dbc0fc32b418c80e63cb17bab54edf,,master,passed,496,2015-01-28 05:01:56 UTC,48584783,48584784,push
48584347,2c7a7ad8b8a7bfb0ce9d7655fb84447904fcd06a,,master,failed,452,2015-01-28 04:55:38 UTC,48584348,48584349,push
48580194,44879bb0c72e6cf695708632186c7b9fd6a3eb0b,122,master,failed,473,2015-01-28 03:37:36 UTC,48580195,48580196,pull_request
48579885,49fae87c522917fe0029ce845ef1fce6e853fb34,122,master,failed,564,2015-01-28 03:33:15 UTC,48579886,48579887,pull_request
48573003,fe424c9e593237655567dd301442494cd665ed62,122,master,failed,551,2015-01-28 01:56:00 UTC,48573004,48573005,pull_request
48571672,012df401cc5a04568c4defea2e7d57f1db86e955,122,master,failed,521,2015-01-28 01:37:19 UTC,48571673,48571674,pull_request
48571004,b1377b6fab3c358baae5c35e71d8da1c8ce804ad,122,master,failed,569,2015-01-28 01:29:53 UTC,48571005,48571006,pull_request
48509593,375e520e0b7ef1c7d9565baab6f88398282c66f7,,master,passed,587,2015-01-27 17:06:24 UTC,48509594,48509595,push
48446263,a8169fd8b133d2c64791c356d28b8887e68fd75c,,master,passed,511,2015-01-27 06:12:08 UTC,48446264,48446265,push
48445662,825f3b674dde717eec1e8ecf80b302549fb5fda5,134,master,passed,579,2015-01-27 06:01:27 UTC,48445663,48445664,pull_request
48445654,f20c2c5796261aa9280ac82791f92235d5303c67,,PR_travis,passed,511,2015-01-27 06:01:18 UTC,48445655,48445656,push
48445315,121358b80ae0a82ff35d2a51fbfa4a55d424d005,134,master,errored,356,2015-01-27 05:56:47 UTC,48445316,48445317,pull_request
48445312,c00a638684de1f7a7df13afb720c2e854f2a16c1,,PR_travis,errored,389,2015-01-27 05:54:33 UTC,48445313,48445314,push
48445127,68d93598e34b32df3e5cd1fd1992d926644f948b,134,master,passed,468,2015-01-27 05:51:57 UTC,48445128,48445129,pull_request
48445124,2c3ca6b207444ef018d7a5104cd4a429de45c921,,PR_travis,passed,497,2015-01-27 05:51:45 UTC,48445125,48445126,push
48444976,63c073c2dab82471b4ece231034e20bb86680a8b,134,master,errored,220,2015-01-27 05:48:57 UTC,48444977,48444978,pull_request
48444966,30bac16538df0dc0ea2a6a97abf117f329419140,,PR_travis,errored,209,2015-01-27 05:48:33 UTC,48444967,48444968,push
48444741,326aa9b4fa2fcde4b0b2cbb5d2e6b3d959402b83,,v0.4.4,errored,432,2015-01-27 05:44:31 UTC,48444742,48444743,48444744,push
48444625,6968c2e3e73d7fcc145e5339fae7bfd8bae2bb67,134,master,errored,497,2015-01-27 05:40:45 UTC,48444626,48444627,48444628,pull_request
48444610,8b273235fcbbddaabf14ae969bee39a23bb0d19d,,PR_travis,errored,459,2015-01-27 05:40:14 UTC,48444611,48444612,48444613,push
48302795,9704cb5014360d13894e1b1864df20e7d691882d,,master,errored,416,2015-01-26 03:27:28 UTC,48302796,48302797,48302798,push
48302776,3245adcf961a9b8bcdc98326b2536a50de451c04,,master,errored,415,2015-01-26 03:27:07 UTC,48302777,48302778,48302779,push
46413613,5c3420ad144f27770cc703b91b3eaf68b33f9fdc,133,master,errored,513,2015-01-09 07:32:46 UTC,46413614,46413615,46413616,pull_request
42161940,4fc4a5637cb622248a90db0e4a0268b02208b976,,master,errored,468,2014-11-26 05:01:16 UTC,42161941,42161942,42161943,push
40843819,7d745fdad8b555e829049e2c2ed0251b4ae11d50,129,master,errored,792,2014-11-13 02:26:36 UTC,40843820,40843821,40843822,pull_request
33096290,0afa229172fc1b4a63bb32d1de8d008892e43d22,122,master,errored,630,2014-08-20 18:13:34 UTC,33096291,33096292,33096293,pull_request
33095127,1de886213d0166adf3e8acc74266824a7c31fb14,122,master,errored,566,2014-08-20 18:00:27 UTC,33095128,33095129,33095130,pull_request
33094024,fb909de9bea0d441e808537a6519dd197ef3c6fe,122,master,errored,532,2014-08-20 17:46:43 UTC,33094025,33094026,33094027,pull_request
33092740,5090a9a4a91452d8ab5b6625c532d8883977e1c9,122,master,errored,507,2014-08-20 17:34:32 UTC,33092741,33092745,33092746,pull_request
25756660,854a06ef254a1fc2ca7efe411c882a26c0766416,,master,errored,443,2014-05-22 04:47:41 UTC,25756661,25756662,25756663,push
25756453,f383c1514c943a3125d48f334f039d8310505df1,,master,errored,483,2014-05-22 04:42:26 UTC,25756454,25756455,25756456,push
24556094,326aa9b4fa2fcde4b0b2cbb5d2e6b3d959402b83,,master,errored,610,2014-05-06 17:38:03 UTC,24556095,24556096,24556097,push
24239436,f3bcabd772fc7ccb1d92d34777d4aedc7547ca00,,master,errored,489,2014-05-02 04:15:41 UTC,24239437,24239438,24239439,push
23511379,e04e2719f44b56efc0fefd2923a145f0b4170883,,master,passed,1477,2014-04-22 14:00:27 UTC,23511380,23511381,23511382,push
23350987,cc79383f54617d0bf650571d0d9cb5edeb3a52cc,,master,passed,1250,2014-04-19 19:46:11 UTC,23350988,23350989,23350990,push
23180328,b42b9809f8bd0f64f1ac8cac7f818493878fbead,,master,passed,1208,2014-04-17 05:35:44 UTC,23180329,23180330,23180331,push
23095688,7c45b08c899845450590b5061145e71c3fa0aa2a,,master,passed,1092,2014-04-16 05:33:18 UTC,23095689,23095690,23095691,push
23012170,2ba2a3c9af5f8521655067dbf87a2a9a22008d70,,master,passed,1422,2014-04-15 05:52:09 UTC,23012171,23012172,23012173,push
22926776,9cd9b27c14d5f1a640b354a041a0872df7166044,,PR_tooltips,failed,1206,2014-04-14 05:58:55 UTC,22926777,22926778,22926779,push
22903018,c2e4e34cb6e008e759d63066c9b8420fd2f0e71c,,master,passed,1264,2014-04-13 20:21:33 UTC,22903019,22903020,22903021,push
22902841,e7f3bda260dbd79532a3cb8a2e0eb3892b953813,,master,passed,1183,2014-04-13 20:15:21 UTC,22902842,22902843,22902844,push
22902803,5e8be92bffb21c1454f65bf4faff5603f974a916,105,master,errored,65,2014-04-13 20:14:00 UTC,22902804,22902805,22902806,pull_request
22902785,3f1fd128309384615b1699205025b5b0445bd2b6,,PR_js-load,errored,97,2014-04-13 20:14:20 UTC,22902786,22902787,22902788,push
22871837,79b96fe2f0f9f6d1d3fb2253c59520f32434b1f2,,master,passed,1128,2014-04-13 05:24:48 UTC,22871838,22871839,22871840,push
22860991,510c57f37b4dab14aa305d4bd212d395d0a3c238,,master,failed,1383,2014-04-12 22:02:20 UTC,22860992,22860993,22860994,push
22825759,8eba10fb15c73f40e1d038f0122c073449bde0a7,,master,passed,1279,2014-04-12 07:27:50 UTC,22825760,22825761,22825762,push
22745967,e63cde954d1eaf3e87afeee5bc7b7fd227edc937,,master,passed,1145,2014-04-11 04:30:31 UTC,22745968,22745969,22745970,push
22744708,e3f13df048f23cd322719ebcdaf4890da494e62f,,master,failed,1363,2014-04-11 03:51:42 UTC,22744709,22744710,22744711,push
22744405,b9bf8c7f9e1e00311eebc897bf8f95c67178ba7e,,master,failed,1315,2014-04-11 03:43:21 UTC,22744406,22744407,22744408,push
22743794,a794b39784fedab8d1773cfe92f65f33ae9c3a27,,master,failed,1048,2014-04-11 03:26:50 UTC,22743795,22743796,22743797,push
19001538,dbd1304224555c16d1266115c2cf466a2725310d,99,master,passed,1533,2014-02-16 22:52:52 UTC,19001539,19001540,19001541,pull_request
