build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
534493028,079c3af2fa9073eefe6f8cbf8121a56c47babd60,1999,master,errored,8066,2019-05-19 16:28:00 UTC,534493029,534493030,534493031,534493032,534493033,534493034,534493035,534493036,534493037,534493038,534493039,534493040,534493041,534493042,534493043,534493044,534493045,534493046,534493047,534493048,pull_request
534476353,45c984d59ea0af9f03f09c5ce7ec2d1721b732bf,1999,master,errored,8294,2019-05-19 15:22:20 UTC,534476354,534476355,534476356,534476357,534476358,534476359,534476360,534476361,534476362,534476363,534476364,534476365,534476366,534476367,534476368,534476369,534476370,534476371,534476372,534476373,pull_request
534412024,32643226e9495484c3d8a96b954d5cffe717b370,1999,master,errored,7562,2019-05-19 11:00:33 UTC,534412025,534412026,534412027,534412028,534412029,534412030,534412031,534412032,534412033,534412034,534412035,534412036,534412037,534412038,534412039,534412040,534412041,534412042,534412043,534412044,pull_request
534411181,f3a2216c7f1c82c5da219bb8b63ce0ddafbf4697,1999,master,canceled,759,2019-05-19 10:56:54 UTC,534411182,534411183,534411184,534411185,534411186,534411187,534411188,534411189,534411190,534411191,534411192,534411193,534411194,534411195,534411196,534411197,534411198,534411199,534411200,534411202,pull_request
534411012,2926deb403c670b2c3cada0b31a46c08d521bcc6,1999,master,canceled,208,2019-05-19 10:55:42 UTC,534411013,534411014,534411015,534411016,534411017,534411018,534411019,534411020,534411021,534411022,534411023,534411024,534411025,534411026,534411027,534411028,534411029,534411030,534411031,534411032,pull_request
534406378,56b7cd1efdac819d8fde674ba8c324d1ac29cfa9,2035,master,passed,4161,2019-05-19 10:30:52 UTC,534406379,534406380,534406381,534406382,534406383,534406384,534406385,534406386,534406387,534406388,534406389,534406390,534406391,534406392,534406393,534406394,534406395,534406396,534406397,534406398,pull_request
534405690,7200c0b63f79488c55691665872046ff56f6cedf,2035,master,canceled,733,2019-05-19 10:27:24 UTC,534405691,534405692,534405693,534405694,534405695,534405696,534405697,534405698,534405699,534405700,534405701,534405702,534405703,534405704,534405705,534405706,534405707,534405708,534405709,534405710,pull_request
534403218,f383edfd9ca7f289081a4a3130097c65aa8cb22a,2035,master,canceled,2409,2019-05-19 10:13:03 UTC,534403219,534403220,534403221,534403222,534403223,534403224,534403225,534403226,534403227,534403228,534403229,534403230,534403231,534403232,534403233,534403234,534403235,534403236,534403237,534403238,pull_request
534287596,f5fcd122b617a709a7ce68dd6ea3eaf43bfbed98,1999,master,errored,8747,2019-05-18 21:59:06 UTC,534287597,534287598,534287599,534287600,534287601,534287602,534287603,534287604,534287605,534287606,534287607,534287608,534287609,534287610,534287611,534287612,534287613,534287614,534287615,534287616,pull_request
534268329,3d7b767c9a989f2061b8b7dfb83a82f733d9366c,1999,master,errored,4515,2019-05-18 20:11:01 UTC,534268330,534268331,534268332,534268333,534268334,534268335,534268336,534268337,534268338,534268339,534268340,534268341,534268342,534268343,534268344,534268345,534268346,534268347,534268348,534268349,pull_request
