build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
755734753,965475291037a2d71ea5b2489a004f6c432f6ef0,258,master,errored,435,2021-01-23 03:01:25 UTC,755734754,755734755,755734756,755734757,755734758,755734759,755734760,755734761,755734762,755734763,755734764,755734765,755734766,755734767,pull_request
755734738,930e2a0dcfb2fbad059aff9393a7af27eacfc4ab,,jszwedko-patch-1,errored,907,2021-01-22 20:13:45 UTC,755734739,755734740,755734741,755734742,755734743,755734744,755734745,755734746,755734747,755734748,755734749,755734750,755734751,755734752,push
743630309,7915ed3d6bdb7d071a72f9f1e15ace4c78e97636,,master,passed,785,2020-11-14 17:57:17 UTC,743630310,743630311,743630312,743630313,743630314,743630315,743630316,743630317,743630318,743630319,743630320,743630321,743630322,743630323,push
740826871,1dc34591f7b4965031ce33523541e06d40eddfe6,256,master,passed,875,2020-11-02 12:45:50 UTC,740826872,740826873,740826874,740826875,740826876,740826877,740826878,740826879,740826880,740826881,740826882,740826883,740826884,740826885,pull_request
709222355,89f4046c21e1b86e8ef3550422b528ab1d62eba4,,v2.0.2,passed,747,2020-07-17 15:19:56 UTC,709222356,709222357,709222358,709222359,709222360,709222361,709222362,709222363,709222364,709222365,709222366,709222367,push
709222229,89f4046c21e1b86e8ef3550422b528ab1d62eba4,,master,passed,744,2020-07-17 15:15:44 UTC,709222230,709222231,709222232,709222233,709222234,709222235,709222236,709222237,709222238,709222239,709222240,709222241,push
709221820,8d6d6f730e92ef065252e86f03c6c58f0c5bc03f,,master,passed,981,2020-07-17 15:13:29 UTC,709221821,709221822,709221823,709221824,709221825,709221826,709221827,709221828,709221829,709221830,709221831,709221832,push
699173160,901ea33f03212627e04afef62e30469658576539,255,master,passed,739,2020-06-17 03:55:10 UTC,699173161,699173162,699173163,699173164,699173165,699173166,699173167,699173168,699173169,699173170,699173171,699173172,pull_request
696263624,7de0dfc1ff7915504e21f6293132176f90e7cb40,,master,passed,726,2020-06-08 23:56:50 UTC,696263625,696263626,696263627,696263628,696263629,696263630,696263631,696263632,696263633,696263634,696263635,696263636,push
691033385,a445c9e0c2e298704f9aa341a980ff8717a6b7eb,254,master,passed,576,2020-05-25 17:46:59 UTC,691033386,691033387,691033388,691033389,691033390,691033391,691033392,691033393,691033394,691033395,691033396,691033397,pull_request
691033274,f83f5e61a353b7f2a9d28f72c1670e8322133c7a,,set-stack,passed,573,2020-05-25 17:44:48 UTC,691033275,691033276,691033277,691033278,691033279,691033280,691033281,691033282,691033283,691033284,691033285,691033286,push
691029045,e1cd4e5018f67a2586ea1999155847bb9972f7be,,v2.0.1,passed,558,2020-05-25 17:39:29 UTC,691029046,691029047,691029048,691029049,691029050,691029051,691029052,691029053,691029054,691029055,691029056,691029057,push
691028998,4bd1b67bd84b905cce48a09587a1bd57032d4d01,,v2.0.0,passed,563,2020-05-25 17:36:16 UTC,691028999,691029000,691029001,691029002,691029003,691029004,691029005,691029006,691029007,691029008,691029009,691029010,push
691028948,e1cd4e5018f67a2586ea1999155847bb9972f7be,,master,passed,575,2020-05-25 17:32:48 UTC,691028951,691028953,691028955,691028957,691028958,691028959,691028960,691028961,691028962,691028963,691028964,691028965,push
691028032,2810f45cff0c5e6dcb35d36abc46ed25c70b3091,,master,passed,950,2020-05-25 17:27:45 UTC,691028033,691028034,691028035,691028036,691028037,691028038,691028039,691028040,691028041,691028042,691028043,691028044,push
691026826,4bd1b67bd84b905cce48a09587a1bd57032d4d01,,master,passed,952,2020-05-25 17:23:57 UTC,691026827,691026828,691026829,691026830,691026831,691026832,691026833,691026834,691026835,691026836,691026837,691026838,push
691026150,b210b04b70ab5a22da3677a40f6b74a363b13e2e,,master,passed,618,2020-05-25 17:21:32 UTC,691026151,691026152,691026153,691026154,691026155,691026156,691026157,691026158,691026159,691026160,691026161,691026162,push
596795404,f4316798d5d3acd39eb6784301b19f27f471415f,,master,passed,592,2019-10-11 21:36:34 UTC,596795406,596795407,596795408,596795410,596795413,596795415,596795416,596795418,596795421,596795422,596795423,596795424,push
555013373,8e3bbcee9957b257484f237fc5acac6e573c5b37,,master,passed,602,2019-07-06 12:47:06 UTC,555013374,555013375,555013376,555013377,555013378,555013379,555013380,555013381,555013382,555013383,555013384,555013385,push
554566376,3ebd55459e3f645a9cdc5ea0c95db03ce04482d2,250,master,passed,1231,2019-07-05 07:32:37 UTC,554566377,554566378,554566379,554566380,554566381,554566382,554566383,554566384,554566385,554566386,554566387,554566388,pull_request
540358573,7d1c5e0c31f98a3073127a273a4eb2f9690a715f,,master,passed,792,2019-06-02 12:04:42 UTC,540358574,540358575,540358576,540358577,540358578,540358579,540358580,540358581,540358582,540358583,540358584,540358585,push
540358271,51fc95de8aae95ac03b13db8709c7a521c422804,,master,passed,705,2019-06-02 12:01:38 UTC,540358272,540358273,540358274,540358275,540358276,540358277,540358278,540358279,540358280,540358281,540358282,540358283,push
539082730,facb1ff1cd17f8afc2930c61a7058f05b2d27fba,249,master,passed,749,2019-05-30 06:25:40 UTC,539082731,539082732,539082733,539082734,539082735,539082736,539082737,539082738,539082739,539082740,539082741,539082742,pull_request
517431767,0ce192d0bd24e9ec58b05bc72b3eac5bcc4f6517,,master,passed,752,2019-04-08 19:14:54 UTC,517431768,517431769,517431770,517431771,517431772,517431773,517431774,517431775,517431776,517431777,517431778,517431779,push
517277782,406e2cbe06ded4ce810d6883cbd61f781e04e7d6,248,master,passed,748,2019-04-08 14:03:47 UTC,517277783,517277784,517277785,517277787,517277789,517277790,517277791,517277792,517277793,517277794,517277795,517277796,pull_request
494681073,2dfb97f7818a41a4dd6819137ddc4f0cb14406f6,247,master,passed,729,2019-02-18 02:21:02 UTC,494681074,494681075,494681076,494681077,494681078,494681079,494681080,494681081,494681082,494681083,494681084,494681085,pull_request
489999799,6b6ed44c30617bdae55c0be5285d769467980520,246,master,passed,807,2019-02-07 11:22:53 UTC,489999800,489999801,489999802,489999803,489999804,489999805,489999806,489999807,489999808,489999809,489999810,489999811,pull_request
481085695,390728d3c6ab037195ad3ac12daaa0304b0e681a,,master,passed,723,2019-01-17 21:44:02 UTC,481085696,481085697,481085698,481085699,481085700,481085701,481085702,481085703,481085704,481085705,481085706,481085707,push
481085280,2829cbea7c3e61e052be5487a750c4f3b5f1127f,,master,passed,714,2019-01-17 21:41:15 UTC,481085281,481085282,481085283,481085284,481085285,481085286,481085287,481085288,481085289,481085290,481085291,481085292,push
480591125,8b37365cde02f1d3a75af8aa5cf7d497c0b1e5ed,245,master,passed,674,2019-01-16 21:37:02 UTC,480591126,480591127,480591128,480591129,480591130,480591131,480591132,480591133,480591134,480591135,480591136,480591137,pull_request
480506786,2f8773abcf9d8a38df4a86e7fcecbb5800c314da,245,master,passed,730,2019-01-16 18:02:44 UTC,480506787,480506788,480506789,480506790,480506791,480506792,480506793,480506794,480506795,480506796,480506797,480506798,pull_request
462135962,7183f09c600e83777e78b44b39fcccab3b8c0dad,,master,passed,1038,2018-12-01 10:59:27 UTC,462135963,462135964,462135965,462135966,462135967,462135968,462135969,462135970,462135971,462135972,462135973,462135974,push
461878791,fa7cdc40de831ce68a11d45135c2b68cc3f81605,243,master,passed,621,2018-11-30 17:05:47 UTC,461878792,461878793,461878794,461878795,461878796,461878797,461878798,461878799,461878800,461878801,461878802,461878803,pull_request
459172597,762467d54d586b20e763f33e2232a17fe096961b,,master,passed,627,2018-11-24 17:14:05 UTC,459172598,459172599,459172600,459172601,459172602,459172603,459172604,459172605,459172606,459172607,459172608,459172609,push
456676670,cf6e5c15faa017d455f052e66baecc79d402dee3,242,master,passed,561,2018-11-18 18:19:37 UTC,456676671,456676672,456676673,456676674,456676675,456676676,456676677,456676678,456676679,456676680,456676681,456676682,pull_request
450445081,0af0d913cfc4cc6c389cc402eb70bf8a8fec374d,,master,passed,660,2018-11-04 10:45:17 UTC,450445084,450445085,450445086,450445087,450445088,450445089,450445090,450445091,450445092,450445093,450445094,450445095,push
450195687,27cd57da2a579ee0532306e4279375d224ee5e2b,240,master,passed,659,2018-11-03 12:07:57 UTC,450195688,450195689,450195690,450195691,450195692,450195693,450195694,450195695,450195696,450195697,450195698,450195699,pull_request
450195674,64614f188b84418ecde42bb7734c241215f65586,,with-should-copy,passed,606,2018-11-03 12:06:33 UTC,450195675,450195676,450195677,450195678,450195679,450195680,450195681,450195682,450195683,450195684,450195685,450195686,push
450189455,292619002ea1792654327e87d8d74186027299fa,240,master,passed,1099,2018-11-03 11:35:35 UTC,450189456,450189457,450189458,450189459,450189460,450189461,450189462,450189463,450189464,450189465,450189466,450189467,pull_request
450189422,e1df3be151bb5a1284c945c17171a051bdde0336,,with-should-copy,errored,1331,2018-11-03 11:31:43 UTC,450189423,450189424,450189425,450189426,450189427,450189428,450189429,450189430,450189431,450189432,450189433,450189434,push
448646095,506fc56fb702134711bfcd1f5ef16d39cee99662,238,master,passed,609,2018-10-31 01:43:53 UTC,448646096,448646097,448646098,448646099,448646100,448646101,448646102,448646103,448646104,448646105,448646106,448646107,pull_request
443849364,2464562bff2596d11d053b4516aebea326574ccd,,master,passed,1011,2018-10-19 19:14:07 UTC,443849365,443849366,443849367,443849368,443849369,443849370,443849371,443849372,443849373,443849374,443849375,443849376,push
443833405,3b7f0a3edd4a85cb5015ac7d931806750a125264,235,master,passed,885,2018-10-19 18:31:45 UTC,443833406,443833407,443833408,443833409,443833410,443833411,443833412,443833413,443833414,443833415,443833416,443833417,pull_request
439738553,f47ab9aeed15a68d07144eddb43bc27ddee6274b,,master,passed,644,2018-10-10 16:52:52 UTC,439738554,439738555,439738556,439738557,439738558,439738559,439738560,439738561,439738562,push
439719855,1dd81ebb081a7972dd9a15f006775735ea7a08d8,,master,passed,583,2018-10-10 16:11:35 UTC,439719856,439719857,439719858,439719859,439719860,439719861,439719862,439719863,439719864,push
439718954,b195c826a668da3e3295bce07877048ff594dff9,234,master,passed,587,2018-10-10 16:09:15 UTC,439718955,439718956,439718957,439718958,439718959,439718960,439718961,439718962,439718963,pull_request
439691587,4fd846de1b11b36144f5f8d45795f9f4ccb4da12,233,master,passed,659,2018-10-10 15:13:00 UTC,439691588,439691590,439691592,439691593,439691594,439691596,439691598,439691600,439691602,pull_request
439642535,fa3e9488c130da5863be5d43ba82c1a6ab2c5d11,,master,passed,575,2018-10-10 13:32:12 UTC,439642536,439642537,439642538,439642539,439642540,439642541,439642542,439642543,439642544,push
439618270,79e37ca38053417b54bb185c0f03d168aa4f45f0,,master,passed,1002,2018-10-10 12:41:22 UTC,439618271,439618272,439618273,439618274,439618275,439618276,439618277,439618278,439618279,push
439567284,1751d85d25cf3ccc6f0f9914bf12e89665ef9edf,232,master,passed,714,2018-10-10 10:14:18 UTC,439567286,439567287,439567288,439567289,439567290,439567291,439567292,439567293,439567294,pull_request
436586770,99b972112de0c24e1c63799e5040bdd440de7d73,231,master,passed,578,2018-10-03 11:38:14 UTC,436586771,436586772,436586773,436586774,436586775,436586776,436586777,436586778,436586779,pull_request
435483595,9b2bc389fe802b5ff89331d5b86d8a342d63156b,,master,passed,690,2018-10-01 08:08:17 UTC,435483596,435483597,435483598,435483599,435483600,435483601,435483602,435483603,435483604,push
435481800,a7c535d7b3744d53695f10f205fedbeaee0d8019,,master,passed,741,2018-10-01 08:01:30 UTC,435481801,435481802,435481803,435481804,435481805,435481806,435481807,435481808,435481809,push
435339857,5392c16b1e8e09ac2ab9e37af36e0c345a94b432,230,master,passed,576,2018-09-30 19:55:38 UTC,435339858,435339859,435339860,435339861,435339862,435339863,435339864,435339865,435339866,pull_request
429686514,c71c9fc422bac6a6587305ed180f6f94ed5863d5,228,master,passed,857,2018-09-17 17:52:07 UTC,429686515,429686516,429686517,429686518,429686519,429686520,429686521,429686522,429686523,pull_request
423512935,c6a59be0ce122566695fbd5e48a77f8f10c8a63a,,v1.0.0,passed,577,2018-09-02 02:35:34 UTC,423512936,423512937,423512938,423512939,423512940,423512941,423512942,423512943,423512944,push
423512921,c6a59be0ce122566695fbd5e48a77f8f10c8a63a,,master,passed,553,2018-09-02 02:26:36 UTC,423512922,423512923,423512924,423512925,423512926,423512927,423512928,423512929,423512930,push
422834424,108b68bf276977f3bb02c1916d52084cf8e55f40,,master,passed,677,2018-08-31 01:22:24 UTC,422834425,422834426,422834427,422834428,422834429,422834430,422834431,422834432,422834433,push
421822758,5c241df09b875373d76a10470111c0b57c5e6afe,226,master,passed,542,2018-08-28 23:40:50 UTC,421822759,421822760,421822761,421822762,421822763,421822764,421822765,421822766,421822767,pull_request
397858080,95cb1ffd0769d77c3a2233a260452e85dadc44dc,,master,passed,571,2018-06-28 15:39:45 UTC,397858081,397858082,397858083,397858084,397858085,397858086,397858087,397858088,397858089,push
397675735,34bbc8816044879a9f14a20f08cafafd7f18d536,225,master,passed,507,2018-06-28 07:33:39 UTC,397675736,397675737,397675738,397675739,397675740,397675741,397675742,397675743,397675744,pull_request
397419153,e5e5cb2fd65a4b4d8a165dac732a81d91b71b3b9,,master,passed,666,2018-06-27 16:03:49 UTC,397419154,397419155,397419156,397419157,397419158,397419159,397419160,397419161,397419162,push
397303445,2ea9b9d79d6ec78f62ac0763f9cfb30e79783b85,224,master,passed,476,2018-06-27 11:25:25 UTC,397303446,397303447,397303448,397303449,397303450,397303451,397303452,397303453,397303454,pull_request
391041689,dae7dc68e5a970eeecdaa7e4191e11d103cb8c1d,,master,passed,447,2018-06-12 00:28:55 UTC,391041690,391041691,391041692,391041693,391041694,391041695,391041696,391041697,391041698,push
390603779,4b6b668dfa1fdfac902933ffea278edcfce76602,223,master,passed,478,2018-06-11 05:00:29 UTC,390603780,390603781,390603782,390603783,390603784,390603785,390603786,390603787,390603788,pull_request
389119071,b02f547d9551a645abd364839c83b81bd4a0f102,223,master,passed,585,2018-06-07 07:23:16 UTC,389119072,389119073,389119074,389119075,389119076,389119077,389119078,389119079,389119080,pull_request
389099275,54702d1906431feeb53965eec7e1005430cf9034,223,master,failed,508,2018-06-07 06:11:13 UTC,389099276,389099277,389099278,389099279,389099280,389099281,389099282,389099283,389099284,pull_request
389098767,45b3c0d247a92194a6fe2190a61418c8c5a7362e,223,master,failed,591,2018-06-07 06:09:23 UTC,389098768,389098769,389098770,389098771,389098772,389098773,389098774,389098775,389098776,pull_request
388116411,309b2c540d4285e0831e85c4e294679867e7fa3e,223,master,passed,454,2018-06-05 05:13:54 UTC,388116412,388116413,388116414,388116415,388116416,388116417,388116418,388116419,388116420,pull_request
386055132,ca6948307f7d9afcfaec471827a741b2f42125db,223,master,passed,845,2018-05-31 07:24:39 UTC,386055133,386055134,386055135,386055136,386055137,386055138,386055139,386055140,386055141,pull_request
360230075,539a0dc74b0253dec3ea42c56984112c3f57cf70,220,master,passed,544,2018-03-30 11:12:14 UTC,360230076,360230077,360230078,360230079,360230080,360230081,360230082,360230083,360230084,pull_request
335009048,22c5532ea862c34fdad414e90f8cc00b4f6f4cab,,master,passed,436,2018-01-30 04:45:55 UTC,335009049,335009050,335009051,335009052,335009053,335009054,335009055,335009056,335009057,push
334528723,ee65290b75839d0cefad9d1274a7d798472bf806,216,master,passed,540,2018-01-29 01:31:07 UTC,334528724,334528725,334528726,334528727,334528728,334528729,334528730,334528731,334528732,pull_request
334280605,6b3ad2d1d000d42dfe979610985887659870a994,,master,passed,521,2018-01-28 04:59:23 UTC,334280606,334280607,334280608,334280609,334280610,334280611,334280612,334280613,334280614,push
334276493,aeb3d1821fc27a099292cba40c4b712394c89957,215,master,passed,504,2018-01-28 04:22:16 UTC,334276494,334276495,334276496,334276497,334276498,334276499,334276500,334276501,334276502,pull_request
325516101,ff85fb036d90eda8518001242fcded1024e05c98,,master,passed,616,2018-01-06 18:02:36 UTC,325516104,325516105,325516111,325516112,325516113,325516116,325516118,325516119,325516121,push
325029135,cbd557fdad23476557657a27c6556021331dd518,213,master,errored,2972,2018-01-04 13:38:48 UTC,325029138,325029140,325029142,325029144,325029146,325029147,325029149,325029150,325029152,pull_request
322686293,e95bcf56a5bccc8237258d56b8211a4c4a548616,,master,passed,559,2017-12-28 21:52:29 UTC,322686294,322686295,322686296,322686298,322686301,322686304,322686311,322686312,322686315,push
322505191,dd2ac0cf5d5ab8703b872faae10fbc78d0d61512,212,master,errored,601,2017-12-28 10:56:14 UTC,322505192,322505193,322505194,322505195,322505196,322505197,322505198,322505199,322505200,pull_request
322338427,89f5378aa22c125b79e751f6d7670d3a172a0ced,,master,passed,547,2017-12-27 21:27:05 UTC,322338428,322338429,322338430,322338431,322338432,322338433,322338434,322338435,322338436,push
320639126,0f9a747f72205a4dcad8bcfdc41b1906a0f5b047,211,master,passed,677,2017-12-23 12:56:40 UTC,320639127,320639128,320639129,320639130,320639131,320639132,320639133,320639134,320639135,pull_request
311014421,cc68f18cd7e1157c71811df1396496a9db0e997d,,master,passed,694,2017-12-03 21:43:54 UTC,311014422,311014423,311014424,311014425,311014426,311014427,311014428,311014429,311014430,push
308841683,6ec71220120fd8c521d4e5de816735a316698b80,209,master,passed,512,2017-11-29 07:35:41 UTC,308841684,308841685,308841686,308841687,308841688,308841689,308841690,308841691,308841692,pull_request
300786475,5dbbc83f748fc3ad38585842b0aedab546d0ea1e,,v0.3.0,passed,450,2017-11-12 01:20:52 UTC,300786476,300786477,300786478,300786479,300786480,300786481,300786482,300786483,300786484,push
300786453,5dbbc83f748fc3ad38585842b0aedab546d0ea1e,,master,passed,568,2017-11-12 01:19:35 UTC,300786454,300786455,300786456,300786457,300786458,300786459,300786460,300786461,300786462,push
300287753,b3305fa14f9db02f7e474f2d91a9819efc3536ea,,master,passed,546,2017-11-10 18:00:40 UTC,300287754,300287755,300287756,300287757,300287758,300287760,300287762,300287763,300287764,push
297754478,7099f4245f7dfa6eb9f18401bf7d630ce059c1b1,208,master,passed,532,2017-11-06 00:55:29 UTC,297754479,297754480,297754481,297754482,297754483,297754484,297754485,297754486,297754487,pull_request
297643881,1b4412b5af55badc44e606777749f16bf519f4c6,,master,passed,633,2017-11-05 18:32:06 UTC,297643882,297643883,297643884,297643885,297643886,297643887,297643888,297643889,297643890,push
297103800,cc1d0fa569f20bd62274c807fd7acc757e52580b,206,master,passed,412,2017-11-04 05:33:31 UTC,297103801,297103802,297103803,297103804,297103805,297103806,297103807,297103808,297103809,pull_request
295601772,4709a210ef779ba605be9f8ccd971826ca1f8106,206,master,passed,424,2017-11-01 05:02:01 UTC,295601773,295601774,295601775,295601776,295601777,295601778,295601779,295601780,295601781,pull_request
288401266,079cf0c7a6b0145ebcf4103ec90380370cd89917,,master,passed,400,2017-10-16 04:19:14 UTC,288401267,288401268,288401269,288401270,288401271,288401272,288401273,288401274,288401276,push
288369800,89abfd966101f046f3c2696599f353703d42df1b,204,master,passed,433,2017-10-16 01:16:40 UTC,288369801,288369802,288369803,288369804,288369805,288369806,288369807,288369808,288369809,pull_request
