build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
619509672,0d00ccc114da3b82a2746ed22b80db8d31656f49,117,master,failed,894,2019-12-02 08:40:05 UTC,619509673,619509674,619509675,619509676,619509677,619509678,pull_request
619509665,f7c25b9f2611e226179d536360e90d8387b42f3a,,dependabot/pip/wemake-python-styleguide-0.13.1,failed,888,2019-12-02 08:37:15 UTC,619509666,619509667,619509668,619509669,619509670,619509671,push
619508937,6983a44bca068c0f6c92f599be453416a353eedd,,master,passed,897,2019-12-02 08:34:27 UTC,619508938,619508939,619508940,619508941,619508942,619508943,push
619505745,d55c9d3287d3ab849963ce339824041c57fcc528,,dependabot/pip/mypy-0.750,passed,871,2019-12-02 08:28:07 UTC,619505746,619505747,619505748,619505749,619505750,619505751,push
619505732,a28e14898e5dd63206b49e08ec8e7243386401a5,116,master,passed,901,2019-12-02 08:25:07 UTC,619505733,619505734,619505735,619505736,619505737,619505738,pull_request
619505233,1c82a8404cc19cd9739027eca148a2fd21331d3e,,master,errored,874,2019-12-02 08:22:28 UTC,619505234,619505235,619505236,619505237,619505238,619505239,push
619415284,a63d92354f57e5122947e3204778f4440feeb2b0,118,master,passed,946,2019-12-02 02:52:27 UTC,619415285,619415286,619415287,619415288,619415289,619415290,pull_request
619415272,5ff38a631829763079f76e7c3c9c0781f6c57355,,dependabot/pip/pytest-5.3.1,passed,919,2019-12-02 02:47:37 UTC,619415273,619415274,619415275,619415276,619415277,619415278,push
619415171,c63b9b9c72d7a2f6f11aa65950ffd547e80b44f5,117,master,failed,920,2019-12-02 02:44:36 UTC,619415172,619415173,619415174,619415175,619415176,619415177,pull_request
619415164,a4a806f389a7241886f67755c64e2703bfcfad5f,,dependabot/pip/wemake-python-styleguide-0.13.1,failed,903,2019-12-02 02:41:32 UTC,619415165,619415166,619415167,619415168,619415169,619415170,push
619415029,e37aa265a4a4510ed255b1caae76d05ef30f5d58,116,master,passed,985,2019-12-02 02:38:20 UTC,619415030,619415031,619415032,619415033,619415034,619415035,pull_request
619415020,b1d7c02c8e78d5cc61f9a30033d210ae993c7fe3,,dependabot/pip/mypy-0.750,passed,911,2019-12-02 02:35:27 UTC,619415021,619415022,619415023,619415024,619415025,619415026,push
616544923,064fdb36d198126d614d7e07deb5cbabaad34ebd,,master,passed,925,2019-11-25 07:28:40 UTC,616544924,616544925,616544926,616544927,616544928,616544929,push
616454249,93c58ac638baf195ba4db4c7ec46d73809400e85,115,master,passed,1264,2019-11-25 02:37:18 UTC,616454250,616454251,616454252,616454253,616454254,616454255,pull_request
616454231,5bd33b204abf00fdbced41192770beac473d9245,,dependabot/pip/pytest-5.3.0,passed,1578,2019-11-25 02:32:31 UTC,616454232,616454233,616454234,616454235,616454236,616454237,push
613456463,164700dd07c84d0053fa956d327cf537fbdcbddf,,master,passed,907,2019-11-18 11:26:04 UTC,613456464,613456465,613456466,613456467,613456468,613456469,push
613295249,0e259588e9facc4bc68271bb9e14ee7f966aad0e,114,master,failed,903,2019-11-18 02:45:03 UTC,613295250,613295251,613295252,613295253,613295254,613295255,pull_request
613295204,5cb127e1b12b9a9653a1ac372e7015f3bdd51cf2,,dependabot/pip/sphinx-autodoc-typehints-1.10.3,failed,873,2019-11-18 02:42:16 UTC,613295205,613295206,613295207,613295208,613295209,613295210,push
613294860,2118b00ecda4d995672b3ce18f0c2c6d501927a9,113,master,failed,863,2019-11-18 02:39:32 UTC,613294861,613294862,613294863,613294864,613294865,613294866,pull_request
613294853,f099dadfed9ee4a4778b6f2ab160f40cc8f3917a,,dependabot/pip/pytest-5.2.4,failed,879,2019-11-18 02:36:47 UTC,613294854,613294855,613294856,613294857,613294858,613294859,push
610793133,5595792216db48eb1edb7538b1571e050766e5d2,,master,passed,1247,2019-11-12 10:32:34 UTC,610793134,610793135,610793136,610793137,610793138,610793139,push
610656567,e625cbe50fc170564001153f25758468ffec9eec,112,master,passed,920,2019-11-12 02:32:48 UTC,610656568,610656569,610656570,610656571,610656572,610656573,pull_request
610656553,047942067951e6959b25cb3bbb3124ef5803b11c,,dependabot/pip/docs/sphinx-autodoc-typehints-1.10.3,passed,968,2019-11-12 02:29:42 UTC,610656554,610656555,610656556,610656557,610656558,610656559,push
610178314,9b624410f22580ddb0cbc2631589b6c61d8cffb0,,master,passed,903,2019-11-11 05:48:23 UTC,610178315,610178316,610178318,610178320,610178321,610178322,push
610178056,a6c086dd889da95db4e424c212f89bd88a7d3ba1,,master,passed,893,2019-11-11 05:45:34 UTC,610178057,610178058,610178059,610178060,610178061,610178062,push
610134951,b2cb29c64f7949a1c483e4dcc469486d39ece764,111,master,passed,946,2019-11-11 02:44:53 UTC,610134952,610134953,610134954,610134955,610134956,610134957,pull_request
610134944,3f743ed8803a245a2712d13e3708ea651d026d0e,,dependabot/pip/django-2.2.7,passed,958,2019-11-11 02:41:32 UTC,610134945,610134946,610134947,610134948,610134949,610134950,push
610134774,54cd9a01c940bee42fd87506b077220237068bea,110,master,passed,1008,2019-11-11 02:38:15 UTC,610134775,610134776,610134777,610134778,610134779,610134780,pull_request
610134655,ae8dd6759ef3a8b5f7de522adf5fad2dc05020b9,,dependabot/pip/sphinx-autodoc-typehints-1.10.2,errored,841,2019-11-11 02:35:23 UTC,610134656,610134657,610134658,610134659,610134660,610134661,push
608046357,0c02b2df520ad07953009fac651dd4ba96f683a1,,master,passed,931,2019-11-06 07:12:48 UTC,608046358,608046359,608046360,608046361,608046362,608046363,push
607977569,dc4aad44ca950127c4caf176f2e727b47b80ed58,109,master,passed,1062,2019-11-06 02:39:16 UTC,607977570,607977571,607977572,607977573,607977574,607977575,pull_request
607977537,f68202cd2d48db50ba1af07028db2438bccd2555,,dependabot/pip/docs/sphinx-autodoc-typehints-1.10.2,errored,1266,2019-11-06 02:35:22 UTC,607977538,607977539,607977540,607977541,607977542,607977543,push
607540081,5a23ac2a29b76dad4eb0edeacf8155aab1f26e13,,pyup-update-sphinx_autodoc_typehints-1.10.1-to-1.10.2,passed,914,2019-11-05 09:05:27 UTC,607540082,607540083,607540084,607540085,607540086,607540087,push
607540072,986ecf69a208498fd0eaf67753e808ef199db8d2,,pyup-update-sphinx_autodoc_typehints-1.10.1-to-1.10.2,canceled,0,,607540073,607540074,607540075,607540076,607540077,607540078,push
607540061,986ecf69a208498fd0eaf67753e808ef199db8d2,,master,passed,901,2019-11-05 09:02:39 UTC,607540062,607540063,607540064,607540065,607540066,607540067,push
