build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
335804478,57d8611ae86cc2cb71d6f1ab973476fc9bea5b7a,,v2.11.2,passed,665,2018-01-31 20:18:11 UTC,335804479,335804480,335804481,335804483,335804484,335804485,push
335803187,57d8611ae86cc2cb71d6f1ab973476fc9bea5b7a,,master,passed,674,2018-01-31 20:15:02 UTC,335803188,335803189,335803190,335803191,335803192,335803193,push
228951635,4f23b2d3262aeaf558b63b41612994b0d23bdc44,,master,passed,528,2017-05-05 00:17:27 UTC,228951636,228951637,228951638,228951640,228951642,228951643,push
228950682,a454055d81a6a4932b879dd544fd2ca75c224005,41,master,passed,588,2017-05-05 00:12:58 UTC,228950683,228950684,228950685,228950686,228950687,228950688,pull_request
228950609,4c51329ce0edb2077c010e37cc2a0a183459e10d,,flush,passed,541,2017-05-05 00:11:29 UTC,228950610,228950611,228950612,228950613,228950614,228950615,push
227453081,f61891e1ec9132fed6c15646cd2c156093abbad7,,2.11.0,passed,544,2017-04-30 22:25:10 UTC,227453082,227453083,227453084,227453085,227453086,227453087,push
227452546,f61891e1ec9132fed6c15646cd2c156093abbad7,,master,passed,581,2017-04-30 22:23:40 UTC,227452547,227452548,227452549,227452550,227452551,227452552,push
206497739,e3b8c772eb7879988ced9497be1a59df16bc4f03,,2.10.0,passed,537,2017-03-01 06:37:44 UTC,206497740,206497741,206497742,206497743,206497744,206497745,push
206497588,760c17db558ec8564bcb77b4d7534321c34cba83,,v2.9.9,passed,617,2017-03-01 06:36:11 UTC,206497589,206497590,206497591,206497592,206497593,206497594,push
206496907,e3b8c772eb7879988ced9497be1a59df16bc4f03,,master,passed,533,2017-03-01 06:32:54 UTC,206496908,206496909,206496910,206496911,206496912,206496913,push
206495776,f2d8a06d95ac42ba303f61a9517fe40345443c2d,,jupyterfix,passed,639,2017-03-01 06:28:57 UTC,206495777,206495778,206495779,206495780,206495783,206495786,push
206495245,dfd7eb9a857e354344d2cc9c90141e76dac8810b,38,master,passed,593,2017-03-01 06:27:26 UTC,206495246,206495247,206495248,206495249,206495250,206495251,pull_request
206495104,dfd7eb9a857e354344d2cc9c90141e76dac8810b,38,master,passed,554,2017-03-01 06:25:44 UTC,206495106,206495107,206495108,206495109,206495110,206495111,pull_request
206495089,e20c12bf02b5064d19743aece2fbca2a719c959f,,jupyterfix,passed,554,2017-03-01 06:24:13 UTC,206495090,206495092,206495093,206495094,206495095,206495096,push
158336467,760c17db558ec8564bcb77b4d7534321c34cba83,,master,passed,466,2016-09-08 01:47:05 UTC,158336468,158336469,158336470,158336471,158336472,158336473,push
158335982,2048e7e9ca6496d37176aa6e0ad8ab636bea6e78,36,master,passed,451,2016-09-08 01:42:55 UTC,158335983,158335984,158335985,158335986,158335987,158335988,pull_request
158335490,b7b263639b1b56141d6d5919dfd4d9ee74f6a797,,pycharm,passed,529,2016-09-08 01:38:28 UTC,158335491,158335492,158335493,158335494,158335495,158335496,push
158238198,33cd9cd313d805d58ff9897d5e9fae0fd0ed7a4e,,master,passed,467,2016-09-07 17:22:37 UTC,158238199,158238200,158238201,158238202,158238203,158238204,push
