build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
733874699,a2a70d6b4e0d1b73e29395b344ebc66bcd0ac76b,3492,master,passed,2588,2020-10-08 05:17:10 UTC,733874700,733874701,733874702,pull_request
733553920,e189afafd60e90e7a1728296ce0d9241e8a83005,3491,master,passed,2777,2020-10-07 05:25:45 UTC,733553921,733553922,733553923,pull_request
733553746,8a6a9d9622eef3491d9f66d43d1081793089680f,3490,master,passed,2651,2020-10-07 05:20:23 UTC,733553747,733553748,733553749,pull_request
733485285,6650197a70aabc0f4012ef8ee989c42810c287f0,3489,master,passed,2525,2020-10-06 22:14:13 UTC,733485286,733485287,733485288,pull_request
733054021,248efc438dd024037cc02e920995e3e10456a6e8,3487,master,passed,2620,2020-10-05 18:13:00 UTC,733054022,733054023,733054024,pull_request
733053864,1548be893766eb9c07887d07b1ff5ba85e5dfa64,3486,master,passed,2711,2020-10-05 17:54:57 UTC,733053865,733053866,733053867,pull_request
733053854,2b14c5a60873c21742fe133f35a42b47f562f516,3488,master,passed,2681,2020-10-05 17:54:54 UTC,733053855,733053856,733053857,pull_request
733015827,a45f57fa22ec9ee0d899f1b9821a85e516ef69d1,3485,master,passed,2740,2020-10-05 15:58:20 UTC,733015828,733015829,733015830,pull_request
732859258,7efeab9c697620b8d72601dc3188aa21fb2c4f31,3484,master,passed,2497,2020-10-05 05:30:52 UTC,732859259,732859260,732859261,pull_request
732701460,572d51fbc38715dfc065672b79c56d1037ba30e2,3483,master,passed,2545,2020-10-04 13:01:13 UTC,732701461,732701462,732701463,pull_request
732690632,056c28ef504778de51ab1be2930e84ed70766495,3482,master,passed,2505,2020-10-04 11:30:09 UTC,732690633,732690634,732690635,pull_request
732597356,c73bf053c10e8b6750b821ef71510b096825a3fb,3480,master,passed,2558,2020-10-03 21:03:53 UTC,732597357,732597358,732597359,pull_request
732155978,2d49e4af23324750450791cf19a044233bdb4eeb,3479,master,passed,2580,2020-10-02 05:17:19 UTC,732155979,732155980,732155981,pull_request
732155960,8da7880e75857102dd68d6e89c17ea7c9240cfc5,3478,master,passed,2617,2020-10-02 10:44:45 UTC,732155961,732155962,732155963,pull_request
