build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
668857558,05dacbebd5986e7a6764b4e42c522bafe50a19f1,360,master,passed,4478,2020-03-30 17:05:59 UTC,668857559,668857560,668857561,668857562,668857563,668857564,668857565,668857566,pull_request
668857529,9f355ef055cbe04a4b4c81734e2d8105c7424ccd,,phillips-ouliaris,passed,4435,2020-03-30 17:05:54 UTC,668857530,668857531,668857532,668857533,668857534,668857535,668857536,668857537,push
668798134,1e01de562be1326a0461fc1c3e409f4777cca47f,360,master,passed,4363,2020-03-30 15:00:51 UTC,668798135,668798139,668798141,668798142,668798143,668798144,668798145,668798146,pull_request
668798084,7909e3a55496c038972a51fdaaec074fcd67645e,,phillips-ouliaris,passed,4465,2020-03-30 14:48:49 UTC,668798085,668798086,668798087,668798088,668798089,668798090,668798091,668798092,push
668510647,1cf70512c648ede8f6269f70586496535134502b,360,master,passed,4482,2020-03-29 23:01:01 UTC,668510648,668510649,668510650,668510651,668510652,668510653,668510654,668510655,pull_request
668510636,d5817f094fc62ef713cf0b131aed0a466a89955b,,phillips-ouliaris,passed,4363,2020-03-29 22:47:28 UTC,668510637,668510638,668510639,668510640,668510641,668510642,668510643,668510644,push
668509324,eb30ac30d43d473a3e3d804e4857825a44620c6e,360,master,canceled,4142,2020-03-29 22:26:47 UTC,668509325,668509326,668509327,668509328,668509329,668509330,668509331,668509332,pull_request
668509315,e7d1220b7249933f476668e6ead785d83c02b7d1,,phillips-ouliaris,canceled,1733,2020-03-29 22:26:49 UTC,668509316,668509317,668509318,668509319,668509320,668509321,668509322,668509323,push
668385884,56c045687ac46bf8e6170f1b3e645121d359faa8,360,master,passed,4192,2020-03-29 14:48:01 UTC,668385885,668385886,668385887,668385888,668385889,668385890,668385891,668385892,pull_request
668385873,7a55c64e2739ca75d04dcd86ebd8d9d6af5835ba,,phillips-ouliaris,passed,4244,2020-03-29 14:47:57 UTC,668385874,668385875,668385876,668385877,668385878,668385879,668385880,668385881,push
668367213,4af55c19c95c89e219dc29029b7d0e717ffca586,360,master,failed,4250,2020-03-29 13:44:53 UTC,668367214,668367215,668367216,668367217,668367218,668367219,668367220,668367221,pull_request
668367193,b48e480bdc6dfb9991ed50a1ebd75530d98be56a,,phillips-ouliaris,failed,4262,2020-03-29 13:44:49 UTC,668367194,668367195,668367196,668367197,668367198,668367199,668367200,668367201,push
667823548,f2f2ec5c560e706f4106c9afc0354a3d145f0829,360,master,passed,4367,2020-03-27 18:00:25 UTC,667823549,667823550,667823551,667823552,667823553,667823554,667823555,667823556,pull_request
667823516,e5f5d291eeb33acad8a3367e0a9c6c666940a2ff,,phillips-ouliaris,passed,4355,2020-03-27 18:00:12 UTC,667823517,667823518,667823519,667823520,667823521,667823522,667823523,667823524,push
667773801,9b86ab3ce07d773ee1efbba340e5a2b9d064627f,360,master,failed,4209,2020-03-27 16:04:58 UTC,667773802,667773803,667773804,667773805,667773806,667773807,667773808,667773809,pull_request
667773780,7621661b93c3bce67c31a13ef346377e5d29a827,,phillips-ouliaris,failed,4166,2020-03-27 16:04:57 UTC,667773781,667773782,667773783,667773784,667773785,667773786,667773787,667773788,push
667680859,59dbaff554a520640aecd2c25400f27ce16c3cf8,,master,passed,4289,2020-03-27 13:06:09 UTC,667680860,667680861,667680862,667680863,667680864,667680865,667680866,667680867,push
667680714,093645d6e8ffd979ba93760d333bf96d5b52dac8,359,master,errored,288,2020-03-27 13:03:25 UTC,667680715,667680716,667680717,667680718,667680719,667680720,667680721,667680722,pull_request
667680684,a31057cca3701ac029a102a03e11a15dbe05504a,,ccr-fmols,errored,286,2020-03-27 12:59:48 UTC,667680685,667680686,667680687,667680688,667680689,667680690,667680691,667680692,push
667677275,3f55fda933949fb304bd4345ec0f4a9b8be7377c,359,master,canceled,0,,667677276,667677277,667677278,667677279,667677280,667677281,667677282,667677283,pull_request
667677260,547e9a7a9a7d723e4c96063d6c7e89c2179e6e71,,ccr-fmols,errored,3250,2020-03-27 12:45:52 UTC,667677261,667677262,667677263,667677264,667677265,667677266,667677267,667677268,push
667668670,d8931dc7743bfedbb9a1b2b69f313bf8fd8de026,359,master,passed,4341,2020-03-27 12:17:05 UTC,667668671,667668672,667668673,667668674,667668675,667668676,667668677,667668678,pull_request
667668643,1606a1529ae600f43fc4e038bd05cc9df73d2ccc,,ccr-fmols,passed,4271,2020-03-27 12:17:02 UTC,667668644,667668645,667668646,667668647,667668648,667668649,667668650,667668651,push
667505441,ecc57a9c595283bfa85e801a040d81601bb79058,359,master,passed,4247,2020-03-27 00:22:40 UTC,667505442,667505443,667505444,667505445,667505446,667505447,667505448,667505449,pull_request
667505419,e64ec395d59dcfc776762a7911ee3858eee2f579,,ccr-fmols,passed,4239,2020-03-27 00:22:33 UTC,667505420,667505421,667505422,667505423,667505424,667505425,667505426,667505427,push
667396986,04ffc8695dddae7e92af1c5c73d499337751dabe,359,master,failed,4207,2020-03-26 18:57:35 UTC,667396987,667396988,667396989,667396990,667396991,667396992,667396993,667396994,pull_request
667396938,5e30780547b9143cdb57fb63907558d3f4be1cc2,,ccr-fmols,failed,4163,2020-03-26 18:57:29 UTC,667396939,667396940,667396941,667396942,667396943,667396944,667396945,667396946,push
666692280,792eb71734cae7722ef1506710d37da6c297b6d9,360,master,failed,3726,2020-03-25 09:07:10 UTC,666692282,666692283,666692284,666692285,666692286,666692287,666692288,666692289,pull_request
666692236,08c3763061faaeeb56267bca1fa647ba6b2c5a8c,,phillips-ouliaris,failed,3706,2020-03-25 08:57:02 UTC,666692237,666692238,666692240,666692241,666692243,666692244,666692245,666692246,push
666125527,7c47995daa78186c32c5537c01d85b341f915d8b,360,master,passed,4014,2020-03-24 00:19:00 UTC,666125529,666125530,666125531,666125532,666125533,666125534,666125535,666125536,pull_request
666125496,3263b536e4f3f42cdea087fae2f08ad61c3c4d23,,phillips-ouliaris,passed,4008,2020-03-24 00:19:01 UTC,666125497,666125498,666125499,666125500,666125502,666125503,666125504,666125506,push
665987556,867e5bd5eb0fea5d260e6c1da0af8436bc79d00d,360,master,passed,4340,2020-03-23 18:01:49 UTC,665987557,665987558,665987559,665987560,665987561,665987562,665987563,665987564,pull_request
665987445,46924d0c1882bd812263f7c18857e2ec463f5327,359,master,passed,4307,2020-03-23 17:49:42 UTC,665987447,665987449,665987450,665987451,665987452,665987453,665987454,665987455,pull_request
665979414,60ffa68224f7d47d77765fb2f74730c186ec2770,,ccr-fmols,passed,4269,2020-03-23 17:33:54 UTC,665979415,665979416,665979417,665979418,665979419,665979420,665979421,665979422,push
665841806,4e8689ae1bd64fac423b1cafb513a0aa779d4a20,,ccr-fmols,passed,4105,2020-03-23 12:42:43 UTC,665841807,665841808,665841809,665841810,665841811,665841812,665841813,665841814,push
665650688,d3b19c7e5d2a7945b0203d8c512be0727bd55a52,,ccr-fmols,failed,3746,2020-03-22 23:48:33 UTC,665650689,665650690,665650691,665650692,665650693,665650694,665650695,665650696,push
664944763,84e8b2a3a3d363cc6c020ca39c4d36a4266ece62,,phillips-ouliaris,passed,3952,2020-03-20 17:22:47 UTC,664944765,664944767,664944768,664944769,664944770,664944771,664944772,664944773,push
664943003,292d63422d8aa3111d6f88d589db17e9cd7e4847,,phillips-ouliaris,errored,3024,2020-03-20 17:12:47 UTC,664943004,664943005,664943006,664943007,664943008,664943009,664943010,664943011,push
664910248,eab0a5bae61360b51128b97f2b971b4756ff7af6,,temp,passed,3922,2020-03-20 15:59:06 UTC,664910250,664910251,664910252,664910253,664910254,664910255,664910256,664910257,push
664810638,d2fe1719819e1c698b3b4e8f696f5bcd11b9220a,,phillips-ouliaris,passed,3952,2020-03-20 11:42:08 UTC,664810639,664810640,664810641,664810642,664810643,664810644,664810645,664810646,push
664641045,eab0a5bae61360b51128b97f2b971b4756ff7af6,,phillips-ouliaris,passed,3949,2020-03-19 23:36:09 UTC,664641046,664641047,664641048,664641049,664641050,664641051,664641052,664641053,push
664618428,3e8f966376727d0054bb41bd2811400a20c16b0a,,phillips-ouliaris,passed,3953,2020-03-19 22:15:38 UTC,664618429,664618430,664618431,664618432,664618433,664618434,664618435,664618436,push
664318772,85da1e674242265c458fca7d57448569d75a624e,,phillips-ouliaris,passed,3828,2020-03-19 09:54:10 UTC,664318773,664318774,664318775,664318777,664318778,664318780,664318782,664318784,push
664187217,dc00ab7fa0f971d4c08df0b8cdb34ff624a80194,,phillips-ouliaris,passed,3946,2020-03-19 00:11:55 UTC,664187218,664187219,664187220,664187221,664187222,664187223,664187224,664187227,push
664170682,0bb10f07d1bc83eb5cf5388398be92a280f4b638,,phillips-ouliaris,failed,3700,2020-03-18 23:09:17 UTC,664170683,664170684,664170685,664170686,664170687,664170688,664170689,664170690,push
663742796,a8182fa504f0a5c30c5b92288d3f1ee0be84410c,,phillips-ouliaris,passed,3861,2020-03-18 00:19:43 UTC,663742797,663742798,663742799,663742800,663742801,663742802,663742803,663742804,push
663560066,1469308358d988672b9532b30d58560af2e2b698,,master,passed,3959,2020-03-17 16:12:10 UTC,663560067,663560068,663560069,663560070,663560071,663560072,663560073,663560074,push
663548510,30c655458909ccc9e3ee77f8b923d9b81e456858,358,master,errored,3453,2020-03-17 15:15:40 UTC,663548511,663548512,663548513,663548514,663548515,663548516,663548517,663548518,pull_request
663548501,062f6607f954368f52c6a793b22ee41ef134191b,,eg-name,passed,3930,2020-03-17 15:15:39 UTC,663548502,663548503,663548504,663548505,663548506,663548507,663548508,663548509,push
663298286,348817365230730e463e1abd37e951ed3f5824e6,358,master,passed,3890,2020-03-17 00:25:58 UTC,663298287,663298288,663298289,663298290,663298291,663298292,663298293,663298294,pull_request
663298238,1fb41b4b8a5caf3d21259162915b40fa9fea2224,,eg-name,passed,3875,2020-03-17 00:15:32 UTC,663298239,663298240,663298241,663298242,663298243,663298244,663298245,663298246,push
663278153,36d59b4c1e8a26e83714f0a54600b633457b719b,,master,passed,3887,2020-03-16 23:07:55 UTC,663278154,663278155,663278156,663278157,663278158,663278159,663278160,663278161,push
663125573,e2193dd5595bb4b88fec79c574dec304cc9e5caa,356,master,passed,3851,2020-03-16 22:33:55 UTC,663125574,663125575,663125576,663125577,663125578,663125579,663125580,663125581,pull_request
663125551,bb454fa4b6933be8a369a48d4ce2fb78ce0e7eb9,,aja-dynamic-ols,passed,3980,2020-03-16 15:53:15 UTC,663125552,663125553,663125554,663125555,663125556,663125557,663125558,663125559,push
663125410,fd408376716f537754b7105f82f5e73396cb60ac,356,master,canceled,0,,663125411,663125412,663125413,663125414,663125415,663125416,663125417,663125418,pull_request
663125383,5db3d5873cbf5fe8039e121dd0b196eb95ecd6f1,,aja-dynamic-ols,canceled,0,,663125384,663125385,663125386,663125387,663125388,663125389,663125390,663125391,push
663122471,4932d889c7c62f2766363eae20e04e2dc714b366,,aja-dynamic-ols,canceled,418,2020-03-16 15:45:22 UTC,663122472,663122473,663122474,663122475,663122476,663122477,663122478,663122479,push
663122445,7ab83b1aa84c358c26c64384e2a36772bb8b9bc6,356,master,canceled,1656,2020-03-16 15:45:17 UTC,663122446,663122447,663122448,663122449,663122450,663122452,663122453,663122454,pull_request
663050126,326305a7ea8bfe4811cf897f1fc0d633aae0639b,356,master,passed,3831,2020-03-16 12:59:49 UTC,663050127,663050128,663050129,663050130,663050131,663050132,663050133,663050134,pull_request
663050102,66d93e40711fed254a7f8bfcd3a3e65e56fcf451,,aja-dynamic-ols,passed,3852,2020-03-16 12:49:40 UTC,663050103,663050104,663050105,663050106,663050107,663050108,663050109,663050110,push
662972271,29b18bc36aaad4aaa041ce65338a649db7d7e924,356,master,passed,3747,2020-03-16 08:45:04 UTC,662972272,662972273,662972274,662972275,662972276,662972277,662972278,662972279,pull_request
662851808,e6d0dbe6aedcc22c0898c6bfae525147d18dbe61,,aja-dynamic-ols,passed,3575,2020-03-15 23:14:39 UTC,662851809,662851810,662851811,662851812,662851813,662851814,662851815,662851816,push
662077603,12238c569bea817ea84d77203862fc858132bdf1,,aja-dynamic-ols,passed,3757,2020-03-13 18:13:01 UTC,662077604,662077605,662077606,662077607,662077608,662077609,662077610,662077611,push
662027270,f20bcda2fe53730c080033d74fa1ac35616a98a7,,aja-dynamic-ols,passed,3715,2020-03-13 16:06:53 UTC,662027271,662027272,662027273,662027274,662027276,662027277,662027278,662027279,push
662020742,b26af493a87502d5745a5eb46c5c183ef6a3b568,,aja-dynamic-ols,failed,3789,2020-03-13 15:50:45 UTC,662020743,662020744,662020745,662020746,662020747,662020748,662020749,662020750,push
661999328,465addd1e8c24224c69c64aa4ba5fd85fd1d1a26,,aja-dynamic-ols,failed,3592,2020-03-13 15:00:46 UTC,661999329,661999330,661999331,661999332,661999333,661999334,661999335,661999336,push
661981419,4425ea0c5944efbb8cdc2ef1590eda8f9f8fed60,,aja-dynamic-ols,failed,3684,2020-03-13 14:18:59 UTC,661981420,661981421,661981422,661981423,661981424,661981425,661981426,661981427,push
661216618,2fa020aaebb872585b6e080fa55f660a110d6f36,,master,passed,3607,2020-03-11 18:47:14 UTC,661216619,661216620,661216621,661216622,661216623,661216624,661216625,661216626,push
661176234,77c24fe0b507a269200f4fb2d7cbed187f6b50dc,,master,passed,3730,2020-03-11 17:07:01 UTC,661176236,661176237,661176239,661176241,661176242,661176243,661176244,661176246,push
661138948,330a7f78d7997790b1d5085df01be325385fefe3,354,master,passed,3886,2020-03-11 16:05:04 UTC,661138949,661138950,661138951,661138952,661138953,661138954,661138956,661138957,pull_request
661138914,64d56b26e787fd36ee10e9547ce7822dbce80fff,,engle-granger,passed,3730,2020-03-11 15:52:39 UTC,661138915,661138916,661138917,661138918,661138919,661138920,661138921,661138922,push
661132994,1d54e79aae89b32dd905ec08c633fa1ff0b4ce5b,354,master,passed,3771,2020-03-11 15:37:33 UTC,661132995,661132996,661132997,661132998,661132999,661133000,661133001,661133002,pull_request
661132979,b8c198d2dfbc6cf787820979049272f2d9c4418b,,engle-granger,failed,3671,2020-03-11 15:27:39 UTC,661132980,661132981,661132982,661132983,661132984,661132985,661132986,661132987,push
661081627,00e18a0e746eb850db019deb748815d23075054e,354,master,failed,3634,2020-03-11 13:38:25 UTC,661081628,661081629,661081630,661081631,661081632,661081633,661081634,661081635,pull_request
661081613,65da14e71d59de008a72ad6c7d6057a857d5fc63,,engle-granger,failed,3739,2020-03-11 13:28:08 UTC,661081614,661081615,661081616,661081617,661081618,661081619,661081620,661081621,push
661075543,e4e7a2be8e364377c9c95572369d869197287d0d,354,master,canceled,89,2020-03-11 13:25:47 UTC,661075544,661075545,661075546,661075547,661075548,661075549,661075550,661075551,pull_request
661075499,5648d27de8e351835461a0e68eeed2d53c3f792a,,engle-granger,canceled,3235,2020-03-11 13:14:30 UTC,661075500,661075501,661075502,661075503,661075504,661075505,661075506,661075507,push
661074986,6b8f48efec51fbb29f27f0d4956dcea1a2f8202b,354,master,canceled,0,,661074987,661074988,661074989,661074990,661074991,661074992,661074993,661074994,pull_request
661074847,0f4c1915c75bbdcbb82606e2d8de1e194648f37f,,engle-granger,canceled,554,2020-03-11 13:11:45 UTC,661074848,661074849,661074850,661074851,661074852,661074853,661074854,661074855,push
660858195,bce62ce5d89df8017fb0153a1c5c260b0369e66b,,engle-granger,failed,3504,2020-03-10 23:28:20 UTC,660858196,660858197,660858198,660858199,660858200,660858201,660858202,660858203,push
660840467,ca506a1cce5bbbe4efba7d05f84360e687c53b56,,engle-granger,failed,3524,2020-03-10 22:25:45 UTC,660840468,660840469,660840470,660840471,660840472,660840473,660840474,660840475,push
660626082,c27b77731e0ac5091a7a870c5569a46a6bc05564,,engle-granger,passed,3584,2020-03-10 13:31:17 UTC,660626083,660626085,660626086,660626087,660626088,660626089,660626090,660626091,push
660536484,868f5b4554225848f7cb0434d50593947629f550,,master,passed,3607,2020-03-10 09:24:39 UTC,660536485,660536486,660536487,660536488,660536489,660536490,660536491,660536492,cron
657261079,868f5b4554225848f7cb0434d50593947629f550,,master,passed,3743,2020-03-02 11:56:24 UTC,657261080,657261081,657261082,657261083,657261084,657261085,657261086,657261087,push
657219946,4e2d0bd19982952c5e64e67ff6a5879a2c41ead2,,master,passed,3639,2020-03-02 10:19:00 UTC,657219947,657219948,657219949,657219950,657219951,657219952,657219953,657219954,push
657219921,1d2f5a7f902e2d78eb07f578d6c9b457a3279759,353,master,errored,282,2020-03-02 10:08:09 UTC,657219922,657219923,657219924,657219925,657219926,657219927,657219928,657219929,pull_request
657219896,622d064e10bd96f53a71ccc370df6659a7174b2c,,sim-doc,errored,268,2020-03-02 10:05:05 UTC,657219897,657219898,657219899,657219900,657219901,657219902,657219903,657219904,push
657212654,398bb9453d1dbaedd143ac4479dc6f7eb50b8e76,353,master,errored,2962,2020-03-02 09:50:16 UTC,657212655,657212656,657212657,657212658,657212659,657212660,657212661,657212662,pull_request
657212629,d1ef49d48001ba37c432a43fc198bfbc6ed73bd7,,sim-doc,passed,3642,2020-03-02 09:40:12 UTC,657212630,657212631,657212632,657212633,657212634,657212635,657212636,657212637,push
657212410,f317e719cd33f0b6ed6a9c70540bb65a4472b6e1,353,master,canceled,0,,657212411,657212412,657212413,657212414,657212415,657212416,657212417,657212418,pull_request
657212234,4c613a3f51f5ef414ff5ef1429fd0641ad39b18e,,sim-doc,errored,245,2020-03-02 09:38:37 UTC,657212235,657212236,657212237,657212238,657212239,657212240,657212241,657212242,push
654198854,f34121365a24583f4ebbefee2c1f2dd584928e1e,,varhac,passed,3611,2020-02-23 23:26:21 UTC,654198855,654198857,654198859,654198870,654198874,654198890,654198900,654198908,push
654192205,d09f878604a4e8f692d93ef7a0d8c13d10af4b78,,varhac,failed,3608,2020-02-23 22:52:02 UTC,654192206,654192207,654192208,654192209,654192210,654192211,654192212,654192213,push
654187534,528b86bf823fd86263450d012f35f1de6a3bf0d6,,varhac,failed,3644,2020-02-23 22:27:36 UTC,654187535,654187536,654187537,654187538,654187539,654187540,654187541,654187542,push
654184708,fcb24a51502a44b071ac74af6eb3f13012e98758,,varhac,failed,3585,2020-02-23 22:14:08 UTC,654184709,654184710,654184711,654184712,654184713,654184714,654184715,654184716,push
653949776,31d3bd6d53a64bbd6c6bab78aed559852cae840d,,varhac,failed,3641,2020-02-23 00:18:14 UTC,653949777,653949778,653949779,653949780,653949781,653949782,653949783,653949784,push
653694669,2df9e0916b5e0a84c0c5477adae751aea48ba17d,,varhac,failed,3642,2020-02-22 00:31:08 UTC,653694670,653694671,653694672,653694673,653694674,653694675,653694676,653694677,push
653579888,ffc4a693e6465cb6c42a29090fef6ac880d13b67,,varhac,failed,3658,2020-02-21 18:36:20 UTC,653579890,653579891,653579892,653579893,653579894,653579895,653579896,653579897,push
653239246,e87a632be78a55829957c4b8f4314322dc8152f6,,varhac,passed,3690,2020-02-20 23:50:15 UTC,653239247,653239248,653239249,653239250,653239251,653239252,653239253,653239254,push
652926297,7e17fb99e0195e2645a5bcac44e6e24a605806ac,,varhac,passed,3593,2020-02-20 10:49:00 UTC,652926298,652926299,652926300,652926301,652926302,652926303,652926304,652926305,push
652757312,c7a137356bed7f2e9c5741f42f1db8390974948c,,varhac,failed,3588,2020-02-19 23:56:30 UTC,652757313,652757314,652757315,652757316,652757317,652757318,652757319,652757320,push
652742590,2ff9317b38b09a18d284d09cb0e88adcbaa3aa8b,,varhac,failed,3561,2020-02-19 23:12:34 UTC,652742591,652742592,652742593,652742594,652742595,652742596,652742597,652742598,push
652576165,473431cbebf1c6cb793dd5c5b736ebffacccf1ed,,master,passed,3778,2020-02-19 17:15:44 UTC,652576166,652576167,652576168,652576169,652576170,652576171,652576172,652576173,push
652576040,1e98c3c2a35eee9b928ab24292e6d889a5a15b62,352,master,errored,283,2020-02-19 17:13:11 UTC,652576041,652576042,652576043,652576044,652576045,652576046,652576047,652576048,pull_request
652575984,706e14944277412f61786764b1c59d503d7323a3,,politis-white,errored,279,2020-02-19 17:07:44 UTC,652575985,652575986,652575987,652575988,652575989,652575990,652575991,652575992,push
652572859,0c78b442f8dc107427077c1f4cb3f386038fda8b,,varhac,failed,3698,2020-02-19 16:58:21 UTC,652572860,652572861,652572862,652572863,652572864,652572865,652572866,652572867,push
652547731,5413d8b54e9cd7630590c14eb1cf44867bb5c92e,352,master,passed,3703,2020-02-19 16:12:42 UTC,652547732,652547733,652547734,652547735,652547736,652547737,652547738,652547739,pull_request
652547673,b94d30a705421876e22fac1bab2faa84eb8dc99a,,politis-white,passed,3671,2020-02-19 16:03:12 UTC,652547674,652547675,652547676,652547677,652547678,652547679,652547680,652547681,push
652534696,10add7fc69faf76a18d15a4d0c72d4756cffac17,,dynamic-ols,passed,3657,2020-02-19 15:22:19 UTC,652534697,652534698,652534699,652534700,652534701,652534702,652534703,652534704,push
652397135,7867ad944bb2c5cd2147820963c84cdac0123b80,352,master,errored,1261,2020-02-19 09:51:06 UTC,652397136,652397137,652397138,652397139,652397140,652397141,652397142,652397143,pull_request
652397100,0af77718e19881f350ee08ef0cdf29b445665abb,,politis-white,errored,1293,2020-02-19 09:45:32 UTC,652397101,652397102,652397103,652397104,652397105,652397106,652397107,652397108,push
652396953,52c02aa98a1f49ba81c05f4259dc5d509d264bad,,politis-white,canceled,0,,652396954,652396955,652396956,652396957,652396958,652396959,652396960,652396961,push
652261054,87fb10c502c32d723d74b8dde06233227ba955f4,,politis-white,passed,3632,2020-02-19 01:00:29 UTC,652261055,652261056,652261057,652261058,652261059,652261060,652261061,652261062,push
652260807,f4a75832aedb70ee2e30cf4e9861790ae2f53ac6,,politis-white,canceled,0,,652260808,652260809,652260810,652260811,652260812,652260813,652260814,652260815,push
652247046,8e1808189e742bf0828aa3f458f1ee5aae9b8e71,,politis-white,failed,3598,2020-02-19 00:10:12 UTC,652247047,652247048,652247049,652247050,652247051,652247052,652247053,652247054,push
652246542,382eea87c0cd11937bedbaf7f74949aafc7aa353,,politis-white,errored,1528,2020-02-19 00:07:37 UTC,652246543,652246544,652246545,652246546,652246547,652246548,652246549,652246550,push
650671707,2124ae8ee35bb1f3f60f8c8ef7c09d5906089620,,master,passed,3565,2020-02-14 23:48:25 UTC,650671709,650671711,650671712,650671714,650671715,650671716,650671718,650671719,push
650619762,89d462e8f912d07bea1260f3f784b7cc0a794e2e,350,master,passed,3605,2020-02-14 21:29:32 UTC,650619763,650619764,650619765,650619766,650619767,650619768,650619769,650619770,pull_request
650619753,614c966108981057a7173caaeb5414e01742bea2,,lrcov,passed,3625,2020-02-14 21:15:28 UTC,650619754,650619755,650619756,650619757,650619758,650619759,650619760,650619761,push
650617909,3526e8765440310974eb72addaa05d9fae81a66e,350,master,canceled,0,,650617910,650617911,650617912,650617913,650617914,650617915,650617916,650617917,pull_request
650617856,02c15b4a79b2ecb094bc05268700873b981526d5,,lrcov,errored,2809,2020-02-14 21:06:49 UTC,650617857,650617859,650617860,650617861,650617862,650617863,650617865,650617866,push
650569904,1542e7bb88a2e2a4e64e61372a928bac0c3753b3,350,master,passed,3638,2020-02-14 19:07:14 UTC,650569905,650569906,650569907,650569908,650569909,650569910,650569911,650569912,pull_request
650569856,798e6be195a873cb6eb8b960f24ca1d6299a830a,,lrcov,passed,3631,2020-02-14 19:11:36 UTC,650569857,650569858,650569859,650569860,650569861,650569862,650569863,650569864,push
650533292,9a8c58cb34f1aaec7290c9dd4df8459351450119,350,master,passed,3634,2020-02-14 17:21:18 UTC,650533293,650533294,650533295,650533296,650533297,650533298,650533299,650533300,pull_request
650528676,b4abe66437dcbcf66a7b8bbd49b30524fb0c26ea,,lrcov,passed,3609,2020-02-14 17:00:38 UTC,650528677,650528678,650528679,650528680,650528681,650528682,650528683,650528684,push
650505685,5bf9a486b795df5d3919be31fc564bbce08e8f48,,dynamic-ols,failed,3361,2020-02-14 16:06:05 UTC,650505686,650505687,650505688,650505689,650505690,650505691,650505692,650505693,push
650441462,bedd8f3f16c5379ee4688dc690c0a73af9a15605,,dynamic-ols,passed,3607,2020-02-14 13:36:56 UTC,650441463,650441464,650441465,650441466,650441467,650441468,650441469,650441470,push
650216966,ddab6c6a25562aeefc278333eeef6723efa45e3c,,dynamic-ols,passed,3572,2020-02-14 00:11:13 UTC,650216967,650216968,650216969,650216970,650216971,650216972,650216973,650216974,push
650145564,35b9c3c6230555b59dfad31820013b5a5db2c573,,dynamic-ols,errored,3243,2020-02-13 20:46:06 UTC,650145565,650145566,650145567,650145568,650145569,650145570,650145571,650145572,push
649556430,0481c2b33dc7fbd9592a6bd377bfc6bc4186a37b,,dynamic-ols,passed,3647,2020-02-12 17:16:54 UTC,649556431,649556432,649556433,649556434,649556435,649556436,649556437,649556438,push
649554855,6206bca98bcedb397103e34d8fa375f74c88dcac,,dynamic-ols,errored,2775,2020-02-12 17:08:08 UTC,649554856,649554857,649554858,649554859,649554860,649554861,649554862,649554863,push
649384845,b32842432c1be650238915312720df3be23fb36e,,dynamic-ols,failed,3545,2020-02-12 10:42:20 UTC,649384855,649384857,649384858,649384859,649384863,649384865,649384867,649384868,push
649215974,a2e73f2170c0f1723ea75ee246ddfc0c5c98c35d,,dynamic-ols,failed,3572,2020-02-12 00:31:56 UTC,649215975,649215976,649215977,649215978,649215979,649215980,649215981,649215982,push
649017718,cb8088f35ea248d195281c04762b54693ebb3e31,,dynamic-ols,passed,3667,2020-02-11 17:11:19 UTC,649017719,649017720,649017721,649017722,649017723,649017724,649017725,649017726,push
648896174,3c0d6eeafa686927ff7c0d1e1c35c8a86da84c4f,,dynamic-ols,failed,3628,2020-02-11 13:01:17 UTC,648896175,648896176,648896177,648896178,648896179,648896180,648896181,648896182,push
