build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
718734118,a0fcfb09d3a22cf8d77b0168346ae76be31147f8,,2.0.0,errored,311,2020-08-17 19:08:42 UTC,718734119,718734120,718734121,push
718732703,a0fcfb09d3a22cf8d77b0168346ae76be31147f8,,master,passed,404,2020-08-17 19:03:08 UTC,718732705,718732706,718732708,push
718732512,a0fcfb09d3a22cf8d77b0168346ae76be31147f8,,develop,passed,409,2020-08-17 19:02:10 UTC,718732513,718732514,718732515,push
718731332,c3961a8eb0d4aa66627c1ce4c66e1e6c46392752,107,develop,passed,429,2020-08-17 18:59:03 UTC,718731333,718731334,718731335,pull_request
718731165,66d80872468cef7473147dec933050dfabc37f84,,feature/make-release,passed,414,2020-08-17 18:58:26 UTC,718731166,718731167,718731168,push
718723637,251c01d642be60547a56852c05d82f7b9e78cc28,,develop,passed,390,2020-08-17 18:31:12 UTC,718723638,718723639,718723640,push
718720092,7a261ef2cd8dfca23c5131d9ae587b6c1059be5d,106,develop,passed,408,2020-08-17 18:19:40 UTC,718720093,718720094,718720095,pull_request
718719767,a41f543cb424dca6f2eeda79e6a83ab8819ee997,,feature/updates-py38,passed,397,2020-08-17 18:18:27 UTC,718719768,718719769,718719770,push
717317163,f92ecfc5f299a766a8f57535b60dee3d2b3a63cf,105,develop,failed,436,2020-08-12 16:26:40 UTC,717317164,717317165,717317166,pull_request
717317131,a3a3ca9ee3cf4c8653c685825058349048c143bc,,ariddell-patch-1,failed,409,2020-08-12 16:26:35 UTC,717317132,717317133,717317134,push
717212576,d9bf126054f760f7c39b85e52a54d02b5ba99a4b,104,develop,failed,406,2020-08-12 10:46:37 UTC,717212577,717212578,717212579,pull_request
717206858,7ccabf3a2e116bdd28abebfc0a501279457ff8be,104,develop,failed,464,2020-08-12 10:22:33 UTC,717206859,717206860,717206861,pull_request
717205339,9a97daf1db4b52cd0724d0617877562e32168f30,104,develop,failed,425,2020-08-12 10:14:59 UTC,717205340,717205341,717205342,pull_request
717203460,c473e345410b0d290afb53c470451c09c6044b3f,104,develop,failed,388,2020-08-12 10:05:23 UTC,717203461,717203462,717203463,pull_request
717197732,c7746f9af68001ace0c8027d18751d668455fffd,104,develop,errored,357,2020-08-12 09:38:33 UTC,717197733,717197734,717197735,pull_request
717190088,69f7d6ab1e940b0713783654386a4c2dfe318ffc,104,develop,errored,386,2020-08-12 09:06:34 UTC,717190089,717190090,717190091,pull_request
711444373,c95d782ee91fbc285187865d61d19298ed731092,103,develop,passed,402,2020-07-24 12:40:13 UTC,711444374,711444375,711444376,pull_request
630611344,467f8acba2ac58c6bbd02c751efe23783e24e28c,,develop,passed,409,2019-12-29 14:07:00 UTC,630611345,630611346,630611347,push
427352713,190584794cd865b81b2b8f452cc2d1a03eeb0deb,90,develop,passed,510,2018-09-11 19:09:07 UTC,427352714,427352715,427352716,pull_request
427352058,88125cda3e6af2338a3b6ba78627a392b472c314,89,develop,passed,799,2018-09-11 19:06:48 UTC,427352059,427352060,427352061,427352062,pull_request
426479796,f9936c6f3d7c9537ffef613dda054c0fcdc09b45,,develop,passed,741,2018-09-10 00:22:05 UTC,426479797,426479798,426479799,426479800,push
426451157,9e607c09a7b3c8e536fac09826f620ec73a32cd3,,1.1.0,passed,651,2018-09-09 21:46:44 UTC,426451158,426451159,426451160,426451161,push
426434590,9e607c09a7b3c8e536fac09826f620ec73a32cd3,,master,passed,826,2018-09-09 20:29:58 UTC,426434591,426434592,426434593,426434594,push
426434370,9e607c09a7b3c8e536fac09826f620ec73a32cd3,,v1.1.0,passed,661,2018-09-09 20:29:09 UTC,426434371,426434372,426434373,426434374,push
426433574,9e607c09a7b3c8e536fac09826f620ec73a32cd3,,develop,passed,699,2018-09-09 20:25:24 UTC,426433575,426433576,426433577,426433578,push
426433400,2b49e8b1bb6bfe159851863a82f755fac492f12b,88,develop,errored,146,2018-09-09 20:24:48 UTC,426433401,426433402,426433403,426433404,pull_request
426427684,6576844870ea576c10fc46f6a3047bd963f45148,,develop,passed,726,2018-09-09 20:02:49 UTC,426427685,426427686,426427687,426427688,push
426424567,d7efabb6cace574754ec0c320fef4f6e392edb08,80,develop,passed,710,2018-09-09 19:50:25 UTC,426424568,426424569,426424570,426424574,pull_request
426411180,7d0ff287c91ee43e66af0b67e56b5ca2d81b3708,80,develop,passed,705,2018-09-09 18:56:54 UTC,426411181,426411182,426411183,426411184,pull_request
426347656,3d3ba4e3b8016b188e704371175f44737a210b93,80,develop,passed,740,2018-09-09 14:02:16 UTC,426347657,426347658,426347659,426347660,pull_request
426338862,a7d455e480e339a3f47745db69248eef67e09e1c,80,develop,passed,707,2018-09-09 13:22:26 UTC,426338863,426338864,426338865,426338866,pull_request
426338039,b2dfe69a2f553604828c005c0711950b3012e741,80,develop,passed,696,2018-09-09 13:18:37 UTC,426338040,426338041,426338042,426338043,pull_request
426333165,6e1b9dfe5bc0b47b36e6525332673816cdf6365b,,develop,passed,697,2018-09-09 12:53:46 UTC,426333166,426333167,426333168,426333169,push
426333135,6d39e4c6ee52353b4b3877c4dbf4a9823abfa953,87,develop,errored,125,2018-09-09 12:52:05 UTC,426333136,426333137,426333138,426333139,pull_request
426332575,e5380836f26ab7a1840394a963cd92fe7f6b5c67,80,develop,passed,690,2018-09-09 12:48:59 UTC,426332576,426332577,426332578,426332579,pull_request
426332466,15992b5ed4925387c733534bd31eb82d2f89196d,,develop,passed,698,2018-09-09 12:48:04 UTC,426332467,426332468,426332469,426332470,push
426331026,d748272557fb2f2942b9f631961aaa3729fd8fa6,86,develop,passed,654,2018-09-09 12:39:02 UTC,426331027,426331028,426331029,426331030,pull_request
