build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
756145786,94f63c204506d595194bd52b5f3d3c1ba19923f0,,master,passed,57,2021-01-25 21:18:16 UTC,756145787,push
750291492,a56c19861d4dca193e85dfff81102b6c94511919,256,master,passed,55,2020-12-17 21:34:47 UTC,750291494,pull_request
746612174,486cc6ff778171eb2b5b231db2cc52d5f484352f,,master,passed,55,2020-11-29 19:16:42 UTC,746612175,push
744404769,4ec7e69bcb72a72a277216a51c4d321a9546b704,252,master,passed,57,2020-11-18 12:27:49 UTC,744404770,pull_request
740008811,2fa98a881c25f74801dfb343dabc2a47b332e266,248,master,passed,56,2020-10-29 20:22:55 UTC,740008812,pull_request
740008753,502a9540810be74ae1e7937a2f7badd33b9a9a49,248,master,canceled,0,,740008754,pull_request
740008364,b554ebdc6842dd34f79acae8669d5317a852657c,248,master,canceled,0,,740008365,pull_request
736533769,91b9885ac6d6c9bf7e2837e8daf7ff3b1facea4c,,master,passed,51,2020-10-16 23:57:36 UTC,736533770,push
736533447,ef99024433df488e2aa2d063044ee05f4d01ac78,,master,passed,54,2020-10-16 23:55:33 UTC,736533448,push
734783689,eb46b18d39338a3dee6d31b44b8e640dab13c22a,246,master,passed,53,2020-10-11 17:24:05 UTC,734783690,pull_request
734530493,3ef7ec1b8812dbac1b169dcde17b6a652a258afd,245,master,passed,53,2020-10-10 11:41:07 UTC,734530494,pull_request
728812452,8e2fcbc12f6dfd739e530775065e359126346eac,243,master,passed,53,2020-09-20 20:45:06 UTC,728812453,pull_request
717839609,9a5fc11dffe5d2ac6cb6e7edfa97bccd417285ed,,v2.3.8,passed,55,2020-08-14 07:54:08 UTC,717839610,push
717839324,9a5fc11dffe5d2ac6cb6e7edfa97bccd417285ed,,master,passed,54,2020-08-14 07:52:51 UTC,717839325,push
717838488,456274c1b9d90f8e688d9fb4f4207963dbecf3e4,,v2.3.7,passed,50,2020-08-14 07:48:33 UTC,717838489,push
717837519,456274c1b9d90f8e688d9fb4f4207963dbecf3e4,,master,passed,54,2020-08-14 07:43:10 UTC,717837520,push
717837201,a2e00d06e03a1de04e85b872a1cbe27c204acf88,,master,passed,54,2020-08-14 07:41:14 UTC,717837202,push
717836991,965d5f6c29e584cc84febf70762d95ee27f14d88,,master,passed,54,2020-08-14 07:40:18 UTC,717836992,push
717835746,8ed205181a5e83b86ff3b782434f2ca6062ab424,,master,passed,53,2020-08-14 07:33:24 UTC,717835747,push
714356027,5eb6f32ff0a0252caab5fbc8e154912b4b5e4676,,v2.3.6,passed,51,2020-08-03 05:22:09 UTC,714356028,push
714355371,5eb6f32ff0a0252caab5fbc8e154912b4b5e4676,,master,passed,54,2020-08-03 05:17:10 UTC,714355372,push
708870245,cb41afd09c28d93e84deea20393c5afbf349a751,231,master,passed,52,2020-07-16 18:45:10 UTC,708870246,pull_request
708833451,e9e1d94c9ca05522684992fd4c3650d17deae164,230,master,passed,53,2020-07-16 17:06:12 UTC,708833452,pull_request
708726381,64cb8d1e41879c230aa8e3a4401358d6706193f8,230,master,passed,51,2020-07-16 12:49:28 UTC,708726382,pull_request
691193138,5503594b3209835a01a12fb529af7bf51c4f8b2c,224,master,passed,55,2020-05-26 06:34:45 UTC,691193139,pull_request
691181742,fbac69702238d1d96f73007f9b42015d26e66a77,223,master,passed,52,2020-05-26 05:30:28 UTC,691181743,pull_request
686907433,6ce2bd6b9f0685bf5d11e24c6a012258f618ae32,,v2.3.5,passed,50,2020-05-14 08:17:21 UTC,686907434,push
686906221,6ce2bd6b9f0685bf5d11e24c6a012258f618ae32,,master,passed,49,2020-05-14 08:13:02 UTC,686906222,push
686900284,e2a65a5b62a42f94d985ca7ffa3fa5e0d3673199,,master,passed,51,2020-05-14 07:52:13 UTC,686900286,push
686820769,151515f516c615c15f418c3753c400db21a4bd12,,v2.3.4,passed,51,2020-05-14 01:21:11 UTC,686820770,push
686819651,151515f516c615c15f418c3753c400db21a4bd12,,master,passed,49,2020-05-14 01:16:33 UTC,686819652,push
675945931,bc599ae0188b428dd07cc9e0dc6a1ce53c44dd57,,master,passed,50,2020-04-16 21:18:41 UTC,675945932,push
675208541,7b8c94edb5746760681d45ad16df5d831c16da76,213,master,passed,54,2020-04-15 09:04:41 UTC,675208542,pull_request
674560556,8edf53c14203bca15b39a9778abe23e14d707a79,,master,passed,51,2020-04-13 19:36:28 UTC,674560557,push
674363578,f498064e0aa61f9cc9748e2e97a20f1eb91a197d,210,master,passed,54,2020-04-13 11:38:28 UTC,674363579,pull_request
664193018,9f7e6b6eea01ef3fa19cbcfdfb952021ca6aee53,,v2.3.3,passed,51,2020-03-19 00:35:19 UTC,664193019,push
664191073,9f7e6b6eea01ef3fa19cbcfdfb952021ca6aee53,,master,passed,51,2020-03-19 00:27:21 UTC,664191074,push
661784684,3167ab7ff08aa09b32d4aed892c7601a038f946f,,v2.3.2,passed,50,2020-03-13 01:37:57 UTC,661784685,push
661784042,3167ab7ff08aa09b32d4aed892c7601a038f946f,,master,passed,49,2020-03-13 01:34:37 UTC,661784043,push
661757189,49d45f52bb7a720b90b93c719a6de6528ca974b5,,master,passed,52,2020-03-12 23:43:42 UTC,661757190,push
661755372,7212cd655572eafaf965ae7666c954b0a7454e6a,,master,passed,50,2020-03-12 23:36:54 UTC,661755373,push
661712792,53e7aa456833f337be01bc7d2601fdbce236f7e6,,v2.3.1,passed,51,2020-03-12 21:30:10 UTC,661712793,push
661712187,53e7aa456833f337be01bc7d2601fdbce236f7e6,,master,passed,55,2020-03-12 21:28:03 UTC,661712188,push
661709123,7543c82473b43760a3dca7a7dee81679462e96cc,,master,passed,53,2020-03-12 21:18:42 UTC,661709124,push
661698871,a0c508c422b407bdf64167e93a4e0688a793d343,,v2.3,passed,51,2020-03-12 20:52:00 UTC,661698878,push
661697728,a0c508c422b407bdf64167e93a4e0688a793d343,,master,passed,51,2020-03-12 20:48:35 UTC,661697729,push
661696520,c61db30f9fa3f9bb6affe2703ba715e33b3a29c5,,master,errored,152,2020-03-12 20:44:57 UTC,661696521,661696522,push
661694093,fb0d44f132d64a7cc68fda0fd9020a4e3e4348f7,,master,errored,159,2020-03-12 20:36:43 UTC,661694094,661694095,push
661428253,9f6346a373dba25c4570f8e7dcb8f79f11ac964e,,v2.2.3,passed,160,2020-03-12 08:27:37 UTC,661428254,661428255,push
661426239,9f6346a373dba25c4570f8e7dcb8f79f11ac964e,,master,passed,156,2020-03-12 08:21:21 UTC,661426240,661426241,push
660983975,a4c0e0ac37da12a29d322a5c53a581e6bb3dd7a8,,master,passed,152,2020-03-11 09:02:14 UTC,660983976,660983977,push
660940074,773eb877bd02a6678599737e10c826775ecba128,,v2.2.2,passed,153,2020-03-11 05:54:57 UTC,660940075,660940076,push
660938405,773eb877bd02a6678599737e10c826775ecba128,,master,passed,179,2020-03-11 05:46:17 UTC,660938406,660938407,push
659814850,51d150cf7a5c8f05416b2b58bb64dde3e489dc2a,199,master,passed,157,2020-03-08 14:19:37 UTC,659814852,659814856,pull_request
659706291,7ca33310447b7cb176f707c217c33fbc23cebb47,,v2.2.1,passed,150,2020-03-08 02:55:07 UTC,659706292,659706293,push
659705906,7ca33310447b7cb176f707c217c33fbc23cebb47,,master,passed,162,2020-03-08 02:53:04 UTC,659705907,659705908,push
659696796,e4468715aca069cd57e30cc3b67e50a7b3984190,,v2.2,passed,152,2020-03-08 01:59:04 UTC,659696797,659696798,push
659696026,e4468715aca069cd57e30cc3b67e50a7b3984190,,master,passed,164,2020-03-08 01:54:10 UTC,659696027,659696028,push
659376921,779fc5c42592f8a9aff246a0c48f9c7fd677bdd9,,master,passed,153,2020-03-06 23:26:52 UTC,659376922,659376923,push
659375702,597bec430ca499cd0f7fef282c0a1992c5a88a29,,master,passed,151,2020-03-06 23:22:08 UTC,659375703,659375704,push
659372184,fabb8f2dd7afba2df68a3c243f7e04fc416eff78,,master,passed,155,2020-03-06 23:07:35 UTC,659372185,659372186,push
659367007,a86a1444854a3f769ea5baf17a92f965f41298b7,,master,passed,150,2020-03-06 22:50:03 UTC,659367008,659367009,push
656805518,c376e4eaa2ae86021f366b66d2bf8ce94b36f545,197,master,passed,167,2020-03-01 01:01:06 UTC,656805519,656805520,pull_request
656804816,48c42937d3a05c742f1448f484250c2608cb1061,197,master,passed,156,2020-03-01 00:57:32 UTC,656804817,656804818,pull_request
656799266,df6ba59f2716b7b311b2d68d6bd61117e34760d9,197,master,passed,163,2020-03-01 00:24:39 UTC,656799267,656799268,pull_request
651549374,1bb7ca16d0948ac37cde07b6dddcd3eaf2a3bc8e,197,master,passed,160,2020-02-17 15:04:13 UTC,651549378,651549379,pull_request
638838834,b781b3040c79a7c49084504d5072ca8311a92a98,195,master,passed,168,2020-01-18 14:54:13 UTC,638838835,638838836,pull_request
638488585,685d1f3e816f0dfda9e9715f893d5d54c5533e78,195,master,passed,166,2020-01-17 15:34:05 UTC,638488586,638488587,pull_request
638216781,cf0a30f46a030859033e89006be3b96b8645886d,,master,passed,151,2020-01-17 00:26:45 UTC,638216782,638216783,push
635501160,7c50a61588ed3dc9369e666c94e60c81e524972a,195,master,passed,158,2020-01-10 22:55:37 UTC,635501161,635501162,pull_request
635425676,e9a1e5c55c56c802f8bbfc2555488887999c045e,195,master,passed,160,2020-01-10 19:37:36 UTC,635425677,635425678,pull_request
621816583,99622c3b8790b82844d29d279be3e2294de097b4,192,master,passed,156,2019-12-06 22:19:36 UTC,621816586,621816588,pull_request
619921961,1d583bcb489cefa0be3774080718aae2b00f9de2,,v2.1.6,passed,189,2019-12-03 02:46:02 UTC,619921962,619921963,push
619920025,1d583bcb489cefa0be3774080718aae2b00f9de2,,master,passed,161,2019-12-03 02:39:02 UTC,619920026,619920027,push
619918178,85be5b078d9767f2b97ac7180d84e84aef2e19a5,,master,passed,180,2019-12-03 02:31:08 UTC,619918179,619918180,push
619916890,0e763cb776ddfe1bd3252c3964f0e8f2a99f61e0,,master,passed,193,2019-12-03 02:24:34 UTC,619916891,619916892,push
619073646,5a110a98e21317b1ac13a280cb9a37381929991e,190,master,passed,189,2019-11-30 23:02:27 UTC,619073647,619073648,pull_request
619073046,ea27a350353430540e08132c1aa391e634d4bbe1,190,master,passed,171,2019-11-30 23:00:06 UTC,619073047,619073048,pull_request
619071338,456950e83709f4dc4050c018d91a8bd92930e8bc,190,master,errored,179,2019-11-30 22:52:04 UTC,619071339,619071340,pull_request
580028926,0d44779a55d96df974bdb5bd61345a5830005402,188,master,passed,156,2019-09-03 01:11:05 UTC,580028927,580028928,pull_request
549488208,51bf406732f835722d58897bcf63a8e3cd5e3a7b,183,master,errored,44,2019-06-23 22:37:21 UTC,549488209,549488210,pull_request
545425833,bf090c51193490738b7cf08d3ac2643e19d6ac62,,master,passed,199,2019-06-13 19:51:22 UTC,545425834,545425835,push
542804439,09b308a91e385a9e2a97efb6dec8f7d45a6ed1d2,181,master,passed,173,2019-06-07 14:49:46 UTC,542804440,542804441,pull_request
541331457,50c1bdc018653f83720830f01465cee5e2c726b3,,v2.1.5,passed,159,2019-06-04 16:40:16 UTC,541331458,541331459,push
541329886,50c1bdc018653f83720830f01465cee5e2c726b3,,master,passed,169,2019-06-04 16:36:23 UTC,541329887,541329888,push
535897755,df6dc0592a9ad54400102d751426aaa005d31c56,180,master,passed,505,2019-05-22 18:49:39 UTC,535897756,535897757,pull_request
535872472,f666ce28367bd6b557f8af655cef52a1b4451ea9,180,master,failed,153,2019-05-22 16:26:01 UTC,535872473,535872474,pull_request
535387665,65cebeaf190c347cadb0b563442025d5d626c6a1,180,master,errored,158,2019-05-21 16:40:42 UTC,535387666,535387667,pull_request
535384107,b3d288256c0194df05288d65cb2078998b41d10e,180,master,passed,174,2019-05-21 16:31:36 UTC,535384108,535384109,pull_request
