build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
671821657,925984db2245cda8d0ddcf2530c8b4f510c7d5d0,,master,failed,879,2020-04-06 20:44:54 UTC,671821658,671821659,671821660,671821661,671821662,671821663,671821664,push
671712384,d1f3488a3cefb9ef9d5eff71e22373f410ba9531,,ciq,failed,894,2020-04-06 16:00:17 UTC,671712385,671712386,671712387,671712388,671712389,671712390,671712391,push
671475347,4ac2c91408c62b06620c566e5d8a1cc8419a3eea,1105,master,failed,878,2020-04-06 05:23:44 UTC,671475348,671475349,671475350,671475351,671475352,671475353,671475354,pull_request
671475305,f73f2b4d79babc28e50371b2f95ffb35fa6374b4,1104,master,failed,855,2020-04-06 05:21:20 UTC,671475306,671475307,671475308,671475309,671475310,671475311,671475312,pull_request
671416918,7e027ba4d0270610390cd207ce90c60cb2b053c3,1104,master,failed,891,2020-04-05 23:45:28 UTC,671416919,671416920,671416921,671416922,671416923,671416924,671416925,pull_request
671416635,62a58f0abc64bb2a993c88103886f17ddf3deb6a,1103,master,failed,846,2020-04-05 23:43:08 UTC,671416636,671416637,671416638,671416639,671416640,671416641,671416642,pull_request
671048206,fead5970ba84c9818af535ef79897c73ac4ede9c,1102,master,passed,923,2020-04-04 20:05:35 UTC,671048207,671048208,671048209,671048210,671048211,671048212,671048213,pull_request
671047626,396a1112e97f59bf4a2b45db2bec915cd28aa8c7,1102,master,passed,933,2020-04-04 20:02:40 UTC,671047627,671047628,671047629,671047630,671047631,671047632,671047633,pull_request
670798864,a17d62d4407e2eab26a67ee10ea7c9fc73cc3e54,,ciq,failed,887,2020-04-03 23:21:21 UTC,670798865,670798866,670798867,670798868,670798869,670798870,670798871,push
669910294,e6fb9fff296aa62b4ebcb2bd923208d8146d47c7,,ciq,failed,889,2020-04-01 22:17:59 UTC,669910295,669910296,669910297,669910298,669910299,669910300,669910301,push
669836738,21cf3dff145079208b0d277e6cabeb785d791dc4,1096,master,passed,949,2020-04-01 18:49:17 UTC,669836739,669836740,669836741,669836742,669836743,669836744,669836745,pull_request
669799672,ea72b85a630c7c75b4701d3352b53b08edc95852,1095,master,passed,930,2020-04-01 17:16:46 UTC,669799673,669799674,669799675,669799676,669799677,669799678,669799679,pull_request
669371828,3f548927190b761e44dabe2f3500a4f948538576,,ciq,failed,909,2020-03-31 18:38:12 UTC,669371830,669371832,669371833,669371834,669371835,669371836,669371837,push
669363774,e4404363934fe12ddfce1d2b13f1117a4a2c03f6,,ciq,failed,941,2020-03-31 18:14:36 UTC,669363775,669363776,669363777,669363778,669363779,669363780,669363781,push
669022213,3553a4f1fc9c907553c4bd96a1ed66e4ab0db8a8,,ciq,errored,705,2020-03-31 00:16:21 UTC,669022214,669022215,669022216,669022217,669022218,669022219,669022220,push
668964970,aff99f2d221b5c9f5fec891b096c6a79c7b1bc3d,872,master,errored,1490,2020-03-30 21:22:23 UTC,668964971,668964972,668964973,668964974,668964975,668964976,668964977,pull_request
668802273,b9c007abc94ca965c130a632cf445594ba3a8cbc,,ciq,failed,890,2020-03-30 14:55:42 UTC,668802274,668802275,668802276,668802277,668802278,668802279,668802280,push
668797293,9f0fa216909d7ae49d713c0a6e83e4c9f0b3d4af,,master,passed,926,2020-03-30 14:46:38 UTC,668797294,668797295,668797296,668797297,668797298,668797299,668797300,push
668466531,3982b61c0b67fc457e823bb0e0c66a86345cdac9,1089,master,passed,898,2020-03-29 19:45:21 UTC,668466532,668466533,668466534,668466535,668466536,668466537,668466538,pull_request
668440862,a2f8a1ee67d35d47c0ae73acb4e923f4a2f22167,,ciq,failed,960,2020-03-29 18:04:14 UTC,668440863,668440864,668440865,668440866,668440867,668440868,668440869,push
668407035,e89c56f30540efc78b5ef4520fce20e3a6484f32,1089,master,passed,901,2020-03-29 16:00:28 UTC,668407036,668407037,668407038,668407039,668407040,668407041,668407042,pull_request
667948153,04b986bce95f204f8a7710ccc41af56e498e69c2,1083,master,failed,964,2020-03-28 01:34:55 UTC,667948154,667948155,667948156,667948157,667948158,667948159,667948160,pull_request
667926498,af02bc0673cfc3ce6511914def2898f3edb52eb6,,ciq,failed,899,2020-03-27 23:59:11 UTC,667926499,667926500,667926501,667926502,667926503,667926504,667926505,push
667883429,5cfd9cfddc046bc09537762df5cb298b0f3feb09,,master,passed,929,2020-03-27 21:56:29 UTC,667883430,667883431,667883432,667883433,667883434,667883435,667883436,push
667765619,70aabed212c2aba3207db52a102f82d2f864b1c4,1087,master,passed,919,2020-03-27 15:46:07 UTC,667765620,667765621,667765622,667765623,667765624,667765625,667765626,pull_request
667537677,3e18ae13d75087cb1b6fff0f768d97212e780b86,1086,master,passed,930,2020-03-27 03:01:33 UTC,667537678,667537679,667537680,667537681,667537682,667537683,667537684,pull_request
667431022,c7a2a3bdbdf020558249b7b2939e2e8062f739f1,,ciq,failed,889,2020-03-26 20:31:16 UTC,667431023,667431024,667431025,667431026,667431027,667431028,667431029,push
667403454,3c7a7907192ad7e8d596a0d32f75cf9e085c2728,,ciq,failed,898,2020-03-26 19:17:51 UTC,667403455,667403456,667403457,667403458,667403459,667403460,667403461,push
666861535,e58624dfafb4bcae68feb213eb64323397294d4e,,ciq,failed,926,2020-03-25 16:12:42 UTC,666861536,666861537,666861538,666861539,666861540,666861541,666861542,push
666585642,1fb117dde5cf9a9860601af66fa6eac1eed37b03,,ciq,failed,908,2020-03-25 00:27:30 UTC,666585643,666585644,666585645,666585646,666585647,666585648,666585649,push
666340956,dd49c41b1de950ab0d14bf1c22218d2edd376f95,,ciq,failed,904,2020-03-24 13:46:18 UTC,666340958,666340959,666340960,666340961,666340962,666340963,666340964,push
665956149,f4ea80511eaf446e78798247c1aa147934fb5467,1027,master,passed,924,2020-03-23 16:44:07 UTC,665956150,665956151,665956152,665956153,665956154,665956155,665956156,pull_request
665931668,c531a74a94c0ba1a0603991f6f359c27ca914990,,master,passed,923,2020-03-23 15:48:51 UTC,665931669,665931670,665931671,665931672,665931673,665931676,665931677,push
