build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761483057,e618d0fd72f0037fbf6a9a42b1404e067a064390,129,master,passed,683,2021-03-04 19:10:30 UTC,761483058,761483059,pull_request
753142958,4a72fb8377a9409048b33d1c1f52b6487a38d88b,,master,passed,665,2021-01-06 07:55:40 UTC,753142959,753142960,push
753140590,c5956d3ad6376016bb241fd915817bc8120fa215,,master,passed,686,2021-01-06 07:29:55 UTC,753140591,753140592,push
753140575,692da73092df38b3287f91931193e854b792d337,,xmemcached-2.4.7,passed,667,2021-01-06 07:29:45 UTC,753140576,753140577,push
753140566,692da73092df38b3287f91931193e854b792d337,,master,canceled,0,,753140567,753140568,push
753130290,9e77dc5ca6254b929e1f5e4d4bc6f22d77028931,,master,passed,708,2021-01-06 05:47:41 UTC,753130291,753130292,push
753129944,266a5648874a3ca6ff5ff58215cfa4eafdbfd11a,,master,canceled,0,,753129945,753129946,push
753119267,ed52f2f18c5092d031ba1b10ba906a2443675946,,master,passed,708,2021-01-06 03:49:44 UTC,753119268,753119269,push
753119206,be8b2c6df24d398f1ee0de9bc500b17566909fb8,,master,canceled,0,,753119207,753119208,push
753119104,3c1b3ad3c1e58a6e316c281b57115ac88c26beda,,master,canceled,0,,753119105,753119106,push
753117939,dc7806849ea08cdec42a21e4f9143dd3ecf6edf9,,master,canceled,0,,753117940,753117941,push
753117096,554177b8194b40241dd498c7ffe176bc1c051672,,master,canceled,0,,753117097,753117098,push
753112830,004bb440e4b6ff44b98017ab2225f91b5628ddc9,,master,canceled,361,,753112831,753112832,push
746657691,2e76a2954ee45bc800ed64cbecf400e4d21c9fc1,,master,failed,705,2020-11-30 02:20:02 UTC,746657692,746657693,push
735250752,170c656b40968118445f90052be99fe27798d71f,126,master,failed,681,2020-10-13 04:34:24 UTC,735250753,735250754,pull_request
735250749,20fd12deeafe8562e1f683fae405adcd9ba69d77,,dependabot/maven/junit-junit-4.13.1,failed,693,2020-10-13 04:34:24 UTC,735250750,735250751,push
723661411,6aca08191a98fe08382bd9aef06647c18c53900d,124,master,failed,686,2020-09-03 03:57:42 UTC,723661412,723661413,pull_request
710724789,3152305293b497734c620e42f27977f060df315f,122,master,failed,687,2020-07-22 12:37:34 UTC,710724790,710724791,pull_request
683665171,d9f0a740ca99d9237c978a3f79ee7e119aa9be99,116,master,failed,699,2020-05-06 03:13:40 UTC,683665172,683665173,pull_request
680870593,a919c8353169542606f7829f6fdcef5b6ce6898e,,master,failed,717,2020-04-29 07:06:52 UTC,680870594,680870595,push
680869469,d3059df89dc95889422d36672506bb1697c7db53,,master,errored,143,2020-04-29 05:45:38 UTC,680869470,680869471,push
680849779,6ae8a794fd21f8adcaa3ac3d4b37b8df9e7043ff,115,master,errored,141,2020-04-29 04:03:25 UTC,680849780,680849781,pull_request
680717969,5a46f399643e8591dde8a4ecea978bdec973a298,115,master,errored,151,2020-04-28 19:31:41 UTC,680717970,680717971,pull_request
669291031,ab7fe217ffbae6f9d95524ec2093cc8150f237ad,,master,failed,697,2020-03-31 15:13:08 UTC,669291032,669291033,push
669207071,a77124fde318cccd39a174d301ff0dcb705295a6,112,master,failed,674,2020-03-31 12:36:56 UTC,669207072,669207073,pull_request
669204003,92c07c53f02a1ba42311eac6cf3433d8f60b3925,112,master,passed,678,2020-03-31 12:28:15 UTC,669204004,669204005,pull_request
669203122,e40983a4b566e5893515ff8c790cc301e1161293,112,master,passed,668,2020-03-31 12:26:28 UTC,669203123,669203124,pull_request
669136572,5435809831bbf37dfb813bc23561b17ecaed7d6c,,master,passed,940,2020-03-31 08:46:44 UTC,669136573,669136574,push
669128274,faf818650fbfbc53deb89caa6c12c46e3cf280af,112,master,errored,35,2020-03-31 08:18:15 UTC,669128275,669128276,pull_request
668787852,7c15f60ba0dd0f75fafa238f0dab610e0fddb33c,112,master,errored,36,2020-03-30 14:29:18 UTC,668787853,668787854,pull_request
668769293,d55cffdadb144357dbe79dec18d9604e801b7336,112,master,errored,36,2020-03-30 13:47:58 UTC,668769294,668769295,pull_request
668765755,1751562dc724b0092d35a0e0cc062fd865f7e7bc,112,master,errored,34,2020-03-30 13:41:52 UTC,668765756,668765757,pull_request
668763828,745eb8cd3eabafa696c63b3b83a75bc827e4d8e4,112,master,errored,34,2020-03-30 13:38:21 UTC,668763829,668763830,pull_request
668763522,745eb8cd3eabafa696c63b3b83a75bc827e4d8e4,112,master,errored,34,2020-03-30 13:37:47 UTC,668763523,668763524,pull_request
668759890,8910ee3a7e5e812fff938e0c79b09af93c701a13,112,master,errored,35,2020-03-30 13:32:34 UTC,668759900,668759903,pull_request
667632067,11b8e93ed0c6058fbcec1bab0c14765acbcf4e2f,112,master,errored,36,2020-03-27 10:17:19 UTC,667632068,667632069,pull_request
667623920,688c45e81bb394a001e5e6fe42c27784ef10ff42,113,master,passed,668,2020-03-27 09:50:33 UTC,667623921,667623922,pull_request
667622859,041e1d9389c4898e992ba9f2ac31ad76454babf3,113,master,passed,160,2020-03-27 09:47:26 UTC,667622860,667622861,pull_request
667622728,d9cee2bb65d3c29cdc2a8c3ebe5ad53984cd5719,113,master,canceled,0,,667622729,667622730,pull_request
667622097,490b4b7aefaa4ee2ea01eca854be35fd1fd9b6bd,113,master,errored,35,2020-03-27 09:43:56 UTC,667622098,667622099,pull_request
667621566,4d35aac8bae2ae9874e860efd38ce0d9928cfa9b,113,master,errored,33,2020-03-27 09:42:14 UTC,667621567,667621568,pull_request
667616199,a377061cdb36a94fbb4cfea70977214765e16965,112,master,errored,34,2020-03-27 09:22:55 UTC,667616200,667616201,pull_request
667356030,31283e1e65b7e307c1b38d754550a84264cb307a,112,master,errored,34,2020-03-26 17:13:09 UTC,667356031,667356032,pull_request
667338141,f7e966ede5b84886bcac51a5196b17b6e3bb42bd,112,master,errored,36,2020-03-26 16:34:53 UTC,667338142,667338143,pull_request
667334527,1af7cb171f758d80f2774b29e061feec6d65037b,112,master,errored,35,2020-03-26 16:28:04 UTC,667334528,667334529,pull_request
667318724,eb3c7f295cf2fb85805bb2a45c50ba3213da5953,112,master,errored,35,2020-03-26 15:52:29 UTC,667318725,667318726,pull_request
667317279,d8e46d4f0bb597a4cd867389d3340337becc9792,112,master,errored,36,2020-03-26 15:49:24 UTC,667317280,667317281,pull_request
667305174,79f8e559a2792fb2ef72ea49832ca84849933086,112,master,errored,35,2020-03-26 15:22:24 UTC,667305175,667305176,pull_request
667290248,f94c5571c4a9f3f9e541aa44823ebdc16382027b,112,master,errored,36,2020-03-26 14:47:42 UTC,667290249,667290250,pull_request
