build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761648520,d3d476f44c57cc9c545f9dabddf32897b84c784c,,master,failed,858,2021-03-05 23:34:25 UTC,761648521,761648522,761648523,761648524,761648525,761648526,761648527,761648528,761648529,push
761648353,31919d0425b1f5828d202f1bfb095eb8c5dfcff2,,master,failed,892,2021-03-05 23:31:15 UTC,761648354,761648355,761648356,761648357,761648358,761648359,761648360,761648361,761648362,push
761627946,529e96aaf9a90be5c7d48db704c43eaeb751263b,,master,errored,2537,2021-03-05 20:09:15 UTC,761627947,761627948,761627949,761627950,761627951,761627952,761627953,761627954,761627955,push
761626282,1dbff51fce762c212913c2c446d6e5945f283f75,,master,errored,2565,2021-03-05 19:52:36 UTC,761626283,761626284,761626285,761626286,761626287,761626288,761626289,761626290,761626291,push
761622842,34413a9c306a297c833ed2b5e267e61ca297a225,,master,errored,2542,2021-03-05 19:22:20 UTC,761622843,761622844,761622845,761622846,761622847,761622848,761622849,761622850,761622851,push
761592588,5207c40cc3ef782765e2a413248025d42c156edc,,master,errored,2540,2021-03-05 16:06:00 UTC,761592589,761592590,761592591,761592592,761592593,761592594,761592595,761592596,761592597,push
761588335,762ebb12b253dd53517dbd99b13efcc0e0168b05,,master,errored,3282,2021-03-05 15:13:20 UTC,761588336,761588337,761588338,761588339,761588340,761588341,761588342,761588343,761588344,push
761572911,f397b315ac437d47e1583d3320c5c5058ba820f7,,master,passed,3665,2021-03-05 12:25:26 UTC,761572912,761572913,761572914,761572915,761572916,761572917,761572918,761572919,761572920,push
761571303,1f60d5d8eee3a908ae22f58c29391ef0bab87c64,,master,passed,3818,2021-03-05 12:02:06 UTC,761571304,761571305,761571306,761571307,761571308,761571309,761571310,761571311,761571312,push
761570426,eda9097e894b4e94b17160701cf242ad8da76635,,master,passed,3823,2021-03-05 11:48:29 UTC,761570427,761570428,761570429,761570430,761570431,761570432,761570433,761570434,761570435,push
761557725,6cc3480356ff61e5687b20fde0a3d8d3616f7295,,master,passed,3797,2021-03-05 09:24:05 UTC,761557726,761557727,761557728,761557729,761557730,761557731,761557732,761557733,761557734,push
761557252,16554afa1b62c0ea5d759add7bdb640a0a059f95,,master,failed,990,2021-03-05 09:15:54 UTC,761557253,761557254,761557255,761557256,761557257,761557258,761557259,761557260,761557261,push
761556789,2e4f45ec7446f43e2861cc971bf70ed189590bac,,master,failed,1066,2021-03-05 09:08:52 UTC,761556790,761556791,761556792,761556793,761556794,761556795,761556796,761556797,761556798,push
761465461,ec6baa12f81065ee5b110d6c277a24d752acb11d,,master,passed,3875,2021-03-04 17:07:39 UTC,761465462,761465463,761465464,761465465,761465466,761465467,761465468,761465469,761465470,push
761464714,064670bd75a67cb41ce42e03ea24f4583e9d1725,,master,canceled,0,,761464715,761464716,761464717,761464718,761464719,761464720,761464721,761464722,761464723,push
761452089,ff485cee62d33c5f6f95a425839026fa8872cd02,,master,passed,3917,2021-03-04 15:46:36 UTC,761452090,761452091,761452092,761452093,761452094,761452095,761452096,761452097,761452098,push
761436586,859f8ccf8e5c784d9c2e307f5ff4f8cc293ee27d,,master,passed,3701,2021-03-04 13:27:35 UTC,761436587,761436588,761436589,761436590,761436591,761436592,761436593,761436594,761436595,push
761435092,5a2a724cb998bf414f3d3213138ac5385c64aaa0,,master,passed,3709,2021-03-04 13:13:54 UTC,761435093,761435094,761435095,761435096,761435097,761435098,761435099,761435100,761435101,push
761430568,e25602ab3be4c43f883d427cdad1d3071b010437,,master,passed,3720,2021-03-04 12:22:02 UTC,761430569,761430570,761430571,761430572,761430573,761430574,761430575,761430576,761430577,push
761425084,785fe6aeeacef8b88cb2b8adb19df6d1612b9a1a,,master,passed,3860,2021-03-04 11:16:33 UTC,761425085,761425086,761425087,761425088,761425089,761425090,761425091,761425092,761425093,push
761422169,738411e32bacbb6d2859cbbc782634e3d5dff7d2,,master,passed,3915,2021-03-04 10:48:45 UTC,761422170,761422171,761422172,761422173,761422174,761422175,761422176,761422177,761422178,push
761412662,ba4d6bc8b34d17a998c011276ef57aab7f0c5106,,master,passed,3922,2021-03-04 09:06:16 UTC,761412663,761412664,761412665,761412666,761412667,761412668,761412669,761412670,761412671,push
761406579,253907fb606f131a9cbd76743b137d744421b2f3,,master,passed,3868,2021-03-04 07:51:30 UTC,761406580,761406581,761406582,761406583,761406584,761406585,761406586,761406587,761406588,push
761342841,f84f13529af30a9175f7011dde9bdca96e7f6f8d,,master,passed,4071,2021-03-03 21:14:17 UTC,761342842,761342843,761342844,761342845,761342846,761342847,761342848,761342849,761342850,push
761331518,adbfb2dcc84f015225c63bd239153314bbec05d5,,master,passed,3920,2021-03-03 19:45:12 UTC,761331519,761331520,761331521,761331522,761331523,761331524,761331525,761331526,761331527,push
761305714,920e1e94fab9d1a39f8e5412bf4677bf9b63ef50,,master,errored,2310,2021-03-03 16:42:56 UTC,761305715,761305716,761305717,761305718,761305719,761305720,761305721,761305722,761305723,push
761298981,1aec982b27a7b12d51493a393849da4f4bccd10d,,master,passed,4032,2021-03-03 15:59:22 UTC,761298982,761298983,761298984,761298985,761298986,761298987,761298988,761298989,761298990,push
761290586,7ca64ebbd8872e8ebe0b0c3849e2ec078e0dfcab,,master,passed,4065,2021-03-03 14:36:56 UTC,761290587,761290588,761290589,761290590,761290591,761290592,761290593,761290594,761290595,push
761282354,95b7c976e001e0ab16185e5b61c257906fe2ca18,,master,passed,3838,2021-03-03 13:13:12 UTC,761282355,761282356,761282357,761282358,761282359,761282360,761282361,761282362,761282363,push
761275564,3fa1aed8cdc426ae4c929c5160e345e8826854ac,,master,passed,3981,2021-03-03 11:54:04 UTC,761275565,761275566,761275567,761275568,761275569,761275570,761275571,761275572,761275573,push
761273682,ca6ecd56f2568220143e92250796d557244e06a8,,master,passed,3948,2021-03-03 11:32:00 UTC,761273683,761273684,761273685,761273686,761273687,761273688,761273689,761273690,761273691,push
761266629,1adde4c54aea2fbc71dedb93b51b7a24d1563a8f,,master,passed,3941,2021-03-03 12:12:44 UTC,761266630,761266631,761266632,761266633,761266634,761266635,761266636,761266637,761266638,push
761263172,222c70ada62cb49ab0949f4097e5819049bf7ede,,master,passed,4078,2021-03-03 09:47:33 UTC,761263173,761263174,761263175,761263176,761263177,761263178,761263179,761263180,761263181,push
761259626,51f3c613a5acad42268f10356ca74e6c47bc2b18,,master,passed,4078,2021-03-03 12:19:43 UTC,761259627,761259628,761259629,761259630,761259631,761259632,761259633,761259634,761259635,push
761164049,44059ec116ec32fca88348d4001fe94aef3e72c0,,master,passed,3988,2021-03-03 06:00:32 UTC,761164050,761164051,761164052,761164053,761164054,761164055,761164056,761164057,761164058,push
761161965,9310e9023efa3015c677790a9d092df915e82755,,master,canceled,0,,761161966,761161967,761161968,761161969,761161970,761161971,761161972,761161973,761161974,push
761126941,259dacd56f8d272738682875f7a88b037981fecd,,master,passed,4025,2021-03-03 06:53:41 UTC,761126942,761126943,761126944,761126945,761126946,761126947,761126948,761126949,761126950,push
761124454,2da90add8f3df5f4302631abcecc46100d0cc53f,,master,passed,3881,2021-03-02 13:27:24 UTC,761124455,761124456,761124457,761124458,761124459,761124460,761124461,761124462,761124463,push
761118872,b6e8aaa92dcd3917f54a518d79b8dbb68a095b7d,,mpp_aggregate,passed,1027,2021-03-02 12:32:59 UTC,761118873,761118874,761118875,761118876,761118877,push
761118587,319d8b9cd4367e7694ee7e54ed002e8f918dd53b,,mpp_aggregate,errored,907,2021-03-02 12:29:38 UTC,761118588,761118589,761118590,761118591,761118592,push
761113987,3cdb0342177819ea485d6ccd14ed4bf79739aac0,,mpp_aggregate,passed,966,2021-03-02 11:49:16 UTC,761113988,761113989,761113990,761113991,761113992,push
761100372,693583edc5010ece804e312626c7c40157613ff1,,master,passed,3910,2021-03-02 09:24:44 UTC,761100373,761100374,761100375,761100376,761100377,761100378,761100379,761100380,761100381,push
761013250,06ea06f7d37a02d7d242d84eca89da3d85191c1b,,master,passed,3883,2021-03-01 21:52:59 UTC,761013251,761013252,761013253,761013254,761013255,761013256,761013257,761013258,761013259,push
761006734,1139720b58034a4e8dd190faade7fc68665e05bd,,master,passed,3921,2021-03-01 20:48:21 UTC,761006735,761006736,761006737,761006738,761006739,761006740,761006741,761006742,761006743,push
761001373,b3b87555dcaae777486c5f8c36f9451682f03a7e,,master,passed,3946,2021-03-01 20:16:15 UTC,761001374,761001376,761001377,761001378,761001379,761001380,761001381,761001382,761001383,push
760979679,a9185b084681ef3e6728e7eea0855367ccb367b4,,master,passed,4082,2021-03-01 18:04:48 UTC,760979680,760979681,760979682,760979683,760979684,760979685,760979686,760979687,760979688,push
760963083,6094f2751e658dbc2cc44b04455961a7046aaa3f,,master,passed,4004,2021-03-01 16:19:18 UTC,760963084,760963085,760963086,760963087,760963088,760963089,760963090,760963091,760963092,push
760958426,7d7dcf07956fcc1ae32b76feecb58bee9913ef19,,master,errored,3787,2021-03-01 15:53:59 UTC,760958427,760958428,760958429,760958430,760958431,760958432,760958433,760958434,760958435,push
760956780,dd37151d65c628271d0161b315a81741ef2ce27b,,master,passed,3936,2021-03-01 15:32:46 UTC,760956781,760956782,760956783,760956784,760956785,760956786,760956787,760956788,760956789,push
760932375,bf7129d57e26709288e052c7649e96e8534b806d,,master,passed,3775,2021-03-01 12:09:22 UTC,760932376,760932377,760932378,760932379,760932380,760932381,760932382,760932383,760932384,push
760820802,e0cfb2179d108e79303223684646bc1d905f5a37,,master,errored,2776,2021-02-28 17:34:07 UTC,760820803,760820804,760820805,760820806,760820807,760820808,760820809,760820810,760820811,push
760804971,b83f7159a9dd635a7a6f12d479e8704f6d7ae4b2,,master,passed,3839,2021-02-28 15:55:00 UTC,760804972,760804973,760804974,760804975,760804976,760804977,760804978,760804979,760804980,push
760803413,d7597d96d0c336838adb32e3e175d3ea6f9763e8,,master,passed,3938,2021-02-28 15:29:47 UTC,760803414,760803415,760803416,760803417,760803418,760803419,760803420,760803421,760803422,push
760794815,2b693d3498e79463aa48043c27906f7ccc6d03e2,,master,passed,3893,2021-02-28 12:59:55 UTC,760794816,760794817,760794818,760794819,760794820,760794821,760794822,760794823,760794824,push
