build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
418402355,d05bd3ba2dfd5f1da4602d7118a449357889958b,,schneems/malloc-arena-max,passed,663,2018-08-20 20:23:00 UTC,418402356,push
402290717,31a55b819c716409ad4a32338272246963f5a6ed,,master,passed,3390,2018-07-10 16:14:39 UTC,402290718,402290719,402290720,402290721,402290722,402290723,402290724,402290725,402290726,402290727,402290728,402290729,402290730,push
401920830,1559b65bb7c761adbe3185675a8cd3a79ce2655e,791,master,passed,1002,2018-07-09 19:51:01 UTC,401920831,401920832,401920833,401920834,401920835,401920836,401920837,401920838,401920839,401920840,401920841,401920842,401920843,pull_request
401920811,6f0ca29565e2f3dd3f7efc14d2a7c499b7fda285,,schneems/v189,passed,3270,2018-07-09 19:39:55 UTC,401920812,401920813,401920814,401920815,401920816,401920817,401920818,401920819,401920820,401920821,401920822,401920823,401920824,push
401920447,68a55fb9b5fbe09f54f241921d16586ff5acc7e8,791,master,canceled,0,,401920448,401920449,401920450,401920451,401920452,401920453,401920454,401920455,401920456,401920457,401920458,401920459,401920460,pull_request
401920420,c769813d6313246285c3e8ced049f1d5630a05f4,,schneems/v189,canceled,0,,401920421,401920422,401920423,401920424,401920425,401920426,401920427,401920428,401920429,401920430,401920431,401920432,401920433,push
401920211,7cd8a5dad728b00768c978c1a8aa6e573c488a45,791,master,canceled,0,,401920212,401920213,401920214,401920215,401920216,401920217,401920218,401920219,401920220,401920221,401920222,401920223,401920224,pull_request
401920083,1c9db49f5a362d09eb21c9b1eaafa6c1ad1e57bb,,schneems/v189,errored,1140,2018-07-09 19:37:11 UTC,401920084,401920085,401920086,401920087,401920088,401920089,401920090,401920091,401920092,401920093,401920094,401920095,401920096,push
401842459,c5811de46f9e825a311c49a226a93f13867f5786,790,master,passed,1036,2018-07-09 16:38:34 UTC,401842460,401842461,401842462,401842463,401842464,401842465,401842466,401842467,401842468,401842469,401842470,401842471,401842472,pull_request
401842420,0676b3fea9d50eac6e138f6a9205c3fefd72a520,,schneems/support-TAP-ci-output,passed,3254,2018-07-09 18:25:34 UTC,401842433,401842434,401842435,401842437,401842442,401842443,401842444,401842447,401842448,401842449,401842450,401842451,401842452,push
401842122,05c569b41f100cb9a62bb083b2205d02779d8e3d,790,master,canceled,0,,401842123,401842124,401842125,401842126,401842127,401842128,401842129,401842130,401842131,401842132,401842133,401842134,401842135,pull_request
401841166,195f7354f944e8be0f09838dd9e23fa7bc326f79,,schneems/support-TAP-ci-output,errored,1403,2018-07-09 16:24:58 UTC,401841167,401841168,401841169,401841170,401841171,401841172,401841173,401841174,401841175,401841176,401841177,401841178,401841179,push
400473112,f16fbb6cdd08b52af1149140b14619c5f14262c7,,master,passed,3605,2018-07-05 14:45:20 UTC,400473113,400473114,400473115,400473116,400473117,400473118,400473119,400473120,400473121,400473122,400473123,400473124,400473125,push
399726458,3f022412105ef508cd5fd82201a0f3e56d148001,788,master,passed,905,2018-07-03 19:29:36 UTC,399726459,399726460,399726461,399726462,399726463,399726464,399726465,399726466,399726467,399726468,399726469,399726470,399726471,pull_request
399726434,c81a2422c0548ee435c1180ced4d233929b7d94a,,schneems/red-failure,passed,3163,2018-07-04 01:27:26 UTC,399726435,399726436,399726437,399726438,399726439,399726440,399726441,399726442,399726443,399726444,399726445,399726446,399726447,push
399726104,90d810020cafb88c2022a691dfff0f5d93a9769a,788,master,passed,938,2018-07-03 19:14:05 UTC,399726105,399726106,399726107,399726108,399726109,399726110,399726111,399726112,399726113,399726114,399726115,399726116,399726117,pull_request
399726081,d01b6bc5eec50ec437fc98187bca1000e952fa57,,schneems/red-failure,errored,745,2018-07-03 19:14:00 UTC,399726082,399726083,399726085,399726087,399726088,399726089,399726090,399726091,399726092,399726093,399726094,399726095,399726096,push
399716873,a7029b1c0aacbdd5c3805f993a948d663d406c95,,schneems/warn-yellow,passed,3154,2018-07-03 18:53:25 UTC,399716874,399716875,399716876,399716877,399716878,399716879,399716880,399716881,399716882,399716883,399716884,399716885,399716886,push
399695648,f67bd9e19601c4419c645fcb487da6d21a5248c9,788,master,passed,1079,2018-07-03 17:54:07 UTC,399695649,399695650,399695651,399695652,399695653,399695654,399695655,399695656,399695657,399695658,399695661,399695663,399695665,pull_request
399695618,a7029b1c0aacbdd5c3805f993a948d663d406c95,,schneems/red-failure,passed,3281,2018-07-03 17:54:03 UTC,399695619,399695620,399695621,399695623,399695624,399695625,399695627,399695628,399695629,399695630,399695632,399695634,399695635,push
399620460,b6237bb1bddc20a048ebc31cf0180038be0780e5,788,master,passed,1135,2018-07-03 15:06:54 UTC,399620461,399620462,399620463,399620464,399620465,399620466,399620467,399620468,399620469,399620470,399620471,399620472,399620473,pull_request
399620432,3e5669e4d565170a3e7364365cbe521096531fa0,,schneems/red-failure,passed,3381,2018-07-03 14:56:48 UTC,399620433,399620434,399620435,399620436,399620437,399620438,399620439,399620440,399620441,399620442,399620443,399620444,399620445,push
399565850,891a6e512b4ac857390bd4e1f276a6aec17aaf62,,schneems/red-failure,passed,3613,2018-07-03 12:54:13 UTC,399565851,399565852,399565853,399565854,399565855,399565856,399565857,399565858,399565859,399565860,399565861,399565862,399565863,push
399565315,55526f877ba62ef1c5ffa506181cac9d2c5af609,788,master,passed,1086,2018-07-03 12:49:48 UTC,399565316,399565317,399565318,399565319,399565320,399565321,399565322,399565323,399565324,399565325,399565326,399565327,399565328,pull_request
399565301,7f861d61f3a89b5649790eda06bed7a94db85cd1,,schneems/red-failure,canceled,0,,399565302,399565303,399565304,399565305,399565306,399565307,399565308,399565309,399565310,399565311,399565312,399565313,399565314,push
399565124,30fcb3173cb11b008e5270e18d39ceabb6b9d2de,788,master,canceled,0,,399565125,399565126,399565127,399565128,399565129,399565130,399565131,399565132,399565133,399565134,399565135,399565136,399565137,pull_request
399565091,153a473894b62524477b2d26d0240503e51dee49,,schneems/red-failure,canceled,0,,399565092,399565093,399565094,399565095,399565096,399565097,399565098,399565099,399565100,399565101,399565102,399565103,399565104,push
399564832,05865822eed2883a3e200422d4e5ac41320a47e9,788,master,canceled,0,,399564833,399564834,399564835,399564836,399564837,399564838,399564839,399564840,399564841,399564842,399564843,399564844,399564845,pull_request
399564803,87de6237abed091751800b5b778b0877b8ea1954,,schneems/red-failure,canceled,0,,399564804,399564805,399564806,399564807,399564808,399564809,399564810,399564811,399564812,399564813,399564814,399564815,399564816,push
399564546,e24a38bd5c8ccf4447adf2e39e0e1eb3830692ff,788,master,canceled,0,,399564547,399564548,399564550,399564551,399564552,399564554,399564555,399564556,399564557,399564558,399564559,399564560,399564561,pull_request
399564527,dcf5c86c5f535b43fda52b0acc51db7a2e7472da,,schneems/red-failure,errored,1254,2018-07-03 12:46:06 UTC,399564528,399564529,399564530,399564531,399564532,399564533,399564534,399564535,399564536,399564537,399564538,399564539,399564540,push
399395067,d527b3fce0788ba907f7523133cc347810dc2fce,788,master,passed,854,2018-07-03 02:08:06 UTC,399395068,399395069,399395070,399395071,399395072,399395073,399395074,399395075,399395076,399395077,399395078,399395079,399395080,pull_request
399395053,891a6e512b4ac857390bd4e1f276a6aec17aaf62,,schneems/red-failure,passed,2973,2018-07-03 01:58:49 UTC,399395054,399395055,399395056,399395057,399395058,399395059,399395060,399395061,399395062,399395063,399395064,399395065,399395066,push
399394774,4cb72ead3f337be55446d55159b8cd6359b3a04a,788,master,canceled,0,,399394775,399394776,399394777,399394778,399394779,399394780,399394781,399394782,399394783,399394784,399394785,399394786,399394787,pull_request
399394756,d44ad5137b1b82f6ba11d9a66c5c557816dc68d0,,schneems/red-failure,canceled,0,,399394757,399394758,399394759,399394760,399394761,399394762,399394763,399394764,399394765,399394766,399394767,399394768,399394769,push
399394151,1cb66e04609e2d613551b82631ac1bb2efa17eae,788,master,canceled,0,,399394152,399394153,399394154,399394155,399394156,399394157,399394158,399394159,399394160,399394161,399394162,399394163,399394164,pull_request
399394135,a48d696268841f1905745e0cea3b4fc1776d149f,,schneems/red-failure,passed,3157,2018-07-03 01:48:52 UTC,399394136,399394137,399394138,399394139,399394140,399394141,399394142,399394143,399394144,399394145,399394146,399394147,399394148,push
399393903,d8d4b32f9d6afcd1f7d96b7e18a6b4e33f8d98c1,788,master,canceled,0,,399393904,399393905,399393906,399393907,399393908,399393909,399393910,399393911,399393912,399393913,399393914,399393915,399393916,pull_request
399393884,459933f0c8034a48d62bae4bcf0d3e0cbc444044,,schneems/red-failure,errored,688,2018-07-03 01:46:16 UTC,399393885,399393886,399393887,399393888,399393889,399393890,399393891,399393892,399393893,399393894,399393895,399393896,399393897,push
399393691,53d9d47d14a42ab5cf6b2913f1d5318c9cd6f663,788,master,canceled,0,,399393692,399393693,399393694,399393695,399393696,399393697,399393698,399393699,399393700,399393701,399393702,399393703,399393704,pull_request
399393673,9a098efdf5e778ef081e30e4cce04b53498fdb69,,schneems/red-failure,canceled,0,,399393674,399393675,399393676,399393677,399393678,399393679,399393680,399393681,399393682,399393683,399393684,399393685,399393686,push
399393498,6bfd686a2137d16b260f4c6cae5056c6cd76d14a,788,master,canceled,0,,399393499,399393500,399393501,399393502,399393503,399393504,399393505,399393506,399393507,399393508,399393509,399393510,399393511,pull_request
399393471,80ff02d9f128d06d0e4babb1699d6f9e4f23b3bb,,schneems/red-failure,errored,469,2018-07-03 01:43:51 UTC,399393472,399393473,399393474,399393475,399393476,399393477,399393478,399393479,399393480,399393481,399393482,399393483,399393484,push
399393200,6a0697be56b5aca5d06f4745af2effb71054dd19,788,master,canceled,0,,399393201,399393202,399393203,399393204,399393205,399393206,399393207,399393208,399393209,399393210,399393211,399393212,399393213,pull_request
399393183,370692471dbefd501b2695d4f75d41336d5b4b73,,schneems/red-failure,canceled,0,,399393184,399393185,399393186,399393187,399393188,399393189,399393190,399393191,399393192,399393193,399393194,399393195,399393196,push
399392913,eb1a0a7f96ac742db93660c8768bf276b7fdd5c1,788,master,canceled,0,,399392914,399392915,399392916,399392917,399392918,399392919,399392920,399392921,399392922,399392923,399392924,399392925,399392928,pull_request
399392883,1287e8a058f877015c970273b976a54f265bda8d,,schneems/red-failure,errored,474,2018-07-03 01:40:43 UTC,399392885,399392887,399392889,399392890,399392891,399392892,399392893,399392895,399392896,399392897,399392898,399392899,399392900,push
399392219,2f74828c2b6d922c34a599be55022aea744d25cf,788,master,canceled,0,,399392220,399392221,399392222,399392223,399392224,399392225,399392226,399392227,399392228,399392229,399392230,399392231,399392233,pull_request
399392148,ce7853a8fc30dd49ea4b472c53b5a8e5e9f6eae3,,schneems/red-failure,errored,2247,2018-07-03 01:35:28 UTC,399392149,399392150,399392151,399392152,399392153,399392154,399392161,399392162,399392163,399392164,399392165,399392166,399392167,push
398522299,96e6412e2b6a58a46061ba6102dd97a1f316b9dc,787,master,errored,762,2018-06-30 07:01:54 UTC,398522300,398522301,398522302,398522303,398522304,398522305,398522306,398522307,398522308,398522309,398522310,398522311,398522312,pull_request
398499000,4365a3d2c169d98560a68644ba1982d109e132eb,787,master,errored,736,2018-06-30 03:35:30 UTC,398499001,398499002,398499003,398499004,398499005,398499006,398499007,398499008,398499009,398499010,398499011,398499012,398499013,pull_request
396959935,831a64a03624b8936792de2b0daf59fbaad36df0,,v188,passed,3267,2018-06-26 16:02:06 UTC,396959936,396959937,396959938,396959939,396959940,396959941,396959942,396959943,396959944,396959945,396959946,396959947,396959949,push
396951076,831a64a03624b8936792de2b0daf59fbaad36df0,,master,passed,3239,2018-06-26 15:43:10 UTC,396951077,396951078,396951079,396951080,396951081,396951082,396951083,396951084,396951085,396951086,396951087,396951088,396951089,push
396932928,c62a930762cb4b0f0c1fce532cb11449ad708712,786,master,passed,815,2018-06-26 15:15:56 UTC,396932929,396932930,396932931,396932932,396932933,396932934,396932935,396932936,396932937,396932938,396932939,396932940,396932941,pull_request
396932907,2c77fdc9fa6c3abea5b392ef9368ffc41787348d,,schneems/v188,passed,3574,2018-06-26 15:04:42 UTC,396932908,396932909,396932911,396932913,396932914,396932917,396932919,396932922,396932923,396932924,396932925,396932926,396932927,push
396932318,729a2ff98377087396e2585685a3a8da484829d2,786,master,canceled,0,,396932319,396932320,396932321,396932322,396932323,396932324,396932325,396932326,396932327,396932328,396932329,396932330,396932331,pull_request
396932228,916157bc9bfa81780f6c708ec8111606f5690ebb,,schneems/v188,canceled,0,,396932229,396932230,396932231,396932232,396932233,396932234,396932235,396932236,396932237,396932238,396932239,396932240,396932241,push
396931919,ad766fa685334c535644ea3f6c2d7f4dbd48e906,,schneems/v188,errored,562,2018-06-26 15:02:48 UTC,396931920,396931921,396931926,396931927,396931928,396931929,396931930,396931931,396931933,396931935,396931937,396931939,396931941,push
396614472,8977a29fcb0b4708315f7b5a0ce722ac9661b8d7,784,master,passed,988,2018-06-25 22:00:10 UTC,396614473,396614474,396614475,396614476,396614477,396614478,396614479,396614480,396614481,396614482,396614483,396614484,396614485,pull_request
396614269,8d9ebb58020b29750ddc44d6df1a20fc280d3b1e,,schneems/heroku-ci,passed,3057,2018-06-25 21:51:18 UTC,396614270,396614271,396614272,396614273,396614274,396614275,396614276,396614277,396614278,396614279,396614280,396614281,396614282,push
396550829,2a26c1dac15b8260239cc86470db5e00e6ca4278,784,master,passed,1113,2018-06-25 19:23:33 UTC,396550830,396550831,396550832,396550833,396550834,396550835,396550836,396550837,396550838,396550839,396550840,396550841,396550842,pull_request
396550770,5b55b6533f43672ee60a19170e308772f802d2f3,,schneems/heroku-ci,passed,3236,2018-06-25 19:13:52 UTC,396550771,396550772,396550773,396550774,396550775,396550776,396550777,396550778,396550779,396550780,396550781,396550782,396550783,push
396527067,06964b2d325e9325818d50cf60be02b06be86ed4,784,master,passed,1276,2018-06-25 18:34:53 UTC,396527068,396527069,396527070,396527071,396527072,396527073,396527074,396527075,396527076,396527077,396527078,396527079,396527080,pull_request
396527035,94b5cc7eb61b9e34fad7776cd2a201266bd3391d,,schneems/heroku-ci,passed,3441,2018-06-25 18:23:47 UTC,396527036,396527037,396527038,396527039,396527040,396527041,396527042,396527043,396527044,396527045,396527046,396527047,396527048,push
396525894,aafded170b6b4e0a6f6ab031492d46b1b7ece336,784,master,canceled,0,,396525895,396525896,396525897,396525898,396525899,396525900,396525901,396525902,396525903,396525904,396525905,396525906,396525907,pull_request
396525880,f9f630ba12bd1750601908239f62073dcc6d3a59,,schneems/heroku-ci,failed,3289,2018-06-25 18:11:12 UTC,396525881,396525882,396525883,396525884,396525885,396525886,396525887,396525888,396525889,396525890,396525891,396525892,396525893,push
396522472,c7b65682e9dd888049ec53ad7c1bffa7ce51af3e,784,master,canceled,0,,396522473,396522474,396522476,396522478,396522479,396522480,396522481,396522482,396522483,396522484,396522485,396522486,396522487,pull_request
396522384,0800a4db25df08867f385730e1e14b57f54fe771,,schneems/heroku-ci,canceled,0,,396522385,396522386,396522387,396522388,396522389,396522395,396522396,396522397,396522398,396522399,396522400,396522401,396522402,push
396520101,1cf39e56a62680d145b941445ce2656ece6f04df,,schneems/heroku-ci,failed,3224,2018-06-25 18:01:04 UTC,396520102,396520103,396520104,396520105,396520106,396520107,396520111,396520120,396520121,396520122,396520123,396520124,396520125,push
396520067,f6101d4c574003864162e7fc4141b90bfd69b476,784,master,passed,1053,2018-06-25 17:57:10 UTC,396520068,396520069,396520070,396520071,396520072,396520073,396520074,396520075,396520076,396520077,396520078,396520079,396520080,pull_request
396508586,b524357c7841afba6c119ad30d5e8fb78a06aa6a,784,master,passed,1122,2018-06-25 17:50:33 UTC,396508587,396508588,396508589,396508590,396508591,396508592,396508593,396508594,396508595,396508597,396508599,396508601,396508602,pull_request
396508570,07cc60af30950edb8000503cb0caed8fc17e0b72,,schneems/heroku-ci,passed,3322,2018-06-25 17:40:11 UTC,396508571,396508572,396508573,396508574,396508575,396508576,396508577,396508578,396508579,396508580,396508581,396508582,396508583,push
396504881,7413e4ea2e4b5ce1cea8c036163cd8ed51070b27,785,master,passed,1119,2018-06-25 17:34:35 UTC,396504882,396504883,396504884,396504885,396504886,396504887,396504888,396504889,396504890,396504891,396504892,396504893,396504894,pull_request
396501874,b5159aba740639385297d93e2cac5463b560de9c,,schneems/api-rate-limit,passed,3338,2018-06-25 17:24:38 UTC,396501875,396501876,396501879,396501880,396501881,396501882,396501883,396501884,396501885,396501886,396501887,396501888,396501889,push
396501417,40d1f4ccaf56cd3267ef61d13ddab0b938f88506,784,master,passed,886,2018-06-25 17:20:24 UTC,396501418,396501419,396501420,396501421,396501422,396501423,396501424,396501425,396501426,396501427,396501428,396501429,396501430,pull_request
396501391,10fe96adc9619eedb62136a8c9d3bf9063125c47,,schneems/heroku-ci,passed,3043,2018-06-25 17:11:05 UTC,396501393,396501395,396501397,396501398,396501399,396501400,396501401,396501402,396501403,396501404,396501405,396501406,396501407,push
396499021,be759a78855a1615a05b44ad3cc4872bd4226183,,schneems/heroku-ci,canceled,0,,396499022,396499023,396499024,396499029,396499030,396499033,396499037,396499038,396499039,396499040,396499041,396499042,396499043,push
396498969,e6b500598dacfde366d5bcebc9b449ba1242660d,784,master,passed,1012,2018-06-25 17:07:01 UTC,396498970,396498971,396498972,396498973,396498974,396498975,396498976,396498977,396498978,396498979,396498980,396498981,396498982,pull_request
396495565,9385b1a0ffef4eba2af1d1ddaf8f664ae239e4c7,784,master,canceled,0,,396495566,396495567,396495568,396495569,396495570,396495571,396495572,396495573,396495574,396495575,396495576,396495577,396495578,pull_request
396495523,46971368cf5d05b61521dcabb5c885e575d626a1,,schneems/heroku-ci,passed,3142,2018-06-25 16:57:16 UTC,396495524,396495525,396495526,396495527,396495528,396495529,396495530,396495531,396495532,396495533,396495534,396495535,396495536,push
396485374,c6bff36ea9b5c169ea630851a0b957a6a528b9ee,784,master,passed,1228,2018-06-25 16:44:53 UTC,396485375,396485376,396485377,396485378,396485379,396485380,396485381,396485382,396485383,396485384,396485385,396485386,396485387,pull_request
396485354,66c9bd641ec7b58e75aafc7ca2b092bef10714b8,,schneems/heroku-ci,passed,3448,2018-06-25 16:33:49 UTC,396485356,396485357,396485358,396485360,396485361,396485366,396485367,396485368,396485369,396485370,396485371,396485372,396485373,push
396482728,72b1e8368042d5ffad67679cbeb2da35093a539f,784,master,canceled,0,,396482729,396482730,396482731,396482732,396482733,396482734,396482735,396482736,396482737,396482738,396482739,396482740,396482741,pull_request
396482690,c82b43ccc4f072df0496325a8552633af60c2475,,schneems/heroku-ci,canceled,0,,396482691,396482692,396482693,396482694,396482695,396482696,396482697,396482698,396482699,396482700,396482701,396482702,396482703,push
396480648,a9ebbb565699d50b213ec9237d03e8a29aa94d3e,784,master,canceled,0,,396480649,396480650,396480651,396480652,396480653,396480654,396480655,396480656,396480657,396480658,396480659,396480660,396480661,pull_request
396480598,752da4a310b9f5f4352b9a8765b069aea0e71a04,,schneems/heroku-ci,failed,3956,2018-06-25 16:20:24 UTC,396480599,396480600,396480601,396480602,396480603,396480604,396480605,396480606,396480607,396480608,396480609,396480610,396480611,push
396479571,10c91eaac0efe95a76220ccca062a65c7e608182,784,master,canceled,0,,396479572,396479573,396479574,396479575,396479576,396479577,396479578,396479579,396479580,396479581,396479582,396479583,396479584,pull_request
396479557,eff0366b637a7e41d548db2b9d30093ebe9772b7,,schneems/heroku-ci,canceled,0,,396479558,396479559,396479560,396479561,396479562,396479563,396479564,396479565,396479566,396479567,396479568,396479569,396479570,push
396478798,60619bb2e09a64a227dc11861c065c9727866034,784,master,canceled,0,,396478799,396478800,396478801,396478802,396478803,396478804,396478805,396478806,396478807,396478808,396478809,396478810,396478811,pull_request
396478766,655374547910f4de9fd023a8691c476d9864aad4,,schneems/heroku-ci,canceled,0,,396478767,396478768,396478769,396478770,396478771,396478772,396478773,396478774,396478775,396478776,396478777,396478778,396478779,push
396477552,085643f639efd3131ea955e3027c93f6e7795098,784,master,passed,1134,2018-06-25 16:15:32 UTC,396477553,396477554,396477555,396477556,396477557,396477558,396477559,396477560,396477561,396477562,396477563,396477564,396477565,pull_request
396477532,24c5431953b4813ef76e381c6032778a071e5469,,schneems/heroku-ci,canceled,0,2018-06-25 16:15:29 UTC,396477533,396477534,396477535,396477536,396477537,396477538,396477539,396477540,396477541,396477542,396477543,396477544,396477545,push
396474291,4820ae2851c34d44c17879357f523fe891363151,784,master,canceled,0,,396474292,396474293,396474294,396474295,396474296,396474297,396474298,396474299,396474300,396474301,396474302,396474303,396474304,pull_request
396474277,5c6384060cdc8176d53fd1d03f2e04ed45c176f6,,schneems/heroku-ci,canceled,0,,396474278,396474279,396474280,396474281,396474282,396474283,396474284,396474285,396474286,396474287,396474288,396474289,396474290,push
396473832,9d29a1728df4645bb43c03b8f90e793354edeb98,784,master,canceled,0,,396473833,396473834,396473835,396473836,396473837,396473838,396473839,396473840,396473841,396473842,396473843,396473844,396473845,pull_request
396473606,2038f98db1a48f1f09baa8bb0cd228c3155c94eb,,schneems/heroku-ci,canceled,0,,396473607,396473608,396473609,396473610,396473611,396473612,396473613,396473614,396473615,396473616,396473617,396473618,396473619,push
396473181,22b24b66c42afdf8c95cc16143221ffd7b2d7f7b,,schneems/heroku-ci,errored,3702,2018-06-25 16:03:54 UTC,396473182,396473183,396473184,396473185,396473186,396473187,396473188,396473189,396473190,396473191,396473192,396473193,396473194,push
396465640,1ef621d59a703e9aae492ec473f697fb1cd374e7,762,master,passed,994,2018-06-25 15:56:43 UTC,396465641,396465642,396465643,396465644,396465645,396465646,396465647,396465648,396465649,396465650,396465651,396465652,396465653,pull_request
396465576,e85a0114198d3e88eef538957343311ef3a39cb9,,travis/speed,passed,4021,2018-06-25 15:45:22 UTC,396465577,396465578,396465579,396465580,396465581,396465582,396465583,396465584,396465585,396465586,396465587,396465588,396465589,push
395200729,22b24b66c42afdf8c95cc16143221ffd7b2d7f7b,,master,passed,3244,2018-06-21 20:27:21 UTC,395200730,395200731,395200732,395200733,395200734,395200735,395200736,395200737,395200738,395200739,395200740,395200741,395200742,push
395189751,b798fc06979eae959acfb0d167884aeb170a8de4,781,master,passed,1144,2018-06-21 20:09:48 UTC,395189752,395189753,395189754,395189755,395189756,395189757,395189758,395189759,395189760,395189761,395189762,395189763,395189764,pull_request
395189717,00ef7deaad236c1f6ad0a2e518388f9a2be1547b,,schneems/fix-rails-runner-timeout-debug,passed,3199,2018-06-21 20:01:00 UTC,395189718,395189719,395189720,395189721,395189722,395189723,395189724,395189725,395189726,395189727,395189728,395189729,395189730,push
395183779,7fb13ac391ccf6ae52a25deaf3ba1a42645f443f,762,master,passed,1051,2018-06-21 19:56:15 UTC,395183780,395183781,395183782,395183783,395183784,395183785,395183786,395183787,395183788,395183789,395183790,395183791,395183792,pull_request
395183709,4510e07d10fe41c3e16d43d0aca00e3fa7290081,,travis/speed,passed,3309,2018-06-21 19:44:53 UTC,395183710,395183711,395183712,395183713,395183714,395183715,395183716,395183717,395183718,395183719,395183720,395183721,395183722,push
395180176,dbfa9de02dd7a1fd96e33c1407dc87645d552421,,master,passed,3294,2018-06-21 19:34:53 UTC,395180177,395180178,395180179,395180180,395180181,395180182,395180183,395180184,395180185,395180186,395180187,395180188,395180189,push
395109709,fa0b16f985f05b5f3c75814a59183570f0c899eb,,schneems/fix-rails-runner-timeout-debug,passed,3517,2018-06-21 16:41:45 UTC,395109710,395109711,395109712,395109713,395109714,395109715,395109716,395109717,395109718,395109719,395109720,395109721,395109725,push
395109638,e59de7ab5e63866eda11d7a1e2e07189488792d0,781,master,passed,1044,2018-06-21 16:38:39 UTC,395109639,395109640,395109641,395109642,395109643,395109644,395109645,395109646,395109647,395109648,395109649,395109650,395109651,pull_request
395093912,17d165ca6528d5e19d46e9382e8bdaf28001d096,781,master,passed,1073,2018-06-21 16:30:26 UTC,395093913,395093914,395093915,395093916,395093917,395093918,395093919,395093920,395093921,395093922,395093923,395093924,395093925,pull_request
395093613,fd935762921cf9ec8af315a15a23b9e772c8ca3a,,schneems/fix-rails-runner-timeout-debug,passed,3323,2018-06-21 16:18:27 UTC,395093615,395093617,395093619,395093621,395093628,395093633,395093636,395093637,395093640,395093641,395093642,395093654,395093655,push
395091145,fb55976d8573ba5877bceec879f10ccd41f51bd8,,schneems/debugging-sh-error,passed,3173,2018-06-21 16:05:06 UTC,395091146,395091147,395091148,395091149,395091150,395091151,395091152,395091153,395091154,395091155,395091156,395091157,395091158,push
