build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
750982519,0e2d186857f16686139c20be10a1f70a689c9ea0,,master,failed,160,2020-12-22 07:30:26 UTC,750982520,750982521,750982522,750982523,push
750431611,2682c185292379c9cf34a7205b268187b3647b35,205,master,failed,152,2020-12-18 17:59:43 UTC,750431612,750431613,750431614,750431615,pull_request
750431606,af3aa6331b312d30c025ca3d77e6712c213fc008,,dependabot/pip/pyyaml-5.1,failed,147,2020-12-18 17:19:00 UTC,750431607,750431608,750431609,750431610,push
717144890,5b7df31c1a5f1f4a09b529ef3f8a79cdd7063b89,199,master,failed,139,2020-08-12 05:06:09 UTC,717144891,717144892,717144893,717144894,pull_request
668927518,fdb3d978fb200a7660f026c3456ac2637d83048d,184,master,failed,148,2020-03-30 20:00:28 UTC,668927519,668927520,668927521,668927522,pull_request
633287152,da34ca648fd795fef0cfa1e62e7fd6b88f7b330c,190,master,passed,162,2020-01-06 13:34:43 UTC,633287153,633287154,633287155,633287156,pull_request
623027022,f1137b65781b300b572eca82a2b60dacf65087dd,188,master,failed,185,2019-12-10 05:34:31 UTC,623027023,623027024,623027025,623027026,pull_request
609398472,6b5e15c47ca780e697756a80d4d7b1ce0f7b18c1,187,master,failed,195,2019-11-08 20:20:34 UTC,609398473,609398474,609398475,609398476,pull_request
609398179,bad889b473c878919a24d89a72db97ec3daeebed,187,master,failed,193,2019-11-08 20:19:51 UTC,609398180,609398181,609398182,609398183,pull_request
602898334,d9c81e6f578d71d4fd2feea9186b5e63106a1046,186,master,failed,237,2019-10-25 16:12:48 UTC,602898335,602898336,602898337,602898338,pull_request
580410404,e17300b3977d5567eea3ba7c8c44b0a8203d611d,153,master,passed,185,2019-09-03 20:14:23 UTC,580410405,580410406,580410407,580410408,pull_request
580406335,854ca9a23cccee8e58c1d736bbaeab54caa8bdd9,153,master,passed,166,2019-09-03 20:05:08 UTC,580406336,580406337,580406338,580406339,pull_request
580008668,8ca40a9839166c12cd2cae941507efc144f62a9b,184,master,failed,178,2019-09-02 23:23:05 UTC,580008669,580008670,580008671,580008672,pull_request
574149833,c23f5770127826665402e17ab4e115127b5489c5,,master,failed,194,2019-08-20 04:06:26 UTC,574149834,574149835,574149836,574149837,push
536382726,2d53d6cb7a24edf67ede88b3c47672f3e5924f7e,180,master,failed,208,2019-05-23 16:33:14 UTC,536382727,536382728,536382729,536382730,pull_request
529502246,2b557ef3362a399ab37665f0d1a356cfb015f2a1,177,master,passed,220,2019-05-07 21:30:08 UTC,529502247,529502248,529502249,529502250,pull_request
528772176,a9cd499c90d53326700704962db0f0ce3e1153bd,,master,failed,202,2019-05-06 11:43:24 UTC,528772177,528772178,528772179,528772180,push
526426672,bbf54493d38c32fcfd08a204015e99bab0823d02,175,master,failed,269,2019-04-30 13:05:08 UTC,526426674,526426675,526426676,526426677,pull_request
526015432,ef762be03a06fd0be413ea8f3ddea2cec043d20b,174,master,failed,252,2019-04-29 15:04:35 UTC,526015433,526015434,526015435,526015436,pull_request
526014420,dbd961b80fb779c1f0f1a1ff473461d06a12bff2,174,master,failed,298,2019-04-29 15:02:03 UTC,526014421,526014422,526014423,526014424,pull_request
503177076,ecd857266c5e7830d657cbe0196816314790563b,,master,failed,271,2019-03-07 16:12:29 UTC,503177077,503177078,503177079,503177080,push
496503752,80ad70f07dd7a1ed35c08d60270d4c2abb95a4a6,,v0.5.3,failed,244,2019-02-21 13:34:43 UTC,496503753,496503754,496503755,496503756,push
485150473,ec54d3a3307c8e038644ea2ac372c646a592a41b,169,master,canceled,322,2019-03-07 16:11:23 UTC,485150474,485150475,485150476,485150477,pull_request
448135928,4b60fea88435093e79eb8b58c97e2c2f9595d1e4,165,master,failed,214,2018-10-30 02:51:52 UTC,448135929,448135930,448135931,448135932,pull_request
429542944,80ad70f07dd7a1ed35c08d60270d4c2abb95a4a6,,master,failed,258,2018-09-17 12:14:09 UTC,429542945,429542946,429542947,429542948,push
429542807,f8197e79611711004c78a2f681e5f1b2d027fd5a,,master,failed,234,2018-09-17 12:13:08 UTC,429542808,429542809,429542810,429542811,push
398366244,dc3c3107afbb5cef1a08d5be0ab84105ee2be814,160,master,failed,252,2018-06-29 18:13:57 UTC,398366245,398366246,398366247,398366248,pull_request
396331616,b52bc7dcfa33c05b211730a91f28ac40f1b58613,158,master,failed,224,2018-06-25 10:17:19 UTC,396331617,396331618,396331619,396331620,pull_request
393592190,4b89c3ee6c826fe0e39c02f48c375d7fa04ba862,154,master,failed,412,2018-06-18 11:41:44 UTC,393592191,393592192,393592193,393592194,pull_request
393167033,48252bf1b15f0f8a55a052ce70335e6fd925f6fd,153,master,passed,292,2018-06-16 21:31:54 UTC,393167034,393167035,393167036,393167037,pull_request
372516318,c5dfc013eba1e7076b662302f8cbecaff129e5ab,,master,failed,255,2018-04-28 20:49:35 UTC,372516319,372516320,372516321,372516322,push
372509172,03759f11e9dc5590c7bb927f37aec4f2bbca304d,,master,failed,262,2018-04-28 20:16:45 UTC,372509173,372509174,372509175,372509176,push
372195853,37a1f72a2237affe96f38361417e82746213b08c,,master,passed,241,2018-04-27 19:59:50 UTC,372195854,372195855,372195856,372195857,push
372041930,e6defe9921c1dc78c30fddc41ebe8331a8d6053b,148,master,passed,336,2018-04-27 13:48:10 UTC,372041931,372041932,372041933,372041934,pull_request
371782585,b0868d0a28b8193271029cd16c88df08575cf7a6,147,master,failed,255,2018-04-26 22:07:18 UTC,371782586,371782587,371782588,371782589,pull_request
371765791,45064b43ae7e6ee1f37a4eda2f5c35f2319b33b1,147,master,failed,226,2018-04-26 21:20:24 UTC,371765792,371765793,371765794,371765795,pull_request
371755405,fdffe5ca0529ac4967a4dcbb79667d74b628af6f,147,master,failed,294,2018-04-26 20:54:45 UTC,371755406,371755407,371755408,371755409,pull_request
371622998,6b62ec881b029a99229a97e3b13394249e6f6e2d,,master,passed,267,2018-04-26 15:34:56 UTC,371622999,371623000,371623001,371623002,push
371559591,e4de1a6000bfe37e29ca9fc4162d5c9face2f369,146,master,passed,444,2018-04-26 13:25:17 UTC,371559593,371559594,371559595,371559596,pull_request
371552572,086c642d9c8e9175eb1e75bcc689172a99f8241b,146,master,failed,241,2018-04-26 13:09:00 UTC,371552573,371552574,371552575,371552576,pull_request
371549807,6788aa1c09d772000f30e6dd0d6c0bf1d17b79b0,,master,passed,254,2018-04-26 13:04:45 UTC,371549808,371549809,371549810,371549811,push
371549323,74711d2d32256c8f49c38cb7af6215e436868af0,,master,passed,278,2018-04-26 13:03:37 UTC,371549324,371549325,371549326,371549327,push
371549041,9cf67325e37e3bde1541a1a801c972fedfe1204d,,master,canceled,0,,371549042,371549043,push
371548630,5e59c24c6072e62119b520643d1f212e52169892,,master,passed,136,2018-04-26 13:02:08 UTC,371548631,371548632,push
371548232,eb59a8fe61e00548f0acb4e51a027b9d71632553,,master,passed,233,2018-04-26 13:01:27 UTC,371548233,371548234,push
371547839,edace4fa8c5ac4677e36e804bb5e534bba9dc383,,master,passed,159,2018-04-26 13:00:31 UTC,371547840,371547841,push
371463515,59ae24a9dbdd2fad9c96d53aa2659a19a7e1bae2,146,master,passed,355,2018-04-26 09:15:42 UTC,371463516,371463517,371463518,371463519,pull_request
366629697,8975d9036d7afd19e7ea53e78bcd038a5d0b2b78,143,master,passed,217,2018-04-14 22:31:35 UTC,366629698,366629699,366629700,366629701,pull_request
366333713,496643ecfebe240eaaa9437e851a2190b6eca0c5,140,master,passed,227,2018-04-13 22:40:26 UTC,366333714,366333715,366333716,366333717,pull_request
366324097,e7650df13c192a83264b3e3e67840e5948946499,140,master,passed,250,2018-04-13 22:09:32 UTC,366324098,366324099,366324100,366324101,pull_request
366320415,c6565ab04fc6e1a4f57273b3decc49d19b11ec8b,140,master,failed,323,2018-04-13 21:57:44 UTC,366320416,366320417,366320418,366320419,366320420,pull_request
366319786,4322417909d01524278a4042f122cd638a88c978,140,master,failed,162,2018-04-13 21:55:37 UTC,366319787,366319788,366319789,366319790,366319791,pull_request
366315152,60dbaef50d68e0c8fdcdac2730dd56454e736b57,140,master,failed,289,2018-04-13 21:41:27 UTC,366315153,366315154,366315155,366315156,366315157,pull_request
366312841,e700387ed6306ce9148588dae8ae19f53927d281,140,master,passed,141,2018-04-13 21:34:00 UTC,366312842,366312843,pull_request
366311308,a6a80dbc46f236d2be8da9120b8c775784dfe820,140,master,failed,92,2018-04-13 21:29:57 UTC,366311309,366311310,pull_request
366301113,a85f3a387398e0e6e835eb1348087a028431fe06,138,master,passed,126,2018-04-13 21:00:56 UTC,366301114,366301116,pull_request
366291472,7a4f100c8401448d9de54cba2aad92a1f7d8b5b4,136,master,passed,134,2018-04-13 20:35:43 UTC,366291473,366291475,pull_request
365797271,fd972e6dd4ee7ebba3e80829942520cd2addd321,135,master,passed,153,2018-04-12 20:19:33 UTC,365797272,365797273,pull_request
365775526,8eb8e142ab988a7c3b38f5d20c7215b0a4fa6d66,134,master,passed,152,2018-04-12 19:29:04 UTC,365775527,365775528,pull_request
346253125,60b0c3e88aba9a9a47a81ba34b7b6c5a1b3eaf5f,129,master,passed,246,2018-02-26 12:13:56 UTC,346253126,346253129,pull_request
346200258,11bd552a18351ed0506292c8e9c25bf95c5bd1e2,129,master,failed,181,2018-02-26 09:30:41 UTC,346200259,346200261,pull_request
342136848,f2c5307d76e7909e7b0476e0b004590486ebdf37,,master,passed,146,2018-02-16 00:07:06 UTC,342136849,342136850,push
341683169,8511582d57d276a56c8fda2873a126c07c6f0033,127,master,passed,124,2018-02-14 23:56:57 UTC,341683170,341683171,pull_request
340950879,fe0ed3199dd952d57bfa12ecdb6c69acd1c98ece,,master,passed,177,2018-02-13 13:40:16 UTC,340950880,340950881,push
340950272,76556f91c45aa0de0eb67d5b175eeb8c85ffb1dc,,master,passed,119,2018-02-13 13:38:56 UTC,340950273,340950278,push
340173374,3eacfbbab670d3ff7fe247939409de5420e15f4b,126,master,passed,142,2018-02-11 16:44:10 UTC,340173377,340173378,pull_request
314741000,cf131a971f13533663b5c4165607218b716b7a10,,master,passed,122,2017-12-11 12:15:35 UTC,314741001,314741002,push
314740511,978a3fda379c80b5d6c9c03c8a1e797e3ce0b9aa,,master,passed,133,2017-12-11 12:14:33 UTC,314740512,314740513,push
314740291,f00a336ac12f2c127f49bd1a6a75a8fb8968aefa,120,master,errored,72,2017-12-11 12:13:59 UTC,314740292,314740293,pull_request
314098196,68460aa6d52e8e4ca20d698bb28f172a48dee06a,119,master,passed,126,2017-12-09 21:40:40 UTC,314098197,314098198,pull_request
313056405,2bbb95b12f348ec5fdb3971a364c45bcb5827d11,118,master,passed,152,2017-12-07 16:51:33 UTC,313056406,313056408,pull_request
281087604,fcd41c36c93c1fcac43557da46f62435b1c44716,,master,passed,137,2017-09-28 22:56:49 UTC,281087605,281087606,push
276532878,024a1fbc03c0c939c7e3249b7a112cd721b23c6b,,master,passed,96,2017-09-17 15:14:46 UTC,276532879,276532880,push
276532061,5d2d4eb78f2145a1080367f8a3e9ce24881e392f,,master,failed,56,2017-09-17 15:11:31 UTC,276532062,276532063,push
276530955,1fe34f3af69573eb7cc9da1c6febb8468d0d1ebe,,master,failed,53,2017-09-17 15:06:40 UTC,276530956,276530957,push
276530826,c35b357059b2c14cba701bbd5cf15bf445cccca7,,master,failed,48,2017-09-17 15:06:20 UTC,276530827,276530828,push
276525398,a305510dcad9925dedc807d742cb6a1765433d39,,master,errored,23,2017-09-17 14:42:41 UTC,276525399,276525400,push
276525075,d1b5b7f96d2fcc5aef9631ef9f7addc0b06ee53e,,master,errored,24,2017-09-17 14:40:53 UTC,276525076,276525077,push
276524445,d3cecff0b136f7866462481bce74465bcadc0536,,master,errored,24,2017-09-17 14:38:00 UTC,276524446,276524447,push
272143833,b75bcc26aecee844c4f6162952967128f6f3ea65,,master,passed,58,2017-09-05 17:00:31 UTC,272143834,272143835,push
271218316,984cfdace1ded0cecf2110c71c95194e2b682483,,v0.5.2,passed,82,2017-09-02 18:07:36 UTC,271218317,271218318,push
271218283,984cfdace1ded0cecf2110c71c95194e2b682483,,master,passed,53,2017-09-02 18:07:47 UTC,271218284,271218285,push
271218113,e4031d8a618d441d3c8261312e46614a2e64bdf0,,master,passed,60,2017-09-02 18:06:24 UTC,271218114,271218115,push
271217905,e00e630a3e1af3e3d882bc485f9987abf8071e19,,master,passed,57,2017-09-02 18:05:50 UTC,271217906,271217907,push
271200306,f561617a0f4d4e375d6da4444fea462e4d4220f2,113,master,passed,54,2017-09-02 16:46:22 UTC,271200307,271200308,pull_request
271081068,ea98fbf3aa048e74bb2612966de9c447f269b354,,master,passed,55,2017-09-02 04:54:46 UTC,271081069,271081070,push
271050796,f4580a7617224510fff31cc2924f6b71457342f2,112,master,passed,59,2017-09-02 01:10:39 UTC,271050797,271050798,pull_request
270967862,5e65bd8b66a4bfe9864d7e3bb9ca7df952ae461e,,master,failed,55,2017-09-01 19:53:35 UTC,270967866,270967876,push
270967781,ecb1e17737d5e72b8dab48f9c7eb38f10eb3d7b9,,master,failed,53,2017-09-01 19:53:17 UTC,270967782,270967783,push
