build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
399307128,5b02eac5ae1c38c501bf818b5e5154b3d28a15c7,172,master,passed,802,2018-07-02 20:46:59 UTC,399307129,399307130,399307131,399307132,399307134,399307136,399307138,399307139,pull_request
399304843,b732a69adce2d101b11ca01585dae40f3235a709,172,master,passed,2029,2018-07-02 20:42:44 UTC,399304844,399304845,399304846,399304847,399304848,399304849,399304850,399304851,pull_request
399304235,eafeb1b2acb211fbe5d7fd028168788df53b5d05,172,master,passed,818,2018-07-02 20:39:04 UTC,399304236,399304237,399304238,399304239,399304240,399304241,399304242,399304243,pull_request
399302453,db354c45ac7156b049ae2f02830f8d5407dda2de,172,master,passed,1365,2018-07-02 20:34:45 UTC,399302454,399302455,399302456,399302457,399302458,399302459,399302460,399302461,pull_request
399260972,3a60bbd7121e490da6d0ee081836864ff7702b67,172,master,passed,1892,2018-07-02 18:51:08 UTC,399260973,399260974,399260975,399260976,399260977,399260978,399260980,399260985,pull_request
109405155,e5e67f6659fa3c5530d28a2a324810c7673e8735,,v1.8.2,passed,1343,2016-02-15 18:08:57 UTC,109405156,109405158,109405160,109405163,109405171,109405173,109405174,109405175,push
109405051,e5e67f6659fa3c5530d28a2a324810c7673e8735,,master,passed,1346,2016-02-15 17:54:54 UTC,109405053,109405054,109405055,109405056,109405057,109405058,109405059,109405060,push
109371127,35d1d8453141b1d60e340c9264805ad7ea0ba83d,,master,passed,1467,2016-02-15 15:31:49 UTC,109371128,109371129,109371130,109371131,109371132,109371133,109371134,109371135,push
109289549,26441ca06768b704d006d6dfbf62f9ef073a34d3,162,master,passed,1403,2016-02-15 07:52:49 UTC,109289550,109289551,109289552,109289553,109289554,109289556,109289558,109289559,pull_request
109023838,eab3f0ff2c744ddf3cce8ffaf12060c0541d4765,,master,passed,1204,2016-02-13 16:28:09 UTC,109023839,109023840,109023841,109023842,109023843,109023844,109023845,109023846,push
109022322,eab3f0ff2c744ddf3cce8ffaf12060c0541d4765,,bugfix/update-rubygems-version,passed,1364,2016-02-13 16:17:32 UTC,109022325,109022326,109022327,109022328,109022329,109022330,109022332,109022334,push
109021490,5ed687eb198c46f983433a6c769fc3eea012bc68,,bugfix/update-rubygems-version,errored,1299,2016-02-13 16:10:57 UTC,109021491,109021492,109021493,109021494,109021497,109021498,109021499,109021500,push
107609235,854cae84f8ca107f4564812e6d7067b28c8e9d05,162,master,errored,1039,2016-02-07 17:09:46 UTC,107609237,107609238,107609239,107609240,107609241,107609242,107609243,107609244,pull_request
106245437,20bd118251c781e7a5dc495b8fc80899e7cdf2d4,,master,errored,1072,2016-02-13 01:38:26 UTC,106245438,106245439,106245440,106245441,106245442,106245443,106245444,106245445,push
106245273,3cb32a3389bbf7b02695eb39648944c2308e7ce3,,master,errored,1188,2016-02-01 15:56:25 UTC,106245274,106245275,106245276,106245277,106245278,106245279,106245280,106245281,push
106144079,2fc93b208503998548df56958c0d5a29761a7dac,161,master,errored,1212,2016-02-01 05:51:43 UTC,106144080,106144081,106144082,106144083,106144084,106144085,106144086,106144087,pull_request
66476358,63e6de99db0f14f5fcf335dcf99fc1f5468f97ca,158,master,passed,603,2015-06-12 01:15:08 UTC,66476359,66476360,66476361,66476362,66476363,66476364,66476365,66476366,pull_request
63805916,d8421ee97984cf76f3722c1c4188f383bc665ace,,v1.8.1,passed,547,2015-05-23 22:20:12 UTC,63805917,63805918,63805919,63805920,63805921,63805922,63805923,63805924,push
63805836,d8421ee97984cf76f3722c1c4188f383bc665ace,,master,passed,623,2015-05-23 22:16:32 UTC,63805837,63805838,63805839,63805842,63805843,63805844,63805845,63805846,push
59747424,92331c62449a36af05b866942b408e31a41b2621,,master,passed,755,2015-04-23 16:37:18 UTC,59747425,59747426,59747427,59747428,59747429,59747430,59747431,59747432,push
59648846,9abcb280227fc5dbbe8a539d3c1ecdc58145b19a,156,master,passed,645,2015-04-23 00:47:04 UTC,59648847,59648848,59648849,59648850,59648851,59648852,59648853,59648854,pull_request
58295878,efbf49f78bc7a80691b80467c93b3b5c3e584fca,,master,passed,630,2015-04-13 16:19:02 UTC,58295880,58295881,58295882,58295883,58295884,58295885,58295886,58295887,push
56809474,b8dbae0f817938b42e61860c7036153decc4033a,,master,passed,634,2015-04-01 23:36:22 UTC,56809475,56809476,56809477,56809478,56809479,56809480,56809481,56809482,push
56664241,577ba15ac96029eb3a310404f5f2db855a2e7e86,153,master,passed,568,2015-04-01 02:39:26 UTC,56664242,56664243,56664244,56664245,56664246,56664247,56664248,56664249,pull_request
56222299,1a66f3070a74c1086161a027273c0b8aa96b912e,153,master,passed,658,2015-03-28 16:08:51 UTC,56222300,56222301,56222302,56222303,56222304,56222305,56222306,56222307,pull_request
56221635,0c75fa457fde8952778d13e462c105bbb4353faf,153,master,passed,530,2015-03-28 16:01:38 UTC,56221636,56221637,56221638,56221639,56221640,56221641,56221642,56221643,pull_request
55900081,3b1a26fc8e145eec3d9b903431bf599b7217ab18,153,master,passed,620,2015-03-26 03:48:33 UTC,55900082,55900083,55900084,55900085,55900086,55900087,55900088,55900089,pull_request
55896216,6df5a3d478f3f0278606a07e497cbc85c33dfaac,153,master,passed,582,2015-03-26 02:46:49 UTC,55896217,55896218,55896219,55896220,55896221,55896222,55896223,55896224,pull_request
55834459,7e0ea724055c4ed961a4c45f46610b8e89900fb6,,master,passed,629,2015-03-25 18:19:29 UTC,55834460,55834461,55834463,55834465,55834466,55834467,55834471,55834474,push
55677106,1ad642c5847f4385b9248c57a3d0b688106ad4c4,148,master,passed,625,2015-03-25 17:02:24 UTC,55677107,55677108,55677109,55677110,55677111,55677112,55677113,55677115,pull_request
55584193,f423427bcbe9a6be6684d423e27b82e96c2423f8,153,master,passed,654,2015-03-25 17:59:57 UTC,55584194,55584195,55584196,55584197,55584198,55584199,55584200,pull_request
55525815,1c80ca97d32e26ec15792670dc1ab7b7422e19ff,152,dev,passed,723,2015-03-23 19:11:50 UTC,55525817,55525819,55525820,55525822,55525823,55525824,55525825,pull_request
55525696,c888cc55194772a2c9019e7f8e362566c095e0ae,,master,passed,581,2015-03-23 18:53:59 UTC,55525697,55525698,55525701,55525702,55525703,55525704,55525705,push
55525675,ecaa7280470e78530f1e193128087b35eea1efd1,,cla-testing,errored,59,2015-03-23 18:44:08 UTC,55525676,55525677,55525678,55525679,55525680,55525681,55525683,push
55524564,c75d9b0aa8b6a4e0aeeb18fc98d9121baa37adc9,151,master,passed,650,2015-03-23 18:23:42 UTC,55524565,55524566,55524567,55524568,55524569,55524570,55524571,pull_request
55524361,ecaa7280470e78530f1e193128087b35eea1efd1,,cla-testing,errored,46,2015-03-23 18:11:02 UTC,55524362,55524364,55524366,55524368,55524370,55524372,55524373,push
55295325,4fc791524e58e40c0aa40ea21310d38a8ae1b37a,150,dev,passed,543,2015-03-21 15:17:11 UTC,55295326,55295327,55295328,55295329,55295330,55295331,55295332,pull_request
55295079,57aa67120cb9b31493615c0a4e0ee138821ed254,150,dev,passed,591,2015-03-21 15:13:37 UTC,55295080,55295081,55295082,55295083,55295084,55295085,55295086,pull_request
55232495,73d70d16e1d96cfb10ed96f7ea4e29d1d0aa23e3,,master,passed,610,2015-03-20 21:10:12 UTC,55232496,55232497,55232498,55232499,55232500,55232501,55232502,push
55230352,f718629743688e1dded8ec8e83f84b7b27929bf2,149,master,passed,645,2015-03-20 20:51:59 UTC,55230353,55230355,55230357,55230359,55230360,55230361,55230362,pull_request
55142390,c160971ea7d67133233f911cfc2f38c321a21f28,148,master,errored,533,2015-03-20 08:05:55 UTC,55142391,55142392,55142393,55142394,55142395,55142396,55142397,55142398,pull_request
44670992,a3e55d0eb8f560ab2b8fdf036de3f2bfbb4653ae,,master,passed,649,2014-12-20 14:37:20 UTC,44670993,44670994,44670995,44670996,44670997,44670998,44670999,push
44644078,a550d5874bc10759a131a92c959d7c65419b8af7,146,master,passed,585,2014-12-20 03:47:30 UTC,44644079,44644080,44644081,44644082,44644083,44644084,44644085,pull_request
44643032,0f199928cfe5ed393c09e7be31d49fe5a827bb7f,146,master,passed,565,2014-12-20 03:29:43 UTC,44643033,44643034,44643035,44643036,44643037,44643038,44643039,pull_request
41832850,40e20e9e9facb5533ff69fef121ee19bd71ee382,,master,passed,723,2014-11-22 21:33:14 UTC,41832851,41832852,41832853,41832854,41832855,41832856,41832857,push
41776838,df06cd93a9d2bb7f3e20499a6c3a7becba619b30,143,master,passed,703,2014-11-22 01:02:54 UTC,41776839,41776840,41776841,41776842,41776843,41776844,41776845,pull_request
40433895,ae213c627050f5a89a8f8fb7ee9d5b82c7bbf744,142,master,passed,602,2014-11-09 01:39:28 UTC,40433896,40433897,40433898,40433899,40433900,40433901,40433902,pull_request
40433887,fd30ff2264d682a6786c0fb8d66c35c209181dfd,,clahub-test,passed,606,2014-11-09 01:37:29 UTC,40433888,40433889,40433890,40433891,40433892,40433893,40433894,push
40433481,84fc0f50f2ad0598a55705902c2c2f8867c7063d,142,master,passed,586,2014-11-09 01:30:06 UTC,40433482,40433483,40433484,40433486,40433487,40433488,40433489,pull_request
40433474,cba81ce63904e25839ab6dfdd57037623f03a408,,clahub-test,passed,653,2014-11-09 01:28:14 UTC,40433475,40433476,40433477,40433478,40433479,40433480,40433485,push
40432873,bd1c2b2ee81e93062642b559c4bcbdbce7caec1c,142,master,passed,693,2014-11-09 01:13:42 UTC,40432874,40432875,40432876,40432877,40432878,40432879,40432880,pull_request
40432865,d89308365c2b8a5946984e50cb7c53c549e0591b,,clahub-test,passed,631,2014-11-09 01:14:57 UTC,40432866,40432867,40432868,40432869,40432870,40432871,40432872,push
40432728,db989765ad6368a30eba46e150bcfb27919987a6,142,master,passed,671,2014-11-09 01:07:34 UTC,40432729,40432730,40432731,40432732,40432733,40432734,40432735,pull_request
40428651,670131a1054b54b447f1b96a6d9ac5a5059a4816,141,master,passed,583,2014-11-08 23:49:33 UTC,40428652,40428653,40428654,40428655,40428656,40428657,40428658,pull_request
40428538,c5d76f3e7eb93c01a5ad4e2cb4e8b8fa6e0c0c0b,,clahub-test,passed,700,2014-11-08 23:46:34 UTC,40428539,40428540,40428541,40428542,40428543,40428544,40428545,push
40428506,90d1969c7105f58eea515194f3e923abbc8de236,,clahub-test,passed,644,2014-11-08 23:44:31 UTC,40428507,40428508,40428509,40428510,40428511,40428512,40428513,push
40427343,0eb134d30b7261f504934bbb9eaf4cafc9c126eb,140,master,passed,713,2014-11-08 23:21:05 UTC,40427344,40427345,40427346,40427347,40427348,40427349,40427350,pull_request
40427290,484b5145cc4d44206caf7a664ece3bccbbd40b5c,139,master,passed,730,2014-11-08 23:18:48 UTC,40427291,40427292,40427293,40427294,40427295,40427296,40427297,pull_request
40408306,484b5145cc4d44206caf7a664ece3bccbbd40b5c,139,master,passed,619,2014-11-08 19:49:49 UTC,40408307,40408308,40408309,40408310,40408311,40408312,40408313,pull_request
40408282,56638ffea3c21d2a74283b25ba3f9af3fff0dd40,,cla-test,passed,601,2014-11-08 19:48:07 UTC,40408283,40408284,40408285,40408286,40408287,40408288,40408289,push
40406976,04fccdeac9ddb32b6bfab56a7b2c02b9d29cb686,138,master,passed,728,2014-11-08 19:31:02 UTC,40406977,40406978,40406979,40406980,40406981,40406982,40406983,pull_request
