build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
597899169,5588b3cd978cbe22d076af57ae8d76cce2b71daa,121,master,passed,53,2019-10-14 23:41:16 UTC,597899170,pull_request
597899079,e2c52395580f9b124f7f905cc785f709796a4117,,dependabot/bundler/yajl-ruby-1.4.1,passed,50,2019-10-14 23:41:07 UTC,597899080,push
447404751,5ada47c8263d9615e4554d1c68cf6a023c1d1bfc,119,master,errored,42,2018-10-28 14:13:14 UTC,447404752,pull_request
447404655,45beb260b567cac572c5314c858e2d3f18804f4d,119,master,canceled,0,,447404656,pull_request
228017316,90def6b0b0d130f375c441dabbac324dbcb405f4,,master,errored,52,2017-05-02 16:20:35 UTC,228017317,push
227868327,b187ff9084779d81f267027af609889eb965bc56,117,master,errored,55,2017-05-02 08:35:48 UTC,227868328,pull_request
217248442,231ba484c23d1bfe0efa4670c09a0850c1bce3e2,,master,errored,60,2017-03-31 16:53:21 UTC,217248443,push
217248427,231ba484c23d1bfe0efa4670c09a0850c1bce3e2,,v0.5.0,errored,57,2017-03-31 16:53:22 UTC,217248428,push
217246830,08aeb89fb2460df2e8d9e0cb7199166df5058435,,master,passed,52,2017-03-31 16:48:13 UTC,217246831,push
216317194,019ab738b2dfa714d4ab34d7461e7b34c4079430,115,master,errored,96,2017-03-29 11:56:08 UTC,216317195,216317197,pull_request
68672234,bee6cd83c4707351ded876b9002db4460767d67a,111,master,passed,13,2015-06-28 09:22:51 UTC,68672235,68672236,pull_request
29655260,c530f81469318713c0e4f586cc413c6988ca21a8,,master,passed,13,2014-07-11 00:45:45 UTC,29655261,29655262,push
29650016,5f19a452f51931eef25ede000e1658ed9d6c8b5f,108,master,passed,13,2014-07-10 23:14:25 UTC,29650017,29650018,pull_request
29286578,08894585db3d8107dda1ba9f66bc7891216cf3cc,107,master,passed,14,2014-07-07 03:15:03 UTC,29286579,29286580,pull_request
19622937,3c3fe8437024572c9065ba01c8f8653d93a87179,105,master,passed,46,2014-02-26 01:40:43 UTC,19622938,19622939,pull_request
19613494,0da0f07098ed1d6fa73b9a23c6c3a5c2c972f8dc,104,master,passed,49,2014-02-25 22:20:41 UTC,19613495,19613497,pull_request
19606613,a5865388da221b2defa07e14c9163e490dc3ded3,,master,passed,57,2014-02-25 20:40:32 UTC,19606614,19606615,push
19599223,f14d4eae7e7cbc84e72b028ce2b6b3c6bfbb7cbc,103,master,passed,58,2014-02-25 18:51:53 UTC,19599224,19599225,pull_request
19093198,6a917eee99c28593ccbeef8dd3e466084d5cbe7d,,master,passed,44,2014-02-18 07:30:55 UTC,19093199,19093200,push
19069820,af5888a9698aaa13b1931710c4b95aa035d0d5f7,100,master,passed,59,2014-02-17 22:07:05 UTC,19069821,19069822,pull_request
19006995,d8f4f80398c6bfb71ca55b049a35e22eac93506e,,master,passed,45,2014-02-17 01:19:25 UTC,19006996,19006997,push
14467432,15f0e0b78fee1b426e2ec63ce04aa0811ae0450b,100,master,passed,41,2013-11-25 00:11:40 UTC,14467433,14467434,pull_request
14467429,72996fa7298a7b29499dd35eb6e699ed93a7055a,99,master,passed,41,2013-11-25 00:11:50 UTC,14467430,14467431,pull_request
14047077,0f7f6658028eca605e93d818eabc0a14d9213f63,97,master,passed,47,2013-11-15 22:44:06 UTC,14047078,14047079,pull_request
10839565,fa5f8f6bdcb3a821906cea119fa50212298b8db9,,master,passed,45,2013-08-31 19:31:02 UTC,10839566,10839567,push
10828580,7f0785caa5789eb5e0e65c1a19d82e7cc6787e1a,94,master,passed,38,2013-08-31 08:10:37 UTC,10828581,10828582,pull_request
10828472,f711c9e8d71410e81a549697310f78f94eb2e20f,94,master,passed,45,2013-08-31 07:57:46 UTC,10828473,10828474,pull_request
10646620,db8ea9d6ba05091465819f4c59c0517badb4c842,,master,passed,42,2013-08-27 00:11:59 UTC,10646621,10646622,push
10521792,30214b26bdb530a0101d16f39fc85d320f56a681,,master,errored,33,2013-08-23 03:15:29 UTC,10521793,10521794,push
10331622,6923df92c7144e28ad85d17ef34a1ad2b0c03bf1,,master,errored,33,2013-08-18 13:10:49 UTC,10331623,10331624,push
10331490,99ec6095a3fa71b07b9689d15c4c5f1801b7ef90,,master,errored,32,2013-08-18 13:05:23 UTC,10331491,10331492,push
10331294,190b8eb62aa7c581d4e3f3908aaa199a6ad93a23,,master,errored,33,2013-08-18 12:53:40 UTC,10331295,10331296,push
10331248,a12a9d19d451b50939bb7bf804650e26ad829009,,master,errored,33,2013-08-18 12:50:28 UTC,10331249,10331250,push
8898949,543a2e7e29d492300a19ebc2e245addcce52d4a7,91,master,passed,66,2013-07-09 19:17:36 UTC,8898950,8898951,pull_request
8866720,b157633d715d131e28cd04b09ff2c5d8f7bbb125,,master,passed,39,2013-07-08 22:41:40 UTC,8866721,8866722,push
8866618,4139cdc55db917d99b5571259215f269da2b1c9c,,master,passed,43,2013-07-08 22:37:40 UTC,8866619,8866620,push
8866582,4139cdc55db917d99b5571259215f269da2b1c9c,,romainberger-cool-open-fail,errored,14,2013-07-08 22:36:51 UTC,8866583,8866584,push
8851819,6785b768d211656c8856335e8794c21d6a07ee5f,90,master,passed,49,2013-07-08 15:27:28 UTC,8851820,8851821,pull_request
6031807,920817a0d9029530d079319478c8e5b920c3cd14,89,master,passed,41,2013-04-03 22:47:17 UTC,6031808,6031809,pull_request
5996843,ac0b82b50db588c9b6e79c544eb3ad69eede47ca,,master,passed,34,2013-04-02 20:12:26 UTC,5996844,5996845,push
5993018,176555d73508d9cdd4ddb5974dc0ef8f35584354,88,master,passed,35,2013-04-02 17:51:02 UTC,5993019,5993020,pull_request
5978404,9e78937912652c294d9b9a95ec162b4100e2eb24,88,master,passed,42,2013-04-02 06:26:40 UTC,5978405,5978406,pull_request
5910762,ef20a7c078aae19b06e6747e2dc4d0efbcc544cc,,master,passed,30,2013-03-29 23:03:59 UTC,5910763,5910764,push
5910684,fc7bc9cb808d4d4d37e10d1d61b8ed7c3f209bfc,,master,passed,37,2013-03-29 23:03:38 UTC,5910685,5910686,push
5910261,29a8b516cd619c2d2877dd1b918e78fbeb2c6719,87,master,passed,35,2013-03-29 22:40:58 UTC,5910262,5910263,pull_request
5910252,e290d2f40431410416cc92cfb232d7dce7402172,,0.3,passed,30,2013-03-29 22:40:46 UTC,5910253,5910256,push
5910183,64ed007322a5a61f4508edd5ffc5da3616ec777e,87,master,passed,29,2013-03-29 22:38:43 UTC,5910184,5910185,pull_request
5910172,4ad63ef6ab70ac1ac45303e6615cb6be167383ff,,0.3,passed,40,2013-03-29 22:38:48 UTC,5910173,5910174,push
5910125,faf88f5a6efb351b5834331246e4ea32e3ca2e3b,,0.3,passed,36,2013-03-29 22:36:40 UTC,5910126,5910127,push
5910060,318371e62d06e7db61e1d1f257a919b9c5fa7c8b,,0.3,passed,46,2013-03-29 22:34:27 UTC,5910061,5910062,push
5909984,a1b438e311d2fce31dc80e68866393c4cc93e470,,0.3,passed,407,2013-03-29 22:31:14 UTC,5909985,5909986,5909987,push
5909893,b943062f7543d82be81241c916b7343b08fc1074,,0.3,passed,448,2013-03-29 22:26:15 UTC,5909894,5909895,5909896,push
5909694,72fa7648d8ae8c5c4a26c1f684572c9d52c09de3,,0.3,passed,513,2013-03-29 22:19:19 UTC,5909695,5909696,5909697,push
5583138,1f75574fdb8891cd529ea991d381c14ab09251f7,,master,failed,360,2013-03-18 01:33:52 UTC,5583139,5583140,5583141,push
5582886,28fea53dd1b59b2114f9ad8030e858fb89fa3454,86,master,failed,453,2013-03-18 01:19:40 UTC,5582887,5582888,5582889,pull_request
5538969,651db778e223b514eae4d3019db7e6ebdd21121c,,master,failed,352,2013-03-15 22:16:19 UTC,5538970,5538971,5538972,push
5538957,9b4ebb61df5488c2acfc9f1d256664a3e26965f1,,master,passed,428,2013-03-15 22:15:34 UTC,5538958,5538959,5538960,5538961,push
5538903,bce9ee96d0035da8f166058a54285d961ee937dd,,master,passed,445,2013-03-15 22:13:44 UTC,5538904,5538905,5538906,5538907,push
5077720,e25fd39cae082fdf7376321f09bb4356f14dd2ba,,master,errored,719,2013-02-26 17:47:46 UTC,5077721,5077722,5077723,5077724,push
5065416,46608d32938745b30dae4f99cf208b2248b2cf5e,85,master,passed,565,2013-02-26 09:06:34 UTC,5065417,5065418,5065419,5065420,pull_request
5061551,3b237b882896404afbccbbb878a4fc269c3d9fa9,,master,failed,567,2013-02-26 04:35:01 UTC,5061552,5061553,5061554,5061555,push
5057551,b5149f4aa34a33238d67014f1f9a989d6c6956dd,84,master,failed,598,2013-02-26 01:22:39 UTC,5057552,5057553,5057554,5057555,pull_request
4383986,68f2526d9b42efd00f6c2f03549dadf5aad8ead8,,master,passed,89,2013-01-25 19:56:03 UTC,4383987,4383988,4383989,4383990,push
4383979,68f2526d9b42efd00f6c2f03549dadf5aad8ead8,,master,passed,94,2013-01-25 19:55:24 UTC,4383980,4383981,4383982,4383983,push
4383972,68f2526d9b42efd00f6c2f03549dadf5aad8ead8,,master,passed,100,2013-01-25 19:54:55 UTC,4383973,4383974,4383975,4383976,push
4383963,68f2526d9b42efd00f6c2f03549dadf5aad8ead8,,master,failed,297,2013-01-25 19:54:51 UTC,4383964,4383965,4383966,4383967,push
3251451,b8663756b8ebc815d68c08b88988f06ee34b7d16,82,master,passed,87,2012-11-18 15:11:32 UTC,3251452,3251453,3251454,3251455,pull_request
3245972,90314aa006f138030ab2a8d1e4aad24500c34235,82,master,failed,96,2012-11-18 00:06:06 UTC,3245973,3245974,3245975,3245976,pull_request
3166401,68f2526d9b42efd00f6c2f03549dadf5aad8ead8,,master,passed,93,2012-11-12 18:08:45 UTC,3166402,3166403,3166404,3166405,push
3160948,059286b8b571ffc2bd0cc5613fa7fe058be56f6f,81,master,passed,93,2012-11-12 11:18:20 UTC,3160949,3160950,3160951,3160952,pull_request
997056,8bb6cfc7bdd1a0af446e43d00cbb269523c32ec5,,master,passed,142,2012-04-02 02:26:49 UTC,997057,997058,997059,997060,push
573043,ee20736b64507da911cedccfceb04ad43382da4f,,master,passed,251,2012-01-25 12:23:18 UTC,573044,573045,573046,573047,push
573037,65d1f259b7f25ae20ca88e84b9d2030564fccd26,,master,passed,247,2012-01-25 12:22:52 UTC,573038,573039,573040,573041,push
492288,a13d50e6d0c62c4c940029cda6944f13dec45378,,master,passed,302,2012-01-08 06:36:08 UTC,492289,492290,492291,492292,push
488174,cd05b5d2fde4ccb99f103e028813ab451c5aaae7,,master,passed,242,2012-01-06 23:41:51 UTC,488175,488176,488177,488178,push
488130,d6b08416c2d411d8f6d5e62a934870e450e4a7bc,,master,failed,222,2012-01-06 23:31:26 UTC,488131,488132,488133,488134,push
488124,88bc394d1852f11eddaf82f52c369860b9ede068,,master,failed,201,2012-01-06 23:31:15 UTC,488125,488126,488127,488128,push
488114,1a30ff2952522ea63792f58db625eb5e3e8e5fa5,,master,failed,198,2012-01-06 23:29:59 UTC,488115,488116,488117,488118,push
365228,58d4e018f866db862b243ffa59a5723be50b947f,,master,passed,197,2011-12-02 05:18:22 UTC,365229,365230,365231,365232,push
365218,d34c046690773c462529bdc7b949d01c670f5174,,master,failed,190,2011-12-02 05:15:23 UTC,365219,365220,365221,365222,push
365205,6a6372b8beb0875997a33026378a17790b555ca9,,master,failed,187,2011-12-02 05:14:04 UTC,365206,365207,365208,365209,push
365193,990f0915245c81e16f5dbedf0cc1843f9c2791c9,,master,passed,200,2011-12-02 05:08:27 UTC,365194,365195,365196,365197,push
365178,d3d12b66b3d8ddafbd13f0bad9b07d79bb6b3e19,,master,passed,205,2011-12-02 05:07:28 UTC,365179,365180,365181,365182,push
324441,ee43b8118b8bbf2936f02c9a3f23a576c4c78369,,master,passed,236,2011-11-20 01:20:08 UTC,324442,324443,324444,324445,push
324435,accedf85e4c2aceb623c6ff0f3b4839ddf5a3653,,master,passed,251,2011-11-20 01:18:43 UTC,324436,324437,324438,324439,push
324429,7247078a1393c41763ce3b65405ccd3a98a39ede,,master,passed,232,2011-11-20 01:17:51 UTC,324430,324431,324432,324433,push
324423,8af8ed816dc9ed3a7f53a999273d81236a89cc9d,,master,failed,234,2011-11-20 01:13:30 UTC,324424,324425,324426,324427,push
172771,bd689782bb6a5d11e821a44aa9bb817cf2a372d3,,master,passed,270,2011-09-20 13:01:13 UTC,172772,172773,172774,172775,push
162774,3aa553ad746d6f73296c4b8ec069c3953740c803,,master,passed,231,2011-09-15 20:56:36 UTC,162775,162776,162777,162778,push
135609,36dfc644b03ef9f549fe55dd43ff49983f9e3a62,,master,passed,245,2011-09-06 23:53:24 UTC,135610,135611,135612,135613,push
135562,d7665e2613af0330a872fcdf48182b7d6a89ae2d,,master,passed,272,2011-09-06 23:54:38 UTC,135563,135564,135565,135566,push
135557,532ad147a335193bc8482239cdba79be4fab15c6,,master,passed,276,2011-09-06 23:47:25 UTC,135558,135559,135560,135561,push
135552,61fa28a51c5dbfd7969de3d8e214d219a585d3b5,,master,passed,315,2011-09-06 23:40:08 UTC,135553,135554,135555,135556,push
101311,b5905538306039b288796d86a7500f7bf784870c,,master,passed,202,2011-08-25 20:40:32 UTC,101312,101313,101314,101315,push
89380,5ccb712b4604288e311c2390dab62288c2df6ca1,,master,passed,179,2011-08-19 17:16:37 UTC,89381,89382,89383,89384,push
89375,e15f7ddfe447b9b5bfa05585e123c956c44ade26,,master,passed,183,2011-08-19 17:12:47 UTC,89376,89377,89378,89379,push
89370,1f15216a36f98e8a50996201db87705e2021a35e,,master,passed,163,2011-08-19 17:04:53 UTC,89371,89372,89373,89374,push
58208,840b97b694ad21c85e995611b61703dd7e33da9e,,master,passed,305,2011-07-29 22:20:24 UTC,58209,58210,58211,58212,push
58202,52bcf7fca3c4399270c40300733c1353d5dc364f,,master,passed,270,2011-07-29 22:18:43 UTC,58203,58204,58205,58206,push
58190,195623c66b52688a5082382f5ce92f7238cedd4e,,master,passed,271,2011-07-29 22:14:15 UTC,58191,58192,58193,58194,push
58184,6686e58189ed211a7b9cf5868544788e2f88f6c0,,master,passed,270,2011-07-29 22:12:35 UTC,58185,58186,58187,58188,push
58166,95bafa7b4e2390bef2e693ae92d35cbdbe422666,,master,errored,190,2011-07-29 22:06:55 UTC,58167,58168,58169,58170,push
58110,58bcb83e3dc5e52ffdb5361b6bd689f8e0b0964e,,master,passed,238,2011-07-29 21:49:44 UTC,58111,58112,58113,58114,push
47722,3a8989075005f9fd66e47f3ef0ed9d859a0cab74,,master,passed,243,2011-07-20 05:16:09 UTC,47723,47724,47725,47726,push
45706,1f912073ca3a1f357fe4be592ac3bf531f532e6f,,master,passed,252,2011-07-16 06:22:49 UTC,45707,45708,45709,45710,push
45700,4e0e3d1805b2ffa289a790dfa6a958a835cb86e3,,master,failed,360,2011-07-16 06:13:49 UTC,45701,45702,45703,45704,45705,push
45694,b366adb97f699a06c75a36ebe5558362245c75e0,,master,failed,359,2011-07-16 06:09:19 UTC,45695,45696,45697,45698,45699,push
12508,9973fdedeed8b50b467824823ed04f4e2cafc7b4,,master,errored,0,2011-05-16 20:28:13 UTC,,push
11621,0c44239bbf703d686e2400d9b49cf103470dad50,,master,passed,25,2011-05-13 18:50:17 UTC,11643,11644,11645,11646,11647,push
10013,8ff008c97097e57727eebd0a7f2ea61cbb96e18e,,master,passed,95,2011-05-09 17:02:51 UTC,10032,10033,10034,10035,10036,push
