build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
655575465,ce320e0663c9bbf483f36e20429c567ea09e08f5,,master,passed,569,2020-02-26 22:49:46 UTC,655575466,655575467,655575468,655575469,655575470,655575471,655575472,655575473,655575474,655575475,655575476,655575477,655575478,655575479,655575480,655575481,push
655573928,9f9f7b0d5feb09fa5d20680c6775ec605eab2124,,master,passed,569,2020-02-26 22:43:56 UTC,655573931,655573932,655573933,655573935,655573937,655573939,655573941,655573943,655573944,655573946,655573948,655573949,655573951,655573954,655573956,655573959,push
654941932,26cf7e981dc5e9b3c809264df9ff14739bc519e6,,master,passed,576,2020-02-25 15:22:07 UTC,654941933,654941934,654941935,654941936,654941937,654941938,654941939,654941940,654941941,654941942,654941943,654941944,654941945,654941946,654941947,654941948,push
654644049,881356c0dac5e770870a50b87860aed572927bfe,,v0.75.0,errored,702,2020-02-26 22:44:50 UTC,654644050,654644051,654644052,654644053,654644054,654644055,654644056,654644057,654644058,654644059,654644060,654644061,654644062,654644063,654644064,654644065,push
654633706,881356c0dac5e770870a50b87860aed572927bfe,,master,passed,566,2020-02-24 21:59:57 UTC,654633707,654633708,654633709,654633710,654633711,654633712,654633713,654633714,654633715,654633716,654633717,654633718,654633719,654633720,654633721,654633722,push
654633670,cf40347da665353c0db69a4a0f88fde72360f350,,master,canceled,0,,654633671,654633672,654633673,654633674,654633675,654633676,654633677,654633678,654633679,654633680,654633681,654633682,654633683,654633684,654633685,654633686,push
654603264,20602bac006df216f255667ed86b0f3bf390372b,,master,passed,571,2020-02-24 20:42:39 UTC,654603265,654603266,654603269,654603276,654603279,654603280,654603281,654603282,654603283,654603284,654603285,654603286,654603287,654603288,654603289,654603290,push
652012021,ef5d29cdc4a76c179e7166f93e2485a45677e776,,master,passed,543,2020-02-18 14:41:53 UTC,652012022,652012023,652012024,652012025,652012026,652012027,652012028,652012029,652012030,652012031,652012032,652012033,652012035,652012036,652012037,652012038,cron
649830395,a8cf36a6992f87ab87c8cc8e29a49ddf075381b0,354,master,passed,543,2020-02-13 07:28:40 UTC,649830396,649830397,649830398,649830399,649830400,649830401,649830402,649830403,649830404,649830405,649830406,649830407,649830408,649830409,649830410,649830411,pull_request
649828696,2bb1aacefd5de50d9cc69e68e9851466d8a9c404,354,master,failed,540,2020-02-13 07:20:49 UTC,649828697,649828698,649828699,649828700,649828701,649828702,649828703,649828704,649828705,649828706,649828707,649828708,649828709,649828710,649828711,649828712,pull_request
649828596,73487a4792c29ee84dd9b7b4b45b4c4cad9297e5,354,master,canceled,0,2020-02-13 07:20:30 UTC,649828597,649828598,649828599,649828600,649828601,649828602,649828603,649828604,649828605,649828606,649828608,649828609,649828610,649828612,649828613,649828614,pull_request
649646768,067dda9b15b7a63eefd7ae281fd2607a42c1db77,354,master,passed,555,2020-02-12 20:59:27 UTC,649646769,649646770,649646771,649646772,649646773,649646774,649646775,649646776,649646777,649646778,649646779,649646780,649646781,649646782,649646783,649646784,pull_request
649645222,d0f8377842ad88397a37a00b98af8a855f3a69a6,354,master,passed,557,2020-02-12 20:55:26 UTC,649645223,649645225,649645226,649645228,649645229,649645230,649645231,649645232,649645233,649645234,649645235,649645236,649645237,649645238,649645239,649645240,pull_request
649644253,45a8283013e4b6ad0de983148fc92638d07fde14,354,master,failed,516,2020-02-12 20:52:30 UTC,649644254,649644255,649644256,649644257,649644258,649644259,649644260,649644261,649644262,649644263,649644264,649644265,649644266,649644267,649644268,649644269,pull_request
649641968,b45adf5e96b7d0ee89abb2e804ddc1b675dfcc11,354,master,failed,542,2020-02-12 20:46:24 UTC,649641970,649641972,649641973,649641974,649641975,649641976,649641977,649641978,649641979,649641980,649641981,649641982,649641983,649641984,649641985,649641986,pull_request
648941183,ef5d29cdc4a76c179e7166f93e2485a45677e776,,master,passed,559,2020-02-11 14:41:34 UTC,648941184,648941185,648941186,648941187,648941188,648941189,648941190,648941191,648941192,648941193,648941194,648941195,648941196,648941197,648941198,648941199,cron
648479145,7f1618ad71606fd3812f3cf2914c4229d6633f92,345,master,passed,563,2020-02-10 16:11:44 UTC,648479146,648479147,648479148,648479149,648479150,648479151,648479152,648479153,648479154,648479157,648479158,648479159,648479160,648479161,648479162,648479163,pull_request
648479096,48885b4bc44b68f6d3daa4b241d54cd6009b0708,,jon-wobken-multithreading-bulk-batches,passed,550,2020-02-10 16:09:17 UTC,648479097,648479098,648479099,648479100,648479101,648479102,648479103,648479104,648479105,648479106,648479107,648479108,648479109,648479110,648479111,648479113,push
647830767,9b8d83f1a1f8649c8186bdaf4e3ddcfb1e6c9288,353,master,passed,556,2020-02-08 20:52:08 UTC,647830768,647830769,647830770,647830771,647830772,647830773,647830774,647830775,647830776,647830777,647830778,647830779,647830780,647830781,647830782,647830783,pull_request
645976457,ef5d29cdc4a76c179e7166f93e2485a45677e776,,master,passed,1260,2020-02-04 14:40:59 UTC,645976460,645976462,645976463,645976464,645976467,645976468,645976469,645976470,645976471,645976472,645976473,645976474,645976475,645976476,645976477,645976478,cron
645518512,a903fa0893e2780f7a54d326426447b856c19da5,345,master,failed,982,2020-02-03 16:00:25 UTC,645518513,645518514,645518515,645518516,645518517,645518518,645518519,645518520,645518521,645518522,645518523,645518524,645518525,645518526,645518527,645518528,pull_request
645518495,9a0a9aede8193ae32e82a906c7b14aee7767421b,,jon-wobken-multithreading-bulk-batches,failed,542,2020-02-03 15:51:42 UTC,645518496,645518497,645518498,645518499,645518500,645518501,645518502,645518503,645518504,645518505,645518506,645518507,645518508,645518509,645518510,645518511,push
645507708,486b2cc74e4265bb72266649d25dcac1346b6734,345,master,failed,555,2020-02-03 15:30:19 UTC,645507710,645507712,645507713,645507714,645507715,645507716,645507717,645507718,645507719,645507720,645507721,645507722,645507723,645507724,645507725,645507726,pull_request
645507681,1188210541a813dcd95d74fdbd750f5b6742fb9d,,jon-wobken-multithreading-bulk-batches,failed,546,2020-02-03 15:35:40 UTC,645507682,645507683,645507684,645507685,645507686,645507687,645507688,645507689,645507690,645507691,645507692,645507693,645507694,645507695,645507696,645507697,push
642920334,ef5d29cdc4a76c179e7166f93e2485a45677e776,,master,passed,544,2020-01-28 14:40:43 UTC,642920336,642920337,642920339,642920341,642920343,642920346,642920348,642920350,642920352,642920354,642920355,642920356,642920357,642920358,642920359,642920360,cron
640073777,5b0a0642cc38667836254e04401a7b4853cb7458,345,master,passed,548,2020-01-21 18:10:55 UTC,640073778,640073779,640073780,640073781,640073782,640073783,640073784,640073785,640073786,640073787,640073788,640073789,640073790,640073792,640073793,640073795,pull_request
640073754,1d0e85684bffd4a377a636321412f513f91e7de6,,jon-wobken-multithreading-bulk-batches,passed,531,2020-01-21 18:08:38 UTC,640073755,640073756,640073757,640073758,640073759,640073760,640073761,640073762,640073763,640073764,640073765,640073766,640073767,640073768,640073769,640073770,push
640070992,66c57d3937d25bce2c44a7247d62d89f2e53c67a,345,master,failed,543,2020-01-21 18:01:25 UTC,640070993,640070994,640070995,640070996,640070997,640070998,640070999,640071000,640071001,640071002,640071003,640071004,640071005,640071006,640071007,640071008,pull_request
640070957,e122c53691d94cb3fe6149b206f73c7e16d52133,,jon-wobken-multithreading-bulk-batches,failed,542,2020-01-21 18:01:22 UTC,640070958,640070959,640070960,640070961,640070962,640070963,640070964,640070965,640070966,640070967,640070968,640070969,640070970,640070971,640070972,640070973,push
640068251,01bdcae1225dd8b381ba4428c2ab4d3b0adfa551,345,master,failed,543,2020-01-21 17:57:04 UTC,640068252,640068253,640068254,640068255,640068256,640068257,640068258,640068259,640068260,640068261,640068262,640068263,640068264,640068265,640068266,640068267,pull_request
640068207,b538a957a99639490ce57816ad4ac77684f7f1b4,,jon-wobken-multithreading-bulk-batches,failed,539,2020-01-21 17:54:45 UTC,640068208,640068209,640068210,640068211,640068212,640068213,640068214,640068215,640068216,640068217,640068218,640068219,640068220,640068221,640068222,640068223,push
639977825,ef5d29cdc4a76c179e7166f93e2485a45677e776,,master,passed,531,2020-01-21 14:40:43 UTC,639977826,639977827,639977828,639977829,639977830,639977831,639977833,639977834,639977835,639977837,639977838,639977840,639977842,639977844,639977846,639977847,cron
637050519,ef5d29cdc4a76c179e7166f93e2485a45677e776,,master,passed,544,2020-01-14 18:59:22 UTC,637050520,637050521,637050522,637050523,637050524,637050525,637050526,637050527,637050528,637050529,637050530,637050531,637050532,637050533,637050534,637050535,push
636927935,5b9ac49a6c26da94bdf2815695fa3eb55abd4bc1,,master,passed,524,2020-01-14 14:40:41 UTC,636927936,636927937,636927939,636927940,636927941,636927943,636927944,636927945,636927946,636927947,636927948,636927949,636927950,636927951,636927953,636927955,cron
633797986,5b9ac49a6c26da94bdf2815695fa3eb55abd4bc1,,master,passed,535,2020-01-07 14:41:20 UTC,633797989,633797990,633797991,633797992,633797993,633797994,633797995,633797996,633797997,633797998,633797999,633798000,633798001,633798002,633798003,633798005,cron
632406500,0db422e23e58c4f18d00ccdac516bc8f5b66ec4d,345,master,passed,529,2020-01-03 19:04:15 UTC,632406501,632406502,632406503,632406504,632406505,632406506,632406507,632406508,632406509,632406510,632406511,632406512,632406513,632406514,632406515,632406516,pull_request
632406458,599dea3ea7b054f3c80d9b2f31b8b43e4823166f,,jon-wobken-multithreading-bulk-batches,passed,521,2020-01-03 19:04:14 UTC,632406459,632406460,632406461,632406462,632406463,632406464,632406465,632406466,632406467,632406468,632406469,632406470,632406471,632406472,632406473,632406474,push
632403260,23b81606fadef52a6fb0ede28c0630a4406a4005,345,master,failed,543,2020-01-03 18:58:14 UTC,632403261,632403262,632403263,632403264,632403265,632403267,632403268,632403269,632403270,632403271,632403273,632403274,632403276,632403277,632403278,632403279,pull_request
632403239,c37acf056bcb609fa16953d5c633afef13230142,,jon-wobken-multithreading-bulk-batches,failed,521,2020-01-03 18:56:00 UTC,632403240,632403241,632403242,632403243,632403244,632403245,632403246,632403247,632403248,632403249,632403250,632403251,632403252,632403253,632403254,632403255,push
632346495,bccaf5890f89ebd3ce87354446780a6ec52915ff,345,master,failed,531,2020-01-03 16:22:52 UTC,632346496,632346497,632346498,632346499,632346500,632346501,632346502,632346503,632346504,632346505,632346506,632346507,632346508,632346509,632346510,632346511,pull_request
632346407,984b59d6a5baacc0e8569c9ad2d6b9ab88ccaec8,,jon-wobken-multithreading-bulk-batches,failed,522,2020-01-03 16:20:00 UTC,632346408,632346409,632346410,632346411,632346412,632346413,632346414,632346415,632346416,632346417,632346418,632346419,632346420,632346421,632346424,632346425,push
632345951,f293abf00a13ca1ccb1260160cbbabdab6e861d5,,jon-wobken-multithreading-bulk-batches,canceled,0,,632345952,632345953,632345954,632345955,632345958,632345962,632345963,632345964,632345965,632345966,632345967,632345968,632345969,632345970,632345971,632345972,push
632345925,5bdfc8bf46c1084daa3820a7d6717fa969d1df59,345,master,failed,541,2020-01-03 16:17:45 UTC,632345926,632345927,632345928,632345929,632345930,632345931,632345932,632345933,632345934,632345935,632345936,632345937,632345938,632345939,632345940,632345941,pull_request
632149314,7f7a861544b5da12c5bbcbfa5c44becce8f87e41,345,master,failed,531,2020-01-03 04:27:52 UTC,632149315,632149316,632149317,632149318,632149319,632149320,632149321,632149322,632149323,632149324,632149325,632149326,632149327,632149328,632149329,632149330,pull_request
632149131,88ccadb91e5db84ba76926ac73b529503c9fa2bf,,jon-wobken-multithreading-bulk-batches,failed,522,2020-01-03 04:25:09 UTC,632149132,632149133,632149134,632149135,632149136,632149137,632149138,632149139,632149142,632149143,632149144,632149145,632149146,632149147,632149148,632149149,push
632148714,2fd4577aa9fc38b293c1937dd4c4b61476e5afc8,,jon-wobken-multithreading-bulk-batches,failed,520,2020-01-03 04:22:59 UTC,632148715,632148716,632148717,632148718,632148719,632148720,632148721,632148722,632148723,632148724,632148725,632148726,632148727,632148728,632148729,632148730,push
632147290,658438c0425a6d42d467b5a90772f23f3451858f,,jon-wobken-multithreading-bulk-batches,failed,519,2020-01-03 04:16:41 UTC,632147291,632147292,632147293,632147294,632147295,632147296,632147297,632147298,632147299,632147300,632147301,632147302,632147303,632147304,632147305,632147306,push
632146555,661febaa76e8171697eb72e2b8d647f00a12c88c,,jon-wobken-multithreading-bulk-batches,failed,516,2020-01-03 04:13:28 UTC,632146556,632146557,632146558,632146559,632146560,632146561,632146562,632146563,632146564,632146565,632146566,632146567,632146568,632146569,632146570,632146572,push
632144537,8360d340e89a15c2c4a858777c79b9e0cd7bb0f0,,feature/add-multi-batch-support,passed,524,2020-01-03 04:01:50 UTC,632144538,632144539,632144540,632144541,632144542,632144543,632144544,632144545,632144546,632144547,632144548,632144549,632144550,632144553,632144554,632144555,push
632129990,6bce96be404767e5b42527b9b8cd519641503c28,344,feature/add-multi-batch-support,passed,526,2020-01-03 02:52:26 UTC,632129991,632129992,632129993,632129994,632129995,632129996,632129997,632129998,632129999,632130000,632130001,632130002,632130003,632130004,632130005,632130006,pull_request
631311120,5b9ac49a6c26da94bdf2815695fa3eb55abd4bc1,,master,passed,519,2019-12-31 14:38:41 UTC,631311122,631311124,631311125,631311126,631311127,631311128,631311129,631311130,631311131,631311132,631311134,631311135,631311137,631311138,631311139,631311140,cron
629114945,5b9ac49a6c26da94bdf2815695fa3eb55abd4bc1,,master,passed,534,2019-12-24 14:38:34 UTC,629114946,629114948,629114949,629114950,629114951,629114953,629114954,629114957,629114958,629114959,629114960,629114961,629114962,629114963,629114964,629114965,cron
628161757,102508ce5a11131a1c21ea9b9098b959c0dcce25,342,master,passed,489,2019-12-21 18:36:09 UTC,628161758,628161759,628161760,628161761,628161762,628161763,628161764,628161765,628161766,628161767,628161768,628161769,628161770,628161771,628161772,628161773,pull_request
626222747,5b9ac49a6c26da94bdf2815695fa3eb55abd4bc1,,master,passed,515,2019-12-17 14:37:52 UTC,626222749,626222750,626222752,626222755,626222756,626222757,626222758,626222759,626222760,626222761,626222762,626222763,626222764,626222765,626222766,626222767,cron
623208547,5b9ac49a6c26da94bdf2815695fa3eb55abd4bc1,,master,passed,546,2019-12-10 14:37:48 UTC,623208552,623208553,623208554,623208555,623208556,623208558,623208559,623208561,623208563,623208566,623208568,623208570,623208572,623208575,623208578,623208582,cron
620153032,5b9ac49a6c26da94bdf2815695fa3eb55abd4bc1,,master,passed,542,2019-12-03 14:37:08 UTC,620153038,620153041,620153044,620153049,620153053,620153055,620153056,620153057,620153058,620153059,620153060,620153061,620153062,620153063,620153064,620153065,cron
617240733,5b9ac49a6c26da94bdf2815695fa3eb55abd4bc1,,master,passed,590,2019-11-26 14:36:48 UTC,617240734,617240735,617240736,617240737,617240738,617240739,617240740,617240741,617240742,617240743,617240744,617240746,617240748,617240749,617240750,617240751,cron
614427260,5b9ac49a6c26da94bdf2815695fa3eb55abd4bc1,,master,passed,583,2019-11-20 09:18:04 UTC,614427261,614427262,614427263,614427264,614427265,614427266,614427267,614427268,614427269,614427270,614427271,614427272,614427273,614427274,614427275,614427276,push
614425307,400ee8b93701b3d7138a0955d0742c9ab911f644,,master,passed,576,2019-11-20 09:11:25 UTC,614425308,614425309,614425310,614425311,614425312,614425313,614425314,614425315,614425316,614425317,614425318,614425319,614425320,614425321,614425322,614425323,push
614051600,168807c011d5e95b88598516910f22ac43e5def8,,feature/add-multi-batch-support,passed,576,2019-11-19 14:52:29 UTC,614051601,614051602,614051603,614051604,614051605,614051606,614051607,614051608,614051609,614051610,614051611,614051612,614051613,614051614,614051615,614051616,push
614042455,168807c011d5e95b88598516910f22ac43e5def8,,master,passed,569,2019-11-19 14:36:08 UTC,614042458,614042459,614042460,614042461,614042462,614042463,614042464,614042465,614042468,614042469,614042470,614042471,614042472,614042473,614042474,614042475,cron
612005160,168807c011d5e95b88598516910f22ac43e5def8,,master,passed,580,2019-11-14 18:30:27 UTC,612005161,612005162,612005163,612005164,612005165,612005166,612005167,612005168,612005169,612005170,612005171,612005172,612005173,612005174,612005175,612005176,push
606237559,919946127727ac2fcf4dae0afcc58446db070745,,master,passed,586,2019-11-01 22:48:17 UTC,606237560,606237561,606237562,606237563,606237564,606237565,606237566,606237567,606237568,606237569,606237570,606237571,606237572,606237573,606237574,606237575,push
606236891,baf49ab4ffe9e3b13ff116e38c97e3dae2d4b734,336,master,passed,575,2019-11-01 22:45:09 UTC,606236892,606236893,606236894,606236895,606236896,606236897,606236898,606236899,606236900,606236901,606236902,606236903,606236904,606236905,606236906,606236907,pull_request
606235609,6501eaac685b2c74c6d8779ea531913472554b48,,revert-to-74.3-remove-multiprocessing-support,passed,617,2019-11-01 22:41:50 UTC,606235610,606235611,606235612,606235613,606235614,606235615,606235616,606235617,606235618,606235619,606235620,606235621,606235622,606235623,606235624,606235625,push
606234854,ced335e277cf5a5c9f5ca8bc7d96db5f45098729,,revert-to-74.3-remove-multiprocessing-support,canceled,0,,606234855,606234856,606234857,606234858,606234859,606234860,606234861,606234862,606234863,606234864,606234865,606234866,606234867,606234868,606234869,606234870,push
606234774,f2a911edc4c02ebd9f36028bcd429e5e0475264f,,revert-to-74.3-remove-multiprocessing-support,canceled,0,,606234775,606234776,606234777,606234778,606234779,606234780,606234781,606234782,606234783,606234784,606234785,606234786,606234787,606234788,606234789,606234790,push
606234654,b0b76b818e4f3418c871a52742db8d7e0289d7c3,,revert-to-74.3-remove-multiprocessing-support,passed,614,2019-11-01 22:38:58 UTC,606234655,606234656,606234657,606234658,606234659,606234660,606234661,606234662,606234663,606234664,606234665,606234666,606234667,606234668,606234669,606234670,push
605709173,2228ad7f7a5717f32997373cebf6b6d637cde6d9,,revert-333-fix-update-version,passed,587,2019-10-31 20:29:01 UTC,605709174,605709175,605709176,605709177,605709178,605709179,605709180,605709181,605709182,605709183,605709184,605709185,605709186,605709187,605709188,605709189,push
605708757,b0b76b818e4f3418c871a52742db8d7e0289d7c3,,master,passed,597,2019-10-31 20:26:01 UTC,605708758,605708759,605708760,605708761,605708762,605708763,605708764,605708765,605708766,605708767,605708768,605708769,605708770,605708771,605708772,605708773,push
605708473,870e7d9353a7c3d1f1217e48341215f7f0ddcc3f,334,master,errored,378,2019-10-31 20:23:30 UTC,605708474,605708475,605708476,605708477,605708478,605708479,605708480,605708481,605708482,605708483,605708484,605708485,605708486,605708488,605708489,605708490,pull_request
605707215,2228ad7f7a5717f32997373cebf6b6d637cde6d9,,revert-333-fix-update-version,passed,600,2019-10-31 20:20:08 UTC,605707216,605707217,605707218,605707219,605707220,605707221,605707222,605707223,605707224,605707225,605707226,605707227,605707228,605707229,605707230,605707231,push
605701337,5853a3503eb49b273a7e98d283f3ba2b0d954c12,,revert-333-fix-update-version,failed,587,2019-10-31 20:09:16 UTC,605701338,605701339,605701340,605701341,605701342,605701343,605701344,605701345,605701346,605701347,605701348,605701349,605701350,605701351,605701352,605701353,push
605696891,4a94a193c61b6423cd1b71c14daae761d92113c1,,revert-333-fix-update-version,failed,600,2019-10-31 20:02:04 UTC,605696892,605696893,605696894,605696895,605696896,605696897,605696898,605696899,605696900,605696901,605696902,605696903,605696904,605696905,605696906,605696907,push
605696668,a13339151b65ef7b94fc6a9919da88098f4eb50c,,master,failed,604,2019-10-31 19:59:15 UTC,605696669,605696670,605696671,605696672,605696673,605696674,605696675,605696676,605696677,605696678,605696679,605696680,605696681,605696682,605696683,605696684,push
605692997,89b00055d6f08fe457cdffef8c39139b0201c710,,revert-333-fix-update-version,failed,594,2019-10-31 19:51:55 UTC,605692998,605692999,605693000,605693001,605693002,605693003,605693004,605693005,605693006,605693007,605693008,605693009,605693010,605693011,605693012,605693013,push
605691690,7acde57259492ae249dc1ad7e91072093fc91d00,,master,failed,597,2019-10-31 19:49:00 UTC,605691691,605691692,605691693,605691694,605691695,605691696,605691697,605691698,605691699,605691700,605691701,605691702,605691703,605691704,605691705,605691706,push
605689435,802a05cd2ad57cfdf0760939342bb084c055ce7f,,revert-333-fix-update-version,failed,556,2019-10-31 19:44:06 UTC,605689436,605689437,605689438,605689439,605689440,605689441,605689442,605689443,605689444,605689445,605689446,605689447,605689448,605689449,605689450,605689451,push
605686807,e3d4b4e2e1246b5f708f9f32f8ffc348072bd09c,,revert-333-fix-update-version,failed,605,2019-10-31 19:40:15 UTC,605686808,605686809,605686810,605686811,605686812,605686813,605686814,605686815,605686816,605686817,605686818,605686819,605686820,605686821,605686822,605686823,push
605685327,d57f6518629fd9b53e8d5f2568ecff614ae006ca,,revert-333-fix-update-version,canceled,0,,605685328,605685329,605685330,605685331,605685332,605685333,605685334,605685335,605685336,605685337,605685339,605685340,605685341,605685342,605685343,605685344,push
605685239,161c0a2ada0620fa8fff73e91f2a6416d592b04e,,fix-update-version,failed,608,2019-10-31 19:36:44 UTC,605685240,605685241,605685242,605685243,605685244,605685245,605685246,605685247,605685248,605685249,605685250,605685251,605685252,605685253,605685254,605685255,push
605684907,7d7152fe3e04e92981acbd9564dac54165e11847,,master,failed,607,2019-10-31 19:33:51 UTC,605684908,605684909,605684910,605684911,605684912,605684913,605684914,605684915,605684916,605684917,605684918,605684919,605684920,605684921,605684922,605684923,push
605666743,c57fe4e7e98648a107b2fabf35dca43480f96def,,master,failed,599,2019-10-31 18:57:44 UTC,605666744,605666745,605666746,605666747,605666748,605666749,605666750,605666751,605666752,605666753,605666754,605666755,605666756,605666757,605666758,605666759,push
605664302,28d862a3de049e72914fd1ec8156f520811fdd98,333,master,failed,591,2019-10-31 18:53:51 UTC,605664303,605664304,605664305,605664306,605664307,605664308,605664309,605664310,605664311,605664312,605664313,605664314,605664315,605664316,605664317,605664318,pull_request
605664014,161c0a2ada0620fa8fff73e91f2a6416d592b04e,,fix-update-version,failed,587,2019-10-31 18:51:05 UTC,605664015,605664016,605664017,605664018,605664019,605664020,605664021,605664022,605664023,605664024,605664025,605664026,605664027,605664028,605664029,605664030,push
605663824,d5f756a520a6c21824f41f353c023bdf6d003173,,fix-update-version,canceled,0,,605663825,605663826,605663827,605663828,605663829,605663830,605663831,605663832,605663833,605663834,605663835,605663836,605663837,605663838,605663839,605663840,push
605045210,d5f756a520a6c21824f41f353c023bdf6d003173,,master,failed,579,2019-10-30 15:46:34 UTC,605045211,605045212,605045213,605045214,605045215,605045216,605045217,605045218,605045219,605045220,605045221,605045222,605045223,605045224,605045225,605045226,push
605045094,8ad44e96e033d258dd557d63b7e31efcedbb5cb1,331,master,errored,366,2019-10-30 15:44:05 UTC,605045095,605045096,605045097,605045098,605045099,605045100,605045101,605045102,605045103,605045104,605045105,605045106,605045107,605045108,605045109,605045110,pull_request
605044825,9fa56bc5240f124db6632eac356a954f744afdcf,,fix-bulk-query-multiprocessing,errored,471,2019-10-30 15:41:38 UTC,605044826,605044827,605044828,605044829,605044830,605044831,605044832,605044833,605044834,605044835,605044836,605044837,605044838,605044839,605044840,605044841,push
605043146,4332037d802c19e17f8c73ff2db4366710f9baef,,fix-bulk-query-multiprocessing,passed,580,2019-10-30 15:37:34 UTC,605043173,605043174,605043175,605043176,605043177,605043178,605043179,605043180,605043183,605043185,605043188,605043191,605043193,605043194,605043196,605043198,push
605035348,93b1ecf6847891325db1eaaad76fbcd5c288c50a,328,master,errored,354,2019-10-30 15:26:12 UTC,605035349,605035354,605035357,605035361,605035362,605035363,605035365,605035369,605035370,605035371,605035372,605035375,605035376,605035377,605035380,605035383,pull_request
605035260,4332037d802c19e17f8c73ff2db4366710f9baef,,master,passed,573,2019-10-30 15:23:25 UTC,605035261,605035262,605035263,605035264,605035265,605035266,605035267,605035268,605035269,605035270,605035271,605035273,605035274,605035275,605035277,605035278,push
605021628,2f90a080376216a49c783127251ed9addac9f4fc,,master,passed,579,2019-10-30 14:59:52 UTC,605021630,605021631,605021632,605021633,605021634,605021636,605021637,605021638,605021639,605021641,605021642,605021643,605021644,605021645,605021646,605021647,push
595247171,82f838b94570d78f2774afaf1920ba1d2b3459fa,324,master,passed,654,2019-10-08 18:16:08 UTC,595247174,595247175,595247176,595247177,595247178,595247179,595247180,595247181,595247182,595247183,595247184,595247185,595247186,595247187,595247188,595247189,pull_request
592563703,f2237350c38c18c04b6cb3e7bd17bcb28ba30d55,323,master,passed,740,2019-10-02 13:33:53 UTC,592563704,592563705,592563706,592563707,592563708,592563709,592563710,592563711,592563712,592563713,592563714,592563715,592563716,592563717,592563718,592563719,pull_request
592558215,657a76e8a3b877f67598edc2e5ba665d9b69e4be,323,master,failed,669,2019-10-02 13:22:53 UTC,592558216,592558217,592558218,592558219,592558220,592558221,592558222,592558223,592558224,592558225,592558226,592558227,592558228,592558229,592558230,592558231,pull_request
