build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
612099422,7a1dd80df8249e7a7de8845e958bfc34836bf799,2343,master,passed,733,2019-11-14 22:18:46 UTC,612099423,612099424,612099425,612099426,612099427,pull_request
612099408,121d04ed93ce80cdb131ca8e46744bd16037a1dd,,ci-actions,passed,675,2019-11-14 22:16:20 UTC,612099409,612099410,612099411,612099412,612099413,push
612096695,b45ad4b7611c53ffd1c85a9acaceb8b36de89999,,master,passed,721,2019-11-14 22:08:20 UTC,612096696,612096697,612096698,612096699,612096700,push
612083014,162a9a9fa311d0487e61d85f81120c465e303299,,2.2-stable,errored,247,2019-11-14 21:35:39 UTC,612083015,612083016,push
611522558,3f3d243ffa9df28655b5863aa90fa141a5a13e2f,2360,master,passed,634,2019-11-13 19:14:26 UTC,611522559,611522560,611522561,611522562,611522563,pull_request
611453137,f4c25a46be716034d9f524709960360ba8188669,,master,passed,701,2019-11-13 16:31:35 UTC,611453138,611453139,611453140,611453141,611453142,push
611286881,791e0f09b71e3101e03528cb690704e623e2a390,2357,master,passed,651,2019-11-13 09:44:37 UTC,611286883,611286884,611286885,611286886,611286887,pull_request
610800046,342ac775b1f6e517ac6c7e9d92d41c950ab2e223,,master,passed,676,2019-11-12 13:18:23 UTC,610800048,610800051,610800053,610800054,610800055,push
610610544,63f21f3909bc5911ec2126dba483b7aaa1f58a45,2355,master,passed,736,2019-11-11 23:43:17 UTC,610610545,610610546,610610547,610610548,610610549,pull_request
609043509,2750218ec7d9529b13ece382f46d8f86f34a7a93,2348,master,passed,725,2019-11-08 02:18:19 UTC,609043510,609043511,609043512,609043513,609043514,pull_request
608257973,d2f7211a4998543a331e4b9277e6f4cce2d2d98a,,master,passed,683,2019-11-06 15:50:18 UTC,608257974,608257975,608257976,608257977,608257978,push
608245233,0921a83aed7bf48b719d96b659b75293cbc0f190,,master,passed,689,2019-11-06 15:27:17 UTC,608245234,608245235,608245236,608245237,608245238,push
608245212,0921a83aed7bf48b719d96b659b75293cbc0f190,,v2.13.0,passed,915,2019-11-06 15:24:47 UTC,608245213,608245214,608245215,608245216,608245217,push
608235798,4d562bb5389d5767a6d494cf7220d9e17e40cc80,,master,passed,706,2019-11-06 15:06:02 UTC,608235799,608235802,608235803,608235804,608235805,push
608191230,6420a9a6c8f7df3d51107af57f9f698a47533bcf,2343,master,passed,717,2019-11-06 14:11:39 UTC,608191231,608191232,608191233,608191234,608191235,pull_request
608191185,32c57ed4a094872dbb6a1acb40223c050b8e4106,,ci-actions,passed,680,2019-11-06 14:08:19 UTC,608191187,608191189,608191190,608191191,608191193,push
607778998,9ad1b0d4cd2a17a957a76ecbb3302b00ca72b979,,ci-actions,passed,682,2019-11-05 18:27:09 UTC,607778999,607779000,607779001,607779002,607779003,push
607742985,727661b94185a38cca587003e05bf4def4a13e93,2343,master,passed,694,2019-11-05 17:11:09 UTC,607742986,607742987,607742989,607742993,607742994,pull_request
607738456,0f8c5abbbfb70fe598c59b14fcc3bb86c9c7ba75,2343,master,passed,728,2019-11-05 17:04:02 UTC,607738457,607738458,607738459,607738460,607738461,pull_request
607738421,0377bd95f7c6693f2b1a1744f7fcac1c3f513124,,ci-actions,passed,712,2019-11-05 17:01:34 UTC,607738422,607738425,607738427,607738429,607738430,push
607711095,fa74e7a6a91652c7467a595456fbcf2bf0aefde9,,ci-actions,passed,706,2019-11-05 16:07:27 UTC,607711096,607711097,607711098,607711099,607711100,push
607694173,2b52a0af20a8c3f3c0fb26f73e91f6161c6ea168,,ci-actions,passed,719,2019-11-05 15:29:48 UTC,607694174,607694175,607694176,607694177,607694178,push
607691883,749059fd7ebb1ef62d7e0315e82a50f826c2d3f2,2343,master,passed,692,2019-11-05 15:24:39 UTC,607691884,607691885,607691886,607691887,607691888,pull_request
607690532,e4f3bc2273039e968e7e534de41807b19330c059,,ci-actions,passed,689,2019-11-05 15:21:11 UTC,607690533,607690534,607690535,607690536,607690537,push
607684193,8f6fa695655a4549d9ef657f97827cde044d19f4,,ci-actions,passed,706,2019-11-05 15:03:55 UTC,607684194,607684195,607684196,607684197,607684198,push
607682298,a49b11075a9c52bd8f2a900d0f793597f0daf2cf,2343,master,passed,710,2019-11-05 15:00:31 UTC,607682299,607682302,607682303,607682304,607682305,pull_request
607680841,9a2bc512fa59e4487b8cf40f2aae96df8e3cc546,,ci-actions,passed,734,2019-11-05 14:56:51 UTC,607680842,607680843,607680844,607680845,607680846,push
607678664,43526b748696da81e691cd84ab447f6e5c2f1d56,2343,master,passed,720,2019-11-05 14:51:07 UTC,607678665,607678666,607678667,607678668,607678669,pull_request
607673796,f6d837c30450aff0397d31208084a87574c066bb,2343,master,passed,715,2019-11-05 14:39:18 UTC,607673797,607673798,607673799,607673800,607673801,pull_request
607667800,0beba7d8e8e2e0e856f2508be51eef80d6e0888b,2343,master,passed,710,2019-11-05 14:25:13 UTC,607667801,607667802,607667803,607667804,607667805,pull_request
607535420,d4505721aaf1e2757b27b96aecbbeb6582cef248,,master,passed,685,2019-11-05 08:51:09 UTC,607535421,607535422,607535423,607535424,607535425,push
607235661,d068fae40b1feb72a2810c3359726e5eb74e258d,2342,master,passed,681,2019-11-04 16:51:38 UTC,607235662,607235663,607235664,607235665,607235666,pull_request
607128298,3289f54bc96a5192c0a82bc5b3819bd5df377592,2341,master,passed,744,2019-11-04 13:14:26 UTC,607128299,607128300,607128301,607128302,607128303,pull_request
