build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761184466,ab388b056aa81df8d7c83d9785f32cdb5f10347c,531,master,passed,2124,2021-03-02 21:02:34 UTC,761184467,761184468,761184469,761184470,761184471,761184472,761184473,761184474,pull_request
761180573,1f0d4e5fccfd43c54cf492707f79071ae9e57427,531,master,failed,2108,2021-03-02 20:29:33 UTC,761180574,761180575,761180576,761180577,761180578,761180579,761180580,761180581,pull_request
755248305,cace93932693d3430b0bdd306837339251d3b84e,527,master,passed,2164,2021-01-19 21:45:57 UTC,755248306,755248307,755248308,755248309,755248310,755248311,755248312,755248313,pull_request
754203611,e96a3430d479a80a7109b5001c877a3cbb89040e,527,master,passed,2247,2021-01-12 23:52:36 UTC,754203612,754203613,754203614,754203615,754203616,754203617,754203618,754203619,pull_request
754203493,d0b9b04fe1a798bcb5a01cf58b298dde6b6bb8ec,527,master,canceled,0,,754203494,754203495,754203496,754203497,754203498,754203499,754203500,754203501,pull_request
754201930,20753707d42c5234da58c197a9018498a18ced6d,527,master,passed,2098,2021-01-12 23:22:36 UTC,754201931,754201932,754201933,754201934,754201935,754201936,754201937,754201938,pull_request
754201644,d2395f6627ea6be7c1e00353b323f0c7817ec122,527,master,canceled,0,,754201645,754201646,754201647,754201648,754201649,754201650,754201651,754201652,pull_request
753822040,06b386143ae6f4c42fc5e43aba75f3e5e2ce4cc7,527,master,passed,2137,2021-01-10 18:08:51 UTC,753822041,753822042,753822043,753822044,753822045,753822046,753822047,753822048,pull_request
753705787,389ea484a18817b9543d97bb698a6d695fe07f04,526,master,passed,2118,2021-01-09 17:37:05 UTC,753705788,753705789,753705790,753705791,753705792,753705793,753705794,753705795,pull_request
753672343,72688af95b605a47c4eb3d39aee258943f1a15d6,522,master,passed,2078,2021-01-09 12:43:44 UTC,753672344,753672345,753672346,753672347,753672348,753672349,753672350,753672351,pull_request
753013414,8d13224c8d8125323d1f34ff0dc460b57dd16896,524,master,failed,2805,2021-01-05 16:03:14 UTC,753013415,753013416,753013417,753013418,753013419,753013420,753013421,753013422,pull_request
753001346,383b0d75ba86808dbf59c6b13623ab5cb39b56bf,520,master,passed,2141,2021-01-05 14:42:28 UTC,753001347,753001348,753001349,753001350,753001351,753001352,753001353,753001354,pull_request
752859263,e72910905b14c83c841166a2a133b4884d156e5f,521,master,passed,2192,2021-01-04 20:14:46 UTC,752859264,752859265,752859266,752859267,752859268,752859269,752859270,752859271,pull_request
752292631,14d5b76b1291c92a742fba9c4c9a3aca1b4b3720,523,master,passed,2138,2020-12-31 16:10:07 UTC,752292632,752292633,752292634,752292635,752292636,752292637,752292638,752292639,pull_request
752210297,65951c6c64fd89382dfec474443ff495db50bebd,522,master,passed,2068,2020-12-31 00:45:53 UTC,752210298,752210299,752210300,752210301,752210302,752210303,752210304,752210305,pull_request
752165148,c17d3476e054699937c9c2961fc1844410902325,521,master,passed,2126,2020-12-30 18:29:51 UTC,752165149,752165150,752165151,752165152,752165153,752165154,752165155,752165156,pull_request
752161658,8efd38780d8792485a6c0ec93619740cbec1b831,521,master,failed,2098,2020-12-30 17:56:52 UTC,752161659,752161660,752161661,752161662,752161663,752161664,752161665,752161666,pull_request
752118887,07931320c421472533206a8c573df085a05746ae,520,master,passed,2028,2020-12-30 12:52:07 UTC,752118888,752118889,752118890,752118891,752118892,752118893,752118894,752118895,pull_request
752009250,a8efb8dd55cf920fce4e312ea6868d91c89d16f8,520,master,failed,2065,2020-12-29 18:20:34 UTC,752009251,752009252,752009253,752009254,752009255,752009256,752009257,752009258,pull_request
752006447,6be574d0a81cead1e5f262e1d76f688f3c6a2e1d,520,master,failed,2103,2020-12-29 17:49:19 UTC,752006448,752006449,752006450,752006451,752006452,752006453,752006454,752006455,pull_request
751979132,c1424cdaf27c71fb73eadacc42f863ff804199f2,519,master,passed,2098,2020-12-29 14:58:32 UTC,751979133,751979134,751979135,751979136,751979137,751979138,751979139,751979140,pull_request
749452209,133db8362a32eb3767c1e8a7d96cff882c43a80b,518,master,passed,5818,2020-12-13 18:00:46 UTC,749452210,749452211,749452212,749452213,749452214,749452215,749452216,749452217,749452218,749452219,749452220,749452221,749452222,749452223,pull_request
740614867,1f0674d29a1074d1060ad78b0a494a0a087a3de5,517,master,passed,2176,2020-11-01 15:06:07 UTC,740614868,740614870,740614871,740614872,740614873,740614874,740614875,740614877,pull_request
739247883,13c75486682604396c28b3856a347604b889725c,516,master,passed,2108,2020-10-27 11:14:13 UTC,739247886,739247887,739247888,739247889,739247890,739247891,739247892,739247893,pull_request
731867269,2b9a23dbe0a5c26d45536e216961c9332e531adc,512,master,passed,2187,2020-10-01 08:44:06 UTC,731867270,731867271,731867272,731867273,731867274,731867275,731867276,731867277,pull_request
731736152,334c769c5f69c2ec5e476249161c939c9e3227de,511,master,failed,2244,2020-09-30 21:09:26 UTC,731736153,731736154,731736155,731736156,731736157,731736158,731736159,731736160,pull_request
731706771,59d5be8ed73e47801897335fe5d01c53d5364443,510,master,failed,369,2020-09-30 19:14:24 UTC,731706772,731706773,731706774,731706775,731706776,731706777,731706778,731706779,pull_request
730849910,a892348fba31bf90a8abb88100ebcaae9b054785,509,master,passed,6531,2020-09-28 05:37:41 UTC,730849911,730849912,730849913,730849914,730849915,730849916,730849917,730849918,730849919,730849920,730849921,730849922,730849923,730849924,pull_request
730773596,24ea74df108682c2d6e4e47635e71866a3cd10c0,272,master,passed,2166,2020-09-27 20:44:28 UTC,730773597,730773598,730773599,730773600,730773601,730773602,730773603,730773604,pull_request
717910350,04c29ce1a769907b8a363e33d5d609464fbaa9ee,508,master,passed,2169,2020-08-14 13:25:59 UTC,717910351,717910352,717910353,717910354,717910355,717910356,717910357,717910358,pull_request
716549914,2c19b9899ab3a3e8bd0ca35e5d78544334204169,,master,passed,2152,2020-08-10 13:11:35 UTC,716549915,716549916,716549917,716549918,716549919,716549920,716549921,716549922,push
716548671,a7c18875fd6136da8ef6a9075bf944e45643e8d1,,master,passed,2591,2020-08-10 13:05:01 UTC,716548672,716548673,716548674,716548675,716548676,716548677,716548678,716548679,push
716486080,a34f226a2fe953d9de545bfb60e1f1d649db4382,506,master,passed,2170,2020-08-10 08:52:38 UTC,716486081,716486082,716486083,716486084,716486085,716486086,716486087,716486088,pull_request
716096411,8e5ee51ec0bcf2fd8b5d1d2b9e750a3f2b210c9f,506,master,passed,2035,2020-08-08 11:47:26 UTC,716096412,716096413,716096414,716096415,716096416,716096417,716096418,716096419,pull_request
716096157,0c8f4ea0838ffdee0061b18eced242f5ff5e973e,506,master,canceled,0,,716096158,716096159,716096160,716096161,716096162,716096163,716096164,716096165,pull_request
716096016,9468c330b62d4189d0cee2bab221e7d7dd3480d5,506,master,failed,2078,2020-08-08 11:43:06 UTC,716096017,716096018,716096019,716096020,716096021,716096022,716096023,716096024,pull_request
707675377,d61984879a31a24eacd9a93ebe11cad21c3c337e,430,master,passed,2379,2020-07-13 15:21:43 UTC,707675378,707675379,707675380,707675381,707675382,707675383,707675384,707675385,pull_request
703768950,569e580d93f550033fde175cac1118ed26941332,,master,passed,2316,2020-07-01 03:40:04 UTC,703768951,703768952,703768953,703768954,703768955,703768956,703768957,703768958,push
702745169,c4f787d09259c3a8e80e95471ca1deb5dc2fa494,395,master,passed,3953,2020-06-27 21:15:31 UTC,702745170,702745171,702745172,702745173,702745174,702745175,702745176,702745177,pull_request
702728868,3b2645f41b35e735bd9c513fca25a247c483db64,395,master,failed,4038,2020-06-27 20:09:43 UTC,702728869,702728870,702728871,702728872,702728873,702728874,702728875,702728876,pull_request
702728470,a835ad66834bc0e53e7bf6bafccd5652fe3d03b5,396,master,passed,4175,2020-06-27 19:55:55 UTC,702728471,702728472,702728473,702728474,702728475,702728476,702728477,702728478,pull_request
702728287,0491ff3342690a1faddb7c06f801893f4abbff2f,423,master,passed,3984,2020-06-27 19:44:44 UTC,702728288,702728289,702728290,702728291,702728292,702728293,702728294,702728295,pull_request
702306849,abdcf9d65a6efe4f6417a3a0ca2037c20c4ff31d,504,master,passed,4178,2020-06-26 08:49:18 UTC,702306850,702306851,702306852,702306853,702306854,702306855,702306856,702306857,pull_request
701464544,132a01aafde42ce9227d393ebbeb8dbe693c3155,272,master,passed,4013,2020-06-23 23:45:00 UTC,701464545,701464546,701464547,701464548,701464549,701464550,701464551,701464552,pull_request
701120063,fc2165fbfbb6e6a9b38e4fad46faea1ac19fe3b7,272,master,failed,4164,2020-06-23 03:06:07 UTC,701120064,701120065,701120066,701120067,701120068,701120069,701120070,701120071,pull_request
701079197,b9fffaba4f6a825082c7ff90f8cacc9bcbb015e9,503,master,passed,2334,2020-06-23 00:10:56 UTC,701079198,701079199,701079200,701079201,701079202,701079203,701079204,701079205,pull_request
701079028,f4646e6ed4eeb9780f67d2083d0c09c8fffbec53,,master,passed,4072,2020-06-22 23:56:38 UTC,701079029,701079030,701079031,701079032,701079033,701079034,701079035,701079036,push
701077259,f87487a4ada2d6cf223bdd182774a01ba3c84618,,1.1,passed,4376,2020-06-22 23:42:05 UTC,701077260,701077261,701077262,701077263,701077264,701077265,701077266,701077267,push
701077250,f87487a4ada2d6cf223bdd182774a01ba3c84618,,master,passed,4113,2020-06-22 23:30:36 UTC,701077251,701077252,701077253,701077254,701077255,701077256,701077257,701077258,push
700658817,8df6cc90c7b12598ddb9e25eab64a6d1eb04d661,,master,passed,3901,2020-06-21 20:01:31 UTC,700658818,700658819,700658820,700658821,700658822,700658823,700658824,700658825,push
700646403,233e65b6523316e84292d1c52d98160dfa5d2d67,501,master,passed,4282,2020-06-21 19:08:50 UTC,700646404,700646405,700646406,700646407,700646408,700646409,700646410,700646411,pull_request
700640647,d1b5bc4928f37896e66fb6cbe17cf435c90871d8,501,master,errored,3446,2020-06-21 18:54:49 UTC,700640648,700640651,700640652,700640653,700640654,700640655,700640656,700640657,pull_request
699478428,7e52b16e50bd0e6683096177e6d1fb668d65c522,,master,passed,4249,2020-06-17 21:24:47 UTC,699478429,699478430,699478431,699478432,699478433,699478434,699478435,699478436,push
699449623,e9daec35e96cc22f2956ad8653e65591215a2767,502,master,passed,4344,2020-06-17 19:56:00 UTC,699449624,699449625,699449626,699449627,699449628,699449629,699449630,699449631,pull_request
699437740,b2b08cc5a27081881bef81ec4c7ed93da02e8206,,master,passed,4291,2020-06-17 19:18:24 UTC,699437741,699437742,699437743,699437744,699437745,699437746,699437747,699437748,push
696691809,54530cfa7151c6b5810cec8406c8031a178d9ec6,502,master,passed,4704,2020-06-10 02:22:05 UTC,696691810,696691811,696691812,696691813,696691814,696691815,696691816,696691817,pull_request
696688515,26bad6c89f9e17f3640ce7b66a18bcdcae6d7ebb,501,master,passed,4558,2020-06-10 02:07:10 UTC,696688516,696688517,696688518,696688519,696688520,696688521,696688522,696688523,pull_request
696682240,4acc7b0cdda5a426c83873d212128a4f7f9c2129,493,master,passed,4152,2020-06-10 01:25:51 UTC,696682241,696682242,696682243,696682244,696682245,696682246,696682247,696682248,pull_request
696283769,d49afd350c06339a8c59299664b8a73a3b2c3f64,,master,passed,4653,2020-06-09 01:28:56 UTC,696283770,696283771,696283772,696283773,696283774,696283775,696283776,696283777,push
696277612,b1621be17a5f10907a88a8af663711bb04ff0701,496,master,passed,4726,2020-06-09 01:02:57 UTC,696277613,696277614,696277615,696277616,696277617,696277618,696277619,696277620,pull_request
696274777,e749511d7a1d2b3323ff48115adfcfd5e2f20cf4,,master,passed,4815,2020-06-09 00:46:34 UTC,696274778,696274779,696274780,696274781,696274782,696274783,696274789,696274790,696274791,696274792,696274794,696274795,696274796,696274797,696274798,696274799,696274800,696274802,696274803,696274805,696274806,696274808,696274809,696274810,push
696266081,dcf3f0b626eaac23684169506ff2e104ced03661,,master,passed,4420,2020-06-09 00:08:14 UTC,696266082,696266083,696266084,696266085,696266086,696266087,696266088,696266089,696266090,696266091,696266092,696266093,696266094,696266095,696266096,696266097,696266098,696266099,696266100,696266101,696266102,push
696067889,79a533b264eb02f28e5d9bed85562546b9879705,499,master,passed,4360,2020-06-08 14:35:23 UTC,696067890,696067891,696067892,696067893,696067894,696067895,696067896,696067897,696067898,696067899,696067900,696067901,696067902,696067903,696067904,696067905,696067906,696067907,696067908,696067909,696067910,pull_request
695966921,1ceba0574bf3e847d7b154e9caf13beb016a9504,438,master,passed,4857,2020-06-08 10:47:19 UTC,695966922,695966923,695966924,695966925,695966926,695966927,695966928,695966929,695966930,695966931,695966932,695966933,695966934,695966935,695966936,695966937,695966938,695966939,695966940,695966941,695966942,695966943,695966944,695966945,pull_request
695722568,93c35554d1284c824e86e9d6bcb074a8b4e463b0,,master,passed,4058,2020-06-07 16:58:26 UTC,695722569,695722570,695722571,695722572,695722573,695722574,695722575,695722576,695722577,695722578,695722579,695722580,695722581,695722582,695722583,695722584,695722585,695722586,695722587,695722588,695722589,push
695721066,3ea87dc2d9ce00e60cf5e6787e03ef51c2dfb41a,493,master,failed,3914,2020-06-07 16:45:37 UTC,695721069,695721074,695721075,695721076,695721084,695721085,695721086,695721087,695721088,695721089,695721090,695721091,695721092,695721093,695721095,695721097,695721099,695721101,695721103,695721105,695721107,pull_request
692214737,5cd73ef383cdf9dd93f81a214b4bd364b579ff6d,,master,passed,3968,2020-05-28 15:27:09 UTC,692214738,692214739,692214740,692214741,692214742,692214743,692214744,692214745,692214746,692214747,692214748,692214749,692214750,692214751,692214752,692214753,692214754,692214755,692214756,692214757,692214758,push
691990370,af34b5868d2b53482b77f94f1d32cfb67603f81d,499,master,passed,3966,2020-05-28 02:03:17 UTC,691990371,691990372,691990373,691990374,691990375,691990376,691990377,691990378,691990379,691990380,691990381,691990382,691990383,691990384,691990385,691990386,691990387,691990388,691990389,691990390,691990391,pull_request
690522964,3730891d02e0149a2d1a03500c67174b2c123f6c,493,master,passed,3548,2020-05-24 03:13:32 UTC,690522965,690522966,690522967,690522968,690522969,690522970,690522971,690522972,690522973,690522974,690522975,690522976,690522977,690522978,690522979,690522980,690522981,690522982,690522983,690522984,690522985,pull_request
690518562,cbbb0d1f26a387d0277078c3694a619b49b1607d,455,master,passed,3782,2020-05-24 02:45:17 UTC,690518563,690518564,690518565,690518566,690518567,690518568,690518569,690518570,690518571,690518572,690518573,690518574,690518575,690518576,690518577,690518578,690518579,690518580,690518581,690518582,690518583,pull_request
690517792,13c8b72055560cf5e40b39c461790ba5ae46c7dd,497,master,passed,4128,2020-05-24 02:31:19 UTC,690517793,690517794,690517795,690517796,690517797,690517798,690517799,690517800,690517801,690517802,690517803,690517804,690517805,690517806,690517807,690517808,690517809,690517810,690517811,690517812,690517813,pull_request
690171931,c1f67bef517bfbbda72e73a30e441580aa47f5ef,496,master,passed,4416,2020-05-22 20:11:19 UTC,690171932,690171933,690171934,690171935,690171936,690171937,690171938,690171939,690171940,690171941,690171942,690171943,690171944,690171945,690171946,690171947,690171948,690171949,690171950,690171951,690171952,pull_request
689551394,a249f3f90c27de0fc88448812cce79119bf3be75,495,master,passed,3815,2020-05-21 07:52:02 UTC,689551396,689551398,689551399,689551400,689551401,689551402,689551403,689551404,689551405,689551406,689551407,689551408,689551412,689551413,689551414,689551415,689551416,689551417,689551418,689551419,689551420,pull_request
689551369,f31e6a8c79b15cde327bb7b980e7d4e85e65ca79,,dependabot/pip/virtualenv-20.0.21,passed,3874,2020-05-21 07:39:30 UTC,689551370,689551371,689551372,689551373,689551374,689551375,689551376,689551377,689551378,689551379,689551380,689551381,689551382,689551383,689551384,689551385,689551386,689551387,689551388,689551389,689551390,push
689478933,3bcda06263509df2eb4e4415061d67fbe2cba2e5,493,master,failed,3549,2020-05-21 00:46:51 UTC,689478934,689478935,689478936,689478937,689478938,689478939,689478940,689478941,689478942,689478943,689478944,689478945,689478946,689478947,689478948,689478949,689478950,689478952,689478953,689478954,689478955,pull_request
689289786,98f9c43d28d2287776da1b67d8ba09746565abf3,493,master,passed,3648,2020-05-20 15:11:40 UTC,689289787,689289788,689289789,689289790,689289791,689289792,689289793,689289794,689289795,689289796,689289797,689289798,689289799,689289800,689289801,689289802,689289803,689289804,689289805,689289806,689289807,pull_request
688707913,201ac08ed73c006a53f169760bf29821fddd4233,492,master,passed,3775,2020-05-19 07:54:58 UTC,688707914,688707915,688707916,688707917,688707918,688707919,688707920,688707921,688707922,688707923,688707924,688707925,688707926,688707927,688707928,688707929,688707930,688707931,688707932,688707933,688707934,pull_request
688707891,5f4dd3c0265a22d8d441d1423002896c3d3965fe,,dependabot/pip/packaging-20.4,passed,3844,2020-05-19 07:42:07 UTC,688707892,688707893,688707894,688707895,688707896,688707897,688707898,688707899,688707900,688707901,688707902,688707903,688707904,688707905,688707906,688707907,688707908,688707909,688707910,688707911,688707912,push
685549132,9bbc28b5684e7051ac8a5ab84f609565fe0234ea,491,master,failed,1359,2020-05-11 08:12:58 UTC,685549133,685549134,685549135,685549136,685549137,685549138,685549139,685549140,685549141,685549142,685549143,685549144,685549145,685549146,685549147,685549148,685549149,685549150,685549151,685549152,685549153,pull_request
685549096,78e44b9ccdbd48bd0c28dc922aa49e382ada61b2,,dependabot/pip/pytest-eq-5.4.2,failed,1384,2020-05-11 08:12:57 UTC,685549097,685549098,685549099,685549100,685549101,685549102,685549103,685549104,685549105,685549106,685549107,685549108,685549109,685549110,685549111,685549112,685549113,685549114,685549115,685549116,685549117,push
683935200,4b37ebca8b6e5cb6a4b4413d13458aa30fa0f72d,429,master,failed,3749,2020-05-06 17:28:22 UTC,683935201,683935202,683935203,683935204,683935205,683935206,683935207,683935208,683935209,683935210,683935211,683935212,683935213,683935214,683935215,683935216,683935217,683935218,683935219,683935220,683935221,pull_request
683265807,2b8ed124edb6ea51ed3932af23d4c9857f043a5f,487,master,passed,3782,2020-05-05 07:49:32 UTC,683265808,683265809,683265810,683265811,683265812,683265813,683265814,683265815,683265816,683265817,683265818,683265819,683265820,683265821,683265822,683265823,683265824,683265825,683265826,683265827,683265828,pull_request
683265780,3cc706324d8d475f0f7b82d80384d109fbd865e3,,dependabot/pip/virtualenv-20.0.20,passed,3827,2020-05-05 07:36:38 UTC,683265781,683265782,683265783,683265784,683265785,683265786,683265787,683265788,683265789,683265790,683265791,683265792,683265793,683265794,683265795,683265796,683265797,683265798,683265799,683265800,683265801,push
682817868,3cab15a4592bdfb53f4382b62821e45595253e2a,486,master,passed,3695,2020-05-04 08:06:26 UTC,682817869,682817870,682817871,682817872,682817873,682817874,682817875,682817876,682817877,682817878,682817879,682817880,682817881,682817882,682817883,682817884,682817885,682817886,682817887,682817888,682817889,pull_request
682817840,55c25b45530e4f90d583f8a34b9aae5176d7d96f,,dependabot/pip/virtualenv-20.0.19,passed,3596,2020-05-04 07:53:59 UTC,682817841,682817842,682817843,682817844,682817845,682817846,682817847,682817848,682817849,682817850,682817851,682817852,682817853,682817854,682817855,682817856,682817857,682817858,682817859,682817860,682817861,push
679985622,38dc16080e592488836e2eda4e2ffc363430e535,485,master,passed,3974,2020-04-27 08:28:09 UTC,679985623,679985624,679985625,679985626,679985627,679985628,679985629,679985630,679985631,679985632,679985633,679985634,679985635,679985636,679985637,679985638,679985639,679985640,679985641,679985642,679985643,pull_request
679985587,1f17051c01dcd7ca78d60dae7db35d476119a565,,dependabot/pip/importlib-resources-1.5.0,passed,4147,2020-04-27 08:13:53 UTC,679985588,679985589,679985590,679985591,679985592,679985593,679985594,679985595,679985596,679985597,679985598,679985599,679985600,679985601,679985602,679985603,679985604,679985605,679985606,679985607,679985608,push
676088842,9a0e6323c06332451e99141f0607de24ffa60726,,dependabot/pip/virtualenv-20.0.18,passed,3827,2020-04-17 08:08:27 UTC,676088843,676088844,676088845,676088846,676088847,676088848,676088849,676088850,676088851,676088852,676088853,676088854,676088855,676088856,676088857,676088858,676088859,676088860,676088861,676088862,676088863,push
676088808,70067738624279a0bbdb9dc51315c165ddef62ea,484,master,passed,4054,2020-04-17 07:54:55 UTC,676088810,676088812,676088814,676088815,676088816,676088817,676088818,676088819,676088820,676088821,676088822,676088823,676088824,676088825,676088826,676088827,676088828,676088829,676088830,676088832,676088834,pull_request
674903660,2ea55c74ccd6fe4e50657ec619732d63b6e15027,,master,passed,3783,2020-04-14 15:29:24 UTC,674903661,674903662,674903663,674903664,674903665,674903666,674903667,674903668,674903669,674903670,674903671,674903672,674903673,674903674,674903675,674903676,674903677,674903678,674903679,674903680,674903681,push
674903320,2310bd8b610bc56a0521a6e8d96fedebcd15cc17,,master,passed,4034,2020-04-14 15:21:57 UTC,674903321,674903322,674903323,674903324,674903325,674903326,674903327,674903328,674903329,674903330,674903331,674903332,674903333,674903334,674903335,674903336,674903337,674903338,674903339,674903340,674903341,push
674302741,f707670e7f7fc996a451cbcfc3bb3dac39f89034,483,master,passed,4016,2020-04-13 08:10:22 UTC,674302742,674302743,674302744,674302745,674302746,674302747,674302748,674302749,674302750,674302751,674302752,674302753,674302754,674302755,674302756,674302757,674302758,674302759,674302760,674302761,674302762,pull_request
674302711,1d83c93269f142305731952bdfee60b30b25d50a,,dependabot/pip/coverage-5.1,passed,3861,2020-04-13 07:56:42 UTC,674302712,674302713,674302714,674302715,674302716,674302717,674302718,674302719,674302720,674302721,674302722,674302723,674302724,674302725,674302726,674302727,674302728,674302729,674302730,674302731,674302732,push
674265645,bbe953e2511b88216bb0276882e978d59504bdc3,482,master,passed,3799,2020-04-13 05:02:53 UTC,674265646,674265647,674265648,674265649,674265650,674265651,674265652,674265653,674265654,674265655,674265656,674265657,674265658,674265659,674265660,674265661,674265662,674265663,674265664,674265665,674265666,pull_request
673321815,5729d738c51d6df712c6a4f53110c6570df081d9,481,master,passed,3727,2020-04-10 08:11:13 UTC,673321816,673321817,673321818,673321819,673321820,673321821,673321822,673321823,673321824,673321825,673321826,673321827,673321828,673321829,673321830,673321831,673321832,673321833,673321834,673321835,673321836,pull_request
673321786,77be1c55908f1500948045b910261145cb99734e,,dependabot/pip/virtualenv-20.0.17,passed,3852,2020-04-10 07:58:23 UTC,673321787,673321788,673321789,673321790,673321791,673321792,673321793,673321794,673321795,673321796,673321797,673321798,673321799,673321800,673321801,673321802,673321803,673321804,673321805,673321806,673321807,push
671521868,493d9e2d538d222273dfab02924472d8bb0fd311,480,master,passed,3745,2020-04-06 08:22:47 UTC,671521869,671521870,671521871,671521872,671521873,671521874,671521875,671521876,671521877,671521878,671521879,671521880,671521881,671521882,671521883,671521884,671521885,671521886,671521887,671521888,671521889,pull_request
671521839,38c0e8d7e15fc18518843312c80937395fa19c4c,,dependabot/pip/virtualenv-20.0.16,passed,3946,2020-04-06 08:22:46 UTC,671521840,671521841,671521842,671521843,671521844,671521845,671521846,671521847,671521848,671521849,671521850,671521851,671521852,671521853,671521854,671521855,671521856,671521857,671521858,671521859,671521860,push
668635176,35899576c6a236cbd9b17711ded0efb5fc4e017c,479,master,passed,3952,2020-03-30 08:53:37 UTC,668635177,668635178,668635179,668635180,668635181,668635182,668635183,668635184,668635185,668635186,668635187,668635188,668635189,668635190,668635191,668635192,668635193,668635194,668635195,668635196,668635197,pull_request
