build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
747026936,f165cf20b171bbddbe6cf6babf7c60b9af54902f,382,master,errored,330,2020-12-01 18:50:47 UTC,747026937,747026938,747026939,747026940,747026941,747026942,747026943,747026944,747026945,747026946,747026947,747026948,747026949,747026950,747026951,747026952,747026953,747026954,pull_request
199095545,824c12f7a0a43549812233283f72e00330743a90,276,master,errored,7382,2017-02-07 05:21:05 UTC,199095546,199095547,199095548,199095550,199095552,199095553,199095554,199095555,199095556,199095557,199095558,199095559,199095560,199095561,199095562,199095563,199095564,199095565,pull_request
105888521,64ed7baa172bcdad250ffebb44aa46cfb0a90f68,366,master,errored,5631,2016-01-30 15:33:56 UTC,105888522,105888523,105888524,105888525,105888526,105888527,105888528,105888529,105888530,105888531,105888532,105888533,105888534,105888535,105888536,105888537,105888538,105888539,pull_request
93309308,8b86b859dfb237eeead7f66901eff3b57c11ad3f,361,master,errored,4042,2015-11-26 07:33:59 UTC,93309309,93309310,93309311,93309312,93309313,93309314,93309315,93309316,93309317,93309318,93309319,93309320,93309321,93309322,93309323,93309324,93309325,93309326,93309327,93309328,93309329,93309330,93309331,93309333,93309334,93309336,93309337,pull_request
69293301,53e4c38e698bcd78378dac7c9c7b05381b46b07d,355,master,errored,3569,2015-07-02 14:16:37 UTC,69293302,69293303,69293304,69293305,69293306,69293307,69293308,69293309,69293310,69293311,69293312,69293313,69293314,69293315,69293316,69293317,69293318,69293319,pull_request
56095601,54a35e478b49674d27e0824d8b6fdf88689eaa79,352,master,errored,4120,2015-03-27 13:55:39 UTC,56095602,56095603,56095604,56095606,56095608,56095610,56095612,56095614,56095615,56095616,56095617,56095618,56095619,56095620,56095621,56095622,56095623,56095624,pull_request
49180529,341a4a68f7b85ee6ad4c9fa4eaecf98b49a6617a,350,master,errored,3571,2015-02-02 13:55:20 UTC,49180530,49180531,49180532,49180533,49180534,49180535,49180536,49180537,49180538,49180539,49180540,49180541,49180542,49180543,49180544,49180545,49180546,49180547,pull_request
49013810,2f32ba6f84112333e188bac706e2604427b1971b,296,master,errored,3133,2015-01-31 16:59:24 UTC,49013811,49013812,49013813,49013814,49013815,49013816,49013817,49013818,49013819,49013820,49013821,49013822,49013823,49013824,49013825,49013826,49013827,49013828,pull_request
48784362,7dd0338cc6635076a278edcd4055c9ed9342df21,349,master,errored,3886,2015-01-29 16:56:10 UTC,48784363,48784364,48784365,48784366,48784367,48784368,48784369,48784370,48784371,48784372,48784373,48784374,48784375,48784376,48784377,48784378,48784379,48784380,pull_request
47486421,9a81c72d235f88e14763180f332992a919fc0c06,289,master,errored,3258,2015-01-19 06:08:34 UTC,47486422,47486423,47486424,47486425,47486426,47486427,47486428,47486429,47486430,47486431,47486432,47486433,47486434,47486435,47486436,47486437,47486438,47486439,pull_request
