build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
707276934,380c4f0afe68dffbf2c5b4db0f2ec49eadb73756,254,master,passed,551,2020-07-12 00:42:40 UTC,707276935,707276936,707276937,707276938,707276939,707276940,707276941,707276942,707276943,707276944,707276945,707276946,707276947,707276948,707276949,707276950,707276951,707276952,707276953,707276954,707276955,707276956,707276957,pull_request
706922383,c28ae2f976883b3895cd3f753ddcd9a159a35b1d,253,master,passed,537,2020-07-10 15:15:46 UTC,706922384,706922385,706922386,706922387,706922388,706922389,706922390,706922391,706922392,706922393,706922394,706922395,706922396,706922397,706922398,706922399,706922400,706922401,706922402,706922403,706922404,706922405,706922406,pull_request
702200453,059460cb752bc95206fd23edd02a176d5926103e,246,master,passed,568,2020-06-25 22:47:14 UTC,702200454,702200455,702200456,702200457,702200458,702200459,702200460,702200461,702200462,702200463,702200464,702200465,702200466,702200467,702200468,702200469,702200470,702200471,702200472,702200473,702200474,702200475,702200476,pull_request
701736855,9ec4f2257b70ac3988e17151b153bb94863b86d1,229,master,passed,510,2020-06-24 17:31:36 UTC,701736856,701736857,701736858,701736859,701736860,701736861,701736862,701736863,701736864,701736865,701736866,701736867,701736868,701736869,701736870,701736871,701736872,701736873,701736874,701736875,701736876,701736877,701736878,pull_request
701719536,3d4e9a4c4f45abaf0283f2524c25f92c8ec69ed9,236,master,passed,557,2020-06-25 15:51:08 UTC,701719537,701719538,701719539,701719540,701719541,701719542,701719543,701719544,701719545,701719546,701719547,701719548,701719549,701719550,701719551,701719552,701719553,701719554,701719555,701719556,701719557,701719558,701719559,pull_request
701465728,1076d3030885deb021a16a18de83718df51bcea2,236,master,passed,555,2020-06-23 23:50:50 UTC,701465729,701465730,701465731,701465732,701465733,701465734,701465735,701465736,701465737,701465738,701465739,701465740,701465741,701465742,701465743,701465744,701465745,701465746,701465747,701465748,701465749,701465750,701465751,pull_request
701450868,91508bc28388508053337862d7fbc48dacf19188,236,master,passed,568,2020-06-23 22:47:05 UTC,701450869,701450870,701450871,701450872,701450873,701450874,701450875,701450876,701450877,701450878,701450879,701450880,701450881,701450882,701450883,701450884,701450885,701450886,701450887,701450888,701450889,701450890,701450891,pull_request
694878660,fdf9f4a3a0d8b52aafb3b3f69352879ad2f8bc3d,229,master,passed,492,2020-06-05 02:27:28 UTC,694878661,694878662,694878663,694878664,694878665,694878666,694878667,694878668,694878669,694878670,694878671,694878672,694878673,694878674,694878675,694878676,694878677,694878678,694878679,694878680,694878681,694878682,694878683,pull_request
694872691,6cb9ba8fe62c82ab7a9d4164b7ef6041784e22ca,234,master,passed,577,2020-06-05 01:50:14 UTC,694872692,694872693,694872694,694872695,694872696,694872697,694872698,694872699,694872700,694872701,694872702,694872703,694872704,694872705,694872706,694872707,694872708,694872709,694872710,694872711,694872712,694872713,694872714,pull_request
694824733,addc4e6ded54597034f9e8d15198d131144c92b7,236,master,passed,510,2020-06-04 22:03:21 UTC,694824734,694824735,694824736,694824737,694824738,694824739,694824740,694824741,694824742,694824743,694824744,694824745,694824746,694824747,694824748,694824749,694824750,694824751,694824752,694824753,694824754,694824755,694824756,pull_request
