build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
458658479,9549a230cf28ba9d06d0ea7deea4229c81627f06,188,master,passed,1112,2018-11-23 04:26:09 UTC,458658480,458658481,458658482,458658483,458658484,458658485,458658486,458658487,458658488,458658489,458658490,458658491,458658492,458658493,pull_request
458618998,58994e69397fab593e0a5f8092794467ce9d1482,187,master,passed,738,2018-11-23 00:24:32 UTC,458618999,458619000,458619001,458619002,458619003,458619004,458619005,458619006,458619007,458619008,458619009,458619010,458619011,458619012,pull_request
458617248,eb5fe92ccceaac103049640f0ea667b5a4e72744,187,master,passed,889,2018-11-23 00:15:19 UTC,458617249,458617250,458617251,458617252,458617253,458617254,458617255,458617256,458617257,458617258,458617259,458617260,458617261,458617262,pull_request
449190521,598b0c69d752b7f66e67a45d2e40aad5bfc8866f,186,master,passed,1074,2018-11-01 05:06:50 UTC,449190522,449190523,449190524,449190525,449190526,449190527,449190528,449190529,449190530,449190531,449190532,449190533,449190534,449190535,pull_request
442329292,64a3a1dd0655d9fee9786d62628add132073b946,,master,passed,1008,2018-10-16 18:57:59 UTC,442329293,442329294,442329295,442329296,442329297,442329298,442329299,442329300,442329301,442329302,442329303,442329304,442329305,442329306,push
442328896,583b2d3eaedb4e70209b32f2191e067d9f75b299,,master,canceled,0,,442328897,442328898,442328899,442328900,442328901,442328902,442328903,442328904,442328905,442328906,442328907,442328908,442328909,442328910,push
442328718,e88653bf2cb04931f3254ec566dd2ef71c8aaeea,,master,canceled,0,,442328719,442328720,442328721,442328722,442328723,442328724,442328725,442328726,442328727,442328728,442328729,442328730,442328731,442328732,push
442328330,73e939abd16e4e4ee97e95ecb10454cfe46bcc5b,,master,passed,980,2018-10-16 18:54:06 UTC,442328331,442328332,442328333,442328334,442328335,442328336,442328337,442328338,442328339,442328340,442328341,442328342,442328343,442328344,push
440997703,ab8d7b5ab2a5430044d8681c699f4e76e44f1d93,184,master,failed,942,2018-10-13 13:19:05 UTC,440997704,440997705,440997706,440997707,440997708,440997709,440997710,440997711,440997712,440997713,440997714,440997715,440997716,440997717,pull_request
437684467,cd802fd60c602d6ebc590edad44a92620b8d4463,182,master,passed,1072,2018-10-05 15:34:40 UTC,437684468,437684469,437684470,437684471,437684472,437684473,437684474,437684475,437684476,437684477,437684478,437684479,437684480,437684481,pull_request
417367728,92f1fa25e0a25bfcb45dfbabe27537f1ed1fea62,181,master,passed,976,2018-08-17 17:44:01 UTC,417367729,417367730,417367731,417367732,417367733,417367734,417367735,417367736,417367737,417367738,417367739,417367740,417367741,417367742,pull_request
413754263,4dd897761952adf387fb71822e3e76bc3d0deb51,,master,passed,1029,2018-08-08 19:50:50 UTC,413754264,413754265,413754266,413754267,413754268,413754269,413754270,413754271,413754272,413754273,413754274,413754275,413754276,413754277,push
413741213,0290f98341600f45caea16c5c3186895bc664d87,179,master,passed,1002,2018-08-08 19:18:07 UTC,413741214,413741215,413741216,413741217,413741218,413741219,413741220,413741221,413741222,413741223,413741224,413741225,413741226,413741227,pull_request
413236420,cbe99c11a7e46ddda7b01b3f7474186379cb480d,,v2.1.10,passed,972,2018-08-07 18:05:28 UTC,413236421,413236422,413236423,413236424,413236425,413236426,413236427,413236428,413236429,413236430,413236431,413236432,413236433,413236434,push
413236395,cbe99c11a7e46ddda7b01b3f7474186379cb480d,,master,passed,940,2018-08-07 18:01:15 UTC,413236396,413236397,413236398,413236399,413236400,413236402,413236404,413236405,413236407,413236408,413236409,413236410,413236411,413236412,push
413234225,cae292050206395f2897b79f118fb0b54bb01508,,master,passed,802,2018-08-07 17:48:35 UTC,413234226,413234227,413234231,413234232,413234233,413234234,413234235,413234236,413234237,413234238,413234239,413234240,413234241,413234242,push
413233227,0f193344c2594eeb1d28a89fa3d2ec4c05c4b1cd,,master,passed,895,2018-08-07 18:01:11 UTC,413233228,413233229,413233230,413233231,413233232,413233233,413233234,413233235,413233236,413233237,413233238,413233239,413233240,413233241,push
411953839,0ad017fd253726a8378b9cbce35b807fc08df831,178,master,passed,911,2018-08-03 23:31:17 UTC,411953840,411953841,411953842,411953843,411953844,411953845,411953846,411953847,411953848,411953849,411953850,411953851,411953852,411953853,pull_request
408069561,105b35b8267e26e38aa31e545cc558ebdcf55976,177,master,passed,1571,2018-07-25 13:44:23 UTC,408069562,408069563,408069564,408069565,408069566,408069567,408069568,408069569,408069570,408069571,408069572,408069573,408069574,408069575,pull_request
397300492,2e2d4c76f1cca71ffea4d6d40621cfe6cb16bfd3,,master,passed,974,2018-06-27 11:18:51 UTC,397300493,397300494,397300495,397300496,397300497,397300498,397300499,397300500,397300501,397300502,397300503,397300504,397300505,397300506,push
397299927,5146a16ac9dbd62128a37793384aea4b81d6ba95,,master,passed,983,2018-06-27 11:15:52 UTC,397299928,397299929,397299930,397299931,397299932,397299933,397299934,397299935,397299936,397299937,397299938,397299939,397299940,397299941,push
396975459,c72ca554bdecd5e5b655005f5858e26d304d21f5,176,master,passed,1402,2018-06-26 16:39:18 UTC,396975460,396975461,396975462,396975463,396975464,396975465,396975466,396975467,396975468,396975469,396975470,396975471,396975472,396975473,pull_request
388580208,4989d23764edc32ff919659c3c00d57269ff9888,175,master,passed,889,2018-06-06 03:28:05 UTC,388580209,388580210,388580211,388580212,388580213,388580214,388580215,388580216,388580217,388580218,388580219,388580220,388580221,388580222,pull_request
384070133,560f5067a7efdc99310d59881300f2df8c36255f,,v2.1.9,passed,895,2018-05-26 12:18:18 UTC,384070134,384070135,384070136,384070137,384070138,384070139,384070140,384070141,384070142,384070143,384070144,384070145,384070146,384070147,push
384070101,560f5067a7efdc99310d59881300f2df8c36255f,,master,passed,912,2018-05-26 12:14:52 UTC,384070102,384070103,384070104,384070105,384070106,384070107,384070108,384070109,384070110,384070111,384070112,384070113,384070114,384070115,push
384069875,2e3ff4814e64f7a9a9938df88f156e3bb669c208,,master,passed,1208,2018-05-26 12:10:56 UTC,384069876,384069877,384069878,384069879,384069880,384069881,384069882,384069883,384069884,384069885,384069886,384069887,384069888,384069889,push
384048438,01b9c72dd30ae5283620d6188ba3eca601c7eb91,,v2.1.8,passed,911,2018-05-26 10:30:36 UTC,384048439,384048440,384048441,384048442,384048443,384048444,384048445,384048446,384048447,384048448,384048449,384048450,384048451,384048452,push
384048406,01b9c72dd30ae5283620d6188ba3eca601c7eb91,,master,passed,941,2018-05-26 10:27:39 UTC,384048407,384048408,384048409,384048410,384048411,384048412,384048413,384048414,384048415,384048416,384048417,384048418,384048419,384048420,push
384046686,d7f9f023f5de192e0e7383b91775d1397a041576,172,master,passed,967,2018-05-26 10:16:35 UTC,384046687,384046688,384046689,384046690,384046691,384046692,384046693,384046694,384046695,384046696,384046697,384046698,384046699,384046700,pull_request
344362268,21e61f5567bd67f33e1d216dbfaad3a6d9cf8bd0,,master,passed,1067,2018-02-21 15:14:43 UTC,344362269,344362270,344362271,344362273,344362274,344362275,344362276,344362277,344362278,344362279,344362280,344362281,344362282,344362283,push
344362188,2272698ecee076716bebc5845fde1be7d54350d1,,master,passed,1063,2018-02-21 15:11:20 UTC,344362189,344362190,344362191,344362192,344362193,344362194,344362195,344362196,344362197,344362198,344362199,344362200,344362201,344362202,push
344308463,6d69a11d7f0116ecfcd24649cd8723d3cd5d81e6,,master,passed,997,2018-02-21 13:05:29 UTC,344308464,344308465,344308466,344308467,344308468,344308469,344308470,344308471,344308472,344308473,344308474,344308475,344308476,344308477,push
344304739,43986ee8ee21f3b86728068e68f893ce456ab45a,,master,passed,1130,2018-02-21 12:55:46 UTC,344304741,344304743,344304747,344304748,344304749,344304753,344304755,344304757,344304759,344304762,344304765,344304774,344304781,344304786,push
344302378,c3022576e7d3e3c8a52b8f6e4cca9f7c2d785aba,,master,passed,1164,2018-02-21 12:50:18 UTC,344302379,344302380,344302381,344302382,344302383,344302384,344302385,344302386,344302387,344302388,344302390,344302391,344302392,344302393,push
344301129,8e91e3c4ed1c5cfa0f96a0278242d4cd8fd77881,,master,passed,1157,2018-02-21 12:46:16 UTC,344301130,344301131,344301132,344301133,344301134,344301135,344301136,344301137,344301138,344301139,344301140,344301141,344301142,344301143,push
344299833,6b4eedc0483d6bf5d6c85ca950f478e34e257b06,,develop,failed,607,2018-02-21 12:43:05 UTC,344299834,344299835,344299836,344299837,344299838,344299839,344299840,344299843,344299845,344299846,344299848,344299850,344299851,344299852,push
343047407,afc21fd929f65674f6edec275a48589988ca6f57,169,master,passed,1083,2018-02-18 16:40:58 UTC,343047408,343047409,343047410,343047411,343047412,343047413,343047414,343047415,343047416,343047417,343047418,343047419,343047420,343047421,pull_request
343043380,5b6788a8be3b999391a9bae16bbcba95df3258f7,168,master,passed,1187,2018-02-18 16:23:15 UTC,343043381,343043382,343043383,343043384,343043385,343043386,343043387,343043388,343043389,343043390,343043391,343043392,343043393,343043394,pull_request
343041765,24c68bdd33ddc835a5d08d2b95e2d59c55cfdcef,167,master,passed,932,2018-02-18 16:16:15 UTC,343041766,343041767,343041768,343041769,343041770,343041771,343041772,343041773,343041774,343041775,343041776,343041777,343041778,343041779,pull_request
342272854,92af0d00b9eeba7320eef52eee71ca199e021c3b,,v2.1.7,passed,1169,2018-02-16 10:29:16 UTC,342272857,342272859,342272860,342272862,342272863,342272864,342272865,342272866,342272868,342272870,342272873,342272876,342272879,342272880,push
342272000,92af0d00b9eeba7320eef52eee71ca199e021c3b,,master,passed,1250,2018-02-16 10:24:46 UTC,342272001,342272002,342272003,342272004,342272005,342272006,342272007,342272008,342272009,342272010,342272011,342272012,342272013,342272014,push
342271905,832ee0cea1a4dcfa4517984b30c5f507a555437b,165,master,errored,353,2018-02-16 10:21:05 UTC,342271906,342271907,342271908,342271912,342271919,342271920,342271921,342271922,342271923,342271924,342271926,342271928,342271929,342271930,pull_request
342271639,743f2b8a034f0079384224c2bc1ec5ec32643b3e,,develop,passed,1355,2018-02-16 10:14:11 UTC,342271640,342271641,342271642,342271643,342271644,342271645,342271646,342271648,342271649,342271650,342271651,342271652,342271653,342271654,push
337901105,6d54a1be3fb82f15ae3f60b8d41058c42692ff8d,,master,passed,1023,2018-02-06 08:17:47 UTC,337901107,337901108,337901109,337901110,337901111,337901112,337901113,337901114,337901115,337901116,337901117,337901118,337901119,337901120,push
337900829,6663b2150282e10239d6e3cd16b7460a68ecedcf,,master,passed,998,2018-02-06 08:14:57 UTC,337900830,337900831,337900832,337900833,337900834,337900835,337900836,337900837,337900838,337900839,337900840,337900841,337900842,337900843,push
337652893,79a036b76daf63d8301c9f3b576541b3e025b484,164,master,passed,1099,2018-02-05 17:28:29 UTC,337652894,337652895,337652896,337652897,337652898,337652899,337652900,337652901,337652902,337652903,337652904,337652905,337652906,337652907,pull_request
333742268,3c5e48b0411f61e2061e294ad60d5ab2edff05b4,,master,passed,1011,2018-01-26 14:22:08 UTC,333742269,333742270,333742271,333742272,333742273,333742274,333742277,333742279,333742283,333742288,333742294,333742298,333742299,333742304,push
333740171,e3690fd8226a0ff1c6137aba944a472b563c6333,162,master,passed,1193,2018-01-26 14:16:15 UTC,333740172,333740173,333740174,333740175,333740176,333740177,333740178,333740179,333740180,333740181,333740182,333740183,333740184,333740185,pull_request
333736041,e4d2ebef749fac71cd1dde541f07fc6cb90c8fee,,develop,passed,1160,2018-01-26 14:07:16 UTC,333736042,333736043,333736044,333736045,333736046,333736048,333736049,333736050,333736051,333736052,333736053,333736054,333736055,333736056,push
322176242,e1c583564c8d6a860f0551961fb7bc225cead89d,,develop,passed,1158,2017-12-27 13:15:54 UTC,322176243,322176245,322176246,322176247,322176248,322176249,322176250,322176251,322176252,322176253,322176255,322176256,322176257,322176258,push
322134591,79f48d63b35f5b4d9d8446edeaf9aa834a490a1e,,develop,passed,1045,2017-12-27 11:02:04 UTC,322134592,322134593,322134594,322134595,322134596,322134597,322134598,322134599,322134600,322134601,322134602,322134603,322134604,322134605,push
320730822,059d04ab5f79c29612415c6f4f351d2056ba4f4b,,master,passed,988,2017-12-23 18:31:21 UTC,320730823,320730824,320730826,320730828,320730829,320730830,320730831,320730832,320730833,320730834,320730835,320730836,320730837,320730838,push
320318317,72fd78a80cd30d5fe423eb4b850bd71bbb8efcb1,156,master,passed,1084,2017-12-22 17:32:09 UTC,320318318,320318319,320318320,320318321,320318322,320318323,320318324,320318325,320318326,320318327,320318328,320318329,320318330,320318331,pull_request
320315215,fd5553b35dceaa84c11799850861656bf0765555,156,master,passed,964,2017-12-22 17:24:00 UTC,320315216,320315217,320315218,320315219,320315220,320315221,320315224,320315225,320315226,320315227,320315228,320315229,320315230,320315231,pull_request
320191302,6876b51b8b43a03362b99116c31dc16184113cce,,master,passed,935,2017-12-22 12:21:30 UTC,320191303,320191304,320191305,320191306,320191307,320191308,320191309,320191310,320191311,320191312,320191313,320191314,320191315,320191316,push
320190472,5c3da52899b50d32f7556c0039a434cf9feafe4c,,master,canceled,0,,320190473,320190474,320190475,320190476,320190477,320190478,320190479,320190480,320190481,320190482,320190483,320190484,320190485,320190486,push
320189062,4a24f8d3bb1a2cd4058d70546af434fd216b9ab3,,v2.1.6,passed,917,2017-12-22 12:15:18 UTC,320189063,320189064,320189065,320189066,320189067,320189068,320189069,320189070,320189071,320189072,320189073,320189074,320189075,320189076,push
320188944,4a24f8d3bb1a2cd4058d70546af434fd216b9ab3,,master,passed,936,2017-12-22 12:11:33 UTC,320188945,320188946,320188947,320188948,320188949,320188950,320188951,320188952,320188953,320188954,320188955,320188956,320188957,320188958,push
320188726,38a4673926096ed7710199dee07deb806d2c9eb7,,master,canceled,0,,320188729,320188730,320188731,320188732,320188733,320188734,320188735,320188736,320188737,320188738,320188739,320188740,320188741,320188742,push
320188627,f1dcd9f5bd34514767edf45363a5d5af4f35c8a1,,master,passed,920,2017-12-22 12:08:45 UTC,320188628,320188629,320188630,320188631,320188632,320188633,320188634,320188635,320188636,320188637,320188638,320188639,320188640,320188641,push
319521079,ffed055c22289ca6af03492debf19e2710be945e,156,master,passed,1141,2017-12-21 03:28:31 UTC,319521080,319521083,319521084,319521085,319521086,319521087,319521088,319521089,319521090,319521091,319521092,319521093,319521094,319521095,pull_request
318506301,214480e18dc9472d7b445285fd960fd7edfe5a3b,155,master,passed,1240,2017-12-19 08:39:48 UTC,318506302,318506304,318506305,318506306,318506307,318506308,318506309,318506310,318506311,318506312,318506313,318506314,318506315,318506316,pull_request
318492878,27c0cf89a616c9d7ad14f4d2ca84c5bb014f8149,,master,passed,1054,2017-12-19 07:57:56 UTC,318492879,318492880,318492881,318492882,318492883,318492884,318492885,318492886,318492887,318492888,318492889,318492890,318492891,318492892,push
318492757,fc0ab37b89f163ec9d88b1504d0ca460ef4cb0bc,,master,canceled,0,,318492758,318492759,318492760,318492761,318492762,318492763,318492764,318492765,318492766,318492767,318492768,318492770,318492774,318492776,push
318492627,01d7de042bb369bbb413e3b3acbffddfbd048def,,master,passed,1162,2017-12-19 07:54:30 UTC,318492628,318492629,318492630,318492631,318492632,318492633,318492634,318492635,318492636,318492637,318492638,318492639,318492640,318492641,push
318476629,db6be5f7f2537864aa0a3815de1aa5a09dcefa47,154,master,passed,1005,2017-12-19 06:59:19 UTC,318476630,318476631,318476632,318476633,318476634,318476635,318476636,318476637,318476638,318476639,318476640,318476641,318476642,318476643,pull_request
315311910,90e357fe357805e54b70c9185d9a7e5d8cc28db6,,master,passed,918,2017-12-12 11:31:18 UTC,315311911,315311912,315311913,315311914,315311915,315311916,315311917,315311918,315311919,315311920,315311921,315311922,315311923,315311924,push
311742795,fe14561f17151da6a91815c236749f8e9692c1ff,,master,passed,1045,2017-12-05 08:40:27 UTC,311742796,311742797,311742798,311742799,311742800,311742801,311742802,311742803,311742804,311742805,311742806,311742807,311742808,311742809,push
311739552,66b495c62d1c94239e0f6566f8aaa4cd5faa50f0,,master,passed,893,2017-12-05 08:37:05 UTC,311739553,311739554,311739555,311739556,311739557,311739558,311739559,311739560,311739561,311739562,311739563,311739564,311739565,311739566,push
311738817,96ba608a6c1b5081da4ed34da61bae196d976b12,,v2.1.5,passed,982,2017-12-05 08:33:14 UTC,311738818,311738819,311738820,311738821,311738822,311738823,311738824,311738825,311738826,311738827,311738828,311738829,311738830,311738831,push
311737809,96ba608a6c1b5081da4ed34da61bae196d976b12,,master,passed,923,2017-12-05 08:29:05 UTC,311737810,311737812,311737813,311737814,311737816,311737818,311737821,311737822,311737823,311737824,311737825,311737827,311737828,311737829,push
311737199,52f8bb7a4343bd501a931c462a9259117f673085,,master,passed,1420,2017-12-05 08:23:05 UTC,311737200,311737201,311737202,311737203,311737204,311737205,311737206,311737207,311737208,311737209,311737210,311737211,311737212,311737213,push
311733969,2d2e0eaec42872ae90c2d6b92e48c3b4f7a1db46,151,master,passed,1046,2017-12-05 08:17:02 UTC,311733970,311733971,311733972,311733973,311733974,311733975,311733976,311733977,311733978,311733979,311733980,311733981,311733982,311733983,pull_request
311733237,b12c206e7d04376e56bf900fe6a29d63b51e1133,,master,passed,902,2017-12-05 08:13:43 UTC,311733238,311733239,311733240,311733241,311733242,311733243,311733244,311733245,311733246,311733247,311733248,311733249,push
311733084,b46c938a7ef79b93eb19d08905ddbefd0ec1b303,,develop,passed,987,2017-12-05 08:10:35 UTC,311733085,311733086,311733087,311733088,311733089,311733090,311733091,311733092,311733093,311733094,311733095,311733096,311733097,311733098,push
311467299,f67c32fc0e2e04522f349fa805bb7d94a800aee5,150,develop,passed,911,2017-12-04 19:00:54 UTC,311467300,311467301,311467302,311467304,311467305,311467306,311467308,311467309,311467310,311467311,311467312,311467314,311467315,311467316,pull_request
311446685,3b970b38f43d85ae6d56d6803ebe4e4ae0c3e830,150,develop,failed,832,2017-12-04 18:15:50 UTC,311446688,311446689,311446690,311446692,311446694,311446696,311446700,311446701,311446704,311446710,311446711,311446712,311446720,311446726,pull_request
311259773,11b494f4bd05b96d4a6b28689443715e96ad0256,,master,passed,856,2017-12-04 11:36:36 UTC,311259775,311259778,311259782,311259788,311259794,311259797,311259798,311259801,311259803,311259807,311259809,311259810,push
311254904,ac08b69e48fa0d933ff376093183131eaa875322,,develop,failed,1151,2017-12-04 11:24:29 UTC,311254905,311254907,311254908,311254909,311254912,311254913,311254914,311254915,311254916,311254917,311254918,311254919,311254921,311254923,push
311254650,cb917b01178fcf2b0c50e28d63468a215b04ec25,,develop,canceled,0,,311254651,311254652,311254653,311254654,311254655,311254656,311254662,311254663,311254664,311254665,311254666,311254667,311254669,311254671,push
311253124,a6e24d2e345cc8e485aeec149a9b578deba0736a,,develop,passed,829,2017-12-04 11:20:02 UTC,311253125,311253126,311253127,311253128,311253129,311253130,311253131,311253132,311253133,311253134,311253135,311253136,push
308487327,5b62b7c41d38ebfb5cc982a7b8c7c062338dfebd,148,master,passed,777,2017-11-28 15:25:09 UTC,308487328,308487329,308487330,308487331,308487332,308487333,308487334,308487335,308487336,308487337,308487338,308487339,pull_request
296759518,206b84bfaccb64100d756d7064ab8d2294198783,147,master,passed,900,2017-11-03 12:40:36 UTC,296759521,296759523,296759525,296759526,296759528,296759529,296759530,296759531,296759532,296759533,296759534,296759535,pull_request
296685900,0899b1da544bfb60094ab64d8d931a7d1cfe37e8,147,master,passed,888,2017-11-03 09:36:00 UTC,296685901,296685902,296685903,296685904,296685905,296685906,296685907,296685908,296685909,296685910,296685911,296685912,pull_request
296674896,bcc315d96a56a5a0fe867044b8806abcfa1a122c,147,master,passed,900,2017-11-03 08:54:53 UTC,296674897,296674898,296674899,296674900,296674901,296674902,296674906,296674907,296674908,296674911,296674912,296674913,pull_request
296659689,12572c5b35174d63006a36904f1770c733d00b93,147,master,failed,717,2017-11-03 08:02:41 UTC,296659690,296659691,296659692,296659693,296659694,296659695,296659696,296659697,296659698,296659699,296659700,296659701,pull_request
267369741,d9b3dc24623a8d65e8b7e76f1b31c4b79ce10036,,master,passed,1231,2017-08-22 22:02:03 UTC,267369742,267369743,267369744,267369745,267369746,267369747,267369748,267369749,267369750,267369751,267369752,267369753,push
267368578,2f38c9ba93f32cbcb6dcccc6fb26369356509608,,master,passed,1177,2017-08-22 21:58:18 UTC,267368581,267368582,267368583,267368584,267368586,267368588,267368589,267368592,267368594,267368597,267368600,267368603,push
261486477,c73085b3b681fe9e4bd577a7e23561ba9484d6bd,,master,passed,1025,2017-08-06 09:12:20 UTC,261486478,261486479,261486480,261486481,261486482,261486483,261486484,261486485,261486486,261486487,261486488,261486489,push
261486107,8c19aff38ea949a61828e9a4293f4ef51586df9e,,master,passed,1043,2017-08-07 07:04:47 UTC,261486108,261486109,261486110,261486111,261486112,261486113,261486114,261486115,261486116,261486117,261486118,261486119,push
261364615,011ea55a3924ebed7b895d89b7b79ae78e0c6087,145,master,passed,948,2017-08-05 18:29:31 UTC,261364616,261364617,261364618,261364619,261364620,261364621,261364622,261364623,261364624,261364625,261364626,261364627,pull_request
247538346,00458cf508b8a0066f8e318b3125a19ac4d39285,,master,passed,1311,2017-06-27 14:17:24 UTC,247538348,247538355,247538356,247538357,247538358,247538359,247538363,247538366,247538367,247538373,247538374,247538375,push
233170092,f463b1c1cc33fbecdcbe1b45ec3309a4bd792555,,v2.1.4,passed,1004,2017-05-17 09:53:44 UTC,233170093,233170094,233170095,233170096,233170097,233170098,233170099,233170100,233170101,233170102,233170103,233170104,push
233147893,bc71c2478d364e9346524c2421e3cfdaea6f3f08,,master,passed,942,2017-05-17 08:41:21 UTC,233147894,233147895,233147896,233147897,233147898,233147899,233147900,233147901,233147902,233147903,233147904,233147905,push
232454719,8930090fc6198c327ec31c9da1b4f4afede0449f,,master,passed,949,2017-05-15 14:33:26 UTC,232454720,232454721,232454722,232454723,232454724,232454725,232454726,232454727,232454728,232454729,232454730,232454731,push
226776478,8883c13db745d2d60efab08fd1e00e9baf75f18a,142,master,failed,1136,2017-08-09 14:23:38 UTC,226776479,226776480,226776481,226776482,226776483,226776484,226776485,226776486,226776487,226776488,226776489,226776490,pull_request
223712657,f463b1c1cc33fbecdcbe1b45ec3309a4bd792555,,master,passed,1011,2017-05-10 13:53:44 UTC,223712658,223712659,223712660,223712661,223712662,223712663,223712664,223712665,223712666,223712667,223712668,223712669,push
223622303,98dad2335f578e7c3a0ea6dbdb21c3fae7284fd4,,master,passed,914,2017-04-19 16:16:50 UTC,223622304,223622305,223622306,223622307,223622308,223622309,223622311,223622313,223622314,223622316,223622318,223622319,push
220588901,9dae032c7432464417b0a702f7f392b3196aa91f,140,master,passed,1054,2017-04-10 14:56:15 UTC,220588902,220588903,220588904,220588905,220588906,220588907,220588908,220588909,220588910,220588911,220588912,220588913,pull_request
220540164,a6e24d2e345cc8e485aeec149a9b578deba0736a,,feature-support-django111,passed,906,2017-04-10 14:44:11 UTC,220540165,220540166,220540167,220540168,220540169,220540170,220540171,220540172,220540173,220540174,220540175,220540176,push
219036471,5a189700818c4c02e9fd24f6c902646d4a60a8bf,,feature-support-django111,passed,783,2017-04-05 20:42:25 UTC,219036472,219036474,219036476,219036477,219036479,219036480,219036482,219036484,219036486,219036487,219036488,219036489,push
219034876,2d0f43a1283891c4ec099467cc1a47593cceea78,,feature-support-django111,passed,796,2017-04-05 20:37:34 UTC,219034877,219034878,219034879,219034880,219034882,219034883,219034884,219034887,219034888,219034889,219034890,219034891,push
219033752,24bdcba39f98e7e2fb4bec293f120f282f07d4ca,,feature-support-django111,passed,761,2017-04-05 20:34:24 UTC,219033753,219033754,219033755,219033756,219033757,219033758,219033759,219033760,219033761,219033762,219033763,219033764,push
216751646,c99cb83e84a62a2acc574c16c4dce738bb1b3be5,,master,passed,529,2017-03-30 13:10:11 UTC,216751647,216751648,216751649,216751650,216751651,216751652,216751653,216751654,216751655,push
216750507,22e30ccbdf2aa82378fe01158d36533bd1b0b6e7,,master,canceled,41,2017-03-30 13:09:08 UTC,216750508,216750509,216750510,216750511,216750512,216750513,216750514,216750515,216750516,push
216740829,04022572d923f8ce8fd65f40ba0d3539e99a1739,,master,passed,575,2017-03-30 12:42:34 UTC,216740830,216740831,216740832,216740833,216740834,216740835,216740836,216740837,216740838,push
216718074,4861186d228b7f1a6457f3cf51912b4407493b7b,,master,passed,550,2017-03-30 11:21:59 UTC,216718075,216718076,216718077,216718078,216718079,216718080,216718081,216718082,216718083,push
216716064,4e9b9ce39f6fef2892db1b2d7bb2cf9350de5b37,,master,passed,832,2017-03-30 11:15:35 UTC,216716065,216716066,216716067,216716068,216716069,216716070,216716071,216716072,216716073,216716074,216716076,216716078,216716081,216716083,push
216711560,8f542d27cbbc5af7eccf406c30cd10ff4db543c1,,master,failed,691,2017-03-30 10:57:50 UTC,216711561,216711562,216711563,216711564,216711565,216711566,216711567,216711568,216711569,216711570,216711571,216711572,216711573,216711574,push
