build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
737589031,205cc17b61e9f703ead79adcb5be1ee9ad76069b,5006,master,failed,16945,2020-10-21 01:36:41 UTC,737589032,737589033,737589034,737589035,737589036,737589037,737589038,737589039,737589040,737589041,737589042,737589043,pull_request
737489391,41be1439334f6267f174d896238ee821421bd1c9,5026,master,failed,7052,2020-10-20 17:51:32 UTC,737489392,737489393,737489394,737489395,737489396,737489397,737489398,737489399,737489400,737489401,737489402,737489403,pull_request
737481525,997050daf8cc8850920e9c2d9ea98c0d754c3e44,5026,master,failed,8141,2020-10-20 17:23:19 UTC,737481526,737481527,737481528,737481529,737481530,737481532,737481533,737481534,737481535,737481536,737481537,737481538,pull_request
737474268,926b4c2bfa497b08c41b76316b7723e6ae64342b,5026,master,failed,7239,2020-10-20 16:56:05 UTC,737474269,737474270,737474271,737474272,737474273,737474274,737474275,737474276,737474277,737474278,737474279,737474280,pull_request
737474021,a923fedcf9b6e6e9348bea80078e5577feb13f62,5026,master,canceled,-490,2020-10-20 17:03:04 UTC,737474022,737474023,737474024,737474025,737474026,737474027,737474028,737474029,737474030,737474031,737474032,737474033,pull_request
737468062,7657ffbe3bab18eb6e42ccacda36ead24d6c6174,5026,master,failed,7004,2020-10-20 16:31:36 UTC,737468063,737468064,737468065,737468066,737468067,737468068,737468069,737468070,737468071,737468072,737468073,737468074,pull_request
737466744,829ca18c88c192dc21d81c8109e046a1aae76a33,5026,master,failed,7125,2020-10-20 16:27:33 UTC,737466745,737466746,737466747,737466748,737466749,737466750,737466751,737466752,737466753,737466754,737466755,737466756,pull_request
737420616,541f9cc9139063d55d84171e4df77ceaaa0a5084,5027,master,failed,10587,2020-10-20 14:23:07 UTC,737420617,737420618,737420619,737420620,737420621,737420622,737420623,737420626,737420627,737420628,737420629,737420630,pull_request
737411503,fbb861e8a297af4cb046f4db9b66def9f6c27f05,5026,master,failed,7125,2020-10-20 13:56:31 UTC,737411504,737411505,737411506,737411507,737411508,737411509,737411510,737411511,737411512,737411513,737411514,737411515,pull_request
737404581,ebf3ae136f2ee05232eb705e792a46c609b55da5,5006,master,failed,10209,2020-10-20 13:42:52 UTC,737404588,737404589,737404590,737404591,737404592,737404593,737404594,737404595,737404596,737404597,737404598,737404599,pull_request
737403690,1df62d6048a280dfb1338d57a04a20e6dfb56501,5006,master,failed,10346,2020-10-20 13:22:16 UTC,737403691,737403692,737403693,737403694,737403695,737403696,737403697,737403698,737403699,737403700,737403701,737403702,pull_request
737403577,fdd6b92cc7370bfa7a4e45c85af6adff826e7d0d,5006,master,failed,10444,2020-10-20 13:21:05 UTC,737403578,737403579,737403580,737403581,737403582,737403583,737403584,737403585,737403586,737403587,737403588,737403589,pull_request
737400520,e6cca4bf358abd9c5f2cf050d6142846d9318e53,5026,master,failed,7379,2020-10-20 13:09:01 UTC,737400521,737400522,737400523,737400524,737400525,737400526,737400527,737400528,737400529,737400530,737400531,737400532,pull_request
737391164,fe81027ccb2d819665bdee199914767673df00e7,5026,master,failed,7247,2020-10-20 12:29:45 UTC,737391165,737391166,737391167,737391168,737391169,737391170,737391173,737391175,737391177,737391178,737391179,737391180,pull_request
737385422,a0e227c3ce34ed51b11edde9246bbdff90a028c2,5026,master,failed,6175,2020-10-20 12:03:29 UTC,737385423,737385424,737385425,737385426,737385427,737385428,737385429,737385430,737385431,737385432,737385433,737385434,pull_request
