build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
66633249,0199cb06ce9f46adae386876b9c3ac2f78e32005,,fix/cleanup-zombifier,errored,14,2015-06-13 04:24:44 UTC,66633250,66633251,66633253,push
66633241,6b7420072b9b9e1d8ae514eac2047c2542d8b45f,342,master,errored,13,2015-06-13 04:23:42 UTC,66633242,66633243,66633244,pull_request
66633215,9024f91146e25731418d4e5081ec795f11369d5c,,master,passed,461,2015-06-13 04:15:09 UTC,66633216,66633217,66633218,push
66633151,bb08863018ccd6c31e5649d56b432dbcdd8ba386,342,master,errored,14,2015-06-13 04:13:59 UTC,66633152,66633154,66633155,pull_request
66633147,a8b0cb7903d42291d715b92e987799a9397eb32a,,fix/cleanup-zombifier,errored,13,2015-06-13 04:12:58 UTC,66633148,66633149,66633150,push
66633051,12e94f740d196679b2d4a5b9ef0ccab768b9e9cd,342,master,passed,399,2015-06-13 04:05:16 UTC,66633052,66633053,66633054,pull_request
66633047,04981836e9e393e0636afe98af0200a566be5309,,fix/cleanup-zombifier,errored,5,2015-06-13 04:03:51 UTC,66633048,66633049,66633050,push
66632991,612b047fce9a64b537a6c45922619fde5da74a2b,342,master,failed,459,2015-06-13 03:55:21 UTC,66632992,66632993,66632994,pull_request
66632987,97f51b5a77a2582ca8e8c5550c3a6674d97c3202,,fix/cleanup-zombifier,errored,5,2015-06-13 03:53:55 UTC,66632988,66632989,66632990,push
66632983,aa314bac217ba669b2ce5254c6827f3073cabc6f,,fix/cleanup-zombifier,errored,5,2015-06-13 03:52:53 UTC,66632984,66632985,66632986,push
66632979,0ea981cd12f5f6192d87c5880cae5f58baad4ce6,342,master,failed,453,2015-06-13 03:44:21 UTC,66632980,66632981,66632982,pull_request
66632975,cf4ace75192050dda2ff79350cf2011ea9a751cf,,fix/cleanup-zombifier,errored,6,2015-06-13 03:43:09 UTC,66632976,66632977,66632978,push
66632936,88f88b364b15999efe2570974090ae82987a80a4,343,master,errored,14,2015-06-13 03:41:53 UTC,66632937,66632938,66632939,pull_request
66632921,abdd367ffe935ff566253efbc925ef0f2394c649,,fix/master/remove-constant-lookup-api,errored,13,2015-06-13 03:40:46 UTC,66632922,66632923,66632924,push
66632809,502731639ac0d232ed0907c7a2ffd2886bba90dd,,fix/master/remove-constant-lookup-api,errored,13,2015-06-13 03:39:33 UTC,66632810,66632811,66632812,push
66632426,cdeb6865e5620c556dfd065c4886a562a1abd177,342,master,failed,477,2015-06-13 03:30:58 UTC,66632427,66632428,66632429,pull_request
66632420,ccda00274d4aa0553b5045915794f3a04cc86587,,fix/cleanup-zombifier,failed,428,2015-06-13 03:22:54 UTC,66632421,66632422,66632423,push
66632169,890db23c0b50b12e78b12cd754ae9c0870fef382,,fix/cleanup-zombifier,failed,361,2015-06-13 03:16:07 UTC,66632170,66632171,66632172,push
66507423,160d8f806a7b4e8cdb2865d086093b90c6e500f4,340,master,passed,613,2015-06-12 08:29:26 UTC,66507424,66507425,66507426,pull_request
65728420,d656904781ab9d1df9de370d3ad4f3e9aeb7bfd3,,master,passed,519,2015-06-06 22:45:40 UTC,65728421,65728422,65728423,push
65726859,27ff04540d095a64451feb6eb7d2ae74375af051,339,master,errored,252,2015-06-06 22:40:52 UTC,65726860,65726861,65726862,pull_request
65726850,76a1b55fdf630b8d3e65ee6bea5e0761bdd1c8a8,,fix/specification-holes,passed,520,2015-06-06 22:31:48 UTC,65726851,65726852,65726853,push
65726843,09a759f93fdb3511037125ab029cb01cb11d137e,,fix/specification-holes,passed,507,2015-06-06 22:22:49 UTC,65726844,65726845,65726846,push
65726801,76a1b55fdf630b8d3e65ee6bea5e0761bdd1c8a8,,fix/specification-holes,passed,544,2015-06-06 22:12:47 UTC,65726802,65726803,65726804,push
64842489,27ef116c38a7fdc50da138f568dd7f4fd887a2b6,,master,passed,505,2015-05-31 22:55:02 UTC,64842490,64842492,64842494,push
64838480,76826fa154725468d5f24e6a97bf919656937891,,master,passed,478,2015-05-31 22:11:26 UTC,64838481,64838482,64838483,push
64837994,f8c432ea73483399d2d3c875359a3e4e0640fc66,332,master,errored,17,2015-05-31 22:10:30 UTC,64837995,64837996,64837997,pull_request
64837990,ecefef6166f2e883bdb9dd99ae153a9ea8c3dd00,,fix/reporter-cleanup,errored,13,2015-05-31 22:09:57 UTC,64837991,64837992,64837993,push
64837413,6297b77424d3823cd522f7adfcb0b9638a66f42e,332,master,errored,15,2015-05-31 22:09:24 UTC,64837414,64837415,64837416,pull_request
64837409,53725073232a9a4f5646cc54c2efc22a8eda7132,,fix/reporter-cleanup,errored,14,2015-05-31 22:08:46 UTC,64837410,64837411,64837412,push
64836800,3d72c47b77fd503051b64774d77b00954db4780f,332,master,errored,14,2015-05-31 22:08:06 UTC,64836801,64836802,64836803,pull_request
64836787,14462b9fceb9ddc59bd6eff4a263ebbe39a29252,,fix/reporter-cleanup,errored,14,2015-05-31 22:07:31 UTC,64836788,64836789,64836790,push
64836783,743fe02a5158f5b0a16dfb0e8e44bd8ebbe795bf,332,master,errored,16,2015-05-31 22:06:42 UTC,64836784,64836785,64836786,pull_request
64836779,add2269d10af92401cefda5daed1bce1f5f31124,,fix/reporter-cleanup,errored,15,2015-05-31 22:06:07 UTC,64836780,64836781,64836782,push
64836773,d72caaa30459b5ac8dda46ca70990ecda094c8c6,332,master,failed,471,2015-05-31 21:57:44 UTC,64836774,64836775,64836776,pull_request
64836769,2092be0903f02eaf17f361af7ff44489a03fa0e8,,fix/reporter-cleanup,passed,536,2015-05-31 21:48:20 UTC,64836770,64836771,64836772,push
64835491,edaf3ea8b2b0a8bf4124f620389e0cb1c63556d1,,master,passed,485,2015-05-31 21:39:49 UTC,64835492,64835493,64835494,push
64835218,1ef549ecb0eae8952e8ea37a2386380f15d48137,,master,passed,535,2015-05-31 21:30:21 UTC,64835219,64835220,64835221,push
64834502,5fa5f6669a87c9c508967ceceab490f660a787b8,336,master,errored,13,2015-05-31 21:29:39 UTC,64834503,64834504,64834505,pull_request
64834498,a0216cb6faf119b290e84c32f43d61dfca69eeb7,,fix/require-ruby-2-1,errored,16,2015-05-31 21:28:50 UTC,64834499,64834500,64834501,push
64833553,8946b2e286d120188ffd832fbc5fc321a8b9f1ff,336,master,passed,434,2015-05-31 21:21:00 UTC,64833554,64833555,64833556,pull_request
64833549,e38418281252114b4ea42ae9611fe89cff803321,,fix/require-ruby-2-1,failed,504,2015-05-31 21:12:07 UTC,64833550,64833551,64833552,push
64831053,849908dffbcbf3e8f7f8d8312fa5748682b0cddb,336,master,failed,505,2015-05-31 20:52:38 UTC,64831054,64831055,64831056,pull_request
64830959,11b71f0d366e4a602d6db238aa9504f6a70c491b,,fix/require-ruby-2-1,failed,490,2015-05-31 20:43:59 UTC,64830960,64830961,64830962,push
64808449,5f78e93a49743e6c281316c8d116aa12348eb3c8,,fix/reporter-cleanup,failed,468,2015-05-31 17:25:37 UTC,64808450,64808451,64808452,64808453,push
64808440,db573c595f0627f89d94e3138cd85da3751d01f1,332,master,failed,535,2015-05-31 17:16:10 UTC,64808441,64808443,64808444,64808445,pull_request
64808425,40014385f0ef7092572b289cfccdc50ed454b3e3,,fix/reporter-cleanup,failed,599,2015-05-31 17:05:25 UTC,64808426,64808428,64808429,64808430,push
64808391,0e09e10efca7c8b9468159079165768c6e27afd2,332,master,failed,491,2015-05-31 16:56:40 UTC,64808392,64808393,64808394,64808395,pull_request
64808374,9e2059c848d205beca73a2f1d66d5ca5dae65ed3,,fix/reporter-cleanup,failed,623,2015-05-31 16:45:42 UTC,64808375,64808376,64808377,64808378,push
64808204,b42f12b4705e4728707ff31fcdd94bf7fd36e597,,reporter-cleanup,errored,42,2015-05-31 16:44:26 UTC,64808205,64808206,64808207,64808208,push
64740864,a294e8b6c770727a2af8ba2c36ffaae95192669f,,master,failed,543,2015-05-30 22:14:01 UTC,64740865,64740866,64740867,64740868,push
64740472,2061d214127a3723a43c3a7fc20997d806a2ec80,,v0.7.9,failed,591,2015-05-30 22:03:35 UTC,64740473,64740474,64740475,64740476,push
64740333,712549b89f61d8b5c2685d820b303e7449b4a2da,,master,passed,621,2015-05-30 21:52:47 UTC,64740334,64740335,64740336,64740337,push
64740328,37e71a25566fbb5c7ff4178dacc7408e1fbd80e7,335,master,errored,20,2015-05-30 21:52:00 UTC,64740329,64740330,64740331,64740332,pull_request
64739791,073095029d67c17291d876664e953d8d532ad92e,,fix/master/update-parser-dependency,errored,359,2015-05-30 21:45:36 UTC,64739792,64739793,64739794,64739795,push
64739767,4e2540773e3ec4f6566b8fd19738e6197683f246,,fix/master/update-parser-dependency,errored,7,2015-05-30 21:44:53 UTC,64739768,64739769,64739770,64739771,push
64739654,d8964b013a1de7203daeb30db0c27571186063f3,,fix/master/update-parser-dependency,errored,8,2015-05-30 21:44:11 UTC,64739655,64739656,64739657,64739658,push
64739305,a4b3efb9d75b83cc354ad6aef12f5fd117fefcef,,fix/master/update-parser-dependency,errored,121,2015-05-30 21:37:55 UTC,64739306,64739307,64739308,64739309,push
64739067,a2764be06699f7e4117267da6306db516c60107d,,fix/master/update-parser-dependency,errored,321,2015-05-30 21:32:03 UTC,64739068,64739069,64739070,64739071,push
63975243,51c38445580352380342f8b259fec879a1db3417,332,master,failed,560,2015-05-25 16:15:32 UTC,63975244,63975245,63975246,63975247,pull_request
63975238,25c72ad6ceb4ddc12a46a4aab921bcb520e394df,,fix/reporter-cleanup,failed,560,2015-05-25 16:05:12 UTC,63975239,63975240,63975241,63975242,push
63814025,c723cf22d64fd3a7920381b2e96d1beb39af37e4,332,master,failed,544,2015-05-24 00:42:13 UTC,63814026,63814027,63814028,63814029,pull_request
63814020,dec70944379c07480136aacf77a8635f0fea591f,,fix/reporter-cleanup,failed,481,2015-05-24 00:33:38 UTC,63814021,63814022,63814023,63814024,push
63425655,0bfcabd05c938f6b5592978c47e348b1bd7ca079,330,master,passed,619,2015-05-21 02:23:48 UTC,63425656,63425657,63425658,63425659,pull_request
63170863,4cdeef1ea0d020261838b89ecf05037d03148b88,330,master,failed,646,2015-05-19 13:35:40 UTC,63170864,63170865,63170866,63170868,pull_request
63170791,8f940f7716184994a7828742f7370923a715211c,330,master,failed,674,2015-05-19 13:23:24 UTC,63170792,63170793,63170794,63170795,pull_request
63014720,6f710bfe20e3b6c5991580bb326ffb7615798bd7,330,master,failed,783,2015-05-18 13:18:05 UTC,63014721,63014722,63014723,63014724,pull_request
63011582,6f42c26c33c45c220cf37aad3e628e8bb8505d41,330,master,failed,769,2015-05-18 12:55:51 UTC,63011583,63011584,63011585,63011586,pull_request
62960063,92de3aa7d13a6fd8818e05800db367e0a620485b,330,master,failed,625,2015-05-18 02:33:24 UTC,62960064,62960066,62960067,62960068,pull_request
62955285,7a224f4d768b85b3d38de7867d07bd2c839793ad,330,master,failed,500,2015-05-18 01:09:33 UTC,62955286,62955287,62955288,62955289,pull_request
62954739,ebc4fbe56bce21a951ede3d6568c991b971ed881,330,master,failed,433,2015-05-18 00:56:28 UTC,62954740,62954741,62954742,62954743,pull_request
62948476,e9fe1677318e23e3426c327dec9423638c8adcbb,332,master,failed,486,2015-05-17 23:17:47 UTC,62948477,62948478,62948479,62948480,pull_request
62948471,7b68e94d0133c3a5f765152dbfd4a5b8f1fbb3c3,,fix/reporter-cleanup,failed,488,2015-05-17 23:08:52 UTC,62948472,62948473,62948474,62948475,push
62865828,34e8363eb2c5c4e267db5c9214b039832f3f0a24,332,master,failed,550,2015-05-17 00:34:37 UTC,62865829,62865830,62865831,62865832,pull_request
62865809,96c29c832104d148ac8ed41efe382e649a818937,,fix/reporter-cleanup,failed,565,2015-05-17 00:23:55 UTC,62865810,62865811,62865812,62865813,push
62864435,4bf9d9b2249f195e9f970c9bc621dc81a4bff4ae,,fix/reporter-cleanup,failed,496,2015-05-17 00:06:02 UTC,62864436,62864437,62864438,62864439,push
62863738,b292132c91000f4d9838255ce39157827d3e14a7,,master,passed,598,2015-05-16 23:54:56 UTC,62863739,62863740,62863741,62863742,push
62863244,94fd8ebbc11eeff1baf276f20a33dc35f8647725,,master,failed,635,2015-05-16 23:43:08 UTC,62863245,62863246,62863247,62863248,push
62863177,129cd25b0de3ec6b26768235b897122c1525a30e,331,master,errored,21,2015-05-16 23:41:20 UTC,62863178,62863179,62863180,62863181,pull_request
62863170,41101e4abe64d976e73a54f6754cf3639af4053b,,fix/explicit-rspec-match-expression,errored,21,2015-05-16 23:39:35 UTC,62863171,62863172,62863173,62863174,push
62862873,b608a5712de8bb6a9861938e07738785c9a90645,331,master,errored,20,2015-05-16 23:38:07 UTC,62862874,62862875,62862876,62862877,pull_request
62862868,9c5826f53ac7589ab1a027b4e5d84deccdb17891,,fix/explicit-rspec-match-expression,errored,17,2015-05-16 23:36:44 UTC,62862869,62862870,62862871,62862872,push
62862863,79abed486e4dd401a553bac65b203563eb7fc5e1,331,master,errored,20,2015-05-16 23:35:24 UTC,62862864,62862865,62862866,62862867,pull_request
62862856,2624e2eb87f66a67057bde5dcbac5e3e6a5bfb2e,,fix/explicit-rspec-match-expression,errored,17,2015-05-16 23:33:59 UTC,62862857,62862858,62862859,62862860,push
62862364,7665cd4d055673d7175bcab13c9f137976000ad7,331,master,failed,375,2015-05-16 23:26:24 UTC,62862365,62862366,62862367,62862368,pull_request
62862335,0bedac205832ddb0df4e1fe706418d20684fe84b,,fix/explicit-rspec-match-expression,errored,5,2015-05-16 23:25:06 UTC,62862336,62862337,62862338,62862339,push
