build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
732198471,3563565178a293c7ca668e7e880a6b30560c31f5,90,master,failed,846,2020-10-02 09:22:02 UTC,732198472,732198473,732198474,732198475,732198476,732198477,732198478,pull_request
732198023,7cab78c4531780ab4b32033d5104ccd5be1a246a,,master,failed,817,2020-10-02 09:19:17 UTC,732198024,732198025,732198026,732198027,732198028,732198029,732198030,push
732006366,3b9416afbee33b65f0a87188d52f12b18beab948,95,master,failed,850,2020-10-01 17:13:05 UTC,732006367,732006368,732006369,732006370,732006371,732006372,732006373,pull_request
732005781,cb5081947091486c046954f20f599a33edf37cd1,95,master,canceled,0,,732005782,732005783,732005784,732005785,732005786,732005787,732005788,pull_request
732003794,4975f1bdbefcc184f363b8d9c8fcb0c074717319,95,master,canceled,0,,732003795,732003796,732003797,732003798,732003799,732003800,732003801,pull_request
732003239,44c1d1e09cc0a9a59876086ff89143e41023b5e9,,master,failed,853,2020-10-01 16:57:50 UTC,732003240,732003241,732003242,732003243,732003244,732003245,732003246,push
732001894,4ae7e17df34f0139afeb7524110003da91cecb33,98,master,errored,189,2020-10-01 16:44:18 UTC,732001895,732001896,732001897,732001898,732001899,732001900,732001901,pull_request
732000093,365127335627e076c28ccc65da866701a2cc5acc,98,master,canceled,0,,732000094,732000095,732000096,732000097,732000098,732000099,732000100,pull_request
731996612,f56cd5c3da97c3f830da01dfbcdf7611a496f0c1,98,master,errored,525,2020-10-01 16:25:46 UTC,731996613,731996614,731996615,731996616,731996617,731996618,731996619,pull_request
731995424,87aa53f75bbaee18402b683311d085a85ba2c811,98,master,canceled,-453,2020-10-01 16:24:53 UTC,731995429,731995430,731995431,731995432,731995433,731995434,731995435,pull_request
731993560,8e729eba50467918d5f634571880c814c4795571,98,master,canceled,0,,731993561,731993563,731993564,731993565,731993566,731993567,731993568,pull_request
731986926,48c556243db2b099406b3819cd119ebfa2345c9a,98,master,failed,847,2020-10-01 16:05:37 UTC,731986927,731986928,731986929,731986930,731986931,731986932,731986933,pull_request
731986229,ab4538bf890113b367ce7b993b92de34541ea431,98,master,canceled,0,,731986230,731986231,731986232,731986233,731986234,731986235,731986236,pull_request
731985984,372992f74098682afea9232ada13a58c63f7d353,,master,failed,931,2020-10-01 15:53:02 UTC,731985985,731985986,731985987,731985988,731985989,731985990,731985991,push
731985768,8ac84393e0d1ccc772361c600dad3d9360b6da9b,98,master,canceled,0,,731985769,731985770,731985771,731985772,731985773,731985774,731985775,pull_request
731985710,50c19826db2252be6f50eddb08c5f2c57b8ac363,98,master,canceled,0,,731985711,731985712,731985713,731985714,731985715,731985716,731985717,pull_request
723005417,4b21147e1290d233ecee96c794d4297914cdde20,,master,passed,1332,2020-09-01 08:23:32 UTC,723005418,723005419,723005420,723005421,723005422,723005423,723005424,push
723004996,8e279893f60b58c99c276e09837e20da9e6dbb4b,97,master,errored,1045,2020-09-01 08:19:52 UTC,723004997,723004998,723004999,723005000,723005001,723005002,723005003,pull_request
718692792,9184791bb4325f5c76ee4094cb5f66bfaadfd00a,,master,passed,1368,2020-08-17 16:39:10 UTC,718692793,718692794,718692795,718692796,718692797,718692798,718692799,push
714740752,fba9379e928c1954c79997b6a63ab34b470358fd,,master,passed,1374,2020-08-04 08:46:22 UTC,714740753,714740754,714740755,714740756,714740757,714740758,714740759,push
711231549,48e17010ed9c038d8b94cdb82cbc8f5f48b9eacb,96,master,passed,1357,2020-07-23 20:27:33 UTC,711231550,711231551,711231552,711231553,711231554,711231555,711231556,pull_request
711092506,74c01c0c3df90e5bfb344caf39a3c12ffba4153d,96,master,passed,1405,2020-07-23 13:29:15 UTC,711092507,711092508,711092509,711092510,711092511,711092512,711092513,pull_request
708427897,de8a08de19ea36efce66984412ce4152b5aab813,95,master,passed,1366,2020-07-15 18:19:18 UTC,708427898,708427899,708427900,708427901,708427902,708427903,708427904,pull_request
666254783,cb0cf4569bcd1d347c213c002a0be54111704523,94,master,failed,748,2020-03-24 09:49:23 UTC,666254784,666254785,666254786,666254787,666254788,666254789,666254790,pull_request
666252393,4af90657325f4126fa4b83232d58e1691d515bf4,94,master,failed,670,2020-03-24 09:42:40 UTC,666252394,666252395,666252396,666252397,666252398,666252399,666252400,pull_request
666250233,bb6bf66fdf0f8e2899865c5ad7a0312727652eaf,94,master,failed,688,2020-03-24 09:35:52 UTC,666250234,666250235,666250236,666250237,666250238,666250239,666250240,pull_request
666242059,ba8ce52215581366589915a0d72bb117b9929d59,,master,passed,1341,2020-03-24 09:07:51 UTC,666242061,666242062,666242063,666242064,666242065,666242066,666242067,push
666239533,fcb1d61fd5e2ce4ed417908d68ed399599ef2079,93,master,passed,1355,2020-03-24 08:59:18 UTC,666239534,666239535,666239536,666239537,666239538,666239539,666239540,pull_request
572230218,90cf832edfdf28cb0a0eb6290d9df2c06e8e0b89,,master,passed,1657,2019-08-15 10:01:01 UTC,572230219,572230222,572230228,572230234,572230238,572230241,572230246,push
572225486,ca2dd1be1c9f7a99c2ec4853f68a877e722190c1,91,master,passed,1654,2019-08-15 09:49:20 UTC,572225487,572225488,572225489,572225490,572225491,572225492,572225493,pull_request
572225373,339fe74c071945b6fa7c40499bd240ec4a6d9328,,update-pypi-token,passed,1664,2019-08-15 09:44:17 UTC,572225374,572225375,572225376,572225377,572225378,572225379,572225380,push
567165402,93d129b10091d786682c77019b28ec6e5cb18e84,90,master,passed,1785,2019-08-02 23:29:48 UTC,567165403,567165404,567165405,567165406,567165407,567165408,567165409,pull_request
566919040,397d2aa17b80e372805f5818582bda0f6aeabb8b,,master,passed,1868,2019-08-02 12:13:19 UTC,566919041,566919042,566919043,566919044,566919045,566919046,566919047,push
566916777,332b3f5550109eddf5cfeb9b8e80312b5dad6bf4,,master,passed,2045,2019-08-02 12:06:17 UTC,566916778,566916779,566916780,566916781,566916782,566916783,566916784,push
566916705,5889708f2387dd1480b9d52969c128469bde631e,,master,canceled,0,,566916706,566916707,566916708,566916709,566916710,566916711,566916712,push
566908979,862c261c9b35e7b7e6c22a8ff5fd0c38443cf37a,89,master,passed,1907,2019-08-02 11:59:04 UTC,566908980,566908981,566908982,566908983,566908984,566908985,566908986,pull_request
566908856,470dea4a668151d108d04759da96822fdf030f93,,remove-snakecase-from-readme,passed,1876,2019-08-02 11:52:29 UTC,566908857,566908858,566908859,566908860,566908861,566908862,566908863,push
566905853,6a6dd3c32846092669a07bc2af1031c551b52ae5,88,master,passed,1928,2019-08-02 11:45:21 UTC,566905854,566905855,566905856,566905857,566905858,566905859,566905860,pull_request
566905726,e1ee162dd8ca0099e6c2fc1b0fb0330175977fda,,remove-unused-dep,passed,1872,2019-08-02 11:38:38 UTC,566905727,566905729,566905730,566905731,566905732,566905734,566905735,push
566902403,00884ce8afcee63516d3b645da4b714ecaa3192b,87,master,passed,1886,2019-08-02 11:32:21 UTC,566902404,566902405,566902406,566902407,566902408,566902409,566902410,pull_request
566902372,861b8d388e5eaa2fa347960d59bfd129b0bca79e,,remove-dupe-changelog,passed,1849,2019-08-02 11:24:32 UTC,566902373,566902374,566902375,566902376,566902377,566902378,566902379,push
566901309,c3e1dceba582588f36deedca1c895836db89d2d6,86,master,passed,1849,2019-08-02 11:18:22 UTC,566901310,566901311,566901312,566901313,566901314,566901315,566901316,pull_request
566899730,be296ba0005c2918c35d7ab79c408fb317bd5ee8,,master,passed,1898,2019-08-02 11:12:30 UTC,566899731,566899732,566899733,566899734,566899735,566899736,566899737,push
566893003,f1e80dea8f7ba526f9de0bba47d9bec1ad5bd631,84,master,passed,1905,2019-08-02 11:03:14 UTC,566893004,566893005,566893006,566893007,566893008,566893009,566893010,pull_request
566892991,a2ca3c18550b84d3e04e60d1d75c410a9bb542de,,0.10.1a0,passed,1960,2019-08-02 10:57:12 UTC,566892992,566892993,566892994,566892995,566892996,566892997,566892998,push
566892983,f6a3573fec4ea7e51741f59fe49ddc8fae7b4e77,,enable-use-with-webpack,passed,1777,2019-08-02 10:52:03 UTC,566892984,566892985,566892986,566892987,566892988,566892989,566892990,push
566876021,f743b05ab5f463504e449e140b512961bc44b357,84,master,passed,1847,2019-08-02 10:05:43 UTC,566876022,566876023,566876024,566876027,566876028,566876029,566876030,pull_request
566876006,c235388e18bd9657b80cdfb0f7b3ee4b4e3d0dcd,,enable-use-with-webpack,passed,1803,2019-08-02 10:00:20 UTC,566876007,566876008,566876009,566876010,566876011,566876012,566876013,push
566588045,0ec774ada5746e733836215c3aa89fa341d96caa,84,master,passed,1707,2019-08-01 17:42:21 UTC,566588046,566588047,566588048,566588049,566588050,566588051,566588052,pull_request
566588020,8bf2a42baee034fe69087bc42b355411460fdeea,,enable-use-with-webpack,passed,1814,2019-08-01 17:29:27 UTC,566588021,566588022,566588023,566588024,566588025,566588026,566588027,push
566586706,0b997c56e617385fc66afacca89acc1516379cd0,84,master,canceled,0,,566586707,566586708,566586709,566586710,566586711,566586712,566586713,pull_request
566586679,19fa1a1f4ef31d57c543167c1c6fd54495cb57fc,,enable-use-with-webpack,canceled,0,,566586680,566586681,566586682,566586683,566586684,566586685,566586686,push
