build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
500784535,dd48e7b017b26de27c6109846deec734e3cf4b5f,,master,passed,4586,2019-03-02 13:13:15 UTC,500784536,500784537,500784538,500784539,500784540,500784541,500784542,500784543,500784544,500784545,500784546,500784547,500784548,500784549,500784550,500784551,500784552,500784553,500784554,500784555,500784557,500784558,500784560,500784561,500784562,push
500783230,ce62f949ff7ccb9e22b0c65272f7c7feb41be230,1413,master,errored,170,2019-03-02 13:11:41 UTC,500783231,500783232,500783233,500783234,500783235,500783236,500783237,500783238,500783239,500783240,500783241,500783242,500783243,500783244,500783245,500783246,500783247,500783248,500783249,500783250,500783251,500783252,500783253,500783254,500783255,pull_request
500782249,9a5babce1f21a2ea9cb34c46d13a03503975b171,1413,master,canceled,0,,500782250,500782251,500782252,500782253,500782254,500782255,500782256,500782257,500782258,500782259,500782260,500782261,500782262,500782263,500782264,500782265,500782266,500782267,500782268,500782269,500782270,500782271,500782272,500782273,500782274,pull_request
500780921,a0ec21690cdca5b09d0b0b7777efb6e0a6d4e1a2,1413,master,canceled,0,,500780922,500780923,500780924,500780925,500780926,500780927,500780928,500780929,500780930,500780931,500780932,500780933,500780934,500780935,500780936,500780937,500780940,500780941,500780942,500780943,500780944,500780945,500780946,500780947,500780948,pull_request
500780630,0f7c6e3e67a8d4480a1ab4b6eb35eae17e733846,1413,master,canceled,0,,500780631,500780632,500780633,500780634,500780635,500780636,500780637,500780638,500780639,500780640,500780641,500780642,500780643,500780645,500780646,500780652,500780653,500780654,500780655,500780656,500780657,500780658,500780659,500780660,500780661,pull_request
500779813,83200a70076ca1ae07cc2e0939fa741eef701069,1413,master,canceled,0,,500779814,500779815,500779816,500779817,500779818,500779819,500779820,500779821,500779822,500779823,500779824,500779825,500779826,500779827,500779828,500779829,500779830,500779831,500779832,500779833,500779834,500779835,500779836,500779837,500779838,pull_request
500778493,5956661d9d9190ecf90749c2f3d212da68f73e26,1413,master,canceled,0,,500778494,500778495,500778496,500778497,500778498,500778499,500778500,500778501,500778502,500778503,500778504,500778505,500778506,500778507,500778508,500778509,500778510,500778511,500778512,500778513,500778514,500778515,500778516,500778517,500778518,pull_request
500778152,5a631202b3d41a56d875793e45c02b7c94a73676,1413,master,canceled,0,,500778153,500778154,500778155,500778156,500778157,500778158,500778159,500778160,500778161,500778162,500778163,500778164,500778165,500778166,500778167,500778168,500778169,500778170,500778171,500778172,500778173,500778174,500778175,500778176,500778177,pull_request
500778071,ddfaae9a3580f835bc7374f299ff804d3e38e9d1,,master,passed,4625,2019-03-02 12:43:42 UTC,500778072,500778073,500778074,500778075,500778076,500778077,500778078,500778079,500778080,500778081,500778082,500778083,500778084,500778085,500778086,500778087,500778088,500778089,500778090,500778091,500778092,500778093,500778094,500778095,500778096,push
500777078,a4621c33d849cdd5dadfd65bf4922c43c3a5a5ca,1413,master,passed,2726,2019-03-02 12:40:22 UTC,500777079,500777080,500777081,500777082,500777083,500777085,500777086,500777088,500777089,500777090,500777091,500777092,500777093,500777094,500777095,500777096,500777097,500777098,500777099,500777100,500777101,500777102,500777103,500777104,500777105,pull_request
500776694,782110211b70f2bb0463694dd14d5e6276f2ad54,1413,master,passed,4625,2019-03-02 12:37:52 UTC,500776695,500776696,500776697,500776698,500776699,500776700,500776701,500776702,500776703,500776704,500776705,500776706,500776707,500776708,500776709,500776710,500776711,500776712,500776713,500776714,500776715,500776716,500776717,500776718,500776719,pull_request
500775868,4a203e6e402525532c3c255eff68aff5598c571e,1413,master,canceled,0,,500775869,500775870,500775871,500775872,500775873,500775874,500775875,500775876,500775877,500775878,500775879,500775880,500775881,500775882,500775883,500775884,500775885,500775886,500775887,500775888,500775889,500775890,500775891,500775892,500775893,pull_request
500774335,aab34d3145baf711591a9262914180a0e2083c6b,1413,master,canceled,0,,500774336,500774337,500774338,500774339,500774340,500774341,500774342,500774343,500774344,500774345,500774346,500774347,500774348,500774349,500774350,500774351,500774352,500774353,500774354,500774355,500774356,500774357,500774358,500774359,500774360,pull_request
500772735,08629de3b326ed3f2cbaa15ae2f1dccdd79aad20,1413,master,canceled,0,,500772736,500772737,500772738,500772739,500772740,500772741,500772742,500772743,500772744,500772745,500772746,500772747,500772748,500772749,500772750,500772751,500772752,500772753,500772754,500772755,500772756,500772757,500772758,500772759,500772760,pull_request
500769854,08629de3b326ed3f2cbaa15ae2f1dccdd79aad20,1413,master,passed,4545,2019-03-02 12:04:49 UTC,500769856,500769858,500769859,500769860,500769861,500769862,500769863,500769864,500769865,500769866,500769867,500769868,500769869,500769870,500769871,500769872,500769873,500769874,500769875,500769876,500769877,500769878,500769879,500769880,500769881,pull_request
500769386,845bfc20a12dd3f8b19dcbab0d0b9d2efdf23ff5,1413,master,passed,4557,2019-03-02 12:02:07 UTC,500769387,500769388,500769389,500769390,500769391,500769392,500769393,500769394,500769395,500769396,500769397,500769398,500769399,500769400,500769401,500769402,500769403,500769404,500769405,500769406,500769407,500769408,500769409,500769410,500769411,pull_request
500768146,bc241cce3de18c0bb5f84027a0f33ff693939649,1413,master,canceled,-10,2019-03-02 12:01:34 UTC,500768147,500768148,500768149,500768150,500768151,500768152,500768153,500768154,500768155,500768156,500768157,500768158,500768159,500768160,500768161,500768162,500768163,500768164,500768165,500768166,500768167,500768168,500768169,500768170,500768171,pull_request
500767195,018fe9a3daf9c09a8c72bb72bc01eb83c83cdfb1,1413,master,canceled,0,,500767196,500767197,500767198,500767199,500767200,500767201,500767202,500767203,500767204,500767205,500767206,500767207,500767208,500767209,500767210,500767211,500767212,500767213,500767214,500767215,500767216,500767217,500767218,500767219,500767220,pull_request
500766756,1b626b94d3565758dd9e01ee893db8e922a33b02,1413,master,canceled,0,,500766757,500766758,500766759,500766760,500766761,500766762,500766763,500766764,500766765,500766766,500766767,500766768,500766769,500766770,500766771,500766772,500766773,500766774,500766775,500766776,500766777,500766778,500766779,500766780,500766781,pull_request
500766692,efbd92b075ca0f7e682a5899fe934e5d44a6b3a2,1413,master,canceled,0,,500766693,500766694,500766695,500766696,500766697,500766698,500766699,500766700,500766701,500766702,500766703,500766704,500766705,500766706,500766707,500766708,500766709,500766710,500766711,500766712,500766713,500766714,500766715,500766716,500766717,pull_request
500766202,e6a6f19a664b47895e3b90dac7598de6dc7ccd96,1413,master,canceled,0,,500766203,500766204,500766205,500766206,500766207,500766208,500766209,500766210,500766211,500766212,500766215,500766216,500766217,500766218,500766219,500766220,500766221,500766222,500766223,500766224,500766225,500766226,500766227,500766228,500766229,pull_request
500765686,c423cd12c150d85075cf11cbb9a8463957f3e6c6,1413,master,canceled,0,,500765687,500765688,500765689,500765690,500765691,500765692,500765693,500765694,500765695,500765696,500765697,500765698,500765699,500765700,500765701,500765702,500765703,500765704,500765705,500765706,500765707,500765708,500765709,500765710,500765711,pull_request
500764456,ba5bd5aba882df0fbd38bd843e6d69b63b1e02a2,1413,master,canceled,0,,500764457,500764458,500764459,500764460,500764461,500764462,500764463,500764464,500764465,500764466,500764467,500764468,500764469,500764470,500764471,500764472,500764473,500764474,500764475,500764476,500764477,500764478,500764479,500764480,500764481,pull_request
500763126,35f130ec4bd145dc9650747ba3a1ab44816d9c5c,1413,master,canceled,0,,500763127,500763128,500763129,500763130,500763131,500763132,500763133,500763134,500763135,500763136,500763137,500763138,500763139,500763140,500763141,500763142,500763143,500763144,500763145,500763146,500763147,500763148,500763149,500763150,500763151,pull_request
500761200,a7f209ab64edef0398916c90bfd9bced60bde148,1413,master,passed,4643,2019-03-02 11:27:15 UTC,500761201,500761202,500761203,500761204,500761205,500761206,500761207,500761208,500761209,500761210,500761211,500761212,500761213,500761214,500761215,500761216,500761217,500761218,500761219,500761220,500761221,500761222,500761223,500761224,500761225,pull_request
500758659,d0ef54e400bbd58bcad32f58f12092144815359c,,master,passed,4707,2019-03-02 11:24:32 UTC,500758660,500758661,500758662,500758663,500758664,500758665,500758666,500758667,500758668,500758669,500758670,500758671,500758672,500758673,500758674,500758675,500758676,500758677,500758678,500758679,500758680,500758681,500758682,500758683,500758684,push
500756814,1f80c2f478fe0029760cac308fcd21d47622f84e,,master,passed,4031,2019-03-02 11:10:12 UTC,500756815,500756816,500756817,500756818,500756819,500756820,500756821,500756822,500756823,500756824,500756825,500756826,500756827,500756828,500756829,500756830,500756831,500756832,500756833,500756834,500756835,push
500741850,c56965349d1e60207ca565fbdcf7f3d0d973b300,,master,passed,4010,2019-03-02 09:55:42 UTC,500741851,500741852,500741853,500741854,500741855,500741856,500741857,500741858,500741859,500741860,500741861,500741862,500741863,500741864,500741865,500741866,500741867,500741868,500741869,500741870,500741871,push
500547471,5084277a2029de1fadd1f16c1cbb67c8db3798d9,,master,passed,4162,2019-03-01 21:08:21 UTC,500547472,500547473,500547474,500547475,500547476,500547477,500547478,500547479,500547480,500547481,500547482,500547483,500547484,500547485,500547486,500547487,500547488,500547489,500547490,500547491,500547492,push
500536117,60dbe41f48bd200c685b239c20a2409a0cb47196,,master,passed,4230,2019-03-01 20:42:42 UTC,500536118,500536119,500536120,500536121,500536122,500536123,500536124,500536125,500536126,500536127,500536128,500536129,500536130,500536131,500536132,500536133,500536134,500536135,500536136,500536137,500536138,push
495108533,57cea6557bf544672389f3956875f1c03696595b,1385,master,passed,4564,2019-02-18 20:55:41 UTC,495108534,495108535,495108536,495108537,495108538,495108539,495108540,495108541,495108542,495108544,495108545,495108546,495108547,495108548,495108550,495108551,495108552,495108553,495108554,495108555,495108556,pull_request
495108214,28f3534b255a0e9d38da279029db02e5358fe2de,1385,master,passed,4150,2019-02-18 20:54:49 UTC,495108215,495108216,495108217,495108218,495108219,495108220,495108221,495108222,495108223,495108224,495108225,495108226,495108227,495108228,495108229,495108230,495108231,495108233,495108235,495108236,495108237,pull_request
495083359,1248bdf3ac10c374bcb2e15a9a2602dd2ca95083,1385,master,errored,4742,2019-02-18 19:59:13 UTC,495083360,495083361,495083362,495083363,495083364,495083365,495083366,495083367,495083368,495083369,495083370,495083371,495083372,495083373,495083374,495083375,495083376,495083377,495083378,495083379,495083380,pull_request
494153696,03fdc0bd4eaee0caef3f7c2eb41afc2c40813a45,,master,passed,3902,2019-02-16 09:46:09 UTC,494153697,494153698,494153699,494153700,494153701,494153702,494153703,494153704,494153705,494153706,494153707,494153708,494153709,494153710,494153711,494153712,494153713,494153714,494153715,494153716,494153717,push
494152946,1323eedfd3116bd6131465c7f93b7c758cdc9eec,,master,canceled,0,,494152947,494152948,494152949,494152950,494152951,494152952,494152953,494152954,494152955,494152956,494152957,494152958,494152959,494152960,494152961,494152962,494152963,494152964,494152965,494152966,494152967,push
494152413,f1ffcab622493a434590559fef4fafba6e9b10a4,,master,canceled,0,,494152414,494152415,494152416,494152417,494152418,494152419,494152420,494152421,494152422,494152423,494152424,494152425,494152426,494152427,494152428,494152429,494152430,494152431,494152432,494152433,494152434,push
494148660,e9972c103d5b78a8bd37438a2950054262fdac77,,master,passed,4250,2019-02-16 09:16:54 UTC,494148661,494148662,494148663,494148664,494148665,494148666,494148667,494148668,494148669,494148670,494148671,494148672,494148673,494148674,494148675,494148676,494148677,494148678,494148679,494148680,494148681,push
494148290,2de99cdf17368a24a4a6ce1c657e375a6d95c5d3,,master,passed,4009,2019-02-16 09:11:49 UTC,494148291,494148292,494148293,494148294,494148295,494148296,494148297,494148298,494148299,494148300,494148301,494148302,494148303,494148304,494148305,494148306,494148307,494148308,494148309,494148310,494148311,push
494148147,827c652039dd89d61848a46080d05201be635c88,,master,passed,4729,2019-02-16 09:10:44 UTC,494148148,494148149,494148150,494148151,494148152,494148153,494148154,494148155,494148156,494148157,494148158,494148159,494148160,494148161,494148162,494148163,494148164,494148165,494148166,494148167,494148168,push
494136159,c417eacab34f01ee1ac6018b2e5e5ee41868687f,1411,master,passed,4623,2019-02-16 07:56:53 UTC,494136160,494136161,494136162,494136163,494136164,494136165,494136166,494136167,494136168,494136169,494136170,494136171,494136172,494136173,494136174,494136175,494136176,494136177,494136178,494136179,494136180,pull_request
493954786,5f52e52a075c2851a074917328cb42d735aad14a,1410,master,passed,3768,2019-02-15 20:56:24 UTC,493954787,493954788,493954789,493954790,493954791,493954792,493954793,493954794,493954795,493954796,493954797,493954798,493954799,493954800,493954801,493954802,493954803,493954804,493954805,493954806,493954807,pull_request
493949329,91ab8bde90f549223bced9572607bc9742d425d2,1407,master,passed,3721,2019-02-15 20:41:18 UTC,493949330,493949331,493949332,493949333,493949334,493949335,493949336,493949337,493949338,493949339,493949340,493949341,493949342,493949343,493949344,493949345,493949346,493949347,493949348,493949349,493949350,pull_request
493461996,61260267e01dbc63cf7d2ca0580a15af950ad2bd,,master,passed,5390,2019-02-14 21:47:38 UTC,493461999,493462000,493462001,493462002,493462003,493462004,493462005,493462006,493462007,493462008,493462009,493462010,493462011,493462012,493462013,493462014,493462015,493462016,493462017,493462018,493462019,push
493458909,bc8f0cab39131f74568449e557f89e75961b3e8b,,master,passed,3634,2019-02-14 21:32:35 UTC,493458910,493458911,493458912,493458913,493458914,493458915,493458916,493458917,493458918,493458919,493458920,493458921,493458922,493458923,493458924,493458925,493458926,493458927,493458928,493458929,493458930,push
493430714,2d65c337856bc62c606ae6605cee1b515d1087db,1403,master,passed,2675,2019-02-14 20:56:45 UTC,493430715,493430716,493430717,493430718,493430719,493430720,493430721,493430722,493430723,493430724,493430725,493430726,493430727,493430728,493430729,493430730,493430731,493430732,493430733,493430734,493430737,pull_request
493430076,cbdc91b38d2fee08186bd17d18b59762dd429dd6,,master,passed,5389,2019-02-14 21:06:32 UTC,493430077,493430078,493430079,493430080,493430081,493430082,493430083,493430084,493430085,493430086,493430087,493430088,493430089,493430090,493430091,493430092,493430093,493430094,493430095,493430096,493430097,push
493415470,e056faaa25d9f9fe37e8cec699a0d5a8433be93f,1408,master,passed,5231,2019-02-14 20:14:49 UTC,493415471,493415472,493415473,493415474,493415477,493415478,493415479,493415480,493415481,493415482,493415483,493415484,493415485,493415486,493415487,493415488,493415489,493415490,493415491,493415492,493415493,pull_request
493414441,f317d335c79889968ff233bf70202188fb47f837,1408,master,canceled,0,,493414442,493414443,493414444,493414445,493414446,493414447,493414448,493414449,493414450,493414451,493414452,493414453,493414454,493414455,493414456,493414457,493414458,493414459,493414460,493414461,493414462,pull_request
493414328,7462f6050e8efb9af1b147f9d4db62e22651cfe4,,master,passed,5404,2019-02-14 19:53:44 UTC,493414329,493414330,493414331,493414332,493414333,493414334,493414335,493414336,493414337,493414338,493414339,493414340,493414341,493414342,493414343,493414344,493414345,493414346,493414347,493414348,493414350,push
493408948,89fb65a2c02231b7babafb4a8a620c49d2566edb,,master,passed,4985,2019-02-14 19:48:03 UTC,493408949,493408950,493408951,493408952,493408953,493408954,493408955,493408956,493408957,493408958,493408959,493408960,493408961,493408962,493408963,493408964,493408965,493408966,493408967,493408968,493408969,push
493406945,b7763b72e83ecde3a70a7644e683cc71b1eeaf56,,master,canceled,0,,493406946,493406947,493406948,493406949,493406950,493406951,493406952,493406953,493406954,493406955,493406956,493406957,493406958,493406959,493406960,493406961,493406962,493406964,493406966,493406969,493406970,push
493404238,6fa84db9b98584b87a24c311cbb591f10b5a5b3c,,master,passed,5467,2019-02-14 19:29:37 UTC,493404239,493404240,493404241,493404242,493404243,493404244,493404245,493404246,493404247,493404248,493404249,493404250,493404251,493404252,493404253,493404254,493404255,493404256,493404257,493404258,493404259,push
492374430,b371d92cd58eee87d12943163449869e61010cd6,1408,master,passed,4165,2019-02-12 20:52:49 UTC,492374431,492374432,492374433,492374434,492374435,492374436,492374437,492374438,492374439,492374440,492374441,492374442,492374443,492374444,492374445,492374446,492374447,492374448,492374449,492374450,492374451,pull_request
491838100,6402a17819e8aa3dbea4d17ddbd39fa4f1157b31,1408,master,passed,4799,2019-02-11 21:10:14 UTC,491838101,491838102,491838103,491838104,491838105,491838106,491838107,491838108,491838109,491838110,491838111,491838112,491838113,491838114,491838115,491838116,491838117,491838118,491838119,491838120,491838121,pull_request
