build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
754205317,57a5fa6ea51444f41356db1207485a5cbc37e0fe,,master,passed,761,2021-01-12 23:56:19 UTC,754205318,754205319,754205320,754205321,754205322,754205323,push
754135193,5641667da057cebaae7958e9d2532b2b9bacf5e6,524,master,passed,788,2021-01-12 15:43:57 UTC,754135194,754135195,754135196,754135197,754135198,754135199,pull_request
754106182,dc703e32f6bcf0ada1223d3f389636b6d641e99b,,master,passed,661,2021-01-12 11:57:30 UTC,754106183,754106184,754106185,754106186,754106187,754106188,push
754106136,43597bfc28cff96118e6fff56c5521ddc0840b1b,,master,canceled,-109,2021-01-12 11:53:46 UTC,754106137,754106138,754106139,754106140,754106141,754106142,push
754061231,7fb623ef4dd6228c91f18b583087395fdeb2ef11,523,master,passed,637,2021-01-12 04:39:03 UTC,754061232,754061233,754061234,754061235,754061236,754061237,pull_request
754061159,c05305f4e8c73376c3c02b6957ef5b6ebe21dfe0,522,master,passed,694,2021-01-12 04:20:49 UTC,754061160,754061161,754061162,754061163,754061164,754061165,pull_request
749801136,3c527b1d42c5f532499d878491c3865a4bebd6ef,,master,passed,740,2020-12-15 12:18:20 UTC,749801137,749801138,749801139,749801140,749801141,749801142,push
744790708,52d5674589e26e244cd210b8370f6fb9900af9ee,,master,passed,725,2020-11-20 03:11:44 UTC,744790709,744790710,744790711,744790712,744790713,744790714,push
744612890,29e6c87fc4147130039bd481216d0de6813b6532,514,master,passed,713,2020-11-19 11:49:39 UTC,744612891,744612892,744612893,744612894,744612895,744612896,pull_request
744612883,ba22db997a1183efa14b17847b684dd75b74ffcc,,bump-xmp-core,passed,693,2020-11-19 09:00:56 UTC,744612884,744612885,744612886,744612887,744612888,744612889,push
744560820,be3976ca41dacf9e6d6b5114a0f2457c2408df4e,514,master,failed,486,2020-11-19 04:23:42 UTC,744560821,744560822,744560823,744560824,744560825,744560826,pull_request
744560780,a9a093870413e2cd5538435ba2715773a7762980,,bump-xmp-core,failed,511,2020-11-19 01:38:04 UTC,744560781,744560782,744560783,744560784,744560785,744560786,push
738819424,0fafa2f02d168079700e1783d67a609e3dabde42,,master,passed,673,2020-10-25 23:13:50 UTC,738819425,738819426,738819427,738819428,738819429,738819430,push
735676621,f0483919ac0df117730cf64eb62a0eeba318fa88,,2.15.0,passed,659,2020-10-14 10:30:10 UTC,735676622,735676623,735676624,735676625,735676626,735676627,push
735676587,f0483919ac0df117730cf64eb62a0eeba318fa88,,master,passed,683,2020-10-14 10:14:55 UTC,735676588,735676589,735676590,735676591,735676592,735676593,push
735542189,0c0b5b2b21438e56d2febac80b6825755b1593bb,,master,passed,666,2020-10-13 21:32:38 UTC,735542190,735542191,735542192,735542193,735542194,735542195,push
735215436,c72f3d0eb91b05061668c02161309c433b2832e8,507,master,passed,667,2020-10-13 01:33:43 UTC,735215437,735215438,735215439,735215440,735215441,735215442,pull_request
735215429,d0d53622d4e64f877f9a8de2a813e0dc49d1bf71,,dependabot/maven/junit-junit-4.13.1,passed,667,2020-10-13 01:18:42 UTC,735215430,735215431,735215432,735215433,735215434,735215435,push
734141344,87b5632f10d3cfa415acd122654ef4d1de67e450,,master,passed,673,2020-10-08 23:49:27 UTC,734141345,734141346,734141347,734141348,734141349,734141350,push
733936319,3d21ad9b219498ef9be10354591f5e8b93ce5743,,master,passed,680,2020-10-08 10:42:15 UTC,733936320,733936321,733936322,733936323,733936324,733936325,push
733922675,87c3edc64aae2c0449ae4456b5c51895c2ab0720,506,master,passed,669,2020-10-08 09:37:47 UTC,733922676,733922677,733922678,733922679,733922680,733922681,pull_request
733523015,41e0950402e719d381c57038e220b2090b0aa5e3,,master,passed,730,2020-10-07 01:47:14 UTC,733523016,733523017,733523018,733523019,733523020,733523021,push
728863322,308579329570fbfbb76e2b281b5d5a5d293b5ba4,500,master,passed,742,2020-09-21 03:03:35 UTC,728863323,728863324,728863325,728863326,728863327,728863328,pull_request
728861667,ab69584eb80af2adc01219c4510448dd90e430b1,500,master,passed,779,2020-09-21 02:46:15 UTC,728861668,728861669,728861670,728861671,728861672,728861673,pull_request
728854684,a0791899a58082c0f42fb20c1ce1a160051cf234,500,master,passed,773,2020-09-21 01:59:24 UTC,728854685,728854686,728854687,728854688,728854689,728854690,pull_request
725103122,bc6b90ef1166717fdd4acc794fc987228b3ad237,,master,passed,743,2020-09-08 01:50:38 UTC,725103123,725103124,725103125,725103126,725103127,725103128,push
724006971,dfb15d02e6a991ae53ad816c0e531f9183d6ce1e,498,master,passed,773,2020-09-04 03:22:26 UTC,724006972,724006973,724006974,724006975,724006976,724006977,pull_request
715662765,6b8b775c18e3b3403acac02fbffe2010b99c400e,,master,passed,774,2020-08-06 22:22:20 UTC,715662766,715662767,715662768,715662769,715662770,715662771,push
715461149,ae78f19fad4b91cbdeacf1e9dddcec8799c1dbd5,493,master,passed,680,2020-08-06 10:52:24 UTC,715461150,715461151,715461152,715461153,715461154,715461155,pull_request
715461056,6b9a57df6ab695f4cd516bb77dba7644b5da243f,,quicktime-file-type-parity,passed,692,2020-08-06 10:36:29 UTC,715461057,715461058,715461059,715461060,715461061,715461062,push
708203550,c24bfc1e1e0d712e238c4121a05e3504339ffdd4,,master,passed,724,2020-07-15 02:58:52 UTC,708203551,708203552,708203553,708203554,708203555,708203556,push
707295631,958cc70ac4f5331e8583372c272a1e84494f6660,489,master,passed,773,2020-07-12 03:23:08 UTC,707295632,707295633,707295634,707295635,707295636,707295637,pull_request
706778758,dc8d7403ec41b71885e154bbb6040f024c94e693,488,master,passed,705,2020-07-10 06:52:21 UTC,706778759,706778760,706778761,706778762,706778763,706778764,pull_request
698193453,9874be399cf86c2e825aecdbae4e2f06d729ca74,,master,passed,653,2020-06-14 13:14:57 UTC,698193454,698193455,698193456,698193457,698193458,698193459,push
698192636,7b947be9f0b521a79669f71c4d8e76dcf92e2c38,485,master,errored,173,2020-06-14 13:07:54 UTC,698192637,698192638,698192639,698192640,698192641,698192642,pull_request
698192597,23ae9953227b6bad72dc051ea3ab55a04dd95e35,,remove-awt-dependency,errored,170,2020-06-15 00:05:20 UTC,698192598,698192599,698192600,698192601,698192602,698192603,push
698191404,b266e0acb0e697aeb1d0fff5dd251f613efe5a89,,master,passed,698,2020-06-14 12:45:25 UTC,698191405,698191406,698191407,698191408,698191409,698191410,push
697211393,dedf087992c0c1c64bf83f59302a6a4db4fb41da,483,master,passed,708,2020-06-11 13:01:15 UTC,697211394,697211395,697211396,697211397,697211398,697211399,pull_request
694049673,f318ec3757a1aade9be54e60ea220c9251c42ef5,,master,passed,721,2020-06-02 22:47:38 UTC,694049674,694049675,694049676,694049677,694049678,694049679,push
694043521,5af632f1ac926e80ef9a745ff08735d84a607d1d,,master,passed,703,2020-06-02 22:23:36 UTC,694043522,694043523,694043524,694043525,694043526,694043527,push
694041970,ca09020e777d9a813cb9a65d46050d4cba1ce271,,master,canceled,0,,694041971,694041972,694041973,694041974,694041975,694041976,push
694041356,37e18b37e14746fb50d802e87750254baa13ad7c,481,master,errored,199,2020-06-02 22:16:31 UTC,694041357,694041358,694041359,694041360,694041361,694041362,pull_request
692311989,432b720ed2d341e26196b7035c4fb7c988084938,481,master,passed,729,2020-05-28 20:05:54 UTC,692311990,692311992,692311994,692311995,692311996,692311997,pull_request
690576236,55686ed656d94f0cbb5016e61021dfdd89267a2d,,master,passed,678,2020-05-24 10:59:40 UTC,690576237,690576238,690576239,690576240,690576241,690576242,push
690575907,376d75d05c166f05a5fa0f3b7e9f3926e395ebf6,,2.14.0,passed,723,2020-05-24 10:42:55 UTC,690575908,690575909,690575910,690575911,690575912,690575913,push
690575900,376d75d05c166f05a5fa0f3b7e9f3926e395ebf6,,master,passed,691,2020-05-24 10:27:14 UTC,690575901,690575902,690575903,690575904,690575905,690575906,push
689096975,7891949df89478d97014b45e6254d4e98ef099fa,,master,passed,695,2020-05-20 04:10:00 UTC,689096976,689096977,689096978,689096979,689096980,689096981,push
689004195,bec197197d55e80e294b0fb7abe201e851d5b240,478,master,passed,695,2020-05-19 21:29:53 UTC,689004196,689004197,689004198,689004199,689004200,689004201,pull_request
687794749,b5e2e6279cc2cdf14e0ba639bc7911ed0859cdac,,master,passed,689,2020-05-16 14:15:54 UTC,687794752,687794753,687794754,687794755,687794757,687794758,push
686524938,d0774250c5d5106abb71cac4e0e125a6ea6fabab,,master,errored,617,2020-05-13 11:18:58 UTC,686524942,686524945,686524947,686524949,686524951,686524953,push
686069824,75c5f5ed557c407f406283e33c8d2fc70e46a655,,master,passed,690,2020-05-12 11:35:13 UTC,686069825,686069826,686069827,686069828,686069829,686069830,push
685619111,b694a7ed5798249197b1a624b8d77f0d61fff256,,master,passed,652,2020-05-11 12:03:56 UTC,685619112,685619113,685619114,685619115,685619116,685619117,push
685617502,0868986566d4ee701875f9c8089c9c02933b6264,,master,passed,672,2020-05-11 11:48:48 UTC,685617503,685617504,685617505,685617506,685617507,685617508,push
685607565,941a43091cc9b47b6566857fed3798ad7b9ff86c,,master,passed,684,2020-05-11 11:19:17 UTC,685607566,685607567,685607568,685607569,685607570,685607571,push
684549444,03a5c181d7f5dffe3edc7412ea5b62b0311924cd,,master,passed,740,2020-05-08 05:17:08 UTC,684549445,684549446,684549447,684549448,684549449,684549450,push
683242794,64b7176df9c1833e607358ab6abcf66cd78bf1f2,,master,passed,711,2020-05-05 05:52:02 UTC,683242795,683242796,683242797,683242798,683242799,683242800,push
681539885,9850cb18ae2e44a9d5ba6537c4181f2b7f952758,470,master,passed,735,2020-04-30 15:05:41 UTC,681539886,681539887,681539888,681539889,681539890,681539891,pull_request
668566100,f65e53ac2e36887d27bf12160f5e606eb66b6b09,,master,passed,649,2020-03-30 03:16:57 UTC,668566101,668566102,668566103,668566104,668566105,668566106,push
668498859,d6b1c749722d51dc0438c0566469bd8a204bb7fd,,master,passed,631,2020-03-29 21:39:38 UTC,668498860,668498861,668498862,668498863,668498864,668498865,push
668319887,04b65b8b00d4cff736b34a48cbe4aa069bb98008,468,master,passed,632,2020-03-29 11:09:08 UTC,668319888,668319889,668319890,668319891,668319892,668319893,pull_request
668319577,ec1880c2fd0e8af60d3cb93dccf95ce83138154a,,mp4,passed,637,2020-03-29 10:54:21 UTC,668319578,668319579,668319580,668319581,668319582,668319583,push
668048708,1319185d4b38a5d824d8d8806d9d6671cbaf4ae3,,master,passed,622,2020-03-28 12:57:40 UTC,668048709,668048710,668048711,668048712,668048713,668048714,push
666508796,bc00b02be301b5f58378a4c9418f8c8034ff6e73,467,master,passed,673,2020-03-24 20:19:17 UTC,666508797,666508798,666508799,666508800,666508801,666508802,pull_request
666439789,a761a0fc33fb1deec0539971a5c641f75b7ef41e,466,master,passed,664,2020-03-24 17:16:25 UTC,666439790,666439791,666439792,666439793,666439797,666439798,pull_request
665154265,d6369286cce805db61fac4df1a51f024a72cd2d9,466,master,passed,636,2020-03-21 12:53:30 UTC,665154269,665154276,665154280,665154283,665154290,665154293,pull_request
642668966,d331ec2a03718182bf26d79477a42b9d3e86242b,,master,passed,698,2020-01-28 00:34:58 UTC,642668967,642668968,642668969,642668970,642668971,642668972,push
642668840,99939beb026be2caa6b80ab4ea958091cd292ce4,,master,canceled,0,2020-01-28 00:34:06 UTC,642668841,642668842,642668843,642668844,642668845,642668846,push
642645309,6e78ad6a8387d40d365257be61e58829cceaa55f,462,master,passed,628,2020-01-27 23:35:18 UTC,642645310,642645311,642645312,642645313,642645314,642645315,pull_request
642645066,50fc96bf6fe790848be03c37007098d2b1a491d3,,tidy-checked-exceptions,passed,641,2020-01-27 23:21:18 UTC,642645067,642645068,642645069,642645070,642645071,642645072,push
642638112,bf58ac0d3f44d9d2dac223879dfcfd1bf8c0d1fd,461,master,passed,640,2020-01-27 23:06:43 UTC,642638113,642638114,642638115,642638116,642638117,642638118,pull_request
642633157,97f88c141c48bbc1d48d9505be8eb7b8d768f63d,,canon-makernote-quality,passed,696,2020-01-27 22:51:18 UTC,642633158,642633159,642633160,642633161,642633162,642633163,push
639730817,270db1ed32494d758109b85be961dfc97aae866d,,2.13.0,passed,627,2020-01-21 01:14:53 UTC,639730818,639730819,639730820,639730821,639730822,639730823,push
639730808,270db1ed32494d758109b85be961dfc97aae866d,,master,passed,659,2020-01-21 01:00:38 UTC,639730809,639730810,639730811,639730812,639730813,639730814,push
637697354,311bdf3f595e124c2bf301ee5038bb1f572605ee,,master,passed,662,2020-01-15 23:30:13 UTC,637697355,637697356,637697357,637697358,637697359,637697360,push
637368753,fb62f26ff593ff04a22906db830e8690b28201a8,457,master,passed,637,2020-01-15 11:21:14 UTC,637368757,637368758,637368759,637368760,637368761,637368762,pull_request
637368296,5fdd5c94b5cdf34462261faa78edf50f191a0a6e,,mp3,passed,638,2020-01-15 11:06:35 UTC,637368297,637368298,637368299,637368300,637368301,637368302,push
637222414,482cb69768f2ca3fba6edfa510122dac5b59404b,,master,passed,600,2020-01-15 03:00:44 UTC,637222415,637222416,637222417,637222418,637222419,637222420,push
637209976,7a2479c8c341f5fb9a7f845a512c92a854d92266,455,master,passed,606,2020-01-15 02:46:59 UTC,637209977,637209978,637209979,637209980,637209981,637209982,pull_request
637209965,96b7bc1dd0c74343b87b73a775dfd37d07c91c02,,uuid,passed,629,2020-01-15 02:33:13 UTC,637209966,637209967,637209968,637209969,637209970,637209971,push
637206321,bb78cb01ba32065e9bfc5a51d91df1d3f981459a,,master,passed,634,2020-01-15 02:19:05 UTC,637206323,637206324,637206325,637206327,637206329,637206331,push
