build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
752081244,1edde7bfa4dd275f9f53eb9cd1f0f5de4e17d34e,873,master,errored,4413,2020-12-30 05:34:12 UTC,752081245,752081246,752081247,752081248,752081249,752081250,752081251,752081252,752081253,752081254,752081255,752081256,752081257,752081258,752081259,752081260,752081261,752081262,752081263,752081264,752081265,752081266,752081267,752081268,752081269,752081270,752081271,752081272,752081273,752081274,752081275,752081276,752081277,752081278,752081279,752081280,752081281,752081282,752081283,752081284,752081285,pull_request
751885047,7b0367309b118e8be97bd85af4433b25129a4618,,master,errored,4437,2020-12-28 22:12:45 UTC,751885048,751885049,751885050,751885051,751885052,751885053,751885054,751885055,751885056,751885057,751885058,751885059,751885060,751885061,751885062,751885063,751885064,751885065,751885066,751885067,751885068,751885069,751885070,751885071,751885072,751885073,751885074,751885075,751885076,751885077,751885078,751885079,751885080,751885081,751885082,751885083,751885084,751885085,751885086,751885087,751885088,cron
751520491,7befcd0b8e78f9139e8f23a16886c6334ed8af15,,pierwill-patch-1,errored,5058,2020-12-26 00:41:00 UTC,751520492,751520493,751520494,751520495,751520496,751520497,751520498,751520499,751520500,751520501,751520502,751520503,751520504,751520505,751520506,751520507,751520508,751520509,751520510,751520511,751520512,751520513,751520514,751520515,751520516,751520517,751520518,751520519,751520520,751520521,751520522,751520523,751520524,751520525,751520526,751520527,751520528,751520529,751520530,751520531,751520532,push
750924260,7b0367309b118e8be97bd85af4433b25129a4618,,master,errored,4525,2020-12-21 22:35:25 UTC,750924261,750924262,750924263,750924264,750924265,750924266,750924267,750924268,750924269,750924270,750924271,750924272,750924273,750924274,750924275,750924276,750924277,750924278,750924279,750924280,750924281,750924282,750924283,750924284,750924285,750924286,750924287,750924288,750924289,750924290,750924291,750924292,750924293,750924294,750924295,750924296,750924297,750924298,750924299,750924300,750924301,cron
749706192,7b0367309b118e8be97bd85af4433b25129a4618,,master,errored,4240,2020-12-14 22:57:34 UTC,749706193,749706194,749706195,749706196,749706197,749706198,749706199,749706200,749706201,749706202,749706203,749706204,749706205,749706206,749706207,749706208,749706209,749706210,749706211,749706212,749706213,749706214,749706215,749706216,749706217,749706218,749706219,749706220,749706221,749706222,749706223,749706224,749706225,749706226,749706227,749706228,749706229,749706230,749706231,749706232,749706233,cron
748223004,7b0367309b118e8be97bd85af4433b25129a4618,,master,passed,4773,2020-12-07 22:58:47 UTC,748223005,748223006,748223007,748223008,748223009,748223010,748223011,748223012,748223013,748223014,748223015,748223016,748223017,748223018,748223019,748223020,748223021,748223022,748223023,748223024,748223025,748223026,748223027,748223028,748223029,748223030,748223031,748223032,748223033,748223034,748223035,748223036,748223037,748223038,748223039,748223040,748223041,748223042,748223043,748223044,748223045,cron
747999859,f9ee9d263620ed60d3d822c7ed25c871f30291b8,869,master,passed,4788,2020-12-06 21:30:04 UTC,747999860,747999861,747999862,747999863,747999864,747999865,747999866,747999867,747999868,747999869,747999870,747999871,747999872,747999873,747999874,747999875,747999876,747999877,747999878,747999879,747999880,747999881,747999882,747999883,747999884,747999885,747999886,747999887,747999888,747999889,747999890,747999891,747999892,747999893,747999894,747999895,747999896,747999897,747999898,747999899,747999900,pull_request
747919543,f7ff15542b88e6a66f423c094a0674a5f6e60a1a,868,master,failed,4686,2020-12-06 10:27:24 UTC,747919544,747919545,747919546,747919547,747919548,747919549,747919550,747919551,747919552,747919553,747919554,747919555,747919556,747919557,747919558,747919559,747919560,747919561,747919562,747919563,747919564,747919565,747919566,747919567,747919568,747919569,747919570,747919571,747919572,747919573,747919574,747919575,747919576,747919577,747919578,747919579,747919580,747919581,747919582,747919583,747919584,pull_request
747121779,d3d402ca87e22aa7c8d5c6642f523ccc4d3f8614,846,master,passed,5366,2020-12-02 04:41:28 UTC,747121780,747121781,747121782,747121783,747121784,747121785,747121786,747121787,747121788,747121789,747121790,747121791,747121792,747121793,747121794,747121795,747121796,747121797,747121798,747121799,747121800,747121801,747121802,747121803,747121804,747121805,747121806,747121807,747121808,747121809,747121810,747121811,747121812,747121813,747121814,747121815,747121816,747121817,747121818,747121819,747121820,pull_request
746851316,7b0367309b118e8be97bd85af4433b25129a4618,,master,passed,4757,2020-11-30 23:23:41 UTC,746851317,746851318,746851319,746851320,746851321,746851322,746851323,746851324,746851325,746851326,746851327,746851328,746851329,746851330,746851331,746851332,746851333,746851334,746851335,746851336,746851337,746851338,746851339,746851340,746851341,746851342,746851343,746851344,746851345,746851346,746851347,746851348,746851349,746851350,746851351,746851352,746851353,746851354,746851355,746851356,746851357,cron
745515984,7b0367309b118e8be97bd85af4433b25129a4618,,master,passed,5155,2020-11-23 23:21:48 UTC,745515985,745515986,745515987,745515988,745515989,745515990,745515991,745515992,745515993,745515994,745515995,745515996,745515997,745515998,745515999,745516000,745516001,745516002,745516003,745516004,745516005,745516006,745516007,745516008,745516009,745516010,745516011,745516012,745516013,745516014,745516015,745516016,745516017,745516018,745516019,745516020,745516021,745516022,745516023,745516024,745516025,cron
744053530,7b0367309b118e8be97bd85af4433b25129a4618,,master,passed,4962,2020-11-16 22:57:36 UTC,744053531,744053532,744053533,744053534,744053535,744053536,744053537,744053538,744053539,744053540,744053541,744053542,744053543,744053544,744053545,744053546,744053547,744053548,744053549,744053550,744053551,744053552,744053553,744053554,744053555,744053556,744053557,744053558,744053559,744053560,744053561,744053562,744053563,744053564,744053565,744053566,744053567,744053568,744053569,744053570,744053571,cron
743035917,7b0367309b118e8be97bd85af4433b25129a4618,,master,passed,4776,2020-11-11 21:57:16 UTC,743035918,743035919,743035920,743035921,743035922,743035923,743035924,743035925,743035926,743035927,743035928,743035929,743035930,743035931,743035932,743035933,743035934,743035935,743035936,743035937,743035938,743035939,743035940,743035941,743035942,743035943,743035944,743035945,743035946,743035947,743035948,743035949,743035950,743035951,743035952,743035953,743035954,743035955,743035956,743035957,743035958,push
742565326,c49c79adfd8700982d48c01c81e6e2dea539825d,,master,failed,5041,2020-11-09 22:59:32 UTC,742565327,742565328,742565329,742565330,742565331,742565332,742565333,742565334,742565335,742565336,742565337,742565338,742565339,742565340,742565341,742565342,742565343,742565344,742565345,742565346,742565347,742565348,742565349,742565350,742565351,742565352,742565353,742565354,742565355,742565356,742565357,742565358,742565359,742565360,742565361,742565362,742565363,742565364,742565365,742565366,742565367,cron
740981127,c49c79adfd8700982d48c01c81e6e2dea539825d,,master,passed,4801,2020-11-02 22:50:10 UTC,740981134,740981137,740981139,740981141,740981143,740981145,740981149,740981152,740981153,740981155,740981156,740981157,740981158,740981160,740981161,740981162,740981164,740981166,740981167,740981169,740981179,740981180,740981182,740981184,740981186,740981188,740981190,740981194,740981195,740981196,740981197,740981198,740981199,740981200,740981201,740981202,740981203,740981204,740981205,740981206,740981207,cron
739117120,c49c79adfd8700982d48c01c81e6e2dea539825d,,master,passed,4814,2020-10-27 00:39:01 UTC,739117121,739117122,739117123,739117124,739117125,739117126,739117127,739117128,739117129,739117130,739117131,739117132,739117133,739117134,739117135,739117136,739117137,739117138,739117139,739117140,739117141,739117142,739117143,739117144,739117145,739117146,739117147,739117148,739117149,739117150,739117151,739117152,739117153,739117154,739117155,739117156,739117157,739117158,739117159,739117160,739117161,cron
738683593,e36b0b8d538ed0fa0147f3518ce1277dacd84b24,859,master,failed,6339,2020-10-25 08:29:36 UTC,738683594,738683595,738683596,738683597,738683598,738683599,738683600,738683601,738683602,738683603,738683604,738683605,738683606,738683607,738683608,738683609,738683610,738683611,738683612,738683613,738683614,738683615,738683616,738683617,738683618,738683619,738683620,738683621,738683622,738683623,738683624,738683625,738683626,738683627,738683628,738683629,738683630,738683631,738683632,738683633,738683634,738683635,738683636,738683637,738683638,738683639,738683640,738683641,738683642,738683643,738683644,738683645,738683646,pull_request
738683479,7d6848c999558889be63636cc8973b0a357e0380,858,master,passed,4789,2020-10-25 08:06:49 UTC,738683480,738683481,738683482,738683483,738683484,738683485,738683486,738683487,738683488,738683489,738683490,738683491,738683492,738683493,738683494,738683495,738683496,738683497,738683498,738683499,738683500,738683501,738683502,738683503,738683504,738683505,738683506,738683507,738683508,738683509,738683510,738683511,738683512,738683513,738683514,738683515,738683516,738683517,738683518,738683519,738683520,pull_request
737223976,c49c79adfd8700982d48c01c81e6e2dea539825d,,master,passed,4785,2020-10-19 21:59:04 UTC,737223978,737223979,737223980,737223981,737223982,737223983,737223984,737223985,737223986,737223987,737223989,737223990,737223992,737223993,737223994,737223995,737223996,737223997,737223999,737224000,737224002,737224004,737224006,737224007,737224008,737224010,737224011,737224012,737224013,737224015,737224016,737224017,737224018,737224019,737224020,737224022,737224023,737224025,737224026,737224027,737224028,cron
736364693,a42b6d865fdd6734c28a024ef1302c934d26459e,856,master,passed,6470,2020-10-16 14:02:23 UTC,736364694,736364695,736364696,736364697,736364698,736364699,736364700,736364701,736364702,736364703,736364704,736364705,736364706,736364707,736364708,736364709,736364710,736364711,736364712,736364713,736364714,736364715,736364716,736364717,736364718,736364719,736364720,736364721,736364722,736364723,736364724,736364725,736364726,736364727,736364728,736364729,736364730,736364731,736364732,736364733,736364734,736364735,736364736,736364737,736364738,736364739,736364740,736364741,736364742,736364743,736364744,736364745,736364746,736364747,pull_request
736364591,ec7b2796c54a797108f4ae34410b0c2b38c5fef4,,chore/python-support,passed,6386,2020-10-16 13:32:15 UTC,736364592,736364593,736364594,736364595,736364596,736364597,736364598,736364599,736364600,736364601,736364602,736364603,736364604,736364605,736364606,736364607,736364608,736364609,736364610,736364611,736364612,736364613,736364614,736364615,736364616,736364617,736364618,736364619,736364620,736364621,736364622,736364623,736364624,736364625,736364626,736364627,736364628,736364629,736364630,736364631,736364632,736364633,736364634,736364635,736364636,736364637,736364638,736364639,736364640,736364641,736364642,736364643,736364644,736364645,push
736363153,c787f6313827d80f5609d1767195614d370dcbd3,856,master,canceled,0,,736363154,736363155,736363156,736363157,736363158,736363159,736363160,736363161,736363162,736363163,736363164,736363165,736363166,736363167,736363168,736363169,736363170,736363171,736363172,736363173,736363174,736363175,736363176,736363177,736363178,736363179,736363180,736363181,736363182,736363183,736363184,736363185,736363186,pull_request
736363094,eee5d118ec92159cc1652cad59148beb41cd164d,,chore/python-support,canceled,1124,2020-10-16 13:25:43 UTC,736363095,736363096,736363097,736363098,736363099,736363100,736363101,736363102,736363103,736363104,736363105,736363106,736363108,736363109,736363110,736363111,736363113,736363114,736363115,736363116,736363117,736363118,736363119,736363120,736363121,736363122,736363123,736363124,736363125,736363126,736363127,736363128,736363129,push
736361410,7dbb638c6099eb250c8aedcf125330d7d05cf9b3,856,master,canceled,0,,736361411,736361412,736361413,736361414,736361415,736361416,736361417,736361418,736361419,736361420,736361421,736361422,736361423,736361424,736361425,736361426,736361427,736361428,736361429,736361430,736361431,736361432,736361433,736361434,736361435,736361436,736361437,736361438,736361439,736361440,736361441,736361442,736361443,pull_request
736361369,da63d8099e9fbabb7eea9dee715a74884a59ee14,,chore/python-support,canceled,1198,2020-10-16 13:19:27 UTC,736361370,736361371,736361372,736361373,736361374,736361375,736361376,736361377,736361378,736361379,736361380,736361381,736361382,736361383,736361384,736361385,736361386,736361387,736361388,736361389,736361390,736361391,736361392,736361393,736361394,736361395,736361396,736361397,736361398,736361399,736361400,736361401,736361402,push
736355321,2a921ceb7f427079c304ee4aa511d50aec981b47,856,master,canceled,0,,736355322,736355323,736355324,736355325,736355326,736355327,736355328,736355329,736355330,736355331,736355332,736355333,736355334,736355335,736355336,736355337,736355338,736355339,736355340,736355341,736355342,736355343,736355344,736355345,736355346,736355347,736355348,736355349,736355350,736355351,736355352,736355353,736355354,pull_request
736355285,f56fc993876608608ff2f17b6e62809ef78b1eb3,,chore/python-support,canceled,2802,2020-10-16 12:58:18 UTC,736355286,736355287,736355288,736355289,736355290,736355291,736355292,736355293,736355294,736355295,736355296,736355297,736355298,736355299,736355300,736355301,736355302,736355303,736355304,736355305,736355306,736355307,736355308,736355309,736355310,736355311,736355312,736355313,736355314,736355315,736355316,736355317,736355318,push
736350690,9437e5049021d5b93866c22c32efd188cca51b75,856,master,canceled,0,,736350691,736350692,736350693,736350694,736350695,736350696,736350697,736350698,736350699,736350700,736350701,736350702,736350703,736350704,736350705,736350706,736350707,736350708,736350709,736350710,736350711,736350712,736350713,736350714,736350715,736350716,736350717,736350718,736350719,736350720,736350721,736350723,736350724,pull_request
736350619,b72421e35b67ed191dca0313ab1667d9360987d6,,chore/python-support,canceled,4627,2020-10-16 12:38:15 UTC,736350620,736350621,736350622,736350623,736350624,736350625,736350626,736350627,736350628,736350629,736350630,736350631,736350632,736350633,736350634,736350635,736350636,736350637,736350638,736350639,736350640,736350641,736350642,736350643,736350644,736350645,736350646,736350647,736350648,736350649,736350650,736350651,736350652,push
736350512,6d03d071125db3b0e5caa96bc7ef15a809580123,856,master,canceled,0,,736350513,736350514,736350515,736350516,736350517,736350518,736350519,736350520,736350521,736350522,736350523,736350524,736350525,736350526,736350527,736350528,736350529,736350530,736350531,736350532,736350533,736350534,736350535,736350536,736350537,736350538,736350539,736350540,736350541,736350542,736350543,736350544,736350545,pull_request
736350470,d8e1ecfeb5fce488d677c4a1b58ebff28a837a2f,,chore/python-support,canceled,67,2020-10-16 12:37:35 UTC,736350471,736350472,736350473,736350474,736350475,736350476,736350477,736350478,736350479,736350480,736350481,736350482,736350483,736350484,736350485,736350486,736350487,736350488,736350489,736350490,736350491,736350492,736350493,736350494,736350495,736350496,736350497,736350498,736350499,736350500,736350501,736350502,736350503,push
736340808,936374dd4513e07a46de17bcc2aba100d4e155d0,856,master,canceled,0,,736340809,736340810,736340811,736340812,736340813,736340814,736340815,736340816,736340817,736340818,736340819,736340820,736340821,736340822,736340823,736340824,736340825,736340826,736340827,736340828,736340829,736340830,736340831,736340832,736340833,736340834,736340835,736340836,736340837,736340838,736340839,736340840,736340841,736340842,736340843,736340844,736340845,736340846,736340847,736340848,736340849,736340850,736340851,736340852,736340853,736340854,736340855,736340856,736340857,736340858,736340859,736340860,736340861,736340862,736340863,736340864,736340865,736340866,736340867,736340868,736340869,pull_request
736339697,042942b12ca05c67d7df227bd450aa3ffe6e9b48,,chore/python-support,failed,9565,2020-10-16 11:50:18 UTC,736339698,736339699,736339704,736339705,736339706,736339707,736339708,736339709,736339710,736339711,736339712,736339713,736339714,736339715,736339716,736339717,736339718,736339720,736339722,736339723,736339724,736339725,736339726,736339727,736339728,736339729,736339730,736339731,736339732,736339733,736339734,736339735,736339736,736339737,736339738,736339739,736339740,736339741,736339742,736339743,736339744,736339745,736339746,736339747,736339748,736339749,736339750,736339751,736339752,736339753,736339754,736339755,736339756,736339757,736339758,736339759,736339760,736339761,736339762,736339763,736339764,push
735654370,9ff38071e25f6bb7e87223cb6897ff58bac92e7b,855,master,errored,1887,2020-10-14 08:32:13 UTC,735654371,735654372,735654373,735654374,735654375,735654376,735654377,735654378,735654379,735654380,735654381,735654382,735654383,735654384,735654385,735654386,735654387,735654388,735654389,735654390,735654391,735654392,735654393,735654394,735654395,735654396,735654397,735654398,735654399,735654400,735654401,735654402,735654403,735654404,735654405,735654406,735654407,735654408,735654409,735654410,735654411,pull_request
735167633,c49c79adfd8700982d48c01c81e6e2dea539825d,,master,passed,4777,2020-10-12 21:58:51 UTC,735167634,735167635,735167636,735167637,735167638,735167639,735167640,735167641,735167643,735167644,735167645,735167647,735167648,735167649,735167651,735167652,735167653,735167654,735167655,735167656,735167657,735167658,735167659,735167660,735167661,735167662,735167664,735167665,735167666,735167667,735167668,735167669,735167670,735167671,735167672,735167673,735167674,735167675,735167676,735167677,735167678,cron
734947775,68decec591e63c764bf3e6351ce7d718b9741a8a,853,master,passed,4791,2020-10-12 09:10:27 UTC,734947776,734947777,734947778,734947779,734947780,734947781,734947782,734947783,734947784,734947785,734947786,734947787,734947788,734947789,734947790,734947791,734947792,734947793,734947794,734947795,734947796,734947797,734947798,734947799,734947800,734947801,734947802,734947803,734947804,734947805,734947806,734947807,734947808,734947809,734947810,734947811,734947812,734947813,734947814,734947815,734947816,pull_request
734299384,1486c930faa72fdf9d821d9d4efa1619e24007cb,854,master,passed,4845,2020-10-09 14:06:09 UTC,734299385,734299386,734299387,734299388,734299389,734299390,734299391,734299392,734299393,734299394,734299395,734299396,734299397,734299398,734299399,734299400,734299401,734299402,734299403,734299404,734299405,734299406,734299407,734299408,734299409,734299410,734299411,734299412,734299413,734299414,734299415,734299416,734299417,734299418,734299419,734299420,734299421,734299422,734299423,734299424,734299425,pull_request
734286853,179f9c863865484f7dd0c5ed01a1f02623dacbcb,854,master,failed,4792,2020-10-09 13:17:42 UTC,734286854,734286855,734286856,734286857,734286858,734286859,734286860,734286861,734286862,734286863,734286864,734286865,734286866,734286867,734286868,734286869,734286870,734286871,734286872,734286873,734286874,734286875,734286876,734286877,734286878,734286880,734286882,734286883,734286884,734286885,734286886,734286887,734286888,734286889,734286890,734286891,734286892,734286893,734286894,734286895,734286896,pull_request
734220532,73683da0e7906c7d105d9f30544823c170429286,853,master,passed,4797,2020-10-09 08:25:22 UTC,734220533,734220534,734220535,734220536,734220537,734220538,734220539,734220540,734220541,734220542,734220543,734220544,734220545,734220546,734220547,734220548,734220549,734220550,734220551,734220552,734220553,734220554,734220555,734220556,734220557,734220558,734220559,734220560,734220561,734220562,734220563,734220564,734220565,734220566,734220567,734220568,734220569,734220570,734220571,734220572,734220573,pull_request
734208787,b67ac4434b5cd066df04cd19f398cbab0381ff0c,853,master,failed,4793,2020-10-09 07:27:52 UTC,734208788,734208789,734208790,734208791,734208792,734208793,734208794,734208795,734208796,734208797,734208798,734208799,734208800,734208801,734208802,734208803,734208804,734208805,734208806,734208807,734208808,734208809,734208811,734208812,734208814,734208815,734208816,734208817,734208818,734208819,734208820,734208821,734208822,734208823,734208824,734208825,734208826,734208827,734208828,734208829,734208830,pull_request
733992492,5b72734dc71dc27a71c60d881456f3df8fce40d4,853,master,failed,4776,2020-10-08 14:31:12 UTC,733992493,733992494,733992495,733992496,733992497,733992498,733992499,733992500,733992501,733992502,733992503,733992504,733992505,733992506,733992507,733992508,733992509,733992510,733992511,733992512,733992513,733992514,733992515,733992516,733992517,733992518,733992519,733992520,733992521,733992522,733992523,733992524,733992525,733992526,733992527,733992528,733992529,733992530,733992531,733992532,733992533,pull_request
733955043,c49c79adfd8700982d48c01c81e6e2dea539825d,,master,passed,4749,2020-10-08 12:08:23 UTC,733955044,733955045,733955046,733955047,733955048,733955049,733955050,733955051,733955052,733955053,733955054,733955055,733955056,733955057,733955058,733955059,733955060,733955061,733955062,733955063,733955064,733955065,733955066,733955067,733955068,733955069,733955070,733955071,733955072,733955073,733955074,733955075,733955076,733955077,733955078,733955079,733955080,733955081,733955082,733955083,733955084,push
733122134,fc0235e2c07abf09eff4de7f6396a17aca1080f1,,master,failed,4774,2020-10-05 21:58:23 UTC,733122136,733122138,733122140,733122142,733122144,733122145,733122146,733122147,733122148,733122149,733122150,733122151,733122152,733122155,733122156,733122157,733122158,733122159,733122160,733122161,733122162,733122163,733122164,733122165,733122166,733122167,733122168,733122169,733122170,733122171,733122172,733122173,733122174,733122175,733122176,733122177,733122178,733122179,733122180,733122181,733122182,cron
732913341,882b8761700dc1c751c212f3b45127d2efa825fc,851,master,passed,4728,2020-10-05 10:00:59 UTC,732913342,732913343,732913344,732913345,732913346,732913347,732913348,732913349,732913350,732913351,732913352,732913353,732913354,732913355,732913356,732913357,732913358,732913359,732913360,732913361,732913362,732913363,732913364,732913365,732913366,732913367,732913368,732913369,732913370,732913371,732913372,732913373,732913374,732913375,732913376,732913377,732913378,732913379,732913380,732913381,732913382,pull_request
732894415,8643b592ebe54ae1b8889142615dcabb281e8660,,feat/use-token-to-auth,passed,4704,2020-10-05 08:39:08 UTC,732894416,732894417,732894418,732894419,732894420,732894421,732894422,732894423,732894424,732894425,732894426,732894427,732894428,732894429,732894430,732894431,732894432,732894433,732894434,732894435,732894436,732894437,732894438,732894439,732894440,732894441,732894442,732894443,732894444,732894445,732894446,732894447,732894448,732894449,732894450,732894451,732894452,732894453,732894454,732894455,732894456,push
732888902,b42fa14bc8e84132bddc80a740945f6d1cedbafd,,feat/use-token-to-auth,failed,4718,2020-10-05 08:13:42 UTC,732888903,732888904,732888905,732888906,732888907,732888908,732888909,732888910,732888911,732888912,732888913,732888914,732888915,732888916,732888917,732888918,732888919,732888920,732888921,732888922,732888923,732888924,732888925,732888926,732888927,732888928,732888929,732888930,732888931,732888932,732888933,732888934,732888935,732888936,732888937,732888938,732888939,732888940,732888941,732888942,732888943,push
732883410,99c92f2406adfaf52ef3046a722363144ce66521,,feat/use-token-to-auth,failed,4708,2020-10-05 07:46:47 UTC,732883411,732883412,732883413,732883414,732883415,732883416,732883417,732883418,732883419,732883420,732883421,732883422,732883423,732883424,732883425,732883426,732883427,732883428,732883429,732883430,732883431,732883432,732883433,732883434,732883435,732883436,732883437,732883438,732883439,732883440,732883441,732883442,732883443,732883444,732883445,732883446,732883447,732883448,732883449,732883450,732883451,push
731409861,33b67d7e2c83fddc0075d1b55c2809b8a46f3413,850,master,failed,4960,2020-09-29 21:01:02 UTC,731409862,731409863,731409864,731409865,731409866,731409867,731409868,731409869,731409870,731409871,731409872,731409873,731409874,731409875,731409876,731409877,731409878,731409879,731409880,731409881,731409882,731409883,731409884,731409885,731409886,731409887,731409888,731409889,731409890,731409891,731409892,731409893,731409894,731409895,731409896,731409897,731409898,731409899,731409900,731409901,731409902,pull_request
731376919,ed4bb8b0eaf4fba14373fcb6ea9183848e5928c4,850,master,failed,5053,2020-09-29 18:57:36 UTC,731376922,731376925,731376926,731376928,731376929,731376930,731376931,731376932,731376933,731376934,731376935,731376936,731376937,731376938,731376939,731376940,731376941,731376942,731376943,731376944,731376945,731376946,731376947,731376948,731376949,731376950,731376951,731376952,731376953,731376954,731376955,731376956,731376957,731376958,731376959,731376960,731376961,731376962,731376963,731376964,731376965,pull_request
731366296,c23260273198e16d24b04f7224c5a7adfc15dbcd,850,master,failed,2441,2020-09-29 18:14:43 UTC,731366298,731366300,731366301,731366302,731366303,731366304,731366305,731366306,731366307,731366308,731366309,731366310,731366311,731366312,731366313,731366314,731366315,731366316,731366317,731366318,731366319,731366320,731366321,731366322,731366323,731366324,731366325,731366326,731366327,731366328,731366329,731366330,731366331,731366332,731366333,731366334,731366335,731366336,731366337,731366338,731366339,pull_request
731106518,fc0235e2c07abf09eff4de7f6396a17aca1080f1,,master,failed,4965,2020-09-28 21:57:34 UTC,731106519,731106521,731106522,731106524,731106525,731106531,731106532,731106533,731106539,731106542,731106543,731106553,731106555,731106556,731106558,731106560,731106561,731106562,731106564,731106566,731106568,731106569,731106570,731106571,731106572,731106573,731106574,731106575,731106576,731106577,731106578,731106579,731106580,731106581,731106582,731106585,731106586,731106587,731106588,731106589,731106590,cron
731097615,1242e000e1ff2235a0e397778873961c47d5ab5f,850,master,failed,4921,2020-09-28 21:20:43 UTC,731097616,731097617,731097618,731097619,731097620,731097621,731097622,731097623,731097624,731097625,731097626,731097627,731097628,731097629,731097630,731097631,731097632,731097633,731097634,731097635,731097636,731097637,731097638,731097639,731097640,731097641,731097642,731097643,731097644,731097645,731097646,731097647,731097648,731097649,731097650,731097651,731097653,731097654,731097655,731097656,731097657,pull_request
