build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
754956211,a8501f775dfa6e2c203ef9cd170f74821c727aa8,,master,passed,199,2021-01-18 04:08:56 UTC,754956212,754956213,push
754956200,250737a3cf03a7438b1969684dbb39d278e8dc20,,master,passed,214,2021-01-18 04:08:31 UTC,754956201,754956202,push
735289587,7301a94ea03176d9fb8de1bf82e26203c36beeaa,104,master,passed,206,2020-10-13 07:16:13 UTC,735289588,735289589,pull_request
735289534,e7685238a8a505ab60a7c9bdcfacb85969a2f0ca,,dependabot/maven/junit-junit-4.13.1,passed,211,2020-10-13 07:16:15 UTC,735289536,735289538,push
698672049,2fdd757974beee420d2767daf8c6ff522565db97,102,master,passed,220,2020-06-15 19:42:27 UTC,698672050,698672051,pull_request
698672044,aeea2669a23368f24f2639abd5716c64d9af035b,,dependabot/maven/netty.version-4.1.50.Final,passed,212,2020-06-15 19:42:26 UTC,698672045,698672046,push
659526453,b54af8c65f5b43c829ba10a6dbe0f683caeebd85,,master,passed,214,2020-03-07 13:17:09 UTC,659526454,659526455,push
653587974,ecb5f55dba48cc15fde39f55307012770cad7ee0,99,master,passed,227,2020-02-21 18:59:22 UTC,653587975,653587976,pull_request
653587962,81aaf38debc012cd82ef02c6472e5e91734286b6,,dependabot/maven/netty.version-4.1.45.Final,passed,215,2020-02-21 18:59:20 UTC,653587963,653587964,push
555203291,33ae75e46d81c5edcb0921352adee1151c903507,,1.3.1,passed,185,2019-07-07 07:15:32 UTC,555203292,555203293,push
550080932,33ae75e46d81c5edcb0921352adee1151c903507,,master,passed,187,2019-06-25 04:19:54 UTC,550080933,550080934,push
550079761,d3134abca38b28bfca58d865ff83d5191a83315a,,master,passed,186,2019-06-25 04:14:49 UTC,550079762,550079763,push
550062145,507a76b8a9eaa65d0fbd3023f30db76d59eeb4b2,,master,passed,178,2019-06-25 03:07:49 UTC,550062146,550062147,push
549671702,0b25984d766f90b346beb5c7ef6236ad36b1e0dc,,master,passed,177,2019-06-24 10:35:37 UTC,549671703,549671704,push
