build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761274702,83b14ed4bf714cf1464e23da34ac426474993c6b,,v0.30.2,passed,4448,2021-03-03 12:10:24 UTC,761274703,761274704,761274705,761274706,761274707,761274708,761274709,761274710,761274711,761274712,761274713,761274714,761274715,761274716,761274717,761274718,761274719,761274720,761274721,761274722,761274723,push
761274676,83b14ed4bf714cf1464e23da34ac426474993c6b,,master,passed,4427,2021-03-03 11:50:19 UTC,761274677,761274678,761274679,761274680,761274681,761274682,761274683,761274684,761274685,761274686,761274687,761274688,761274689,761274690,761274691,761274692,761274693,761274694,761274695,761274696,761274697,push
761274288,79cf4ea6397db962e6f2b841f69c2d7e3b437d0f,,master,passed,4495,2021-03-03 11:37:52 UTC,761274289,761274290,761274291,761274292,761274293,761274294,761274295,761274296,761274297,761274298,761274299,761274300,761274301,761274302,761274303,761274304,761274305,761274306,761274307,761274308,761274309,push
757589132,0650c8a78573983128afa711f01843127aa3b30d,684,master,passed,4489,2021-02-04 19:08:47 UTC,757589133,757589134,757589135,757589136,757589137,757589138,757589139,757589140,757589141,757589142,757589143,757589144,757589145,757589146,757589147,757589148,757589149,757589150,757589151,757589152,757589153,pull_request
757209688,a21539dfa2ad9606d4a20235e79ed6ea74e2676c,,v0.30.1,passed,4453,2021-02-02 11:31:50 UTC,757209689,757209690,757209691,757209692,757209693,757209694,757209695,757209696,757209697,757209698,757209699,757209700,757209701,757209702,757209703,757209704,757209705,757209706,757209707,757209708,757209709,push
757209633,a21539dfa2ad9606d4a20235e79ed6ea74e2676c,,master,passed,4376,2021-02-02 09:28:11 UTC,757209634,757209635,757209636,757209637,757209638,757209639,757209640,757209641,757209642,757209643,757209644,757209645,757209646,757209647,757209648,757209649,757209650,757209651,757209652,757209653,757209654,push
756772296,44979522af5fb9dfa64afd0310c4eb6b62ae477f,,master,passed,4325,2021-01-29 23:57:29 UTC,756772297,756772298,756772299,756772300,756772301,756772302,756772303,756772304,756772305,756772306,756772307,756772308,756772309,756772310,756772311,756772312,756772313,756772314,756772315,756772316,756772317,push
756700758,44979522af5fb9dfa64afd0310c4eb6b62ae477f,,683-open-kwargs,passed,2970,2021-01-29 12:21:21 UTC,756700759,756700760,756700762,756700763,756700764,756700765,756700767,756700769,756700771,756700773,756700774,756700775,756700776,756700777,756700778,756700779,756700780,756700781,756700782,756700783,756700784,push
755552320,82cf22e186320f97a1aa8cfcd34e9fede8d75397,682,master,passed,4423,2021-01-21 17:10:31 UTC,755552321,755552322,755552323,755552324,755552325,755552326,755552327,755552328,755552329,755552330,755552331,755552332,755552333,755552334,755552335,755552336,755552337,755552338,755552339,755552340,755552341,pull_request
755245704,3ab7641ab01148fcd5d7424c557eeb4ca3bd923e,682,master,failed,4404,2021-01-19 21:26:06 UTC,755245705,755245706,755245707,755245708,755245709,755245710,755245711,755245712,755245713,755245714,755245715,755245716,755245717,755245718,755245719,755245720,755245721,755245722,755245723,755245724,755245725,pull_request
751337469,440710be0a1d0e9b5b296b8bb9ce0da5cab920c2,680,master,failed,4363,2020-12-24 12:12:50 UTC,751337470,751337471,751337472,751337473,751337474,751337475,751337476,751337477,751337478,751337479,751337480,751337481,751337482,751337483,751337484,751337485,751337486,751337487,751337488,751337489,751337490,pull_request
751335869,0a5f49411e6591787ce9c8c52be4ccc9a384007a,680,master,failed,4403,2020-12-24 11:53:32 UTC,751335870,751335871,751335872,751335873,751335874,751335875,751335876,751335877,751335878,751335879,751335880,751335881,751335882,751335883,751335884,751335885,751335886,751335887,751335888,751335889,751335890,pull_request
751335434,98c323de1992b636dc97a7807c844367de0f3318,680,master,passed,4372,2020-12-24 11:41:29 UTC,751335435,751335436,751335437,751335438,751335439,751335440,751335441,751335442,751335443,751335444,751335445,751335446,751335447,751335448,751335449,751335450,751335451,751335452,751335453,751335454,751335455,pull_request
750915547,4705f07c516e02a3c73095db74a6331ee6639119,,master,passed,4535,2020-12-21 21:37:52 UTC,750915548,750915549,750915550,750915551,750915552,750915553,750915554,750915555,750915556,750915557,750915558,750915559,750915560,750915561,750915562,750915563,750915564,750915565,750915566,750915567,750915568,push
750681674,01fcf724dd1e22c30fac652b8e2b4d13b6e025f9,679,master,passed,4362,2020-12-20 15:09:29 UTC,750681675,750681676,750681677,750681678,750681679,750681680,750681681,750681682,750681683,750681684,750681685,750681686,750681687,750681688,750681689,750681690,750681691,750681692,750681693,750681694,750681695,pull_request
749453585,e68ea2062291e4a8eca513c0c4d063e7ada03625,,v0.30.0,passed,4363,2020-12-13 18:35:02 UTC,749453586,749453587,749453588,749453589,749453590,749453591,749453592,749453593,749453594,749453595,749453596,749453597,749453598,749453599,749453600,749453601,749453602,749453603,749453604,749453605,749453606,push
749453561,e68ea2062291e4a8eca513c0c4d063e7ada03625,,master,failed,4305,2020-12-13 17:51:34 UTC,749453562,749453563,749453564,749453565,749453566,749453567,749453568,749453569,749453570,749453571,749453572,749453573,749453574,749453575,749453576,749453577,749453578,749453579,749453580,749453581,749453582,push
749453055,ab289b67829ba201cce38bab31aeaf5b074f909b,,master,canceled,0,,749453056,749453057,749453058,749453059,749453060,749453061,749453062,749453063,749453064,749453065,749453066,749453067,749453068,749453069,749453070,749453071,749453072,749453073,749453074,749453075,749453076,push
749437013,9b500a694a89ec0fff111e308f2fd8d396665603,,master,passed,4392,2020-12-13 16:06:08 UTC,749437014,749437015,749437016,749437017,749437018,749437019,749437020,749437021,749437022,749437023,749437024,749437025,749437026,749437027,749437028,749437029,749437030,749437031,749437032,749437033,749437034,push
748888191,b744ac13067e1af1b359f58bc2ca04b5ab3700d4,,master,passed,4218,2020-12-11 00:40:55 UTC,748888192,748888193,748888194,748888195,748888196,748888197,748888198,748888199,748888200,748888201,748888202,748888203,748888204,748888205,748888206,748888207,748888208,748888209,748888210,748888211,push
748597997,77bc32d386b6d4d6c392d192ef4bfa46937052bb,,github-ci,errored,912,2020-12-10 05:03:37 UTC,748597998,748597999,748598000,748598001,748598002,748598003,748598004,748598005,748598006,748598007,748598008,748598009,748598010,748598011,748598012,748598013,748598014,748598015,748598016,748598017,push
748588198,720788450cb3d583fd2c28254c076bcc50b08246,,github-ci,canceled,0,,748588199,748588200,748588201,748588202,748588203,748588204,748588205,748588206,748588207,748588208,748588209,748588210,748588211,748588212,748588213,748588214,748588215,748588216,748588217,748588218,push
748586894,720788450cb3d583fd2c28254c076bcc50b08246,,master,failed,4016,2020-12-09 17:43:56 UTC,748586895,748586896,748586897,748586898,748586899,748586900,748586901,748586902,748586903,748586904,748586905,748586906,748586907,748586908,748586909,748586910,748586911,748586912,748586913,748586914,push
748411099,1341f006cf2f8c3b989c5e6bf659a1241a31e74f,,master,failed,4093,2020-12-09 05:27:45 UTC,748411100,748411101,748411102,748411103,748411104,748411105,748411106,748411107,748411108,748411109,748411110,748411111,748411112,748411113,748411114,748411115,748411116,748411117,748411118,748411119,push
748407750,3d5893f5e28927f0935e0b7d7aea1904f739cf90,675,master,errored,943,2020-12-09 02:14:10 UTC,748407751,748407752,748407753,748407754,748407755,748407756,748407757,748407758,748407759,748407760,748407761,748407762,748407763,748407764,748407765,748407766,748407767,748407768,748407769,748407770,pull_request
748407729,4adb64a38637a286d42af76817b1d54fef20870e,,flair-pypi,passed,4251,2020-12-08 20:52:00 UTC,748407730,748407731,748407732,748407733,748407734,748407735,748407736,748407737,748407738,748407739,748407740,748407741,748407742,748407743,748407744,748407745,748407746,748407747,748407748,748407749,push
748407358,763a642c4f7058ec99b206e0f6bc47cd713245e2,675,master,canceled,0,,748407359,748407360,748407361,748407362,748407363,748407364,748407365,748407366,748407367,748407368,748407369,748407370,748407371,748407372,748407373,748407374,748407375,748407376,748407377,748407378,pull_request
748407302,2dc003de6eb746e1c6afd69fb4458b25c9960f42,,flair-pypi,canceled,0,,748407303,748407304,748407305,748407306,748407307,748407308,748407309,748407310,748407311,748407312,748407313,748407314,748407315,748407316,748407317,748407318,748407319,748407320,748407321,748407322,push
747184943,0440e96c0df1cef0b525f6ec564fbc30c4f0b567,672,master,passed,5038,2020-12-02 13:11:05 UTC,747184944,747184945,747184946,747184947,747184948,747184949,747184950,747184951,747184952,747184953,747184954,747184955,747184956,747184957,747184958,747184959,747184960,747184961,747184962,747184963,747184964,pull_request
747081901,be0d520c9bc9e3b3959f84d80c65e418e6081887,,671-openssl-tsafe,passed,4473,2020-12-01 23:55:38 UTC,747081902,747081903,747081904,747081905,747081906,747081907,747081908,747081909,747081910,747081911,747081912,747081913,747081914,747081915,747081916,747081917,747081918,747081919,747081920,747081921,747081922,push
747081388,3053eb5f0e2a44f88397e702fbba1912757a2f0a,,671-openssl-tsafe,canceled,0,,747081389,747081390,747081391,747081392,747081393,747081394,747081395,747081396,747081397,747081398,747081399,747081400,747081401,747081402,747081403,747081404,747081405,747081406,747081407,747081408,push
743433475,f6770dcdb709fdacae6a5d9dd832b2b66e506762,,backdoor-multiline,failed,4362,2020-11-13 17:58:32 UTC,743433476,743433477,743433478,743433479,743433480,743433481,743433482,743433483,743433484,743433485,743433486,743433487,743433488,743433489,743433490,743433491,743433492,743433493,743433494,743433495,push
743392436,21c6ebd8fa877662153699d4e7568ca10789f71e,669,master,passed,4323,2020-11-13 14:30:05 UTC,743392437,743392438,743392439,743392440,743392441,743392442,743392443,743392444,743392445,743392446,743392447,743392448,743392449,743392450,743392451,743392452,743392453,743392454,743392455,743392456,pull_request
743392236,272ebc0682f8985644e80ff1d66531ac7f09c3c3,,doc-urllib-py3,passed,4327,2020-11-13 12:35:04 UTC,743392237,743392238,743392239,743392240,743392241,743392242,743392243,743392244,743392245,743392246,743392247,743392248,743392249,743392250,743392251,743392252,743392253,743392254,743392255,743392256,push
741467489,a745d62a932d7776fb9431a6fa74171c41d23450,,master,passed,4280,2020-11-05 03:30:23 UTC,741467490,741467491,741467492,741467493,741467494,741467495,741467496,741467497,741467498,741467499,741467500,741467501,741467502,741467503,741467504,741467505,741467506,741467507,741467508,741467509,push
741466578,a4f5ee37b893060ae309d21f83c301f650500274,666,master,passed,6752,2020-11-05 01:13:06 UTC,741466579,741466580,741466581,741466582,741466583,741466584,741466585,741466586,741466587,741466588,741466589,741466590,741466591,741466592,741466593,741466594,741466595,741466596,741466597,741466598,741466599,741466600,741466601,741466602,741466603,741466604,pull_request
741466547,bf1fdc9e319ee45023d0d67374cb3a9eaf2a51cd,,test-with-more-pythons,failed,6515,2020-12-09 18:59:47 UTC,741466548,741466549,741466550,741466551,741466552,741466553,741466554,741466555,741466556,741466557,741466558,741466559,741466560,741466561,741466562,741466563,741466564,741466565,741466566,741466567,741466568,741466569,741466570,741466571,741466572,741466573,push
741351014,b8fad278f88c219b738b066759b42d956b5f29fa,666,master,failed,6718,2020-11-04 15:28:21 UTC,741351015,741351016,741351017,741351018,741351019,741351020,741351021,741351022,741351023,741351024,741351025,741351026,741351027,741351028,741351029,741351030,741351031,741351032,741351033,741351034,741351035,741351036,741351037,741351038,741351039,741351040,pull_request
