636211718,cdfd05aa04c7233e3411fd336ff85aa832fb0c9e,160,master,failed,279,2020-01-13 06:45:35 UTC,636211719,636211720,636211721,636211722,636211723,636211724,636211725,pull_request
636208382,c0814239c27d6472b4eb9ac5bbf291f17b4468f4,160,master,passed,304,2020-01-13 06:33:33 UTC,636208383,636208384,636208385,636208386,636208387,636208388,636208389,pull_request
636208205,a110b78523806a039aa288e52ce48b2408911c8e,160,master,passed,309,2020-01-13 06:32:29 UTC,636208206,636208207,636208208,636208209,636208210,636208211,636208212,pull_request
636198931,9d0951f4fb24b7817210072cc41beeecc33066be,159,master,passed,320,2020-01-13 06:03:21 UTC,636198932,636198933,636198934,636198935,636198936,636198937,636198938,pull_request
636198839,919b2e8924c4954a87153fd93d7996222a70b88f,,mattn-patch-1,passed,289,2020-01-13 06:02:24 UTC,636198840,636198841,636198842,636198843,636198844,636198845,636198846,push
636195317,0ff165140b8b254c3de99fa133e2cd13a41a911a,,master,passed,293,2020-01-13 05:48:13 UTC,636195318,636195321,636195324,636195327,636195328,636195329,636195330,push
636194524,05319710e44ebe7195cd8999799461c8120fed27,158,master,passed,299,2020-01-13 05:45:13 UTC,636194525,636194526,636194527,636194528,636194529,636194530,636194531,pull_request
636194516,e70072e16a54ab96029ca3a3de41694bb8b5c223,,renovate/golang.org-x-tools-digest,passed,298,2020-01-13 05:44:11 UTC,636194517,636194518,636194519,636194520,636194521,636194522,636194523,push
636194162,d7120ea9b6bb5698a6c934c0208f286002e8f32a,,master,passed,292,2020-01-13 05:42:52 UTC,636194163,636194164,636194165,636194166,636194167,636194168,636194169,push
636193312,6e2bea7bdabd6eaed60c2c6e4c9afa5bf31e0aa4,157,master,passed,305,2020-01-13 05:39:17 UTC,636193313,636193314,636193315,636193316,636193317,636193318,636193319,pull_request
636191682,121b1d091abe7bafd96b991ec318df0f8e9388e5,157,master,passed,327,2020-01-13 05:33:34 UTC,636191683,636191684,636191685,636191686,636191687,636191688,636191689,pull_request
636181165,fed778c46f0472d24e66e09d3696ac52143d8434,158,master,passed,323,2020-01-13 04:54:50 UTC,636181166,636181167,636181168,636181169,636181170,636181171,636181172,pull_request
636181146,ab9f69992beb1d5949009d9bab3b729363fa71b3,,renovate/golang.org-x-tools-digest,passed,293,2020-01-13 04:53:48 UTC,636181147,636181148,636181149,636181150,636181151,636181152,636181153,push
636175138,9bf5b4d96bcf858adf28fd348c287ae49649dd0a,157,master,passed,294,2020-01-13 04:27:35 UTC,636175139,636175140,636175141,636175142,636175143,636175144,636175145,pull_request
636173200,e3d78af2505c3ac2766a2f7eb7ec6930a7e1a720,157,master,passed,298,2020-01-13 04:21:11 UTC,636173201,636173202,636173203,636173204,636173205,636173206,636173207,pull_request
636171298,0cb4e9c229485712a0b22a83e40294d1bd1d9780,157,master,passed,298,2020-01-13 04:15:03 UTC,636171299,636171300,636171301,636171302,636171303,636171304,636171305,pull_request
636168546,7c4ebc1833271b321a5d5d9a5f27cd2b9746c8e9,157,master,passed,333,2020-01-13 04:06:52 UTC,636168547,636168548,636168549,636168550,636168551,636168552,636168553,pull_request
636167820,f4ebd29b3dd27a754f3c76add06f56f16291276b,157,master,passed,294,2020-01-13 04:02:56 UTC,636167821,636167822,636167823,636167824,636167825,636167826,636167827,pull_request
636162434,9400199782b2109dcd5809fc7b7561ab9a1c9b45,157,master,passed,303,2020-01-13 03:37:02 UTC,636162435,636162436,636162437,636162438,636162439,636162440,636162441,pull_request
635976870,e25bb9db485be5bbdebab16e0c6949448dc148ba,157,master,passed,292,2020-01-12 14:39:35 UTC,635976871,635976872,635976873,635976874,635976875,635976880,635976881,pull_request
635974281,457a30e76d79727efeebfd880a269f8cf3540569,157,master,passed,295,2020-01-12 14:29:59 UTC,635974282,635974283,635974284,635974285,635974286,635974287,635974288,pull_request
635938554,64a96c5b3baa19e8417ce4b2313a445334374d42,157,master,passed,320,2020-01-12 11:37:27 UTC,635938555,635938556,635938557,635938558,635938560,635938561,635938562,pull_request
635930890,1ea07735a8741e4584cd00f1bc671e8bd3504cae,,master,passed,292,2020-01-12 10:58:10 UTC,635930891,635930892,635930893,635930895,635930897,635930898,635930900,push
635929940,5762697734d8377c02433844bb1055b011f1feee,156,master,passed,322,2020-01-12 10:53:38 UTC,635929941,635929942,635929943,635929944,635929945,635929946,635929947,pull_request
635929567,728e234b9030757a8f082e880ad24d9eb21ab372,156,master,errored,199,2020-01-12 10:52:00 UTC,635929568,635929569,635929570,635929571,635929572,635929573,635929574,pull_request
635928378,f2cfb7888a23d98592e3c4030a1ea434687ef194,,master,failed,214,2020-01-12 10:44:23 UTC,635928379,push
635903719,1f5890ccb6b5df9b3e90dc2b275b2f64b07f6a10,151,master,failed,217,2020-01-12 08:14:21 UTC,635903720,pull_request
635879599,ac18337d0125c6ed12016e6d4fb340a92a118a24,,master,failed,220,2020-01-12 05:34:59 UTC,635879600,push
635879561,2bd3756c0449c0d4a38005a47348ed8a46a48483,,master,failed,213,2020-01-12 05:34:40 UTC,635879562,push
635878963,c754ec1b2021eca3cf6a8aa3864cdad286dc3236,155,master,failed,211,2020-01-12 05:30:06 UTC,635878964,pull_request
635878937,eba7e016e0b98a79c13dfd436802f5bced331a3e,,renovate/golang.org-x-tools-digest,failed,211,2020-01-12 05:30:04 UTC,635878938,push
635878820,2db07c1fbb80d086762561db277baf3b2af5d9dc,,master,failed,219,2020-01-12 05:29:51 UTC,635878823,push
635878608,f78d870ea6ba32987c36be67a851c918838f3e03,119,master,failed,218,2020-01-12 05:28:10 UTC,635878609,pull_request
635877751,39fdbc7907f1c990e4133e1ee7291c123d19821e,154,master,failed,214,2020-01-12 05:23:33 UTC,635877752,pull_request
635877731,b22b556d34e1c88dc25c900dd54dce5c9e8649c2,,renovate/configure,failed,215,2020-01-12 05:23:24 UTC,635877732,push
635877729,958c4a457bed28f2a3338ea7402e7d5d977bfb6d,,master,failed,216,2020-01-12 05:23:24 UTC,635877730,push
635877725,1c58d8fe4cf8bfb5302e178b2492235fa8f263f5,,master,failed,218,2020-01-12 05:23:05 UTC,635877726,push
635875866,efdbc6d8bc79d1eaec9fdba321649a85873ffb0a,152,master,passed,225,2020-01-12 05:10:32 UTC,635875867,pull_request
635875687,2fc83693ffebb3773b40108f06e91b651a560a69,153,master,passed,213,2020-01-12 05:08:36 UTC,635875688,pull_request
635875335,e99ea4db9ec053f8ff327c5e73f8607c7fe1a7d2,152,master,passed,215,2020-01-12 05:05:37 UTC,635875336,pull_request
635873428,b29f4c6a88f96d6d8aa94191454cdae4deb4d5e5,152,master,passed,226,2020-01-12 04:55:20 UTC,635873429,pull_request
635831116,d69a0d9366f31b581dafad28761b177bcb232b53,,pull-151,passed,219,2020-01-12 00:47:15 UTC,635831117,push
635262480,d69a0d9366f31b581dafad28761b177bcb232b53,151,master,passed,215,2020-01-10 13:31:29 UTC,635262481,pull_request
626644308,b2bbf7ba3ef2cff3f574aa2f3133676b1807af3c,,master,passed,237,2019-12-18 11:20:06 UTC,626644309,push
626595312,745141a0e0e0fc8962bfe087cb5dfdf4f41b7e8c,148,master,passed,209,2019-12-18 09:06:06 UTC,626595313,pull_request
621516236,afcb59a54c24d096a12d6ec9c5b248a0209320a0,,master,passed,262,2019-12-06 09:38:33 UTC,621516237,push
621407348,370ff52b441e7366b6beda633a3a1f4f8e83e6c8,147,master,passed,267,2019-12-06 01:54:05 UTC,621407349,pull_request
616688036,0f3d8fe58441def3855d644cc3475644555b854c,,master,passed,244,2019-11-25 14:12:41 UTC,616688037,push
616668862,1fa948856dd6acc99d4c7cb4cfe4526aceba0f2f,146,master,passed,264,2019-11-25 13:06:34 UTC,616668863,pull_request
614816736,56cd417deeab40bc22f75a1e4471b8b8bd39918e,,master,passed,248,2019-11-21 00:43:31 UTC,614816737,push
614816190,756e0ce3732d206c38eb2ef83de5ce70d9a305b8,,master,passed,254,2019-11-21 00:41:24 UTC,614816191,push
614815405,3bf27b413c7081d979c466d171b1b9dccb425a66,,master,passed,273,2019-11-21 00:38:35 UTC,614815406,push
614813686,f4d50e3048a911366cf0a8589e88c3ef72911df4,,master,passed,256,2019-11-21 00:33:43 UTC,614813687,push
613805955,1ebf065cc2107d47b51ace2db70910df24131cb4,,master,passed,255,2019-11-19 02:34:13 UTC,613805956,push
613794473,4d86b74c5c194048d5634de37ec076c64cded89b,145,master,passed,257,2019-11-19 01:44:26 UTC,613794474,pull_request
608586851,d8d16fd0ea3fe4231af79b8c1485f9b9e1682d02,,master,passed,240,2019-11-07 06:30:22 UTC,608586852,push
608106803,6dab72383641fc823646924a444fe0e5bbd36643,144,master,passed,248,2019-11-06 10:03:17 UTC,608106804,pull_request
608106235,87d14e5af87494de7f26359c6bb76ab2f2a3f35b,144,master,passed,257,2019-11-06 10:01:44 UTC,608106236,pull_request
608106089,779835dee25d4905f24738388ff7b48aab0b3447,144,master,passed,253,2019-11-06 10:01:22 UTC,608106090,pull_request
606374986,0afd71d9ec7d4d3c48336f0e9048dfb626f0119e,144,master,passed,262,2019-11-02 09:55:12 UTC,606374987,pull_request
606275410,59534e121a04e409da2c9356fd6501e837d88007,,v0.0.4,passed,251,2019-11-02 01:09:55 UTC,606275411,push
606214128,0d7c88e05dca2a6c9006fc61608366e42802926c,144,master,passed,246,2019-11-01 21:39:46 UTC,606214129,pull_request
604801347,59534e121a04e409da2c9356fd6501e837d88007,,master,passed,247,2019-10-30 05:01:29 UTC,604801348,push
603802422,053639a6d09135b5ec370ae7fdb8cd99b8259c8a,142,master,passed,253,2019-10-28 09:02:28 UTC,603802423,pull_request
598383536,558d48f70b0f47982523b945ebaa287fef95bc20,142,master,passed,257,2019-10-15 22:36:08 UTC,598383537,pull_request
598341794,c91a9410f2fba053963fe5e86663df96d1876dc9,142,master,passed,272,2019-10-15 20:50:29 UTC,598341795,pull_request
589781954,4d9899298d217719a8aea971675da567f0e3f96d,,v0.0.3,passed,252,2019-09-26 05:35:42 UTC,589781955,push
541669678,4d9899298d217719a8aea971675da567f0e3f96d,,master,passed,248,2019-06-05 10:30:56 UTC,541669679,push
541665859,9d97f7cc4808ffe9c66ad2f20f0c73cec0ea0432,135,master,passed,247,2019-06-05 10:20:05 UTC,541665860,pull_request
519082784,076289452e2003e79dbe13d661d5b739dc1985d7,132,master,failed,218,2019-04-12 04:30:53 UTC,519082785,pull_request
511001126,900af2b6e4868d39e83a7d318f381cd48a89fbf9,,master,passed,249,2019-03-25 14:42:01 UTC,511001129,push
508461066,85538f4ce5290a05d81f211f6445cf291e23345c,131,master,passed,246,2019-03-19 15:54:42 UTC,508461067,pull_request
487898956,dc71fe1ae5546d88e1182dd454025f83adba64f5,,master,passed,247,2019-02-02 17:12:05 UTC,487898957,push
482143494,6326f18d51e18b1a32a84e300938e7f6cec769da,128,master,passed,267,2019-01-20 20:39:35 UTC,482143495,pull_request
475184913,6d60b0f2282c37d2fbef157c42a96fa9bb4c12cd,,master,passed,250,2019-01-04 06:56:41 UTC,475184914,push
473746925,6e8670d961bd1072e0455fd8fd4d09e55df7c413,126,master,passed,241,2018-12-31 04:33:37 UTC,473746926,pull_request
436893530,de8c9068de794bf3f87a52c1ab74e5daf19bbb53,123,master,passed,219,2018-10-03 23:20:01 UTC,436893531,pull_request
436775831,a250d3bbb8e429c0811546758323d171a9d13ae1,123,master,passed,201,2018-10-03 18:23:48 UTC,436775832,pull_request
436775036,df6a98495746e83b5f51af5520eea1b6195a186b,123,master,failed,206,2018-10-03 18:21:40 UTC,436775037,pull_request
436773511,e943d8ef597c33c5ecb83a7d63c73f40ed957ab3,123,master,passed,207,2018-10-03 18:18:13 UTC,436773512,pull_request
436501246,e200649ba6895b4f466c297f3c39dbc163deaedd,123,master,passed,200,2018-10-03 07:21:40 UTC,436501247,pull_request
434006315,09de9e3c9dd2e8fe1a0741e2e74366653d158a83,,master,passed,202,2018-09-27 09:51:13 UTC,434006317,push
433981511,aa9d42306fd8670eb4c56fb324202915aece4989,121,master,passed,203,2018-09-27 08:50:43 UTC,433981512,pull_request
419836048,e59049d35fbbba97a756d2aa28b92650242ddb13,119,master,passed,227,2018-08-23 20:32:33 UTC,419836049,pull_request
418506992,88fc0d50edb2e4cf09fe772457b17d6981826cff,,master,passed,225,2018-08-21 02:38:03 UTC,418506993,push
417444320,fe14f53069f85bc9a31616634349c4c1c4a65a40,118,master,passed,231,2018-08-17 21:05:35 UTC,417444321,pull_request
417442149,edb9be32bf9fe911baaa622eb284d0dce5e04598,119,master,passed,219,2018-08-17 21:00:16 UTC,417442150,pull_request
417379577,cdf6e5dd1f847b7182c53f97ded65cd350508339,118,master,passed,207,2018-08-17 18:14:19 UTC,417379578,pull_request
399026565,e68c968003c2db2ad7cdf07b3c012c5ab12248a7,,master,passed,206,2018-07-02 08:13:30 UTC,399026566,push
399025401,bb8d4e9ac8d606d5ffdde01df61e2fd8341870ea,117,master,passed,212,2018-07-02 08:08:07 UTC,399025402,pull_request
394359173,2dd928a4c25873db50a591974841464d04ea325a,,master,passed,209,2018-06-20 00:48:19 UTC,394359174,push
394356222,092b9457d33a0e2a7949318e43be6f54e856be5b,116,master,passed,220,2018-06-20 00:33:24 UTC,394356223,pull_request
385962547,f387bc136f8b84259130eb48e2b9c28e8f7f25b2,,master,passed,269,2018-05-31 00:33:41 UTC,385962548,push
385671400,aafeaa32402761a39e642c3e27642c3b5f4d8ddf,115,master,passed,208,2018-05-30 12:43:26 UTC,385671402,pull_request
355187456,1c14a4061c1cb86f0310cc0d4c0b5bc743879bc5,,master,passed,293,2018-03-19 02:20:11 UTC,355187457,push
355185731,9c0037f9df2bb9db393dd95203c6c884b485405a,113,master,passed,194,2018-03-19 02:09:57 UTC,355185732,pull_request
347791808,a419d25dbaefa70d50cfbf5fbd2fc2f047bf95d2,,master,passed,210,2018-03-01 14:36:51 UTC,347791809,push
347784676,483870dd9bd5a94ab8ebe49af30a859b3f8074d0,111,master,passed,187,2018-03-01 14:20:06 UTC,347784677,pull_request
347025354,9482962accfc4147e0fa3cb7a6ac805238e2f411,,master,passed,221,2018-02-27 22:42:30 UTC,347025355,push
346892770,4a1870848e63c48763cda62b4cee7be42b82353a,110,master,passed,196,2018-02-27 17:38:52 UTC,346892771,pull_request
336364640,b71a1e4855f87991aff01c2c833a75a07059c61c,,v0.0.2,passed,218,2018-02-02 00:46:47 UTC,336364642,push
330973242,289b5d7b3c058d32c8849bc39c97b17e4df4d924,110,master,passed,193,2018-01-19 20:18:15 UTC,330973243,pull_request
328985917,62260796dd63c19b9d688928cc59d3adb252df10,108,master,passed,190,2018-01-15 10:17:29 UTC,328985918,pull_request
328981748,c3c6a6d8b79ace6f54c3be0c90c5bcd19bca5c9e,108,master,passed,208,2018-01-15 10:06:22 UTC,328981749,pull_request
328107437,93601287ee66b855b503dd570a947c3f51607152,108,master,passed,198,2018-01-12 13:08:04 UTC,328107438,pull_request
301771130,b71a1e4855f87991aff01c2c833a75a07059c61c,,master,passed,186,2017-11-14 04:30:55 UTC,301771132,push
301756077,f229f79f0bafb120ced1007159326fcbd3a38c41,,master,failed,192,2017-11-14 03:27:49 UTC,301756078,push
283134094,a32275e3b6ad28e30ae89c71100d1322b29e9db6,,master,passed,132,2017-10-04 10:34:32 UTC,283134095,push
283134032,09d72b9286947a3462125333fcae5180f6d07017,,master,canceled,0,,283134035,push
282238803,3029c0ccc8daee79ecd1565b070d321ad81f9601,101,master,passed,130,2017-10-02 13:05:09 UTC,282238804,pull_request
282032362,c85dccd8090b8557fd9146f6d172d53acbc1fde2,99,master,passed,146,2017-10-01 21:55:56 UTC,282032363,pull_request
274113566,d0237d55fa79f7b46ebbf3a2089b953b1ad14efd,98,master,passed,145,2017-09-11 10:04:08 UTC,274113567,pull_request
264058352,0ddc65b7624a5c15f551cb79d31e7b13d7e7b1bb,,master,passed,158,2017-08-13 12:51:02 UTC,264058353,push
263000435,8a3c128ec0f2b8b3460aa9214ea9c8f9eb1bda61,96,master,passed,153,2017-08-10 08:59:31 UTC,263000436,pull_request
262999911,8a3c128ec0f2b8b3460aa9214ea9c8f9eb1bda61,96,master,failed,147,2017-08-10 08:57:52 UTC,262999912,pull_request
254935070,6efce81852ad1b7567c17ad71b03aeccc9dd9ae0,,master,passed,144,2017-07-18 16:44:20 UTC,254935071,push
254915111,224e3dea84544d243163c945f91199585ae70938,94,master,passed,147,2017-07-18 15:50:18 UTC,254915115,pull_request
231898132,a2cbbd7cdce4f5e051016fedf639c64bb05ef031,,master,passed,173,2017-05-13 16:03:36 UTC,231898133,push
231893829,6b03d961a8a6fafbd01e983a006f8d57d47ea6ed,92,master,passed,163,2017-05-13 15:41:19 UTC,231893830,pull_request
231891301,ea3a3d2edf87f60cf7c5604ae1aabf91df531b48,92,master,passed,157,2017-05-13 15:29:28 UTC,231891302,pull_request
227876655,2d27671f949d5ed91258f08e21b7d54524d149c6,,master,passed,157,2017-05-02 09:04:17 UTC,227876656,push
227863351,01d45a34bf2dcf1f2106383fec6c45cbc1d18f47,91,master,passed,157,2017-05-02 08:20:32 UTC,227863352,pull_request
222734984,42c8a693f7f0977d9e17901324a9dd149a0f71f6,,master,passed,162,2017-04-17 08:55:32 UTC,222734985,push
210050510,a99c5ee06aeeca2a2befc7e90b99061b1180850c,,master,passed,154,2017-03-11 13:41:50 UTC,210050511,push
210050372,54a0d5818c846d629dfcb03ad78d433ccc9780bd,,master,failed,145,2017-03-11 13:41:07 UTC,210050373,push
209597692,0d3b0351434f107df329fffd1d6f308d90639733,,master,passed,157,2017-03-10 02:34:08 UTC,209597693,push
209586541,223894e9042897c6974b2d4e964849619c70b88e,,branches,passed,158,2017-03-10 01:47:40 UTC,209586543,push
209586306,62b2f350eb0a584fab8b7d7e6927770c4a45d60d,88,master,passed,159,2017-03-10 01:39:52 UTC,209586307,pull_request
209579420,9bb923490abec8181ff679c4b50cb74c21b7ccd7,88,master,failed,166,2017-03-10 01:05:50 UTC,209579421,pull_request
209579412,201b979efb8e3597484fae3bda9640abff0bea6e,,branches,failed,155,2017-03-10 01:05:49 UTC,209579413,push
