build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
745611711,9df3bd17fa724e6a1159218b3a76f07f667ebd27,,master,passed,623,2020-11-24 11:12:42 UTC,745611712,745611713,745611714,745611715,745611716,745611717,745611718,745611719,745611720,745611721,745611722,745611723,745611724,745611725,push
745403040,9670f863ab918727f3e496a6feb98368617aa090,602,master,passed,633,2020-11-23 13:17:13 UTC,745403041,745403042,745403043,745403044,745403045,745403046,745403047,745403048,745403049,745403050,745403051,745403052,745403053,745403054,pull_request
745403021,ee3ca4831e2d4251c30bb7d2b03c9fdffb7d5b5c,,coverage,passed,619,2020-11-23 13:17:14 UTC,745403022,745403023,745403024,745403025,745403026,745403027,745403028,745403029,745403030,745403031,745403032,745403033,745403034,745403035,push
744935514,d0500e52d4482001b2e6276da29127d2466766df,602,master,passed,659,2020-11-20 19:02:11 UTC,744935515,744935516,744935517,744935518,744935519,744935520,744935521,744935522,744935523,744935524,744935525,744935526,744935527,744935528,pull_request
744935094,9b3afdb58d59e4112088be520cd4ce31f2c96fe8,,coverage,passed,647,2020-11-20 19:00:57 UTC,744935095,744935096,744935097,744935098,744935099,744935100,744935101,744935102,744935103,744935104,744935105,744935106,744935107,744935108,push
744628255,bae17eba4b368a41c4fc579d0613a25f27817e12,,master,passed,621,2020-11-19 11:15:58 UTC,744628256,744628257,744628259,744628260,744628262,744628264,744628265,744628267,744628268,744628269,744628270,744628271,744628272,744628273,push
744522167,e8204cc0791e5d9a35779ba456beff34cc949299,529,master,passed,641,2020-11-18 22:26:00 UTC,744522168,744522169,744522170,744522171,744522172,744522173,744522174,744522175,744522176,744522177,744522178,744522179,744522180,744522181,pull_request
744522012,90e7567968bf0958751c772e647e1d6835c5847a,529,master,canceled,0,,744522013,744522014,744522015,744522016,744522017,744522018,744522019,744522020,744522021,744522022,744522023,744522024,744522025,744522026,pull_request
743942243,d47385bc1a2f40c991cbaba98722c6c82ff89edd,,v0.9.0,passed,639,2020-11-16 13:51:50 UTC,743942244,743942245,743942246,743942247,743942248,743942249,743942250,743942251,743942252,743942253,743942254,743942255,743942256,743942257,push
743942133,d47385bc1a2f40c991cbaba98722c6c82ff89edd,,master,passed,630,2020-11-16 13:51:15 UTC,743942134,743942135,743942136,743942137,743942138,743942139,743942140,743942141,743942142,743942143,743942144,743942145,743942146,743942147,push
743913204,72d0f1066cdcf8ddf58db6bfbe3849ae79ee2a04,,master,passed,622,2020-11-16 10:53:47 UTC,743913205,743913206,743913207,743913208,743913209,743913210,743913211,743913212,743913213,743913214,743913215,743913216,743913217,743913218,push
743881546,7adb0c627a95a895c422211127f781219953473c,600,master,passed,627,2020-11-16 07:22:04 UTC,743881547,743881548,743881549,743881550,743881551,743881552,743881553,743881554,743881555,743881556,743881557,743881558,743881559,743881560,pull_request
743499036,1ef8272ffffcc56e3517591769dc6b3d5e7ba7f1,,master,passed,600,2020-11-13 22:06:12 UTC,743499037,743499038,743499039,743499040,743499041,743499042,743499043,743499044,743499045,743499046,743499047,743499048,743499049,push
743416236,3a6bd3d3307cd7ee52a15314d38976315d91e8d2,577,master,passed,596,2020-11-13 15:02:55 UTC,743416237,743416238,743416239,743416240,743416241,743416242,743416243,743416244,743416245,743416246,743416247,743416248,743416249,pull_request
743416217,d78b12ce61dde69211ace10ad78496cb141d60cf,,name-clash,passed,573,2020-11-13 15:02:55 UTC,743416218,743416219,743416220,743416221,743416222,743416223,743416224,743416225,743416226,743416227,743416228,743416229,743416230,push
741626341,a916f44df236c7c55c9b40a6d05014d98a595cf0,577,master,passed,589,2020-11-05 13:22:07 UTC,741626342,741626343,741626344,741626345,741626346,741626347,741626348,741626349,741626350,741626351,741626352,741626353,741626354,pull_request
741626327,fdf7124cefeb870c7d8e8a537d500a3b7eac707a,,name-clash,passed,572,2020-11-05 13:22:02 UTC,741626328,741626329,741626330,741626331,741626332,741626333,741626334,741626335,741626336,741626337,741626338,741626339,741626340,push
741328388,4423a41bc1bd77f9b8ebf072848add4ecf4cd1be,591,master,errored,41,2020-11-04 07:56:10 UTC,741328389,741328390,741328391,741328392,741328393,741328394,741328395,741328396,741328397,741328398,741328399,741328400,741328401,pull_request
741223245,e4cd030ca076bdbd6276f0c448bd33ae7923ad31,577,master,failed,66,2020-11-03 20:30:36 UTC,741223246,741223247,741223248,741223249,741223250,741223251,741223252,741223253,741223254,741223255,741223256,741223257,741223258,pull_request
741223231,377f826c3faf8cf996be8015b09b23a1d11fb8e8,,name-clash,failed,64,2020-11-03 20:30:27 UTC,741223232,741223233,741223234,741223235,741223236,741223237,741223238,741223239,741223240,741223241,741223242,741223243,741223244,push
741164529,2efa96125f5e92d41bd480c49bb0f04d6a3cce93,591,master,errored,2965,2020-11-03 16:19:59 UTC,741164530,741164531,741164532,741164533,741164534,741164535,741164536,741164537,741164538,741164539,741164540,741164541,741164542,pull_request
737737153,02be07a8c7640bfef49e8112ad23b4ae348fc235,,master,passed,585,2020-10-21 15:03:14 UTC,737737154,737737155,737737159,737737160,737737161,737737162,737737163,737737164,737737165,737737166,737737167,737737168,737737169,push
737735613,19ba16709b8133762dbc20f60ba0331e9e4f2640,589,master,errored,43,2020-10-21 14:55:55 UTC,737735614,737735615,737735616,737735617,737735618,737735619,737735620,737735621,737735622,737735623,737735624,737735625,737735626,pull_request
737735395,3c8f1c2301d52733dfd64238fbc93334cb77c2c0,589,master,canceled,0,,737735396,737735397,737735398,737735399,737735400,737735401,737735402,737735403,737735404,737735405,737735406,737735407,737735408,pull_request
737726882,58d493128edc2d31c2e63fb262bde56cbf9bbae1,589,master,errored,57,2020-10-21 14:33:49 UTC,737726883,737726884,737726885,737726886,737726887,737726888,737726889,737726890,737726891,737726892,737726893,737726894,737726895,pull_request
737726133,654b338bc6b8efe7045bffc2f4bdaa0184b7601b,589,master,canceled,0,,737726134,737726135,737726136,737726137,737726138,737726139,737726140,737726141,737726142,737726143,737726144,737726145,737726146,pull_request
737720671,65573e2573a621a52b96ec81b57676e958fae9b6,589,master,passed,590,2020-10-21 13:47:50 UTC,737720672,737720673,737720674,737720675,737720676,737720677,737720678,737720679,737720680,737720681,737720682,737720683,737720684,pull_request
737719967,36d41036443a030ac4a994ec2f8172d298ca470b,589,master,canceled,-1561,2020-10-21 13:47:49 UTC,737719968,737719969,737719970,737719971,737719972,737719973,737719974,737719975,737719976,737719977,737719978,737719979,737719980,pull_request
737085829,094f18f0965f8a0eed552cebdfa302a1fff56217,,name-clash,passed,544,2020-10-19 14:25:06 UTC,737085830,737085831,737085832,737085833,737085834,737085835,737085836,737085837,737085838,737085839,737085840,push
733040431,3889a5d4d0be8d47160148cec6093c149db0e82d,,master,passed,604,2020-10-05 17:11:34 UTC,733040432,733040433,733040434,733040435,733040436,733040437,733040438,733040439,733040440,733040441,733040442,733040443,733040444,push
733030090,e5f36e1ef3ca8eda4e55b6facfc377d21f86c757,586,master,passed,591,2020-10-05 16:36:45 UTC,733030091,733030092,733030093,733030094,733030095,733030096,733030097,733030098,733030099,733030100,733030101,733030102,733030103,pull_request
732912606,eda064ed3518d14d6fb5595a8807d4c93980cc5d,586,master,failed,65,2020-10-05 09:57:42 UTC,732912607,732912608,732912609,732912610,732912611,732912612,732912613,732912614,732912615,732912616,732912617,732912618,732912619,pull_request
732803046,6aab998486f31bceb28730510c1a93ca34f995bb,586,master,passed,579,2020-10-04 22:22:03 UTC,732803047,732803048,732803049,732803050,732803051,732803052,732803053,732803054,732803055,732803056,732803057,732803058,732803059,pull_request
732802071,59c6a83f811d94ab6ea789e4e833a6040b83c413,586,master,passed,580,2020-10-04 22:13:27 UTC,732802072,732802073,732802074,732802075,732802076,732802077,732802078,732802079,732802080,732802081,732802082,732802083,732802085,pull_request
732797108,0fa58be3ece1ffaec51c64cdc84c4fa68885cbc0,586,master,passed,538,2020-10-04 21:46:26 UTC,732797109,732797110,732797111,732797112,732797113,732797114,732797115,732797116,732797117,732797118,732797119,732797120,pull_request
732796886,57e3e8a4df12a90581b812c75dd70791910a34fe,586,master,passed,532,2020-10-04 21:43:20 UTC,732796887,732796888,732796889,732796890,732796891,732796892,732796893,732796894,732796895,732796896,732796897,732796898,pull_request
732796248,537a199cbbbef87b9708a6e111f0a678ca468bd2,586,master,passed,545,2020-10-04 21:37:11 UTC,732796250,732796251,732796252,732796254,732796256,732796257,732796258,732796259,732796260,732796261,732796262,732796263,pull_request
732792004,79f82016eb25f4e16108b6d952f7839a31f68b9d,586,master,passed,548,2020-10-04 21:05:31 UTC,732792005,732792006,732792007,732792008,732792009,732792010,732792011,732792012,732792013,732792014,732792015,732792016,pull_request
732789806,1b42d69a155cafbdbd43bbb340ee8d92ef500cc2,586,master,passed,553,2020-10-04 20:52:01 UTC,732789807,732789808,732789809,732789810,732789811,732789812,732789813,732789814,732789815,732789816,732789817,732789818,pull_request
732780199,926c568aae1256244154d80e3b551ecbf696b4d4,586,master,failed,35,2020-10-04 19:49:30 UTC,732780200,732780201,732780202,732780203,732780204,732780205,732780206,732780207,732780208,732780209,732780210,732780211,pull_request
732779510,a82dd1a1ee657a5648a76d2d755bd7d4a99d4bff,586,master,failed,32,2020-10-04 19:45:22 UTC,732779511,732779512,732779513,732779514,732779515,732779516,732779517,732779518,732779519,732779520,732779521,732779522,pull_request
732777775,a6bea8cd27a017023a11ba912fdc9e8bcba9483b,586,master,failed,32,2020-10-04 19:37:49 UTC,732777776,732777777,732777778,732777779,732777780,732777781,732777782,732777783,732777784,732777785,732777786,732777787,pull_request
732199854,af6bfd3403f1b65a1eabf07dae469294d40f4ed0,,master,passed,521,2020-10-02 09:29:09 UTC,732199855,732199856,732199857,732199858,732199859,732199860,732199861,732199862,732199863,732199864,732199865,push
732194081,f6f976709725e386f65241ecbe72358b96b7b24e,585,master,passed,526,2020-10-02 08:59:47 UTC,732194082,732194083,732194084,732194085,732194086,732194087,732194088,732194089,732194090,732194091,732194092,pull_request
732191904,a17f4ce0cfd53da4b69c3fb59342b7ea7a5fa8fe,585,master,passed,518,2020-10-02 08:48:30 UTC,732191905,732191906,732191907,732191908,732191909,732191910,732191911,732191912,732191913,732191914,732191915,pull_request
732185014,36b454279386b4a37d0e91e2c8c6d973b75804ca,585,master,passed,527,2020-10-02 08:14:27 UTC,732185015,732185016,732185017,732185018,732185019,732185020,732185021,732185022,732185023,732185024,732185025,pull_request
727362671,f17f134df0eafc9e075dbbc15dd39fa8d764ca1b,577,master,passed,535,2020-09-15 13:20:47 UTC,727362672,727362673,727362674,727362675,727362676,727362677,727362678,727362679,727362680,727362681,727362682,pull_request
727362657,2e26e2f85cc0a2300f910afab4b172e80e50893b,,name-clash,passed,527,2020-09-15 13:18:36 UTC,727362658,727362659,727362660,727362661,727362662,727362663,727362664,727362665,727362666,727362667,727362668,push
727343492,ee9f012da81a7c5a1ea7614c8a2b17f892192ec3,577,master,passed,539,2020-09-15 12:02:47 UTC,727343497,727343498,727343499,727343500,727343501,727343502,727343503,727343504,727343505,727343506,727343508,pull_request
727343473,17fb31cce0aad72174449bf57a572a18f7a46073,,name-clash,passed,518,2020-09-15 12:00:39 UTC,727343474,727343475,727343476,727343477,727343478,727343479,727343480,727343481,727343482,727343483,727343484,push
725936010,d37f93c07227f778be1d90fe5e63e5843a4075fd,577,master,passed,528,2020-09-10 13:59:44 UTC,725936011,725936012,725936013,725936014,725936015,725936016,725936017,725936018,725936019,725936020,725936021,pull_request
725935990,0e72c17b42c75c01832462c59f99dd1cb7b3412a,,name-clash,passed,514,2020-09-10 13:57:32 UTC,725935991,725935992,725935993,725935994,725935995,725935996,725935997,725935998,725935999,725936000,725936001,push
725935906,ceb0b59c488d944cc439e8f4137449b1255c5e35,577,master,canceled,0,,725935907,725935908,725935909,725935910,725935911,725935912,725935913,725935914,725935915,725935916,725935917,pull_request
725934813,5666ae36c9b353c5e821e209261e3cab4b817d07,,name-clash,passed,529,2020-09-10 13:53:01 UTC,725934814,725934815,725934816,725934817,725934818,725934819,725934820,725934821,725934822,725934823,725934824,push
724330401,3627472bd3257c1763f69e55e21612a5c8d6f49a,,master,passed,534,2020-09-04 22:40:36 UTC,724330402,724330403,724330404,724330405,724330406,724330407,724330408,724330409,724330410,724330411,724330412,push
724325779,4bbde20287503357083aeb4a9c2f795812318340,576,master,passed,652,2020-09-04 22:23:33 UTC,724325780,724325781,724325782,724325783,724325784,724325785,724325786,724325787,724325788,724325789,724325790,pull_request
724325482,9c0dd57c8de2bfbd03665d11b4d9db3dd724a513,576,master,passed,543,2020-09-04 22:21:17 UTC,724325483,724325484,724325485,724325486,724325487,724325488,724325489,724325490,724325491,724325495,724325497,pull_request
