build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760245792,3365d491a1c0eb6d9b160d7b145a80d4e7749fab,591,master,failed,369,2021-02-24 01:23:14 UTC,760245793,760245794,760245795,pull_request
757320756,ea9e82a9efbc1e75db1909cfa3a5764f4bcb23cc,582,master,failed,486,2021-02-03 01:02:20 UTC,757320757,757320758,757320759,pull_request
756220860,f66adcfaff80a5b47e71bce122bf52e9b8939223,581,master,failed,416,2021-01-26 09:34:58 UTC,756220861,756220862,756220863,pull_request
755183958,b874239d814f9322720df53be3cf7dd6d555b108,580,master,failed,409,2021-01-19 14:24:57 UTC,755183959,755183960,755183961,pull_request
754391434,ad3f4a2b4c7018d1eeefa17f5ddc9ec6abb58853,578,master,failed,399,2021-01-14 02:33:04 UTC,754391435,754391436,754391437,pull_request
754256843,ec99d9d62f8c0f81eea726a723b6c596ee44fb02,577,master,failed,397,2021-01-13 09:28:35 UTC,754256844,754256845,754256846,pull_request
753324676,72644f0e9f7af346abf06664735b54590b11e7d8,574,master,failed,399,2021-01-07 08:17:18 UTC,753324677,753324678,753324679,pull_request
752379693,97908a11592a77d351885bf1e684c613a3b49150,570,master,failed,393,2021-01-01 08:50:55 UTC,752379694,752379695,752379696,pull_request
752312624,b648b07dc2da7dab4c00c1c39af3d6ec53f58eb6,,master,failed,426,2020-12-31 18:31:20 UTC,752312625,752312626,752312627,push
750358868,88a4193ea4f41c84e36e41772678a112f34e69de,566,master,passed,387,2020-12-18 07:27:07 UTC,750358869,750358870,750358871,pull_request
750234231,230cea6106d3f8b6cb80842dca6bacf234026280,566,master,failed,404,2020-12-17 15:53:35 UTC,750234232,750234233,750234234,pull_request
748140060,8d113c7881b57af06ca01f109b1fdaa61cd71307,564,master,passed,408,2020-12-07 15:28:22 UTC,748140061,748140062,748140063,pull_request
747872374,794ad1d5850124fe6142766b2ec8ea4c7cf7b769,562,master,passed,398,2020-12-05 23:21:41 UTC,747872375,747872376,747872377,pull_request
745508042,2862ea4c80d7e95ad246fe646173a7c82e2a9189,,master,passed,457,2020-11-23 22:38:48 UTC,745508046,745508048,745508050,push
745457065,54ce2f525bbd6dc531fa6ae781167f10c56fa791,557,master,passed,404,2020-11-23 18:00:12 UTC,745457066,745457067,745457068,pull_request
742256172,9b7f0f684981652ab7ba1af36b8b7f6c9f152c9a,557,master,passed,401,2020-11-08 17:16:28 UTC,742256173,742256174,742256175,pull_request
740936061,0b6e9e4ef1d7971fc8ff130c2fe187fb68fe5e56,554,master,passed,411,2020-11-02 19:31:22 UTC,740936062,740936063,740936064,pull_request
740220384,eea3e99c7eb47d88818516d96f1a8788ce753547,,2.1.0,passed,445,2020-10-30 16:17:28 UTC,740220386,740220389,740220390,push
738270702,eea3e99c7eb47d88818516d96f1a8788ce753547,,master,passed,462,2020-10-23 10:58:46 UTC,738270703,738270704,738270705,push
738255846,0e14c897d953a3e3c9ef40801681c60d50f41363,551,master,passed,414,2020-10-23 09:41:41 UTC,738255847,738255848,738255849,pull_request
738255835,d469351a8accf42bcd597b8900d59f7afc630461,,build/cleanup,passed,452,2020-10-23 09:41:40 UTC,738255836,738255837,738255838,push
738014099,5249385a4fc7449da57a893f6b2a5723447e4a32,551,master,passed,411,2020-10-22 13:22:51 UTC,738014100,738014101,738014102,pull_request
738014008,56c1f4924e18a5ded4c6f19e86e2dde47bfe9d87,,build/cleanup,passed,463,2020-10-22 13:01:44 UTC,738014009,738014010,738014011,push
738013708,cfd96c0f99c91de6341658f4ea6da7eb15cb0613,,master,passed,462,2020-10-22 12:59:34 UTC,738013709,738013710,738013711,push
737959598,a06c1dbbb834dd2e497fa8c56fe1dbbddefd3780,550,master,passed,417,2020-10-22 08:43:50 UTC,737959599,737959600,737959601,pull_request
737959488,ca1adeaf9469ee0eb410aaddc075093444f31311,,bugfix/issue-541,passed,449,2020-10-22 08:43:15 UTC,737959489,737959490,737959491,push
735474605,d12091c4b4ba7b5576e3f53b2b08f6225d55c642,,master,passed,297,2020-10-13 17:40:12 UTC,735474606,735474607,735474608,push
735474229,1f782bada6e2562ede0935bdda0a446d739a0bbb,,master,canceled,0,,735474230,735474231,735474232,push
735358679,80d01950c64bc4446af5464813c2b684caad0f52,548,master,passed,277,2020-10-13 11:44:57 UTC,735358680,735358681,735358682,pull_request
734836621,eece86245dc3aa9c6066ad38ad7cf7ee056be9e9,544,master,passed,253,2020-10-11 22:28:50 UTC,734836622,734836623,734836624,pull_request
734830454,4c3a009e61c16eb15bf0fb96a6db9628bc7fc5fa,544,master,failed,271,2020-10-11 21:59:55 UTC,734830455,734830456,734830457,734830458,pull_request
734829966,1323dec78cded570d1e4afd1216e2407cdd49ea8,544,master,passed,300,2020-10-11 21:57:31 UTC,734829968,734829969,734829970,pull_request
734821658,da417af79a1347293f543962357f6bb4e1f9e6b0,544,master,passed,254,2020-10-11 21:01:33 UTC,734821659,734821660,734821661,pull_request
732782911,5f99a64ec398286a1448e311ec22d77636bfe503,544,master,passed,256,2020-10-04 20:06:10 UTC,732782912,732782913,732782914,pull_request
732773392,a300b651368ed3232cf5765cabe216625e7d60c0,,master,passed,301,2020-10-04 19:14:08 UTC,732773393,732773394,732773395,push
732608981,ba4cd9da6debc92eccb458830ef96dfc997bc3e6,527,master,passed,401,2020-10-03 22:15:13 UTC,732608982,732608983,732608984,pull_request
732603570,ff69bed920b1968217eace96f094d0b764ca487a,527,master,passed,268,2020-10-03 21:47:45 UTC,732603571,732603572,732603573,pull_request
732601565,3864145193bba0ec53859c7f2e16625a0cc3ae20,527,master,passed,273,2020-10-03 21:32:21 UTC,732601566,732601567,732601568,pull_request
732538961,1ae5f717c8799a5e57a42736d5225bb911878559,543,master,failed,476,2020-10-03 15:39:25 UTC,732538962,732538963,732538964,732538965,pull_request
732532214,2ac056df91366763235e5901cf2f85f7a04e862a,542,master,failed,465,2020-10-03 15:18:15 UTC,732532215,732532216,732532217,732532218,pull_request
731284445,d5b96e5627485f028f4047b1a8a21027972765e9,540,master,failed,455,2020-09-29 13:43:12 UTC,731284446,731284447,731284448,731284449,pull_request
730057361,6d84ffd7c179f7a454ba02d2b65b0ea391419b0e,535,master,passed,1398,2020-09-24 19:45:58 UTC,730057362,730057363,730057364,730057365,730057366,730057367,730057368,730057369,pull_request
728278928,b04023235b17e090bfa3063d9aa436865fd60069,529,master,passed,466,2020-09-18 09:43:56 UTC,728278929,728278930,728278931,728278932,pull_request
728268427,5e10704ef901fcf059fe975530b0d6912836471c,529,master,passed,585,2020-09-18 08:51:43 UTC,728268428,728268429,728268430,728268431,pull_request
727618243,edd5b154323ca16c440fcb8e06b7cabd3d73c8c0,527,master,passed,386,2020-09-16 07:28:39 UTC,727618244,727618245,727618246,pull_request
727612933,71229e5ec2f7165d5f2561ce2749db1eb5ebe9eb,527,master,passed,248,2020-09-16 07:04:40 UTC,727612934,727612935,727612936,pull_request
727611640,029e2db42702ee15324d9d947fec6dfecc634ec4,527,master,failed,291,2020-09-16 06:59:32 UTC,727611641,727611642,727611643,727611644,pull_request
727533125,8599e1dde8eaaa7343ae387ed708290deccdefa8,527,master,failed,167,2020-09-15 22:50:30 UTC,727533126,727533127,727533128,727533129,pull_request
727531145,2bf54a842ddde76e2a3fb497d0aaeef058162e4c,527,master,failed,164,2020-09-15 22:41:04 UTC,727531146,727531147,727531148,727531149,pull_request
727528762,4a21aad6df969d3ef6201b6d33f0a59fb78fa919,527,master,failed,181,2020-09-15 22:30:22 UTC,727528763,727528764,727528765,727528766,pull_request
725587587,35e5a5e75127d7270ab8f7bb13c4f7d0c0ec5a7b,,master,passed,511,2020-09-09 13:40:30 UTC,725587588,725587589,725587590,725587591,push
724963134,a21fe3a009073a4e584f740322ac3ce83eb29805,525,master,passed,474,2020-09-07 15:10:37 UTC,724963135,724963136,724963137,724963138,pull_request
724962600,f9ab8aacd2082faa6a6a22aa1e3f7d7157fcc406,,fix-jwt-login-field,passed,528,2020-09-07 15:09:46 UTC,724962601,724962602,724962603,724962604,push
724242187,ecff03a245d2d27e1b551542865f2ff1a48f621c,524,master,errored,402,2020-09-04 17:09:10 UTC,724242188,724242189,724242190,724242191,pull_request
723840549,6bba95a89875a53d90f4d1f7060ab0edd97d27f8,,master,passed,646,2020-09-03 15:54:19 UTC,723840550,723840551,723840552,723840553,push
723838294,1c7868cce282fcdcd32c1732a31a90a71d1231ed,,2.0.5,passed,512,2020-09-03 15:48:42 UTC,723838295,723838298,723838299,723838302,push
723838199,1c7868cce282fcdcd32c1732a31a90a71d1231ed,,master,passed,647,2020-09-03 15:48:25 UTC,723838200,723838201,723838202,723838203,push
723836973,bcf5d003be85a98f274079c6c49ac0982e1198eb,,master,passed,514,2020-09-03 15:43:53 UTC,723836974,723836975,723836976,723836977,push
723836099,7fbaa50d5c68e174aba1cddc1187a3d59661e18f,,master,passed,533,2020-09-03 15:40:54 UTC,723836100,723836101,723836102,723836103,push
723815666,8b3a0201d13a586de9bb5dc24972ed94bfef8e9f,,master,passed,632,2020-09-03 14:51:08 UTC,723815667,723815668,723815669,723815670,push
723808177,b975ecded946c08d3a072d7dfb6e5ec04183635d,523,master,passed,475,2020-09-03 14:40:29 UTC,723808178,723808179,723808180,723808181,pull_request
723808172,aa2d8108365d0a2bbfc4902fd8c373dc9a04ec21,,v2.0.4,passed,510,2020-09-03 14:38:45 UTC,723808173,723808174,723808175,723808176,push
723807528,8c1fe5d8ae85971af3bc2ba4a5fc5987eb29127c,,2.0.4,passed,513,2020-09-03 14:36:54 UTC,723807529,723807530,723807531,723807532,push
723807175,de5ec82cca05305363e81bdfef88fa92105288f1,523,master,passed,494,2020-09-03 14:33:48 UTC,723807176,723807177,723807178,723807179,pull_request
723807166,8c1fe5d8ae85971af3bc2ba4a5fc5987eb29127c,,v2.0.4,passed,508,2020-09-03 14:33:50 UTC,723807167,723807168,723807169,723807170,push
723775443,326729e07e7a9afdf0f7797f1a244e30204d3406,523,master,passed,603,2020-09-03 12:54:21 UTC,723775444,723775445,723775446,723775447,pull_request
723775431,96a0c0c0012f9717bc9267cd5776c4970b544396,,v2.0.4,passed,511,2020-09-03 12:52:34 UTC,723775432,723775433,723775434,723775435,push
723774839,c20c7d0acd644cbb0ef8602ea766352d016dc7a0,523,master,passed,467,2020-09-03 12:49:40 UTC,723774840,723774841,723774842,723774843,pull_request
723774834,9a5fb12c54a31e8bc69440896d5a4f801f2172e1,,v2.0.4,passed,504,2020-09-03 12:49:38 UTC,723774835,723774836,723774837,723774838,push
723772614,bd986b610e57c9aae766b40900319215c9e5cce9,523,master,passed,476,2020-09-03 12:41:43 UTC,723772615,723772616,723772617,723772618,pull_request
723770141,a4778357fdc82ddcb1277585676cb8b77d2ab415,,v2.0.4,passed,499,2020-09-03 12:33:37 UTC,723770142,723770143,723770144,723770145,push
723766961,f50a9c5b01532e8fb16454b76da60c0545e2e226,,v2.0.4,failed,496,2020-09-03 12:21:38 UTC,723766962,723766963,723766964,723766965,push
723766773,1075f8a60a9e3ded06f93f564054a28924b78fe7,,v2.0.4,failed,450,2020-09-03 12:20:32 UTC,723766774,723766775,723766776,723766777,push
723765200,659666bfaac2c307eeb28d80d90e0fd6013dd071,,v2.0.4,failed,486,2020-09-03 12:15:30 UTC,723765201,723765202,723765203,723765204,push
723763147,e84bee27eef45e5f47fd981e3f928be8f866d0f5,,v2.0.4,failed,581,2020-09-03 12:06:11 UTC,723763148,723763149,723763150,723763151,push
714429652,476c28b82d3f79f2543616aff5a5ab52fc341af4,513,master,passed,635,2020-08-03 11:01:01 UTC,714429653,714429654,714429655,714429656,pull_request
697926984,dd0cd54ebbeb32ac439b0cae4599263cb2107223,505,master,passed,602,2020-06-13 09:35:01 UTC,697926985,697926986,697926987,697926988,pull_request
695305215,063b070ff0a8b779d35f0a0413a3b87704205b75,501,master,passed,606,2020-06-06 06:09:14 UTC,695305216,695305217,695305218,695305219,pull_request
695305210,2621b7b69bb6f2e2f4dd11b5d84c8d9d0648225d,,dependabot/pip/django-3.0.7,passed,637,2020-06-06 06:09:06 UTC,695305211,695305212,695305213,695305214,push
688312860,786edc2bb129d7343e54d59b15b682689f534e46,,master,passed,646,2020-05-18 10:14:59 UTC,688312861,688312862,688312863,688312864,push
688312489,8d08008480046f5807800daf21b1462fffc9d9f2,,master,passed,642,2020-05-18 10:13:57 UTC,688312490,688312491,688312492,688312493,push
688308353,6ed0a05522234e56b3c9b9ad06fc08079a73984c,,master,passed,636,2020-05-18 09:58:22 UTC,688308354,688308355,688308356,688308357,push
688306550,c4b49313413a751f58f21ea88b22526bfa83d7a1,,master,passed,634,2020-05-18 09:52:38 UTC,688306551,688306552,688306553,688306554,push
688306114,e6805f0e4e6750ac23e29e2647e6226297e811a0,,master,passed,621,2020-05-18 09:51:29 UTC,688306117,688306120,688306121,688306122,push
684140845,df49a4a423d36913733b6b34ebacc0c771c3bdbc,493,master,passed,596,2020-05-07 06:54:37 UTC,684140846,684140847,684140848,684140849,pull_request
680366185,5689497f9fd17b834f7dcc8ded2e0ad34e39158e,492,master,passed,596,2020-04-28 01:28:57 UTC,680366186,680366187,680366188,680366189,pull_request
680365648,d64c8cd02ffb57e92d2325a016dbd35f6d7c6753,492,master,passed,601,2020-04-28 01:26:13 UTC,680365649,680365650,680365651,680365652,pull_request
676742375,eb301a102196e707be205fb1c4d16b2f19d02c5d,487,master,passed,598,2020-04-18 23:46:42 UTC,676742376,676742377,676742378,676742379,pull_request
671949156,128eef9fc1e6c2b9261396a322900860fc984e39,484,master,passed,631,2020-04-07 06:13:03 UTC,671949157,671949158,671949159,671949160,pull_request
669015808,2b9c5630724cb34020ec8d164e14a30b4ae1898c,482,master,passed,610,2020-03-30 23:55:02 UTC,669015809,669015810,669015811,669015812,pull_request
669015790,e7b665cf3792e7017dac7f38ae3947795a141838,,dependabot/pip/bleach-3.1.4,passed,647,2020-03-30 23:54:59 UTC,669015791,669015794,669015795,669015796,push
