build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
752678245,dab70eae4d4342c846f2bf853539dd5ec36f8295,,master,errored,25,2021-01-03 19:21:30 UTC,752678246,752678247,752678248,752678249,752678250,752678251,752678252,752678253,752678254,752678255,752678256,752678257,752678258,752678259,752678260,752678261,752678262,752678263,752678264,752678265,752678266,752678267,752678268,752678269,752678270,push
752676599,001b1919d5902808c13e9569d38507f0d1ac92fc,3026,master,failed,9585,2021-01-03 18:15:05 UTC,752676600,752676601,752676602,752676603,752676604,752676605,752676606,752676607,752676608,752676609,752676610,752676611,752676612,752676613,752676614,752676615,752676616,752676617,752676618,752676619,752676620,752676621,752676622,752676623,752676624,pull_request
752676067,a438f4e3950c9bf30ca97783ef28552fa2511daf,3025,master,errored,6409,2021-01-03 18:10:35 UTC,752676068,752676069,752676070,752676071,752676072,752676073,752676074,752676075,752676076,752676077,752676078,752676079,752676080,752676081,752676082,752676083,752676084,752676085,752676086,752676087,752676088,752676089,752676090,752676091,752676092,pull_request
752559634,d063120c8708632720de5308d401035b40ac52f3,,master,failed,19103,2021-01-02 18:40:47 UTC,752559635,752559636,752559637,752559638,752559639,752559640,752559641,752559642,752559643,752559644,752559645,752559646,752559647,752559648,752559649,752559650,752559651,752559652,752559653,752559654,752559655,752559656,752559657,752559658,752559659,push
752346820,491cb7861390e8916e824424a9a6df979bec1c29,,master,passed,19082,2021-01-01 01:50:50 UTC,752346821,752346822,752346823,752346824,752346825,752346826,752346827,752346828,752346829,752346830,752346831,752346832,752346833,752346834,752346835,752346836,752346837,752346838,752346839,752346840,752346841,752346842,752346843,752346844,752346845,push
752346762,107e93dddc707ea1e2a4299fdfa3574d373a9525,2971,master,errored,24,2021-01-01 01:50:28 UTC,752346766,752346767,752346768,752346769,752346770,752346771,752346772,752346773,752346774,752346775,752346776,752346777,752346778,752346779,752346780,752346781,752346782,752346783,752346784,752346785,752346786,752346787,752346788,752346789,752346790,pull_request
752212479,e613eaee366eae7eccd267c3176b99a64b72828e,,master,passed,19000,2020-12-31 01:05:39 UTC,752212480,752212481,752212482,752212483,752212484,752212485,752212486,752212487,752212488,752212489,752212490,752212491,752212492,752212493,752212494,752212495,752212496,752212497,752212498,752212499,752212500,752212501,752212502,752212503,752212504,push
752211943,47e973414cdf0fd3d597af3ba2be828c13e34935,,master,passed,20300,2020-12-31 01:03:07 UTC,752211944,752211945,752211946,752211947,752211948,752211949,752211950,752211951,752211952,752211953,752211954,752211955,752211956,752211957,752211958,752211959,752211960,752211961,752211962,752211963,752211964,752211965,752211966,752211967,752211968,push
752120057,d49a01334a70e030f6360908db138456c5d47700,3021,master,errored,9802,2020-12-30 13:04:31 UTC,752120058,752120059,752120060,752120061,752120062,752120063,752120064,752120065,752120066,752120067,752120068,752120069,752120070,752120071,752120072,752120073,752120074,752120075,752120076,752120077,752120078,752120079,752120080,752120081,752120082,pull_request
752066001,616982b966ad706afaad2eacee86dc52db53f7c5,3017,master,passed,20503,2020-12-30 02:38:02 UTC,752066002,752066003,752066004,752066005,752066006,752066007,752066008,752066009,752066010,752066011,752066012,752066013,752066014,752066015,752066016,752066017,752066018,752066019,752066020,752066021,752066022,752066023,752066024,752066025,752066026,pull_request
