build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
614719016,5d3c63cb315c50b1cbd27a6bc8664b406f34dd99,,master,passed,1839,2019-11-20 20:28:55 UTC,614719018,614719020,push
614608952,5f64b11c1d3581b795484357abc20ef4dd3580cc,921,master,passed,1828,2019-11-20 16:22:25 UTC,614608953,614608954,pull_request
614582929,aafd6cb36dcba833526ecf07a3620d157122d645,921,master,errored,1618,2019-11-20 15:37:03 UTC,614582930,614582931,pull_request
614445582,110eb434057affd4487bbf3459b583807d52ea00,920,master,failed,1183,2019-11-20 10:09:37 UTC,614445583,614445584,pull_request
559547613,8e5777d6e2b1a58cd5a1d9a340adb4345bd185e5,919,master,errored,137,2019-07-16 16:57:44 UTC,559547615,559547616,pull_request
421236862,35f4e6bd25b10de5d07e2a3589309408756fb774,913,master,passed,1101,2018-08-27 18:58:23 UTC,421236863,421236864,pull_request
421047729,c1348a699fa70b9827e826f3bf8030f2dd9d5756,913,master,failed,2276,2018-08-27 11:13:16 UTC,421047730,421047731,pull_request
418780555,030b11a020ea89e703e9ac36efba3fd1045df9ed,913,master,errored,148,2018-08-21 16:19:48 UTC,418780556,418780557,pull_request
407906899,8bb44af18872d1bdeb36583716448becb9f0fd97,911,master,failed,2296,2018-07-25 04:37:40 UTC,407906900,407906901,pull_request
390499611,a61b76fd991f84c50acdb7bea02118899b5fefe1,,master,passed,2399,2018-06-10 20:38:10 UTC,390499612,390499613,push
389710538,8dc1981a23173b8a7726bd531a8c684d1824c89f,808,master,passed,1792,2018-06-08 12:50:50 UTC,389710539,389710540,pull_request
388406506,6ddb2e8d0b2bba6e66599434cbac02b6cfaa943b,808,master,passed,2499,2018-06-05 17:56:00 UTC,388406507,388406508,pull_request
371498743,7992faa80fa5233a786e2582a605e854cea7d1cf,,master,passed,2478,2018-04-26 10:56:06 UTC,371498744,371498745,push
371003812,50c6ec8a15cf7e49573a368ef1aba7170efb6643,909,master,passed,2452,2018-04-25 10:55:10 UTC,371003813,371003814,pull_request
347801435,37ca13459c95dac314c344b0c7c236270c4a69f1,,master,passed,1434,2018-03-01 14:57:04 UTC,347801436,347801439,push
347286141,7b4d1e243c119ec06a6b91a538d83b83a547365b,,master,passed,1204,2018-02-28 14:10:49 UTC,347286142,347286143,push
344513903,922ce22afd5e40f696c420857618efe2717198b9,900,master,passed,1051,2018-02-21 20:54:20 UTC,344513904,344513905,pull_request
344503402,2066906ead1e49a401f4687a7db7291612287760,900,master,failed,1189,2018-02-21 20:29:10 UTC,344503403,344503404,pull_request
344276738,f4a59778a1d1b1b72465869df720100155f8927d,899,master,passed,1503,2018-02-21 11:41:57 UTC,344276739,344276740,pull_request
344261740,8978b1d61b8a15a0cf7e035f3eb3a76777525414,,master,passed,1186,2018-02-21 10:59:38 UTC,344261744,344261747,push
