build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
374840957,a2f7fc1a693d0600b075f7ae1128cf2094d0c640,,master,passed,4950,2018-05-04 11:24:37 UTC,374840958,374840959,374840960,374840961,374840962,push
374787286,dee233cbf5b9a5a98b3f72be0f3dd8308d1e7705,1065,master,passed,4570,2018-05-04 09:03:27 UTC,374787287,374787288,374787289,374787290,pull_request
374786048,b3be18220ea68d354ebaa2c2f44ae3cc11f6b8e4,1065,master,passed,4769,2018-05-04 08:56:45 UTC,374786049,374786050,374786051,374786052,pull_request
374779491,00aecc41827f7a30c5f0d13c56e001686368eb0f,1065,master,passed,4545,2018-05-04 08:37:10 UTC,374779492,374779493,374779494,374779495,pull_request
374485692,8428d3a81ff0511db64bb82c43f3afae4cfac7e8,1065,master,passed,4887,2018-05-03 15:53:56 UTC,374485693,374485694,374485695,374485696,pull_request
374448976,7307a54494c8e972384f79da17adc060b4775f6d,1065,master,failed,5282,2018-05-03 14:37:32 UTC,374448977,374448978,374448979,374448980,pull_request
373885462,3d736227e3439ab745126263e8431e875b1882cd,,0.12.3,passed,4967,2018-05-02 11:29:45 UTC,373885463,373885464,373885465,373885466,373885467,push
373860415,3d736227e3439ab745126263e8431e875b1882cd,,master,passed,4727,2018-05-02 10:14:16 UTC,373860416,373860417,373860419,373860423,373860424,push
373813938,91d874e834dda3be91bdfaba944ac772192f207e,,master,failed,4653,2018-05-02 08:01:04 UTC,373813939,373813940,373813941,373813942,373813943,push
373813932,91d874e834dda3be91bdfaba944ac772192f207e,,0.12.3,failed,4391,2018-05-02 08:01:11 UTC,373813933,373813934,373813935,373813936,373813937,push
372949782,2046fd87b6a7932e23390ce86629a28490b807fe,,master,failed,4556,2018-04-30 09:49:52 UTC,372949783,372949784,372949785,372949790,372949791,push
372949632,0b1f982893588364435cc01a2c050f329105b799,,master,canceled,0,,372949633,372949634,372949635,372949636,372949640,push
372949618,2daeb80b0fc1e0dfbd3caff5c23ef20ef7d6faad,1042,master,errored,167,2018-04-30 09:47:35 UTC,372949619,372949620,372949621,372949622,372949623,pull_request
372949598,908b541ae89836dbe9c3e20cc4c07ad0216b2b07,,server-train-model-name,failed,172,2018-04-30 09:44:54 UTC,372949599,372949600,372949601,372949602,372949603,push
372948941,5be3d7c3282d878c079a4c84fc5669d94a6cdc88,,master,passed,4873,2018-04-30 09:20:54 UTC,372948943,372948944,372948945,372948947,372948953,push
372948378,f6d6a7ae976501fae2981fa26e37f77d9aac6c43,,master,passed,4808,2018-04-30 09:19:05 UTC,372948381,372948383,372948384,372948387,372948390,push
372900774,7d3ac1f5d4df504732f72cae49d7e23970fdf4b3,,master,passed,5159,2018-04-30 06:32:18 UTC,372900775,372900776,372900777,372900778,372900779,push
372398106,cb09c8008bd1be730b59fc8ecff6557599ee0920,,master,passed,4665,2018-04-28 12:33:13 UTC,372398107,372398108,372398109,372398110,372398111,push
372392583,08d36123dc503ab5e636f68b821b2bb10116ed81,1053,master,passed,5326,2018-04-28 12:05:44 UTC,372392584,372392585,372392586,372392587,372392588,pull_request
372389916,306b70e5abbf20961096b3cae9f21ac12907c99d,,count_vectors_lowercase,passed,5074,2018-04-28 11:52:44 UTC,372389917,372389918,372389919,372389920,372389921,push
371961978,f60fb2476d65088846a78183a6b08e12220465c1,1049,master,passed,4589,2018-04-27 10:17:38 UTC,371961979,371961980,371961981,371961982,pull_request
371595427,1e15ffbdbfc6e3a3de7c3a5189cebc3980caf1d1,1047,master,passed,4903,2018-04-26 14:43:06 UTC,371595428,371595429,371595430,371595431,pull_request
