build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
745916819,a54d52bc4b7a5dca7c1d2729c1d3c64f56b31682,,master,passed,1126,2020-11-25 18:20:16 UTC,745916820,745916821,745916822,745916823,745916824,745916825,745916826,745916827,745916828,745916829,745916830,745916831,745916832,745916833,745916834,745916835,745916836,745916837,push
745860241,974c9da6e6660de778757955b63448afc3b07c88,571,master,passed,1123,2020-11-25 12:51:11 UTC,745860242,745860243,745860244,745860245,745860246,745860247,745860248,745860249,745860250,745860251,745860252,745860253,745860254,745860255,745860256,745860257,745860258,745860259,pull_request
745689666,623953151ee4a18154b6e0bd27e0b5bcfad94a9f,571,master,failed,647,2020-11-24 18:48:05 UTC,745689667,745689668,745689669,745689670,745689671,745689672,745689673,745689674,745689675,745689676,745689677,745689678,745689679,745689680,745689681,745689682,745689683,745689684,pull_request
739741764,e7eb588244c906797c2de395ece77906154875c9,555,master,passed,1152,2020-10-28 22:43:03 UTC,739741765,739741766,739741767,739741769,739741770,739741772,739741773,739741774,739741775,739741776,739741777,739741778,739741779,739741780,739741781,739741782,739741783,739741784,pull_request
739452782,d6d75cfc27fca88f23b4dbbb7a31a39d3cbc7bb1,,master,passed,1144,2020-10-28 00:02:52 UTC,739452783,739452784,739452785,739452786,739452787,739452788,739452789,739452790,739452791,739452792,739452793,739452794,739452795,739452796,739452797,739452798,739452799,739452800,push
739200337,701811acb1feb148a1e960be66823e45fee65c10,562,master,passed,1130,2020-10-27 07:08:55 UTC,739200338,739200339,739200340,739200341,739200342,739200343,739200344,739200345,739200346,739200347,739200348,739200349,739200350,739200351,739200352,739200353,739200354,739200355,pull_request
738257291,cb586b46dfb0ebf65f7c9624ec9dac291307ae2c,562,master,failed,1110,2020-10-23 09:49:01 UTC,738257292,738257293,738257294,738257295,738257296,738257297,738257298,738257299,738257300,738257301,738257302,738257303,738257304,738257305,738257306,738257307,738257308,738257309,pull_request
699626766,994dd0bbd372e85556e21769e3fe2549bbc51c8b,557,master,passed,982,2020-06-18 09:29:11 UTC,699626767,699626768,699626769,699626770,699626771,699626772,699626773,699626774,699626775,699626776,699626777,699626778,699626779,699626780,699626781,699626782,pull_request
699622462,33c91bf0a87be44d8584379cd6fc46b337e714aa,557,master,failed,1029,2020-06-18 09:13:57 UTC,699622463,699622464,699622465,699622466,699622467,699622468,699622469,699622470,699622471,699622472,699622473,699622474,699622475,699622476,699622477,699622478,pull_request
699386755,9fba226dd69cb37089c8d4a7b76a019c44d154a0,557,master,failed,1073,2020-06-17 16:43:11 UTC,699386761,699386762,699386763,699386764,699386765,699386766,699386767,699386768,699386769,699386770,699386772,699386774,699386775,699386776,699386777,699386778,pull_request
697635824,b5015bbb97c5d1e93c5c0d8808979af7d7d7e40e,555,master,passed,1002,2020-06-12 14:11:19 UTC,697635825,697635826,697635828,697635830,697635831,697635832,697635833,697635834,697635835,697635836,697635837,697635838,697635839,697635840,697635841,697635842,pull_request
697534226,fcb2c73dbac75d706b4a44e49680662fce4e7be1,555,master,passed,991,2020-06-12 08:30:43 UTC,697534228,697534229,697534230,697534231,697534233,697534234,697534235,697534236,697534237,697534238,697534239,697534240,697534242,697534243,697534244,697534245,pull_request
697525022,6c4323faccc9ee77553325756bd42aeb66d561f7,555,master,failed,1118,2020-06-12 07:55:08 UTC,697525023,697525024,697525025,697525026,697525027,697525028,697525029,697525030,697525031,697525032,697525033,697525034,697525035,697525036,697525037,697525038,pull_request
697523418,eaf2fb5e7ac89a250c7bb8357f1de1004e7c97a8,555,master,passed,966,2020-06-12 07:47:06 UTC,697523419,697523420,697523421,697523422,697523423,697523424,697523425,697523426,697523427,697523428,697523429,697523430,697523431,697523432,697523433,697523434,pull_request
697201202,860cd7f4191e52ef081b50c7b3e548731d5831b5,,master,passed,950,2020-06-11 12:21:35 UTC,697201203,697201204,697201205,697201206,697201207,697201208,697201209,697201210,697201211,697201212,697201213,697201214,697201215,697201216,697201217,697201218,push
696872765,2297a00787d31d6c3dcade16752f682f8bc2bfe5,556,master,passed,978,2020-06-10 14:23:07 UTC,696872766,696872767,696872768,696872769,696872770,696872771,696872772,696872773,696872774,696872775,696872776,696872777,696872778,696872779,696872780,696872781,pull_request
696870626,58e1a6a4f4f174c597a1e54b51bdced2d337d490,,master,passed,1122,2020-06-10 14:16:33 UTC,696870627,696870628,696870629,696870630,696870631,696870632,696870633,696870634,696870635,696870636,696870637,696870638,696870639,696870640,696870641,696870642,push
