build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
369805265,3ff45327d1320376715b365f0319192a35dc1d56,,master,passed,8571,2018-04-22 17:52:52 UTC,369805266,369805267,369805268,369805269,369805270,369805271,369805272,369805273,369805274,369805275,369805276,369805277,369805278,369805279,369805280,369805281,369805282,369805283,369805284,369805285,369805286,369805287,369805288,369805289,369805290,369805291,369805292,369805295,369805296,369805297,369805298,369805299,369805300,369805301,369805302,369805303,369805304,369805305,369805306,369805307,push
363727063,0cdd060d562196452f923901f24d780422986bb2,553,master,passed,6407,2018-04-08 10:18:48 UTC,363727064,363727065,363727066,363727067,363727068,363727070,363727071,363727073,363727075,363727076,363727077,363727078,363727079,363727080,363727081,363727082,363727083,363727084,363727085,363727086,363727087,363727088,363727089,363727090,363727091,363727092,363727093,363727094,363727095,363727096,363727097,363727098,363727099,363727100,363727101,363727102,363727103,363727104,363727105,363727106,pull_request
363721257,94a2ce4f6025768193cca976216fbe46587701ea,553,master,failed,8391,2018-04-08 09:50:06 UTC,363721258,363721259,363721260,363721261,363721262,363721263,363721264,363721265,363721266,363721267,363721268,363721269,363721270,363721271,363721272,363721273,363721274,363721275,363721276,363721277,363721278,363721279,363721280,363721281,363721282,363721283,363721284,363721285,363721286,363721287,363721288,363721289,363721291,363721293,363721294,363721295,363721296,363721297,363721299,363721300,pull_request
363708687,cce55f4844d8b9244f7304f2fb5aa93b3adda37a,552,master,passed,8754,2018-04-08 08:54:06 UTC,363708688,363708689,363708690,363708691,363708692,363708693,363708694,363708695,363708696,363708697,363708698,363708699,363708700,363708701,363708702,363708703,363708704,363708705,363708706,363708707,363708708,363708709,363708710,363708711,363708712,363708713,363708714,363708715,363708716,363708717,363708718,363708719,363708720,363708721,363708722,363708723,363708724,363708725,363708726,363708727,pull_request
363684551,32eea89cf830deb4aac3428ddbe1f3cf248d1050,551,master,failed,8803,2018-04-08 06:22:22 UTC,363684552,363684553,363684554,363684555,363684556,363684557,363684558,363684559,363684560,363684561,363684562,363684563,363684564,363684565,363684566,363684567,363684568,363684569,363684570,363684571,363684572,363684573,363684574,363684575,363684576,363684577,363684578,363684579,363684580,363684581,363684582,363684583,363684584,363684585,363684586,363684587,363684588,363684589,363684590,363684591,pull_request
280035734,354b9e51b89a524d16153da72c279d2601b7999c,550,master,errored,7654,2017-09-26 16:56:44 UTC,280035735,280035736,280035737,280035738,280035739,280035740,280035741,280035742,280035743,280035744,280035745,280035746,280035747,280035748,280035749,280035750,280035751,280035752,280035753,280035754,280035755,280035756,280035757,280035758,280035759,280035761,280035763,280035765,280035767,280035768,280035769,280035770,280035771,280035772,280035773,280035774,280035775,280035776,280035777,280035778,pull_request
232128521,2a413775f58c93a27aba629d59838422eede7d9f,,master,passed,8776,2017-05-14 16:32:45 UTC,232128522,232128523,232128524,232128525,232128526,232128527,232128528,232128529,232128530,232128531,232128532,232128533,232128534,232128535,232128536,232128537,232128538,232128539,232128540,232128541,232128542,232128543,232128544,232128545,232128546,232128547,232128548,232128549,232128550,232128551,232128552,232128553,232128554,232128555,232128556,232128557,232128558,232128559,232128560,232128561,push
232030092,1fc65ad30a064240178941033453d7f280a5193d,547,master,passed,8479,2017-05-14 06:30:07 UTC,232030094,232030096,232030097,232030098,232030099,232030100,232030101,232030102,232030103,232030104,232030105,232030106,232030107,232030108,232030109,232030110,232030111,232030112,232030113,232030114,232030115,232030116,232030117,232030118,232030119,232030120,232030121,232030122,232030123,232030124,232030125,232030126,232030127,232030128,232030129,232030130,232030131,232030132,232030133,232030134,pull_request
216991180,2f6851c169b8461205f041a9bda8dfc145344598,,master,passed,5612,2017-03-31 00:27:26 UTC,216991181,216991182,216991183,216991184,216991185,216991186,216991187,216991188,216991189,216991190,216991191,216991192,216991193,216991194,216991195,216991196,216991197,216991198,216991199,216991200,216991201,216991202,216991203,216991204,216991205,216991206,216991207,216991208,216991209,216991210,216991211,216991212,216991213,216991214,216991215,216991216,216991217,216991218,216991219,216991220,push
216719444,710799841edc9c80ac19569625a692b682ed6d65,545,master,passed,5942,2017-03-31 00:15:50 UTC,216719445,216719446,216719447,216719448,216719449,216719450,216719451,216719452,216719454,216719458,216719461,216719463,216719464,216719466,216719467,216719468,216719469,216719470,216719471,216719472,216719473,216719474,216719475,216719476,216719477,216719478,216719479,216719480,216719481,216719482,216719483,216719484,216719485,216719486,216719487,216719488,216719489,216719490,216719491,216719492,pull_request
216436499,9352aeb9c65638fb2248e12299fa11ddc530bf2c,,master,passed,6818,2017-03-29 17:09:30 UTC,216436500,216436501,216436502,216436503,216436504,216436505,216436506,216436507,216436508,216436509,216436510,216436511,216436512,216436515,216436516,216436517,216436518,216436519,216436520,216436521,216436522,216436523,216436524,216436525,216436526,216436527,216436528,216436529,216436530,216436531,216436532,216436533,216436534,216436535,216436536,216436537,216436538,216436539,216436540,216436541,push
216412234,559a051a15d30dd1dd86472eb6a9640ef994a24c,544,master,passed,6693,2017-03-29 16:05:04 UTC,216412235,216412236,216412237,216412238,216412239,216412240,216412242,216412243,216412245,216412246,216412247,216412249,216412251,216412253,216412254,216412255,216412256,216412257,216412258,216412259,216412260,216412261,216412262,216412263,216412264,216412265,216412267,216412270,216412271,216412272,216412274,216412275,216412276,216412279,216412280,216412281,216412282,216412283,216412284,216412285,pull_request
215595335,4688b136ff9c3d2d9c0bf885775de86e70a1b538,,master,passed,5899,2017-03-27 16:32:41 UTC,215595336,215595337,215595338,215595339,215595340,215595341,215595342,215595343,215595344,215595345,215595346,215595347,215595348,215595349,215595350,215595351,215595352,215595353,215595354,215595355,215595356,215595357,215595358,215595359,215595360,215595361,215595362,215595363,215595364,215595365,215595366,215595367,215595368,215595369,215595370,215595371,215595372,215595373,215595374,215595375,push
215565051,5c040e99a52f602b41b51a5bf4820422326c69e2,543,master,passed,6299,2017-03-27 15:29:26 UTC,215565052,215565053,215565054,215565055,215565056,215565057,215565058,215565059,215565060,215565061,215565062,215565063,215565064,215565065,215565066,215565067,215565068,215565069,215565070,215565071,215565072,215565073,215565074,215565075,215565076,215565077,215565078,215565079,215565080,215565081,215565082,215565083,215565084,215565085,215565086,215565087,215565088,215565089,215565090,215565091,pull_request
215564770,5c040e99a52f602b41b51a5bf4820422326c69e2,543,master,passed,6614,2017-03-27 15:17:57 UTC,215564771,215564772,215564775,215564776,215564777,215564778,215564779,215564781,215564783,215564784,215564786,215564787,215564788,215564789,215564790,215564791,215564792,215564793,215564794,215564795,215564796,215564797,215564798,215564799,215564800,215564802,215564803,215564805,215564806,215564807,215564808,215564809,215564810,215564811,215564812,215564813,215564814,215564815,215564816,215564817,pull_request
215000986,95ced893adea9f29d14942bceac37ecd22502623,,v0.21.0,passed,5680,2017-03-25 16:53:43 UTC,215000987,215000988,215000989,215000990,215000991,215000992,215000993,215000994,215000995,215000996,215000997,215000998,215000999,215001000,215001004,215001005,215001006,215001007,215001008,215001009,215001010,215001011,215001012,215001013,215001015,215001016,215001018,215001019,215001020,215001021,215001022,215001023,215001024,215001025,215001026,215001027,215001028,215001029,215001030,215001031,push
215000926,95ced893adea9f29d14942bceac37ecd22502623,,master,passed,6044,2017-03-25 16:31:11 UTC,215000927,215000928,215000929,215000930,215000931,215000932,215000933,215000934,215000935,215000936,215000937,215000938,215000939,215000940,215000941,215000942,215000943,215000944,215000945,215000946,215000947,215000948,215000949,215000950,215000951,215000952,215000953,215000954,215000955,215000956,215000957,215000958,215000959,215000960,215000961,215000962,215000963,215000964,215000965,215000966,push
214998980,35945a498875dc9be724a2d89aee6381a9b19803,,master,passed,7897,2017-03-25 16:05:09 UTC,214998981,214998982,214998983,214998984,214998985,214998986,214998987,214998988,214998989,214998990,214998991,214998992,214998993,214998994,214998995,214998996,214998997,214998998,214998999,214999000,214999001,214999002,214999003,214999004,214999005,214999006,214999007,214999008,214999009,214999011,214999012,214999014,214999015,214999016,214999017,214999018,214999019,214999020,214999021,214999022,push
214993673,76d87d6571157f091b1716685b034a4a66df5b31,541,master,passed,5827,2017-03-25 15:40:52 UTC,214993674,214993675,214993676,214993677,214993679,214993680,214993682,214993683,214993684,214993685,214993686,214993687,214993688,214993689,214993690,214993691,214993692,214993693,214993694,214993695,214993696,214993697,214993698,214993699,214993702,214993703,214993704,214993705,214993706,214993707,214993708,214993709,214993710,214993711,214993712,214993713,214993714,214993715,214993716,214993717,pull_request
214979512,a30d6709ab1975ac2694851fcaed46242f75e7d1,541,master,failed,8253,2017-03-25 14:44:25 UTC,214979513,214979514,214979515,214979516,214979517,214979518,214979520,214979522,214979523,214979524,214979525,214979526,214979527,214979528,214979529,214979530,214979531,214979532,214979533,214979534,214979535,214979536,214979537,214979538,214979539,214979540,214979541,214979542,214979543,214979544,214979545,214979546,214979547,214979548,214979549,214979550,214979551,214979553,214979554,214979556,pull_request
214979014,006202e30d6ca58b9e537bd3cb7ed40db4f7ed34,,master,passed,5693,2017-03-25 14:25:50 UTC,214979015,214979016,214979017,214979018,214979019,214979020,214979021,214979022,214979023,214979024,214979025,214979026,214979027,214979028,214979029,214979030,214979031,214979032,214979033,214979034,214979035,214979036,214979037,214979038,214979039,214979040,214979041,214979042,214979043,214979044,push
214666170,5ba3ec4eb65de1c0e4d6082ddd41879f732176c9,540,master,passed,5344,2017-03-24 15:24:33 UTC,214666171,214666172,214666173,214666174,214666175,214666176,214666177,214666178,214666179,214666180,214666181,214666182,214666183,214666184,214666185,214666187,214666189,214666190,214666191,214666192,214666193,214666194,214666195,214666196,214666197,214666198,214666199,214666200,214666201,214666202,pull_request
214649196,51b5885adb06f12ee13cd3cfeafb8d158c30dc66,540,master,passed,4943,2017-03-24 14:05:50 UTC,214649197,214649198,214649199,214649200,214649201,214649202,214649203,214649204,214649205,214649206,214649207,214649208,214649209,214649210,214649211,214649212,214649213,214649214,214649215,214649216,214649217,214649218,214649219,214649220,214649221,214649222,214649223,214649224,214649225,214649226,pull_request
214648328,a3980946a4a25323fbe8b3ea228665b6e0df2bb2,540,master,passed,6751,2017-03-24 13:37:51 UTC,214648329,214648330,214648331,214648332,214648333,214648334,214648335,214648338,214648339,214648341,214648343,214648344,214648345,214648346,214648347,214648349,214648351,214648353,214648354,214648355,214648356,214648357,214648358,214648359,214648360,214648361,214648362,214648363,214648364,214648365,pull_request
182158022,7293fde9133aa12525dde3282810e76a935dfaf9,,v0.20.6,passed,8523,2016-12-08 02:46:39 UTC,182158023,182158024,182158025,182158026,182158027,182158028,182158029,182158030,182158031,182158032,182158033,182158034,182158035,182158036,182158037,182158040,182158042,182158044,182158046,182158048,182158049,182158050,182158052,182158054,182158058,182158061,182158063,182158065,182158066,182158067,182158068,182158069,182158070,182158071,182158072,182158073,182158074,182158075,182158077,182158079,182158080,182158083,182158085,182158086,182158087,182158088,182158089,182158092,182158093,182158094,182158095,182158096,182158097,182158098,182158099,182158100,182158101,182158102,182158103,push
182157946,7293fde9133aa12525dde3282810e76a935dfaf9,,master,passed,8484,2016-12-08 02:17:51 UTC,182157947,182157948,182157949,182157950,182157951,182157952,182157953,182157954,182157955,182157956,182157957,182157958,182157959,182157960,182157961,182157962,182157963,182157964,182157970,182157976,182157977,182157978,182157979,182157980,182157981,182157982,182157983,182157985,182157987,182157989,182157991,182157994,182157995,182157996,182157997,182157998,182157999,182158000,182158001,182158002,182158003,182158004,182158005,182158006,182158007,182158008,182158009,182158010,182158011,182158012,182158013,182158014,182158015,182158016,182158017,182158018,182158019,182158020,182158021,push
182157030,4d8969c6517b60518eb8e7a581a6a63195f289ea,,master,passed,8530,2016-12-08 01:51:27 UTC,182157031,182157032,182157033,182157036,182157037,182157038,182157039,182157040,182157041,182157042,182157043,182157044,182157045,182157046,182157047,182157048,182157049,182157050,182157051,182157052,182157053,182157054,182157055,182157056,182157057,182157058,182157059,182157060,182157061,182157062,182157063,182157064,182157065,182157066,182157067,182157068,182157069,182157070,182157071,182157072,182157073,182157074,182157075,182157076,182157077,182157078,182157079,182157080,182157081,182157082,182157083,182157084,182157085,182157086,182157087,182157088,182157089,182157090,182157091,push
182019358,cb95c9c5368a84a8357a26b1595a52a0b4db6c04,534,master,passed,9007,2016-12-07 17:50:33 UTC,182019359,182019362,182019364,182019366,182019370,182019379,182019384,182019386,182019387,182019391,182019394,182019396,182019400,182019402,182019404,182019405,182019408,182019410,182019412,182019414,182019415,182019419,182019422,182019423,182019427,182019430,182019432,182019435,182019437,182019439,182019441,182019443,182019446,182019448,182019450,182019452,182019454,182019455,182019458,182019460,182019463,182019464,182019466,182019468,182019471,182019473,182019475,182019480,182019481,182019483,182019485,182019487,182019491,182019493,182019495,182019498,182019499,182019501,182019503,pull_request
182019051,c75215ac2711d514f4772f39c735287650859517,,master,passed,10603,2016-12-07 17:08:49 UTC,182019052,182019054,182019055,182019057,182019059,182019061,182019062,182019063,182019064,182019065,182019066,182019067,182019068,182019069,182019070,182019071,182019072,182019073,182019074,182019075,182019076,182019077,182019078,182019079,182019080,182019082,182019083,182019084,182019085,182019089,182019091,182019093,182019094,182019095,182019096,182019097,182019098,182019100,182019101,182019102,182019103,182019104,182019105,182019107,182019110,182019114,182019115,182019117,182019121,182019127,182019133,182019146,182019151,182019154,182019156,182019157,182019158,182019159,182019160,push
182007580,71d20ceab2480334c486d0f626a416d0f119e72f,533,master,passed,9305,2016-12-07 16:21:10 UTC,182007581,182007582,182007583,182007584,182007585,182007586,182007587,182007588,182007589,182007590,182007591,182007592,182007593,182007594,182007595,182007596,182007597,182007598,182007599,182007600,182007601,182007602,182007603,182007604,182007605,182007608,182007609,182007611,182007612,182007613,182007614,182007616,182007619,182007620,182007622,182007624,182007626,182007627,182007629,182007631,182007633,182007634,182007635,182007637,182007638,182007639,182007640,182007642,182007643,182007644,182007646,182007649,182007650,182007653,182007656,182007659,182007662,182007664,182007665,pull_request
179832210,4f740dc7ba3dba7c59e58e29fb13e58d843a6e95,534,master,failed,14571,2016-11-29 17:24:59 UTC,179832213,179832216,179832218,179832222,179832225,179832227,179832228,179832229,179832230,179832231,179832234,179832235,179832237,179832238,179832239,179832240,179832241,179832242,179832243,179832244,179832245,179832246,179832247,179832248,179832249,179832250,179832251,179832252,179832253,179832254,179832255,179832256,179832257,179832258,179832259,179832260,179832261,179832262,179832263,179832264,179832265,179832266,179832267,179832268,179832271,179832272,179832273,179832274,179832275,179832276,179832277,179832278,179832279,179832280,179832281,179832282,179832283,179832284,179832285,pull_request
179814934,bf40be8c78536f83032d89aef40c68f5722a4abf,533,master,failed,9347,2016-11-29 16:52:23 UTC,179814935,179814936,179814937,179814938,179814939,179814940,179814941,179814942,179814943,179814944,179814947,179814949,179814955,179814956,179814957,179814958,179814959,179814960,179814961,179814962,179814963,179814964,179814965,179814968,179814969,179814975,179814977,179814978,179814980,179814982,179814983,179814984,179814986,179814987,179814989,179814991,179814993,179814995,179814997,179814998,179815000,179815002,179815003,179815004,179815005,179815006,179815007,179815008,179815009,179815010,179815011,179815012,179815013,179815014,179815015,179815016,179815017,179815018,179815019,pull_request
179807858,a82de71c493b6323d9ea2062d52c348b006dc79d,533,master,failed,14061,2016-11-29 16:07:44 UTC,179807859,179807860,179807861,179807862,179807863,179807864,179807865,179807866,179807867,179807868,179807869,179807870,179807871,179807872,179807873,179807874,179807875,179807876,179807877,179807878,179807879,179807880,179807881,179807882,179807883,179807884,179807885,179807886,179807888,179807890,179807891,179807893,179807894,179807895,179807896,179807897,179807898,179807899,179807900,179807901,179807902,179807903,179807905,179807908,179807909,179807910,179807911,179807912,179807913,179807914,179807916,179807918,179807919,179807920,179807921,179807922,179807923,179807924,179807925,pull_request
178689223,7f3649b3a02441ea525bc686bb37ba0a5630a30a,532,master,failed,11373,2016-12-11 13:48:31 UTC,178689224,178689225,178689226,178689227,178689228,178689229,178689230,178689231,178689232,178689233,178689234,178689235,178689236,178689237,178689238,178689239,178689240,178689241,178689242,178689243,178689244,178689245,178689246,178689247,178689248,178689249,178689250,178689251,178689252,178689253,178689254,178689255,178689256,178689257,178689258,178689259,178689260,178689261,178689262,178689263,178689264,178689265,178689268,178689269,178689270,178689271,178689272,178689273,178689274,178689275,178689276,178689277,178689278,178689279,178689280,178689281,178689282,178689283,178689284,pull_request
178673672,d0f5253d2c7fce60905428fce9b401714121d859,532,master,failed,10412,2016-11-24 19:25:48 UTC,178673673,178673674,178673675,178673676,178673677,178673678,178673679,178673680,178673681,178673682,178673683,178673684,178673685,178673686,178673687,178673688,178673689,178673690,178673691,178673692,178673693,178673694,178673695,178673696,178673697,178673698,178673699,178673700,178673701,178673702,178673703,178673704,178673705,178673706,178673707,178673708,178673709,178673710,178673711,178673712,178673713,178673714,178673715,178673716,178673717,178673718,178673719,178673720,178673721,178673722,178673723,178673724,178673725,178673726,178673727,178673728,178673729,178673730,178673731,pull_request
178668356,9182a53d5c98ebf7584f3b8ab0f26ee94cbce62a,532,master,failed,12570,2016-11-24 18:31:35 UTC,178668357,178668360,178668362,178668363,178668365,178668367,178668369,178668370,178668371,178668372,178668373,178668374,178668375,178668376,178668377,178668378,178668379,178668382,178668383,178668387,178668390,178668391,178668393,178668396,178668398,178668400,178668401,178668402,178668404,178668407,178668408,178668412,178668414,178668417,178668419,178668423,178668425,178668426,178668427,178668428,178668429,178668430,178668432,178668434,178668436,178668438,178668440,178668442,178668443,178668445,178668447,178668448,178668449,178668450,178668451,178668452,178668453,178668454,178668455,pull_request
154194625,3f154fc39cd704cd7bae0475cb6fd603fda3ed6f,,master,failed,13243,2016-08-22 16:07:09 UTC,154194626,154194627,154194628,154194629,154194630,154194631,154194632,154194633,154194634,154194635,154194636,154194637,154194638,154194639,154194640,154194641,154194642,154194643,154194644,154194645,154194646,154194647,154194648,154194649,154194650,154194651,154194652,154194653,154194654,154194655,154194656,154194657,154194658,154194659,154194660,154194661,154194662,154194663,154194664,154194665,154194666,154194667,154194668,154194669,154194670,154194671,154194672,154194673,154194674,154194675,154194676,154194677,154194678,154194679,154194680,154194681,154194682,154194683,154194684,push
153881476,bb6e673aa8de243cb5d4bddb63155c237fbf1cea,530,master,failed,10725,2016-08-21 07:40:55 UTC,153881477,153881478,153881479,153881480,153881481,153881482,153881483,153881484,153881485,153881486,153881487,153881488,153881489,153881490,153881491,153881492,153881493,153881494,153881495,153881496,153881497,153881498,153881499,153881500,153881501,153881502,153881503,153881504,153881505,153881506,153881507,153881508,153881509,153881510,153881511,153881512,153881513,153881514,153881515,153881516,153881517,153881518,153881519,153881520,153881521,153881522,153881523,153881524,153881525,153881526,153881527,153881528,153881529,153881530,153881531,153881532,153881533,153881534,153881535,pull_request
144643433,b46c0163409191c6e97922a1f13f37b00546e850,,master,passed,12480,2016-07-14 06:09:52 UTC,144643434,144643435,144643436,144643437,144643438,144643439,144643440,144643441,144643442,144643443,144643444,144643445,144643446,144643447,144643448,144643449,144643450,144643451,144643452,144643453,144643454,144643455,144643456,144643457,144643458,144643459,144643460,144643461,144643462,144643463,144643464,144643465,144643466,144643467,144643468,144643469,144643470,144643471,144643472,144643473,144643474,144643476,144643478,144643479,144643480,144643481,144643482,144643483,144643484,144643485,144643486,144643487,144643488,144643489,144643490,144643491,144643492,144643493,144643494,push
144516731,3e3fa39313f3a84fadb9d0842eaff4f2322fbc66,528,master,passed,13195,2016-07-13 20:38:17 UTC,144516732,144516734,144516735,144516736,144516737,144516738,144516739,144516740,144516741,144516742,144516743,144516744,144516745,144516746,144516747,144516748,144516749,144516750,144516751,144516752,144516754,144516755,144516756,144516757,144516758,144516759,144516760,144516761,144516762,144516763,144516764,144516765,144516766,144516767,144516768,144516769,144516770,144516771,144516772,144516773,144516774,144516775,144516776,144516777,144516778,144516779,144516780,144516781,144516782,144516783,144516784,144516785,144516786,144516787,144516788,144516789,144516790,144516791,144516792,pull_request
124153725,5159c371c66320e433d37fc9ef28099cf50e66a5,511,master,failed,10454,2016-04-19 10:51:09 UTC,124153727,124153729,124153731,124153733,124153735,124153738,124153740,124153742,124153744,124153746,124153749,124153751,124153752,124153754,124153756,124153758,124153760,124153762,124153765,124153767,124153769,124153771,124153773,124153775,124153777,124153779,124153781,124153783,124153785,124153787,124153789,124153791,124153794,124153796,124153798,124153800,124153802,124153804,124153805,124153806,124153807,124153808,124153809,124153810,124153811,124153813,124153814,124153815,124153816,124153817,124153818,124153819,124153822,124153824,124153825,124153826,124153827,124153828,124153829,pull_request
