build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
100368226,a521a25e552e2d3ae246d1b40b18c6b93f68f51a,,master,failed,106,2016-01-05 15:37:16 UTC,100368227,100368228,push
100208628,b630b35daf2c5029cb2993fbab902ae5eed2697d,,master,failed,345,2016-01-04 21:22:04 UTC,100208629,100208632,push
100208280,0da94ef927a92885dc2a0652600199cbdc57ef33,,master,errored,7,2016-01-04 20:59:30 UTC,100208281,100208282,push
83728094,a9626a3d74b667f0772d1479bed29339871b9ebf,,master,passed,522,2015-10-05 16:46:32 UTC,83728095,83728097,push
81774726,db9dae9db16473b860c0a1b7ae3756f1a8781f5a,,master,passed,712,2015-09-23 13:36:11 UTC,81774727,81774728,push
81045323,b4f251bf4ba95d6d9c1b03117274a3470588e5f8,,master,passed,389,2015-09-18 16:27:21 UTC,81045333,81045335,push
79847503,eb354aa1716d0fad88b2e59565599020a4af9706,,master,passed,488,2015-09-11 13:27:14 UTC,79847504,79847505,push
73389166,fde4b0bc61154bd8d5f5345b19fb0cdf1db845a9,34,master,passed,440,2015-07-30 14:38:53 UTC,73389168,73389171,pull_request
72553813,0224a7839e4e47d4de1fe07514e19b16c0858d27,,master,passed,417,2015-07-25 01:11:44 UTC,72553814,72553815,push
68949923,0fde145d0b50322799eda6ac23a86fa851935b82,32,master,failed,351,2015-06-30 10:07:38 UTC,68949930,68949935,pull_request
68749703,93355134887f3a3926464c1deb6ca56f9bd95698,,master,passed,440,2015-06-29 02:39:01 UTC,68749704,68749705,push
68688238,3d0c42d0112fcc2026ab4f805b93b4d8b0405718,,master,canceled,356,2015-06-29 02:28:06 UTC,68688239,68688240,push
68687351,c0411d4dafa5dd369ec892f180c6b818a3097e02,,master,failed,416,2015-06-28 13:10:37 UTC,68687352,68687353,push
68686625,e82136d26d3f61decefc19dacbc1ba54fb0038de,,master,failed,460,2015-06-28 12:59:10 UTC,68686626,68686627,push
68685661,9d709e4b2b16ff40657ebdddd1755f9d646dab80,,master,failed,274,2015-06-28 12:42:29 UTC,68685662,68685663,push
68683802,3d0c42d0112fcc2026ab4f805b93b4d8b0405718,,master,failed,534,2015-06-28 12:19:10 UTC,68683803,68683804,push
68085291,a78e2f32181fc7a0c24ebf12f939c2fd9b6a5770,,master,failed,305,2015-06-28 12:49:41 UTC,68085292,68085293,push
60094366,918919ff8b08f4e32942c451aa83c9c71bedfff9,,v0.2,passed,301,2015-04-26 12:34:12 UTC,60094367,60094368,push
60094312,918919ff8b08f4e32942c451aa83c9c71bedfff9,,master,passed,341,2015-04-26 12:32:57 UTC,60094315,60094316,push
57995921,628d7c2e498043954a08849fafb1d34b7e215aab,,master,passed,280,2015-04-10 19:16:54 UTC,57995930,57995931,push
57995241,4fa4b0ddcf8114a596403926a3844c4d1ad0f01d,,master,errored,9,2015-04-10 19:12:57 UTC,57995243,57995245,push
