build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761482424,d81dfa39cfc7dd483f521fcad08fc6155cf96f0a,,master,passed,4194,2021-03-04 20:02:06 UTC,761482425,761482426,761482427,761482428,761482429,761482430,761482431,761482432,761482433,761482434,761482435,761482436,761482437,761482438,761482439,761482440,761482441,761482442,761482443,761482444,761482445,761482446,761482447,761482448,761482449,761482450,761482451,761482452,761482453,761482454,761482455,761482456,761482457,761482458,761482459,761482460,761482461,761482462,761482463,761482464,761482465,761482466,761482467,761482468,761482469,761482470,push
761482363,646997f464cc4ea7338ae07863b28b01b341dbab,595,master,errored,1287,2021-03-04 19:05:31 UTC,761482364,761482365,761482366,761482367,761482368,761482369,761482370,761482371,761482372,761482373,761482374,761482375,761482376,761482377,761482378,761482379,761482380,761482381,761482382,761482383,761482384,761482385,761482386,761482387,761482388,761482389,761482390,761482391,761482392,761482393,761482394,761482395,761482396,761482397,761482398,761482399,761482400,761482401,761482402,761482403,761482404,761482405,761482406,761482407,761482408,761482409,pull_request
761481744,a03433811468106ed8c8a091f91523118e613ce0,595,master,canceled,0,,761481745,761481746,761481747,761481748,761481749,761481750,761481751,761481752,761481753,761481754,761481755,761481756,761481757,761481758,761481759,761481760,761481761,761481762,761481763,761481764,761481765,761481766,761481767,761481768,761481769,761481770,761481771,761481772,761481773,761481774,761481775,761481776,761481777,761481778,761481779,761481780,761481781,761481782,761481783,761481784,761481785,761481786,761481787,761481788,761481789,761481790,pull_request
760611503,a018344f0888b0bd1e05de624596e2053b4a315c,593,master,errored,8215,2021-02-26 17:10:10 UTC,760611504,760611505,760611506,760611507,760611508,760611509,760611510,760611511,760611512,760611513,760611514,760611515,760611516,760611517,760611518,760611519,760611520,760611521,760611522,760611523,760611524,760611525,760611526,760611527,760611528,760611529,760611530,760611531,760611532,760611533,760611534,760611535,760611536,760611537,760611538,760611539,760611540,760611541,760611542,760611543,760611544,760611545,760611546,760611547,760611548,760611549,760611550,760611551,760611552,760611553,760611554,760611555,760611556,760611557,760611558,760611559,pull_request
759047954,5cd2ddf944784719f2ba5d7d3f485b2a2821d465,,master,passed,3959,2021-02-15 12:58:12 UTC,759047955,759047956,759047957,759047958,759047959,759047960,759047961,759047962,759047963,759047964,759047965,759047966,759047967,759047968,759047969,759047970,759047971,759047972,759047973,759047974,759047975,759047976,759047977,759047978,759047979,759047980,759047981,759047982,759047983,759047984,759047985,759047986,759047987,759047988,759047989,759047990,759047991,759047992,759047993,759047994,759047995,759047996,759047997,759047998,759047999,759048000,push
759046890,1bde7b8c264e8a418f3131efb960954d81b97bb6,,master,passed,4124,2021-02-15 12:37:49 UTC,759046891,759046892,759046893,759046894,759046895,759046896,759046897,759046898,759046899,759046900,759046901,759046902,759046903,759046904,759046905,759046906,759046907,759046908,759046909,759046910,759046911,759046912,759046913,759046914,759046915,759046916,759046917,759046918,759046919,759046920,759046921,759046922,759046923,759046924,759046925,759046926,759046927,759046928,759046929,759046930,759046931,759046932,759046933,759046934,759046935,759046936,push
758915401,ba151ecfbcdfb51a09f6bd3962f2855217fdb53b,,master,passed,4313,2021-02-14 13:10:12 UTC,758915402,758915403,758915404,758915405,758915406,758915407,758915408,758915409,758915410,758915411,758915412,758915413,758915414,758915415,758915416,758915417,758915418,758915419,758915420,758915421,758915422,758915423,758915424,758915425,758915426,758915427,758915428,758915429,758915430,758915431,758915432,758915433,758915434,758915435,758915436,758915437,cron
758689364,ba151ecfbcdfb51a09f6bd3962f2855217fdb53b,,master,passed,4262,2021-02-12 14:00:32 UTC,758689365,758689366,758689367,758689368,758689369,758689370,758689371,758689372,758689373,758689374,758689375,758689376,758689377,758689378,758689379,758689380,758689381,758689382,758689383,758689384,758689385,758689386,758689387,758689388,758689389,758689390,758689391,758689392,758689393,758689394,758689395,758689396,758689397,758689398,758689399,758689400,push
758098171,b6c5791ebc5d50f68deffa8281db044b3af95f2d,587,master,passed,4295,2021-02-12 13:30:28 UTC,758098172,758098173,758098174,758098175,758098176,758098177,758098178,758098179,758098180,758098181,758098182,758098183,758098184,758098185,758098186,758098187,758098188,758098189,758098190,758098191,758098192,758098193,758098194,758098195,758098196,758098197,758098198,758098199,758098200,758098201,758098202,758098203,758098204,758098205,758098206,758098207,pull_request
757347451,a425d41914173d94a51c5448b83d2e0c87cdd0b8,586,master,passed,5394,2021-02-03 08:05:34 UTC,757347452,757347453,757347454,757347455,757347456,757347457,757347458,757347459,757347460,757347461,757347462,757347463,757347464,757347465,757347466,757347467,757347468,757347469,757347470,757347471,757347472,757347473,757347474,757347475,757347476,757347477,757347478,757347479,757347480,757347481,757347482,757347483,757347484,757347485,757347486,757347487,757347488,757347489,757347490,757347491,757347492,757347493,757347494,757347495,757347496,757347497,pull_request
757344689,90d0f40a72494b18869e752bcf59b44b69292190,586,master,failed,6109,2021-02-03 05:32:58 UTC,757344690,757344691,757344692,757344693,757344694,757344695,757344696,757344697,757344698,757344699,757344700,757344701,757344702,757344703,757344704,757344705,757344706,757344707,757344708,757344709,757344710,757344711,757344712,757344713,757344714,757344715,757344716,757344717,757344718,757344719,757344720,757344721,757344722,757344723,757344724,757344725,757344726,757344727,757344728,757344729,757344730,757344731,757344732,757344733,757344734,757344735,757344736,757344737,757344738,757344739,757344740,757344741,pull_request
757235083,dd4147f5a23d4a1b93cf434f31b6c9d3e2104e23,586,master,errored,6321,2021-02-02 14:00:02 UTC,757235084,757235085,757235086,757235087,757235088,757235089,757235090,757235091,757235092,757235093,757235094,757235095,757235096,757235097,757235098,757235099,757235100,757235101,757235102,757235103,757235104,757235105,757235106,757235107,757235108,757235109,757235110,757235111,757235112,757235113,757235114,757235115,757235116,757235117,757235118,757235119,757235120,757235121,757235122,757235123,757235124,757235125,757235126,757235127,757235128,757235129,757235130,757235131,757235132,757235133,757235134,757235135,757235136,757235137,757235138,757235139,pull_request
754453148,9cbfa5eceed0f4ebb2933cb1b47b499cd55e4089,,master,passed,3166,2021-01-14 13:09:49 UTC,754453149,754453150,754453151,754453152,754453153,754453154,754453155,754453156,754453157,754453158,754453159,754453160,754453161,754453162,754453163,754453164,754453165,754453166,754453167,754453168,754453169,754453170,754453171,754453172,754453173,754453174,754453175,754453176,754453177,754453178,754453179,754453180,754453181,754453182,754453183,754453184,cron
753368088,9cbfa5eceed0f4ebb2933cb1b47b499cd55e4089,,master,passed,3135,2021-01-07 15:18:44 UTC,753368089,753368090,753368091,753368092,753368093,753368094,753368095,753368096,753368097,753368098,753368099,753368100,753368101,753368102,753368103,753368104,753368105,753368106,753368107,753368108,753368109,753368110,753368111,753368112,753368113,753368114,753368115,753368116,753368117,753368118,753368119,753368120,753368121,753368122,753368123,753368124,push
752802449,0dea768953d53957217204908ca2f6f54f7b33b8,,master,passed,3158,2021-01-04 14:10:14 UTC,752802450,752802451,752802452,752802453,752802454,752802455,752802456,752802457,752802458,752802459,752802460,752802461,752802462,752802463,752802464,752802465,752802466,752802467,752802468,752802469,752802470,752802471,752802472,752802473,752802474,752802475,752802476,752802477,752802478,752802479,752802480,752802481,752802482,752802483,752802484,752802485,push
752794559,0facc4974a1d8e5862affb657bd134942f4c4eb6,583,master,passed,3142,2021-01-04 13:11:57 UTC,752794560,752794561,752794562,752794563,752794564,752794565,752794566,752794567,752794568,752794569,752794570,752794571,752794572,752794573,752794574,752794575,752794576,752794577,752794578,752794579,752794580,752794581,752794582,752794583,752794584,752794585,752794586,752794587,752794588,752794589,752794590,752794591,752794592,752794593,752794594,752794595,pull_request
