build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761629314,2ec875179e864cc1a45cdc76756c166cda2c0264,1542,master,errored,395,2021-03-05 20:20:19 UTC,761629315,761629316,761629317,761629318,761629319,761629320,761629321,761629322,761629323,761629324,pull_request
761343185,f18e0979d2433583b9c316bc24dd6229b95da261,,master,passed,3018,2021-03-03 21:17:05 UTC,761343186,761343187,761343188,761343189,761343190,761343191,761343192,761343193,761343194,761343195,push
761285722,f811a1794f18a6fac3726dba3466421a9aeafcf8,1541,master,passed,3065,2021-03-03 13:51:21 UTC,761285723,761285724,761285725,761285726,761285727,761285728,761285729,761285730,761285731,761285732,pull_request
761257451,2235133ed4600106e27ded1d4b447b566d086d12,,master,passed,3054,2021-03-03 08:37:41 UTC,761257452,761257453,761257454,761257455,761257456,761257457,761257458,761257459,761257460,761257461,push
761257416,8ad1f76ffa747c4498ef80f940f0c7e05d16e72b,1540,master,errored,276,2021-03-03 08:35:39 UTC,761257417,761257418,761257419,761257420,761257421,761257422,761257423,761257424,761257425,761257426,pull_request
761164124,f4b3c1e539d8852b38bce87a44ddc0ab70279af7,1541,master,passed,2941,2021-03-02 18:53:26 UTC,761164125,761164126,761164127,761164128,761164129,761164130,761164131,761164132,761164133,761164134,pull_request
761161475,32de4cae3b2be0c7ca8340caaf0db1bd88de2c76,1540,master,passed,3082,2021-03-02 18:00:01 UTC,761161476,761161477,761161478,761161479,761161480,761161481,761161482,761161483,761161484,761161485,pull_request
760894060,a04dba85ed25d3091d0c6fba6fc806ecd35067c9,,master,passed,3053,2021-03-01 06:56:47 UTC,760894061,760894062,760894063,760894064,760894065,760894066,760894067,760894068,760894069,760894070,push
760893472,61953c460ebae3c2ca47978213a145bb89639c46,,master,passed,4598,2021-03-01 06:34:38 UTC,760893473,760893474,760893475,760893476,760893477,760893478,760893479,760893480,760893481,760893482,760893483,760893484,760893485,760893486,760893487,push
760892998,84a7c0428860ef5130ee99ae1dd8e4282ab5cb40,,master,passed,4632,2021-03-01 06:18:27 UTC,760892999,760893000,760893001,760893002,760893003,760893004,760893005,760893006,760893007,760893008,760893009,760893010,760893011,760893012,760893013,push
760745024,8fcefe00d5b4291aae8ff57da4a5f6108e66aafd,1539,master,passed,3026,2021-02-27 22:11:14 UTC,760745025,760745026,760745027,760745028,760745029,760745030,760745031,760745032,760745033,760745034,pull_request
760625483,4b8ffd46a284fa055e52a455fd3cffc0e4fd30d9,1538,master,passed,4634,2021-02-26 18:53:09 UTC,760625484,760625485,760625486,760625487,760625488,760625489,760625490,760625491,760625492,760625493,760625494,760625495,760625496,760625497,760625498,pull_request
