build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
725216231,a6c0a40604214e57ae92ac52266195d84aef8880,65,master,passed,179,2020-09-08 12:17:31 UTC,725216235,725216236,725216237,725216238,725216243,pull_request
725058823,2905a876c74c11bd0f3df9e3b2b96599cb22686c,65,master,passed,175,2020-09-07 21:31:17 UTC,725058824,725058825,725058826,725058827,725058828,pull_request
725058236,3bb97cbfa350eda27f5e4e4efc91fafc3a76828a,65,master,failed,175,2020-09-07 21:29:13 UTC,725058237,725058238,725058239,725058240,725058241,pull_request
725056546,ac52698fb3865599d50f52addbb965ccb0b1fe78,65,master,failed,177,2020-09-07 21:21:36 UTC,725056547,725056548,725056549,725056550,725056551,pull_request
725055674,1a291173b37200b41999057f988a0e206611af27,65,master,failed,176,2020-09-07 21:16:07 UTC,725055675,725055676,725055677,725055678,725055679,pull_request
725053930,cb705236f7ef20d83f360337615af54537dfba24,65,master,failed,175,2020-09-07 21:08:16 UTC,725053931,725053932,725053933,725053934,725053935,pull_request
708159306,230266645a0ccb775e36996d33737d1c21036d0e,63,master,passed,177,2020-07-14 22:47:28 UTC,708159307,708159308,708159309,708159310,708159311,pull_request
708157976,ef42822117bf2ca788ecad9306b53bd1770b10f5,63,master,failed,181,2020-07-14 22:41:13 UTC,708157977,708157978,708157979,708157980,708157981,pull_request
708156901,9599ca6e75ab8b37ef853e37b5a91b7c06ac41b4,63,master,failed,172,2020-07-14 22:35:50 UTC,708156902,708156903,708156904,708156905,708156906,pull_request
708156124,340d45b36ba95435da01e32e8b47a1c065c82e32,63,master,failed,180,2020-07-14 22:32:26 UTC,708156125,708156126,708156127,708156128,708156129,pull_request
708153904,0ccf62eeb2613fcdd67b701d0042fc9da44f27ea,63,master,failed,174,2020-07-14 22:22:02 UTC,708153905,708153906,708153907,708153908,708153909,pull_request
707721245,0040966bed66634db3d0f0b627b9bc6b541238d5,,master,passed,171,2020-07-13 17:40:55 UTC,707721246,707721247,707721248,707721249,707721250,push
707354489,7535ff248f9e86cb0daf34148fd707322f5867bb,61,master,passed,178,2020-07-12 12:54:15 UTC,707354490,707354491,707354492,707354493,707354494,pull_request
707354312,64e276a66445f81ff3277c3ae91df1fb8aff385c,61,master,passed,177,2020-07-12 12:52:24 UTC,707354313,707354314,707354315,707354316,707354317,pull_request
707353011,f1a9cbfe54521314571901d011ddb0928f0188f3,61,master,failed,173,2020-07-12 12:39:58 UTC,707353012,707353013,707353014,707353015,707353016,pull_request
706619728,9564be7d1c2e9cef9c7b62d72abffe758eb6e69e,,master,passed,174,2020-07-09 18:00:32 UTC,706619729,706619730,706619731,706619732,706619733,push
706450662,d2a80fbe26f7efa65a44b7cab225b7eef9265504,60,master,passed,177,2020-07-09 08:46:02 UTC,706450663,706450664,706450665,706450666,706450667,pull_request
696940425,0632c030503c59f3f3911b458da9ff156361e32b,,master,passed,188,2020-06-10 17:39:27 UTC,696940426,696940427,696940428,696940429,696940430,push
696749050,6217a388777152daf3775d91a49639498cc07002,58,master,passed,172,2020-06-10 07:39:22 UTC,696749051,696749052,696749053,696749054,696749055,pull_request
696539610,b2c8cffa68fa839d1d7d94d26f447a84154da82f,,master,passed,187,2020-06-09 16:46:20 UTC,696539611,696539612,696539613,696539614,696539615,push
696240562,6b682122c5eab0da83b05f184f8ee1be97968474,57,master,passed,175,2020-06-08 22:32:45 UTC,696240563,696240564,696240565,696240566,696240567,pull_request
696239914,8eab8cc1b38db4045bb916182486732f3be92c5d,57,master,failed,174,2020-06-08 22:31:28 UTC,696239915,696239916,696239917,696239918,696239919,pull_request
696239742,0c61652e03439526df6d33cc9c7fea869ae1f510,57,master,failed,171,2020-06-08 22:30:28 UTC,696239743,696239744,696239745,696239746,696239747,pull_request
696233261,e2a312afe3ad834405f11bf95dc814c2c9f84682,57,master,failed,171,2020-06-08 22:08:31 UTC,696233262,696233263,696233264,696233266,696233267,pull_request
696232836,afd9fd1c79df6f23256650bfc97f893d85ad3468,57,master,failed,169,2020-06-08 22:06:47 UTC,696232837,696232838,696232839,696232840,696232841,pull_request
696227693,4c65b540684edcedab7a013fa0912b1f95b2a70e,,master,failed,167,2020-06-08 21:51:04 UTC,696227694,696227695,696227696,696227697,696227698,push
696226418,7d393245945e624f66b34e7136e50e61792d7dae,56,master,failed,163,2020-06-08 21:47:32 UTC,696226419,696226420,696226421,696226422,696226423,pull_request
692646418,613527fad7bbf43bb5cb361aff44583d97f9fb3e,54,master,passed,175,2020-05-29 17:13:20 UTC,692646419,692646420,692646421,692646422,692646423,pull_request
692633082,1b09b6f5377390ebf0fb499fe1ba8e9f83c43451,52,master,failed,171,2020-05-29 16:36:12 UTC,692633083,692633084,692633085,692633086,692633087,pull_request
692629652,b3d261972697793be3012dc8a66020f2b5f54c1e,52,master,failed,170,2020-05-29 16:27:00 UTC,692629653,692629654,692629655,692629656,692629657,pull_request
692623363,ad92ae252ff0c3261a678df16bb9739c83659c70,52,master,failed,177,2020-05-29 16:07:26 UTC,692623364,692623365,692623366,692623367,692623368,pull_request
683469917,eefd35918b5691de18e8e90e0cf9274365a3e9c0,52,master,failed,162,2020-05-05 16:39:27 UTC,683469919,683469920,683469921,683469922,683469923,pull_request
655615940,99917ad6ba398119b1a35225c7a13df8226fbc5b,51,master,failed,170,2020-02-27 01:24:59 UTC,655615941,655615942,655615943,655615944,655615945,pull_request
538404924,cae147574124cfe8fccb1ff78de4bf6c320dd386,,v0.7.0,errored,327,2019-05-28 19:37:06 UTC,538404925,538404926,538404927,538404928,538404929,push
538404690,cae147574124cfe8fccb1ff78de4bf6c320dd386,,master,passed,226,2019-05-28 19:35:11 UTC,538404691,538404692,538404693,538404694,538404695,push
538403566,db8ca662eec7de2b15415241873106d2049ba176,42,master,passed,228,2019-05-28 19:33:16 UTC,538403567,538403568,538403569,538403570,538403571,pull_request
538403473,80e24a0b8495251025929068a1a2b4eba71313c7,,release-0.7.0,passed,266,2019-05-28 19:33:05 UTC,538403474,538403475,538403476,538403477,538403478,push
538402164,978cd1bdb4b541a487de952960913480156a0f34,,master,passed,265,2019-05-28 19:30:26 UTC,538402165,538402166,538402167,538402168,538402169,push
538402072,156e1f1a3e010ca07a51e4c99f59f45f3de5d1b7,41,master,errored,344,2019-05-28 19:30:17 UTC,538402076,538402080,538402081,538402082,538402083,pull_request
538401931,7f10703bce841e24702568c55d38baa327cfd1bd,,remove-pinned-versions,failed,162,2019-05-28 19:30:05 UTC,538401932,538401933,538401934,538401935,538401936,push
532896647,24fd1a82a2268a9236ef750f75831fef8395941c,,master,passed,252,2019-05-15 16:12:24 UTC,532896648,532896649,532896650,532896651,532896652,push
