build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
650383932,c92eb2d31f812ead00c346fd734d33c0f352a7f8,6788,master,failed,7850,2020-02-14 11:31:02 UTC,650383933,650383934,650383935,650383936,650383937,650383938,650383939,650383940,650383941,650383942,pull_request
650383777,cdcbb10ea610455dcc16f153e1d4e279b0e811cb,6788,master,canceled,0,,650383778,650383779,650383780,650383781,650383782,650383783,650383784,650383785,650383786,650383787,pull_request
650380440,95915b2ec2ea5b703e0d89054c2a0abc3bd6187d,6788,master,canceled,0,,650380441,650380442,650380443,650380444,650380445,650380446,650380447,650380448,650380449,650380450,pull_request
650376930,f0e31227928566a27c8a0a14d27f1c411c7dfce2,,master,passed,9161,2020-02-14 10:33:34 UTC,650376931,650376932,650376933,650376934,650376935,650376936,650376937,650376938,650376939,650376940,push
650363904,39c7bf5c82657b0179b42b96a9ff9fc21a0a2a52,6787,master,passed,7866,2020-02-14 09:55:58 UTC,650363907,650363908,650363909,650363910,650363911,650363912,650363913,650363914,650363915,650363916,pull_request
650349852,ba2e25ca6a683e5765d00fda1ac139bb53b2e5c0,6786,master,passed,7778,2020-02-14 09:09:59 UTC,650349853,650349854,650349855,650349856,650349857,650349858,650349859,650349860,650349861,650349862,pull_request
650322095,42773592ca61bca3953d274e6f6053f4f792361c,,master,passed,9546,2020-02-14 07:32:42 UTC,650322096,650322097,650322098,650322099,650322100,650322101,650322102,650322103,650322104,650322105,push
650305234,bd5e4f84feb695364d1e7ba8cd1cd0ac058e4111,6785,master,passed,7950,2020-02-14 06:45:38 UTC,650305235,650305236,650305237,650305238,650305239,650305240,650305241,650305242,650305243,650305244,pull_request
650304291,4bf8d6b40c95614f146877979a8a5dec04731d75,6784,master,passed,8051,2020-02-14 06:21:36 UTC,650304292,650304293,650304294,650304295,650304296,650304297,650304298,650304299,650304300,650304301,pull_request
650286433,2f9c1da6b004828b914a7118fdf98978e495b312,6704,master,passed,8401,2020-02-14 05:14:01 UTC,650286434,650286435,650286436,650286437,650286438,650286439,650286440,650286441,650286442,650286443,pull_request
650223458,4b09a4a2af2fffaca8de4d181eff47f105d7c4da,,stage,passed,9182,2020-02-14 00:36:40 UTC,650223459,650223460,650223461,650223462,650223463,650223464,650223465,650223466,650223467,650223468,push
650117683,a4e31add0e3a35d38d38bef70101a650be3e7175,6763,master,passed,7650,2020-02-13 19:30:30 UTC,650117684,650117685,650117686,650117687,650117688,650117689,650117690,650117691,650117692,650117693,pull_request
650082585,0ccb53f0fb85590c9505787740d7dd781d5c7a12,6763,master,passed,7906,2020-02-13 18:34:43 UTC,650082586,650082587,650082588,650082589,650082590,650082591,650082592,650082593,650082594,650082595,pull_request
650042768,4b09a4a2af2fffaca8de4d181eff47f105d7c4da,,master,failed,11456,2020-02-13 17:53:47 UTC,650042769,650042770,650042771,650042772,650042773,650042774,650042775,650042776,650042777,650042778,cron
650020672,90efec77f4d1906b1d2bdac433e59945b7fce69a,6777,master,passed,7887,2020-02-13 17:07:22 UTC,650020673,650020674,650020675,650020676,650020677,650020678,650020679,650020680,650020682,650020683,pull_request
650020576,5fa50ba4b4a3c8adc5a591575fc6c707aff43a7f,6743,master,passed,9269,2020-02-13 16:38:04 UTC,650020577,650020578,650020579,650020580,650020581,650020582,650020583,650020584,650020585,650020586,pull_request
650019728,60afeea01d4d1b84d9d8981c2cddc0ff4e204808,6777,master,canceled,0,,650019729,650019730,650019731,650019732,650019733,650019734,650019735,650019736,650019737,650019738,pull_request
650019209,4b09a4a2af2fffaca8de4d181eff47f105d7c4da,,master,passed,9526,2020-02-13 16:06:40 UTC,650019210,650019211,650019212,650019213,650019214,650019215,650019216,650019217,650019218,650019219,push
650000011,904e77ff808a1d11ef3017015ca5384ae4d09dc6,6783,master,passed,7914,2020-02-13 15:36:09 UTC,650000012,650000013,650000014,650000015,650000016,650000017,650000018,650000019,650000020,650000021,pull_request
649993417,bd561b8a530e31f6dba5998beb48f8f3375b2672,6780,master,passed,8361,2020-02-13 15:06:10 UTC,649993418,649993419,649993420,649993421,649993422,649993423,649993425,649993426,649993427,649993429,pull_request
649971364,a85f054d9df334ce73caf3a5d152e9a5e1e3a4bd,6782,master,passed,9194,2020-02-13 15:13:47 UTC,649971365,649971366,649971367,649971368,649971369,649971370,649971371,649971372,649971373,649971374,pull_request
649968020,7efaf9869acbb328f9dd8b159460cec7de6bc010,,master,failed,9167,2020-02-13 14:04:30 UTC,649968021,649968022,649968023,649968024,649968025,649968026,649968027,649968028,649968029,649968030,push
649941151,bb7eeec628a46e0fcac766d3c84cf6197cac6ed6,6780,master,failed,8116,2020-02-13 13:34:07 UTC,649941152,649941153,649941154,649941155,649941156,649941157,649941158,649941159,649941160,649941161,pull_request
649937790,726ad51823ee8ce45e1b2ea1c6a3743338cacb49,6781,master,passed,8051,2020-02-13 13:08:58 UTC,649937791,649937792,649937793,649937794,649937795,649937796,649937797,649937798,649937799,649937800,pull_request
649923603,a9256a3d999151dc147a4a66d84f10a08a14626b,6780,master,failed,7956,2020-02-13 12:39:31 UTC,649923604,649923605,649923606,649923607,649923608,649923609,649923610,649923611,649923612,649923613,pull_request
649923523,a053616608a7f1f8935395bd9e97f8e1eb10e52d,6737,master,passed,7951,2020-02-13 12:15:47 UTC,649923524,649923525,649923526,649923527,649923528,649923529,649923530,649923531,649923532,649923533,pull_request
649915777,40f1406e819471338eb20bf6c6b68a7dcdffe013,6780,master,failed,7648,2020-02-13 11:53:07 UTC,649915778,649915779,649915780,649915781,649915782,649915783,649915784,649915785,649915786,649915787,pull_request
649898982,7e194143fa3b8735d6d5252f8cf635c1d42102fd,6777,master,passed,7844,2020-02-13 11:05:07 UTC,649898983,649898984,649898985,649898986,649898987,649898988,649898989,649898990,649898991,649898992,pull_request
649859171,421ec3455749f2844e2b36bdac9ea294872dae1b,,master,failed,9056,2020-02-13 14:04:02 UTC,649859172,649859173,649859174,649859175,649859176,649859177,649859178,649859179,649859180,649859181,push
649736986,90b35cc13d5ac9c8e785ecba1e7e94f50536cce8,,stage,failed,9043,2020-02-13 00:55:55 UTC,649736989,649736990,649736991,649736992,649736993,649736994,649736995,649736996,649736997,649736998,push
649614213,ca61e24d0b0af1f325937b1e374e3a65c77134bd,6737,master,failed,7776,2020-02-12 19:48:10 UTC,649614214,649614215,649614216,649614217,649614219,649614221,649614222,649614224,649614226,649614228,pull_request
649603370,02008f3d498534b1d5b95743397825689be5c1c4,6763,master,passed,8043,2020-02-12 19:18:57 UTC,649603371,649603372,649603373,649603374,649603375,649603376,649603377,649603378,649603379,649603380,pull_request
649602856,b3d12ba73fac5dce41db4305014029e5ff27912b,6763,master,canceled,0,,649602857,649602858,649602859,649602860,649602861,649602862,649602863,649602864,649602865,649602866,pull_request
649602498,cc9ef4c47d44241b4ff19e1a6f2dfa27a3b22f17,6763,master,canceled,0,,649602499,649602500,649602501,649602502,649602503,649602504,649602505,649602506,649602507,649602509,pull_request
649594959,4e8c09938d56def5545b6f0f264182abb83b248a,6763,master,canceled,0,,649594960,649594961,649594962,649594963,649594965,649594967,649594968,649594969,649594972,649594973,pull_request
649592937,8d184f77a219bb4a03acfa556bc13d5678500417,6763,master,canceled,0,,649592938,649592939,649592940,649592941,649592942,649592943,649592944,649592945,649592946,649592947,pull_request
649591406,a58e3c9ae3f687927b304e58cbab318bccb0487c,6763,master,canceled,0,,649591407,649591408,649591409,649591410,649591411,649591412,649591413,649591414,649591415,649591416,pull_request
649574176,90ddc0fcc38e60c0acb2f3554f039928e063ce62,6776,master,passed,8081,2020-02-12 18:51:18 UTC,649574177,649574178,649574179,649574180,649574181,649574182,649574183,649574184,649574185,649574187,pull_request
649567456,90b35cc13d5ac9c8e785ecba1e7e94f50536cce8,,master,failed,9080,2020-02-12 18:10:39 UTC,649567457,649567458,649567459,649567460,649567461,649567462,649567464,649567465,649567466,649567468,push
649542104,1bdf77f40936611e963cd775f581fe2ed0aae8cf,,master,canceled,0,,649542105,649542106,649542107,649542108,649542109,649542110,649542111,649542112,649542113,649542114,push
649538342,c3f0b342bfbeece5b19d9cca33831a3af2947922,,master,failed,13734,2020-02-12 17:35:00 UTC,649538345,649538347,649538349,649538350,649538351,649538352,649538353,649538354,649538355,649538356,cron
649495356,c3f0b342bfbeece5b19d9cca33831a3af2947922,,master,canceled,0,,649495357,649495358,649495359,649495360,649495361,649495362,649495363,649495364,649495365,649495366,push
649484153,b9360b1ed9f60488ef55a717d2bb40660e83f651,6779,master,failed,9090,2020-02-13 06:33:40 UTC,649484154,649484155,649484156,649484157,649484158,649484159,649484160,649484161,649484162,649484163,pull_request
649466929,42956bdfb7f827e5a33ab3062f2362f18ef7b926,,master,canceled,0,,649466930,649466931,649466932,649466933,649466934,649466935,649466938,649466939,649466940,649466941,push
649465394,e92c1cfb43f94f76c9384a74d9821acad344c722,6778,master,passed,7931,2020-02-12 16:29:30 UTC,649465395,649465396,649465397,649465398,649465399,649465400,649465401,649465402,649465403,649465404,pull_request
649451208,258dc6339a51e2dd9b15a5ea517f1b95f3975595,6755,master,passed,7942,2020-02-12 15:45:23 UTC,649451209,649451210,649451211,649451212,649451213,649451214,649451215,649451216,649451217,649451218,pull_request
649440818,9d5b853002489d9e317888a5043f36453a787cb2,6777,master,passed,7886,2020-02-12 15:18:15 UTC,649440819,649440820,649440821,649440822,649440823,649440824,649440825,649440826,649440827,649440828,pull_request
649437309,e21c6ee03b2d70ef50033a2d45d4abb8fad37780,6764,master,passed,7844,2020-02-12 14:51:56 UTC,649437310,649437311,649437312,649437313,649437314,649437315,649437316,649437317,649437318,649437319,pull_request
649433055,bce2afa777edd665693e3e259f0050f62a6fd031,6764,master,canceled,0,,649433056,649433057,649433058,649433059,649433060,649433061,649433062,649433063,649433064,649433065,pull_request
649425134,fc78e6873608dd768fc6d2455873cac2b975703c,6775,master,passed,7783,2020-02-12 14:24:08 UTC,649425135,649425136,649425137,649425138,649425139,649425140,649425141,649425142,649425143,649425144,pull_request
649419892,f28ca30e6df92f85fb9037729c710d5728dffed5,,master,failed,9088,2020-02-12 13:53:31 UTC,649419893,649419894,649419895,649419896,649419897,649419898,649419899,649419900,649419901,649419902,push
649415705,9601fcb73bc6176657049abc127112924f69a04c,6776,master,failed,7917,2020-02-12 13:24:05 UTC,649415706,649415707,649415708,649415709,649415710,649415711,649415712,649415713,649415714,649415715,pull_request
649414964,675834ab9af75644f5e4193353ccff355041f033,6775,master,canceled,0,,649414965,649414966,649414967,649414968,649414969,649414970,649414971,649414972,649414973,649414974,pull_request
649408045,f5dc9ab846ece697ec04c61426eb59a52f07a1dd,6774,master,errored,9410,2020-02-12 12:53:33 UTC,649408046,649408047,649408048,649408049,649408050,649408051,649408052,649408053,649408054,649408055,pull_request
649404974,959406fb43b49f5640711222c8e77b7145683714,6773,master,passed,7645,2020-02-12 12:26:27 UTC,649404975,649404976,649404977,649404978,649404979,649404980,649404981,649404982,649404983,649404984,pull_request
649378516,b0ffea699e662f868bddfd076aa8cb8ad841aaa4,,master,failed,10209,2020-02-12 11:55:44 UTC,649378518,649378520,649378522,649378523,649378524,649378525,649378526,649378527,649378528,649378529,push
649369758,a8e13d496a1669af8f1a23b54e392b0a6e104771,6770,master,passed,8670,2020-02-12 11:22:29 UTC,649369759,649369760,649369761,649369762,649369763,649369764,649369765,649369766,649369767,649369768,pull_request
649362774,3d22644bbe0e95638059ff077c83c119b6f00f72,,master,canceled,0,,649362775,649362776,649362777,649362778,649362779,649362780,649362781,649362782,649362783,649362784,push
649347445,96c2fffd1e5f1a64cef4251f338ed2695926f696,,master,canceled,0,,649347446,649347447,649347448,649347449,649347450,649347451,649347452,649347453,649347454,649347455,push
649347220,622a97bd1c3044760b2166301864da9941cae131,,master,canceled,0,,649347221,649347222,649347223,649347224,649347225,649347226,649347227,649347228,649347229,649347230,push
649342847,677353b62cba1c5a8cc7381437e881c6d8ba7776,6764,master,errored,9065,2020-02-12 10:41:44 UTC,649342848,649342849,649342850,649342851,649342852,649342853,649342854,649342855,649342856,649342857,pull_request
649340577,899be595ce5e8096471b2c6d5b97ab25f9f62bd9,6774,master,failed,748,2020-02-12 10:32:40 UTC,649340578,649340579,649340580,649340581,649340582,649340583,649340584,649340585,649340586,649340587,pull_request
649339989,787525ba3204aec7e940763bdd9dd42479ff287b,6773,master,passed,9161,2020-02-12 10:04:12 UTC,649339990,649339991,649339992,649339993,649339994,649339995,649339996,649339997,649339998,649339999,pull_request
649339920,ac6cce4ff243f3ff2a7ca043d6281e8c30a05b98,6772,master,passed,8824,2020-02-12 09:35:01 UTC,649339921,649339922,649339923,649339924,649339925,649339926,649339927,649339928,649339929,649339930,pull_request
649335337,e4e00eff5f9be028cdfaf1e04310c724ec8a5a4c,6743,master,failed,10121,2020-02-13 09:57:10 UTC,649335340,649335342,649335344,649335346,649335348,649335349,649335350,649335351,649335352,649335353,pull_request
649331216,3c0cf8463aea85f4658ff764f53f24853dcd7296,,master,canceled,0,,649331217,649331218,649331219,649331220,649331221,649331222,649331223,649331224,649331225,649331226,push
649321654,6cdd72b9fc896d38471bdcaae6cfaf830f03b8c8,6756,master,passed,13223,2020-02-12 08:13:02 UTC,649321655,649321656,649321657,649321658,649321659,649321660,649321661,649321662,649321663,649321664,pull_request
649320730,6676b9bba0ded0c5794b0d1eb096d38a7c656bf6,,master,canceled,0,,649320731,649320732,649320733,649320734,649320735,649320736,649320737,649320738,649320739,649320740,push
649320449,dda829710e9ee8d6d5b01effe5adcc391a0f366b,,master,errored,18131,2020-02-12 07:22:42 UTC,649320450,649320451,649320452,649320453,649320454,649320455,649320456,649320457,649320458,649320459,push
649306978,b1763bfba447b7e54764fb3851d9e59b7c200682,6763,master,failed,7460,2020-02-12 06:30:48 UTC,649306979,649306980,649306981,649306982,649306983,649306984,649306985,649306986,649306987,649306988,pull_request
649275981,4d47dd2ed78b735a46702a7dc5c1b846f8ab734b,6771,master,failed,15554,2020-02-12 04:21:49 UTC,649275982,649275983,649275984,649275985,649275986,649275987,649275988,649275989,649275990,649275991,pull_request
649222507,7969aed8e013d2a5cb4bb749d892304fa7d0477e,,stage,passed,19168,2020-02-12 01:28:34 UTC,649222508,649222510,649222512,649222513,649222514,649222515,649222516,649222517,649222518,649222519,push
649213070,cb12b6ba9dc51f6f4326934cb94adf91e3722186,6763,master,failed,8645,2020-02-12 00:54:48 UTC,649213071,649213072,649213073,649213074,649213075,649213076,649213077,649213078,649213079,649213080,pull_request
649211341,18b80c24e97d2880fc8db6abeb8b9927f227a199,6763,master,failed,14697,2020-02-12 00:15:27 UTC,649211342,649211343,649211344,649211345,649211346,649211347,649211348,649211349,649211350,649211351,pull_request
649129325,6ddc10d03d7383bb3166540d346cffd0ca2932e7,6770,master,passed,7966,2020-02-11 21:17:05 UTC,649129326,649129327,649129328,649129329,649129330,649129331,649129332,649129333,649129334,649129335,pull_request
649072386,514505187bd75b2ca39505acddb4da3cb6863367,6763,master,failed,7727,2020-02-11 19:56:32 UTC,649072387,649072388,649072389,649072390,649072391,649072392,649072393,649072394,649072395,649072396,pull_request
649065627,7969aed8e013d2a5cb4bb749d892304fa7d0477e,,master,passed,9390,2020-02-11 19:25:17 UTC,649065628,649065629,649065630,649065631,649065632,649065633,649065634,649065635,649065636,649065637,push
649046072,367e68eacdd10e035bb3fc24a63ffe33563c2e73,6763,master,failed,8157,2020-02-11 18:35:38 UTC,649046073,649046074,649046075,649046076,649046077,649046079,649046080,649046081,649046082,649046083,pull_request
649037899,d170b703573f4286b83967a9f1d00dc1d316603c,6763,master,failed,7799,2020-02-11 18:06:49 UTC,649037900,649037901,649037902,649037903,649037904,649037905,649037906,649037907,649037908,649037909,pull_request
649035001,a349048cb9cc2701a8d24e416b40ab6b59d4b76a,6763,master,canceled,0,,649035002,649035003,649035004,649035005,649035006,649035007,649035008,649035009,649035010,649035011,pull_request
649033184,32147ec1b8b76ec516cc89afb880389ed5a035be,6763,master,canceled,0,,649033185,649033186,649033187,649033188,649033189,649033190,649033191,649033192,649033193,649033194,pull_request
648995626,1d54f2ade391f397956fdcb66f75daf0182d8c1e,,master,passed,11285,2020-02-11 17:26:39 UTC,648995627,648995628,648995629,648995630,648995631,648995632,648995633,648995634,648995635,648995636,cron
