build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
177629299,2328cc2f90f993de0b0ed7f03fbb2315cb204a82,,master,errored,8515,2016-11-21 12:02:12 UTC,177629300,177629301,177629302,177629303,177629304,177629305,177629306,177629307,177629308,177629309,177629310,177629311,177629312,177629313,177629316,177629317,177629319,177629320,177629322,177629323,cron
177429837,1679342dc5d3f00d9ca13cb7c5d4b02a9149f679,,3-1-stable,failed,8298,2016-11-20 14:13:56 UTC,177429838,177429839,177429840,177429841,177429842,177429843,177429844,177429845,177429846,177429847,177429848,177429849,177429850,177429851,177429852,177429853,177429854,177429855,177429856,177429857,cron
177429806,049bbf1e2282c1fe092610779668a89d3d075a92,,3-0-stable,failed,7548,2016-11-20 14:02:13 UTC,177429807,177429809,177429810,177429811,177429813,177429814,177429815,177429816,177429817,177429818,177429820,177429822,177429823,177429824,177429825,177429827,177429828,177429829,177429830,177429832,cron
177414743,2328cc2f90f993de0b0ed7f03fbb2315cb204a82,,master,failed,9602,2016-11-20 12:01:58 UTC,177414744,177414745,177414746,177414747,177414748,177414749,177414750,177414751,177414752,177414753,177414754,177414755,177414756,177414757,177414758,177414759,177414760,177414761,177414762,177414763,cron
177263402,049bbf1e2282c1fe092610779668a89d3d075a92,,3-0-stable,failed,7712,2016-11-19 14:07:02 UTC,177263403,177263405,177263406,177263410,177263412,177263414,177263422,177263423,177263427,177263436,177263438,177263440,177263441,177263443,177263444,177263447,177263450,177263453,177263454,177263456,cron
177263398,1679342dc5d3f00d9ca13cb7c5d4b02a9149f679,,3-1-stable,passed,8479,2016-11-19 14:02:26 UTC,177263399,177263400,177263401,177263404,177263407,177263411,177263413,177263415,177263416,177263419,177263420,177263421,177263424,177263425,177263426,177263428,177263432,177263437,177263439,177263442,cron
177248920,2328cc2f90f993de0b0ed7f03fbb2315cb204a82,,master,failed,9527,2016-11-19 12:02:05 UTC,177248921,177248922,177248923,177248924,177248925,177248926,177248927,177248928,177248929,177248930,177248931,177248932,177248933,177248934,177248935,177248936,177248939,177248941,177248943,177248947,cron
177026457,1679342dc5d3f00d9ca13cb7c5d4b02a9149f679,,3-1-stable,failed,9233,2016-11-18 14:12:17 UTC,177026458,177026460,177026462,177026464,177026467,177026468,177026469,177026470,177026471,177026474,177026475,177026476,177026477,177026478,177026479,177026480,177026481,177026482,177026483,177026484,cron
177026441,049bbf1e2282c1fe092610779668a89d3d075a92,,3-0-stable,passed,7373,2016-11-18 14:02:29 UTC,177026442,177026443,177026444,177026445,177026446,177026447,177026448,177026449,177026450,177026451,177026452,177026453,177026454,177026455,177026456,177026459,177026461,177026463,177026465,177026466,cron
176998824,2328cc2f90f993de0b0ed7f03fbb2315cb204a82,,master,failed,9594,2016-11-18 12:01:59 UTC,176998825,176998826,176998827,176998828,176998829,176998830,176998831,176998832,176998833,176998834,176998835,176998836,176998837,176998838,176998839,176998840,176998841,176998842,176998843,176998844,cron
176705621,1679342dc5d3f00d9ca13cb7c5d4b02a9149f679,,3-1-stable,failed,8226,2016-11-17 14:08:31 UTC,176705622,176705641,176705652,176705661,176705677,176705680,176705682,176705683,176705685,176705687,176705690,176705693,176705696,176705697,176705698,176705699,176705704,176705705,176705710,176705713,cron
176705581,049bbf1e2282c1fe092610779668a89d3d075a92,,3-0-stable,failed,7481,2016-11-17 14:03:18 UTC,176705582,176705584,176705588,176705592,176705594,176705596,176705597,176705599,176705602,176705606,176705610,176705615,176705633,176705642,176705649,176705653,176705655,176705659,176705660,176705672,cron
176677639,2328cc2f90f993de0b0ed7f03fbb2315cb204a82,,master,failed,9767,2016-11-17 12:02:14 UTC,176677640,176677641,176677642,176677643,176677644,176677645,176677646,176677647,176677648,176677649,176677650,176677651,176677652,176677653,176677654,176677655,176677656,176677657,176677658,176677661,cron
176380495,330d707d4698c0c734118b6e5a779689a11758ac,,3-1-stable,failed,8433,2016-11-16 14:03:13 UTC,176380496,176380500,176380502,176380505,176380508,176380510,176380513,176380517,176380524,176380527,176380529,176380536,176380541,176380546,176380549,176380555,176380557,176380559,176380561,176380562,cron
176380489,049bbf1e2282c1fe092610779668a89d3d075a92,,3-0-stable,failed,7365,2016-11-16 14:03:13 UTC,176380490,176380492,176380494,176380499,176380501,176380503,176380507,176380509,176380511,176380512,176380516,176380523,176380528,176380531,176380538,176380544,176380547,176380551,176380553,176380556,cron
176351915,8b9d1467721a469b715e3f82e97b8a28039dee9b,,master,failed,9473,2016-11-16 12:03:28 UTC,176351916,176351919,176351921,176351923,176351926,176351928,176351930,176351932,176351934,176351935,176351936,176351939,176351941,176351945,176351948,176351949,176351951,176351953,176351954,176351955,cron
