build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
483579933,602bfe79f7830830bc69577e695f54f5e4100e61,,master,passed,1810,2019-01-23 20:17:49 UTC,483579934,483579935,483579936,483579937,483579938,483579939,483579940,483579941,483579942,push
483574470,fa48ed3d66608c2255fe59c309bd68e385947afc,3818,master,passed,1817,2019-01-23 20:03:35 UTC,483574471,483574472,483574473,483574474,483574475,483574476,483574477,483574478,483574479,pull_request
483556157,bd7dec035d7c82fdac09554cc10d26d10e448232,,master,passed,1685,2019-01-23 19:18:42 UTC,483556158,483556159,483556160,483556161,483556164,483556165,483556166,483556167,483556168,push
483133806,b2576f552c583e2c837cb095e72f77b595fb6491,,master,passed,1794,2019-01-22 22:33:46 UTC,483133807,483133808,483133809,483133810,483133811,483133812,483133813,483133814,483133815,push
483125791,1a20289f1584b0f8a877c264d0c11bad791d3edd,3817,master,passed,1875,2019-01-22 22:16:09 UTC,483125792,483125793,483125794,483125795,483125796,483125797,483125798,483125799,483125800,pull_request
483117353,8f2d140aa119d2bfa34d4a01670315d482e2518b,3817,master,passed,1789,2019-01-22 21:56:24 UTC,483117354,483117355,483117356,483117357,483117358,483117359,483117360,483117361,483117362,pull_request
483054792,e7e37741f7d4fb6bad69392db3fc582b777f22c9,,5.31.x,passed,1825,2019-01-22 19:44:23 UTC,483054793,483054794,483054795,483054796,483054797,483054798,483054799,483054800,483054801,push
483052806,8f03ee529e9c93365d41bedbf9626c527d144c7a,,master,failed,1728,2019-01-22 19:40:15 UTC,483052807,483052808,483052809,483052810,483052811,483052812,483052813,483052814,483052815,push
483048711,3d7d154eb13c2d2652963c082f87d9d4e78f6483,3816,master,passed,1759,2019-01-22 19:31:56 UTC,483048712,483048713,483048714,483048715,483048716,483048717,483048718,483048719,483048724,pull_request
483047577,7c66d88a5e13b2a48b69acc92980f753a4fe0141,3816,master,passed,1901,2019-01-22 19:28:17 UTC,483047578,483047579,483047580,483047581,483047582,483047583,483047584,483047585,483047586,pull_request
483047561,529504e8656cccb6237b5a9c4531db0785c75d8e,3816,master,passed,1763,2019-01-22 19:28:22 UTC,483047562,483047563,483047564,483047565,483047566,483047567,483047568,483047569,483047570,pull_request
483047531,022e8b49d2c924787a6f0b0cb8ea975f56c0ccbc,3816,master,passed,2188,2019-01-22 19:28:14 UTC,483047532,483047533,483047534,483047535,483047536,483047537,483047538,483047539,483047540,pull_request
483015132,f261ff597ff46cd4d5cb344d04102db6624307d4,3816,master,passed,1746,2019-01-22 18:15:19 UTC,483015134,483015136,483015137,483015138,483015139,483015140,483015141,483015142,483015143,pull_request
483013150,99b5da598c0ac5d9baaccbf03592d3b2d106d25b,3816,master,passed,1732,2019-01-22 18:10:58 UTC,483013151,483013152,483013153,483013154,483013155,483013156,483013157,483013158,483013159,pull_request
483011018,b66a330678f74266273e022a7d3889606f02d7c1,3816,master,passed,1777,2019-01-22 18:05:28 UTC,483011019,483011021,483011022,483011023,483011025,483011026,483011027,483011028,483011029,pull_request
483007239,7869e4f0346e667cedbd9612e2cab2f5841baafd,3816,master,passed,1809,2019-01-22 17:55:56 UTC,483007240,483007241,483007242,483007243,483007244,483007245,483007246,483007247,483007248,pull_request
480497945,e7e37741f7d4fb6bad69392db3fc582b777f22c9,,master,passed,1699,2019-01-16 17:40:06 UTC,480497946,480497947,480497948,480497949,480497950,480497951,480497952,480497953,480497954,push
480129108,21a9b8122eae6fd931d1171608e61c4b674414b7,3815,master,passed,1747,2019-01-15 22:55:12 UTC,480129109,480129110,480129111,480129112,480129113,480129114,480129115,480129116,480129117,pull_request
480128974,36e84baff11a1912ddfebba96371a7047080881e,3815,master,passed,1716,2019-01-15 22:54:58 UTC,480128975,480128976,480128977,480128978,480128979,480128980,480128981,480128982,480128983,pull_request
479479366,bf2e3ac06f05bd77fd111aaa2b9b9c4fb6767863,,master,passed,1732,2019-01-14 16:33:28 UTC,479479367,479479368,479479369,479479370,479479371,479479372,479479373,479479374,479479375,push
477972782,4b3552c15f226a9ac63fa438451c31b6d0a4a9bd,,master,passed,1835,2019-01-10 18:48:13 UTC,477972783,477972784,477972785,477972786,477972787,477972788,477972789,477972790,477972791,push
477967967,45b8944c41f2b3fc1b1a8db67e4870cd4894ec60,3813,master,passed,1826,2019-01-10 18:37:37 UTC,477967968,477967969,477967970,477967971,477967972,477967973,477967974,477967975,477967976,pull_request
477934026,131316030d525d2efbeaf3577e87e4d752168f9d,,master,passed,1789,2019-01-10 17:22:02 UTC,477934027,477934028,477934029,477934030,477934031,477934032,477934033,477934034,477934035,push
477930147,03388294bde460109b08c645f5d5b109f4aa87c1,3812,master,passed,1695,2019-01-10 17:14:00 UTC,477930148,477930149,477930150,477930151,477930152,477930153,477930154,477930155,477930156,pull_request
477461454,4d71882b1b656d24551739a66b90f540202c1b03,,master,passed,1964,2019-01-09 17:50:55 UTC,477461455,477461456,477461457,477461458,477461459,477461460,477461461,477461462,477461463,push
477439617,b323fb5ee2d2e3e155a6ae96da43baac02b1cda4,,master,passed,2750,2019-01-09 17:08:05 UTC,477439618,477439619,477439620,477439621,477439622,477439623,477439624,477439625,477439628,push
477434468,5d825335679f04d4c0d49673b5a345e5f82a63f7,3811,master,passed,1724,2019-01-09 16:49:08 UTC,477434469,477434470,477434471,477434472,477434473,477434474,477434475,477434476,477434477,pull_request
477432117,56fcfbfb5b1b61326d690264464436e48e9e67ac,3809,master,passed,1718,2019-01-09 16:43:19 UTC,477432118,477432119,477432120,477432121,477432122,477432123,477432124,477432125,477432126,pull_request
477390711,b3cc1ec8dbdeda29c2ad89e3fbb9015c3dcb8aa1,,master,passed,1819,2019-01-09 15:15:55 UTC,477390712,477390713,477390714,477390715,477390716,477390717,477390718,477390719,477390720,push
477335478,03a1bd941ddc29e6b5caf5e9212de0648e84b2f6,3810,master,passed,1740,2019-01-09 13:10:20 UTC,477335479,477335480,477335481,477335482,477335483,477335484,477335485,477335486,477335487,pull_request
477126358,953bb24649a64792fb0397bc36007361a9e4b4f3,3809,master,passed,3690,2019-01-09 01:25:04 UTC,477126359,477126360,477126361,477126362,477126363,477126364,477126365,477126366,477126367,pull_request
477110515,036c06d6d603530dc0a917b0d44c766c167d85b7,3809,master,failed,1713,2019-01-09 00:32:46 UTC,477110516,477110517,477110518,477110519,477110520,477110521,477110522,477110523,477110524,pull_request
476992583,5a719ee15d6de114b0652436dfe21132bc542c13,3808,master,passed,1653,2019-01-08 19:30:01 UTC,476992584,476992585,476992586,476992587,476992589,476992591,476992592,476992593,476992594,pull_request
476931262,441e592d11cf7f5c95a9728d9c87d4660295824f,,master,passed,2852,2019-01-08 16:42:29 UTC,476931263,476931265,476931266,476931267,476931268,476931269,476931270,476931271,476931273,push
476926572,64ab6c524dbf309eb0a9188977fc78bf0ac96ae4,3807,master,passed,2029,2019-01-08 16:31:29 UTC,476926573,476926574,476926575,476926576,476926577,476926578,476926579,476926580,476926581,pull_request
476925748,27b2d3e1487458026af7661eb87cc68d97659091,,master,passed,1844,2019-01-08 16:29:33 UTC,476925749,476925750,476925751,476925752,476925753,476925754,476925755,476925756,476925757,push
476920695,654b5e2961546765895e9f6fd907580255ff6c53,3806,master,passed,2845,2019-01-08 16:19:07 UTC,476920696,476920697,476920698,476920699,476920700,476920701,476920702,476920703,476920704,pull_request
