build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
746790458,13d1c060d87f83d9ddad6c7a363df5c221995f50,,master,failed,9814,2020-11-30 18:07:05 UTC,746790459,746790460,746790461,746790462,746790463,746790464,746790465,746790467,746790473,cron
745459060,13d1c060d87f83d9ddad6c7a363df5c221995f50,,master,failed,8466,2020-11-23 18:11:19 UTC,745459061,745459062,745459063,745459064,745459065,745459066,745459067,745459068,745459069,cron
744704833,ee2fbf91b0e647a9264d07754cb8e069f3c2da63,1010,development,failed,9407,2020-11-20 00:22:04 UTC,744704834,744704835,744704836,744704837,744704838,744704839,744704840,744704841,744704842,pull_request
744694372,ab54ea591134efacfc1a95435d0759c2fafe28dc,1007,development,errored,209,2020-11-19 20:08:39 UTC,744694373,744694374,744694375,744694376,744694377,744694378,744694379,744694380,744694381,pull_request
744637838,7e28219538f88743669270a151882e37dae4ea0c,1011,development,canceled,3330,2020-11-19 15:40:04 UTC,744637839,744637840,744637841,744637842,744637843,744637844,744637845,744637846,744637847,pull_request
744637828,5006268d08ed670650864ba4fbf5f7decf4d1ec8,,speedup_tests,canceled,8633,2020-11-19 18:57:53 UTC,744637829,744637830,744637831,744637832,744637833,744637834,744637835,744637836,744637837,push
744618267,104eebe1b9512e8a096a5cc21cdead7ba3612c91,1011,development,failed,9196,2020-11-19 11:04:28 UTC,744618268,744618269,744618270,744618271,744618272,744618273,744618274,744618275,744618276,pull_request
744617938,016086469b7bda089d02739c0984334e01d80bc8,,speedup_tests,failed,9208,2020-11-19 09:47:26 UTC,744617939,744617940,744617941,744617942,744617943,744617944,744617945,744617946,744617947,push
744539152,068be32795843e1ce4fd738c3df4b55140c44c38,1007,development,errored,10019,2020-11-19 03:55:21 UTC,744539153,744539154,744539155,744539156,744539157,744539158,744539159,744539160,744539161,pull_request
744538773,5351b0d17277733b5da1ee755a79e70356ba16c0,,development,failed,9574,2020-11-19 02:16:49 UTC,744538774,744538775,744538776,744538777,744538778,744538779,744538780,744538781,744538782,cron
744533209,d6de48d076a058dea6cb4c045eec10372453775a,1010,development,errored,9440,2020-11-19 00:08:26 UTC,744533210,744533211,744533212,744533213,744533214,744533215,744533216,744533217,744533218,pull_request
744472776,b3f5cd0e01ec3c50023a5f2d343dea32a7e53fe7,1007,development,errored,9258,2020-11-18 17:59:16 UTC,744472777,744472778,744472779,744472780,744472781,744472782,744472783,744472784,744472785,pull_request
744403451,461977dcc7f6b24e6c9ede26441972d8273e259a,1007,development,errored,10744,2020-11-18 12:17:01 UTC,744403452,744403453,744403454,744403455,744403456,744403457,744403458,744403459,744403460,pull_request
